epoch,sat,constellation,phase_rms_mm,max_residual_mm,used_for_NL
359,E03,E,140.843,371.946,0
359,E05,E,160.018,311.821,0
359,E09,E,463.698,664.306,0
359,E16,E,339.855,484.244,0
359,E25,E,166.952,325.320,0
360,E02,E,131.630,263.950,0
360,E03,E,130.868,262.634,0
360,E05,E,160.766,311.821,0
360,E09,E,467.679,676.866,0
360,E16,E,339.519,484.244,0
360,E25,E,164.573,287.817,0
361,E02,E,133.201,263.950,0
361,E03,E,129.876,262.634,0
361,E05,E,165.102,311.821,0
361,E09,E,476.804,703.137,0
361,E16,E,344.890,484.244,0
361,E25,E,168.847,287.817,0
362,E02,E,135.490,263.950,0
362,E03,E,128.520,262.634,0
362,E05,E,169.800,311.821,0
362,E09,E,485.772,703.137,0
362,E16,E,350.349,484.244,0
362,E25,E,172.640,287.817,0
363,E02,E,138.057,263.950,0
363,E03,E,125.401,262.634,0
363,E05,E,175.196,311.821,0
363,E09,E,493.673,703.137,0
363,E16,E,355.382,489.190,0
363,E25,E,176.594,287.817,0
364,E02,E,139.315,263.950,0
364,E03,E,119.811,257.565,0
364,E05,E,180.714,331.111,0
364,E09,E,500.850,739.584,0
364,E16,E,359.577,511.683,0
364,E25,E,180.127,287.817,0
365,E02,E,140.145,263.950,0
365,E03,E,115.924,257.565,0
365,E05,E,184.794,331.111,0
365,E09,E,507.138,739.584,0
365,E16,E,363.548,511.683,0
365,E25,E,182.500,287.817,0
366,E02,E,139.842,263.950,0
366,E03,E,111.520,257.565,0
366,E05,E,187.879,331.111,1
366,E09,E,512.849,739.584,0
366,E16,E,367.197,511.683,0
366,E25,E,184.419,287.817,0
367,E02,E,143.228,339.524,0
367,E03,E,107.132,257.565,0
367,E05,E,190.846,331.111,1
367,E09,E,520.299,800.254,0
367,E16,E,372.080,553.782,0
367,E25,E,186.853,288.002,0
368,E02,E,147.796,362.502,0
368,E03,E,103.383,257.565,0
368,E05,E,192.261,331.111,1
368,E09,E,527.178,800.254,0
368,E16,E,376.609,553.782,0
368,E25,E,188.320,288.002,0
369,E02,E,159.409,498.038,0
369,E03,E,102.505,257.565,0
369,E05,E,196.100,343.148,1
369,E09,E,537.124,888.038,0
369,E16,E,384.561,646.988,0
369,E25,E,191.559,322.670,0
370,E02,E,176.283,585.581,0
370,E03,E,108.045,257.565,0
370,E05,E,202.094,396.177,1
370,E09,E,549.961,959.755,0
370,E16,E,395.555,733.114,0
370,E25,E,196.959,377.877,0
371,E02,E,195.430,596.596,0
371,E03,E,114.121,268.063,0
371,E05,E,208.186,396.177,1
371,E09,E,563.462,959.755,0
371,E16,E,407.003,733.114,0
371,E25,E,202.509,377.877,0
372,E02,E,211.919,596.596,0
372,E03,E,121.149,290.148,0
372,E05,E,212.325,396.177,1
372,E09,E,575.409,959.755,0
372,E16,E,416.898,733.114,0
372,E25,E,205.898,377.877,0
373,E02,E,215.613,596.596,0
373,E03,E,121.153,290.148,0
373,E05,E,210.818,396.177,1
373,E09,E,579.415,959.755,0
373,E16,E,419.400,733.114,0
373,E25,E,204.339,377.877,0
374,E02,E,233.299,647.062,0
374,E03,E,133.063,389.119,0
374,E05,E,214.430,396.177,1
374,E09,E,593.164,1028.582,0
374,E16,E,432.717,832.767,0
374,E25,E,208.290,377.877,0
375,E02,E,247.574,647.062,0
375,E03,E,144.997,418.987,0
375,E05,E,215.521,396.177,1
375,E09,E,605.118,1028.582,0
375,E16,E,444.437,836.417,0
375,E25,E,210.237,377.877,0
376,E02,E,264.085,649.967,0
376,E03,E,159.665,472.819,0
376,E05,E,219.143,396.177,1
376,E09,E,619.603,1050.113,0
376,E16,E,458.062,855.710,0
376,E25,E,214.782,377.877,0
377,E02,E,280.829,683.221,0
377,E03,E,174.670,510.798,0
377,E05,E,221.383,396.177,1
377,E09,E,633.799,1082.588,0
377,E16,E,469.974,865.276,1
377,E25,E,217.968,386.220,0
378,E02,E,300.742,761.193,0
378,E03,E,191.729,559.045,0
378,E05,E,227.578,429.021,1
378,E09,E,650.819,1137.206,0
378,E16,E,484.187,905.709,0
378,E25,E,224.589,433.533,0
379,E02,E,316.724,761.193,0
379,E03,E,204.437,559.045,0
379,E05,E,231.762,429.021,1
379,E09,E,665.315,1137.206,0
379,E16,E,495.225,905.709,0
379,E25,E,229.054,433.533,0
380,E02,E,334.270,761.193,0
380,E03,E,218.870,559.045,0
380,E05,E,237.714,429.021,1
380,E09,E,680.380,1137.206,0
380,E16,E,507.344,905.709,0
380,E25,E,234.982,433.533,0
381,E02,E,353.087,810.704,0
381,E03,E,233.714,589.640,0
381,E05,E,246.612,464.394,1
381,E09,E,698.078,1151.441,0
381,E16,E,522.684,919.958,0
381,E25,E,243.844,460.776,0
382,E02,E,369.035,810.704,0
382,E03,E,244.726,589.640,0
382,E05,E,253.486,464.394,1
382,E09,E,715.734,1151.441,0
382,E16,E,537.494,919.958,0
382,E25,E,250.312,460.776,0
383,E02,E,384.285,810.704,0
383,E03,E,254.891,589.640,0
383,E05,E,259.104,464.394,1
383,E09,E,730.218,1151.441,0
383,E16,E,550.314,919.958,0
383,E25,E,255.324,460.776,0
384,E02,E,401.553,823.708,0
384,E03,E,267.096,589.640,0
384,E05,E,266.947,475.365,1
384,E09,E,746.877,1197.705,0
384,E16,E,564.777,935.954,0
384,E25,E,262.041,460.776,0
385,E02,E,407.603,823.708,0
385,E03,E,268.560,589.640,0
385,E05,E,266.580,475.365,1
385,E09,E,754.215,1197.705,0
385,E16,E,569.480,935.954,0
385,E25,E,261.159,460.776,0
386,E02,E,423.647,823.708,0
386,E03,E,276.900,589.640,0
386,E05,E,272.754,475.365,1
386,E09,E,771.662,1197.705,0
386,E16,E,582.910,935.954,0
386,E25,E,265.493,460.776,0
387,E02,E,438.206,823.708,0
387,E03,E,283.297,589.640,0
387,E05,E,277.725,475.365,1
387,E09,E,787.251,1197.705,0
387,E16,E,594.173,935.954,0
387,E25,E,268.602,460.776,0
388,E02,E,451.026,823.708,0
388,E03,E,288.405,589.640,0
388,E05,E,281.635,475.365,1
388,E09,E,801.273,1197.705,0
388,E16,E,604.201,935.954,0
388,E25,E,270.996,460.776,1
389,E02,E,464.345,823.708,0
389,E03,E,295.270,589.640,0
389,E05,E,287.783,475.365,1
389,E09,E,818.341,1221.922,0
389,E16,E,616.988,935.954,0
389,E25,E,276.550,460.776,1
390,E02,E,478.241,823.708,0
390,E03,E,304.463,589.640,0
390,E05,E,295.960,488.573,1
390,E09,E,837.301,1300.117,0
390,E16,E,631.260,981.044,0
390,E25,E,283.904,460.776,1
391,E02,E,481.923,823.708,0
391,E03,E,304.916,589.640,0
391,E05,E,295.824,488.573,1
391,E09,E,844.916,1300.117,0
391,E16,E,635.159,981.044,0
391,E25,E,283.309,460.776,1
392,E02,E,494.839,823.708,0
392,E03,E,313.278,589.640,0
392,E05,E,302.500,488.573,1
392,E09,E,861.489,1300.117,0
392,E16,E,647.798,1001.694,0
392,E25,E,287.780,460.776,1
393,E02,E,504.523,823.708,0
393,E03,E,317.432,589.640,0
393,E05,E,305.302,488.573,1
393,E09,E,874.337,1300.117,0
393,E16,E,656.931,1001.694,0
393,E25,E,289.285,460.776,1
394,E02,E,516.278,823.708,0
394,E03,E,325.164,589.640,0
394,E05,E,310.832,488.573,1
394,E09,E,890.914,1300.117,0
394,E16,E,670.340,1001.694,0
394,E25,E,294.052,460.776,1
395,E02,E,526.449,823.708,0
395,E03,E,331.598,589.640,0
395,E05,E,314.869,488.573,1
395,E09,E,905.876,1300.117,0
395,E16,E,681.568,1001.694,0
395,E25,E,298.110,460.776,1
396,E02,E,538.211,823.708,0
396,E03,E,340.707,589.640,0
396,E05,E,321.084,488.573,1
396,E09,E,923.126,1300.117,0
396,E16,E,695.156,1001.694,0
396,E25,E,304.770,460.776,1
397,E02,E,549.074,823.708,0
397,E03,E,348.956,589.640,0
397,E05,E,327.191,488.573,1
397,E09,E,939.232,1300.117,0
397,E16,E,707.927,1001.694,0
397,E25,E,311.806,467.854,1
398,E02,E,558.769,823.708,0
398,E03,E,355.973,589.640,0
398,E05,E,332.860,488.573,1
398,E09,E,954.867,1300.117,0
398,E16,E,720.426,1001.694,0
398,E25,E,318.327,467.854,1
399,E02,E,569.017,823.708,0
399,E03,E,361.997,589.640,0
399,E05,E,338.821,488.573,1
399,E09,E,969.346,1300.117,0
399,E16,E,732.011,1001.694,0
399,E25,E,324.922,477.744,1
400,E02,E,572.787,823.708,0
400,E03,E,360.282,589.640,0
400,E05,E,339.045,488.573,1
400,E09,E,977.057,1300.117,0
400,E16,E,737.073,1001.694,0
400,E25,E,325.336,477.744,1
401,E02,E,583.426,823.708,0
401,E03,E,362.027,589.640,0
401,E05,E,345.066,488.573,1
401,E16,E,749.504,1027.833,0
401,E25,E,332.289,491.953,1
402,E02,E,595.623,863.504,0
402,E03,E,364.707,589.640,0
402,E05,E,351.305,498.428,1
402,E09,E,994.530,1401.774,0
402,E16,E,762.715,1079.325,0
402,E25,E,339.460,521.561,1
403,E02,E,605.495,863.504,0
403,E03,E,367.386,589.640,0
403,E05,E,354.970,498.428,1
403,E16,E,773.486,1079.325,0
403,E25,E,343.753,521.561,1
404,E02,E,614.702,863.504,0
404,E03,E,369.713,589.640,0
404,E05,E,357.464,498.428,1
404,E16,E,782.875,1079.325,0
404,E25,E,346.389,521.561,1
405,E02,E,618.014,863.504,0
405,E03,E,369.714,589.640,0
405,E05,E,357.123,498.428,1
405,E09,E,1004.568,1401.774,0
405,E16,E,787.238,1079.325,0
405,E25,E,346.038,521.561,1
406,E02,E,627.325,863.504,0
406,E03,E,372.824,589.640,0
406,E05,E,359.500,498.428,1
406,E16,E,797.886,1079.325,0
406,E25,E,349.796,521.561,1
407,E02,E,631.039,863.504,0
407,E03,E,372.798,589.640,0
407,E05,E,358.549,498.428,1
407,E09,E,1016.703,1401.774,0
407,E16,E,802.378,1079.325,0
407,E25,E,348.919,521.561,1
408,E02,E,640.489,863.504,0
408,E03,E,376.442,589.640,0
408,E05,E,361.185,498.428,1
408,E16,E,814.034,1079.325,0
408,E25,E,353.500,521.561,1
409,E02,E,650.271,863.504,0
409,E03,E,381.030,589.640,0
409,E05,E,364.423,498.428,1
409,E16,E,826.302,1079.325,0
409,E25,E,359.018,521.561,1
410,E02,E,659.563,863.504,0
410,E03,E,385.188,589.640,0
410,E05,E,366.183,498.428,1
410,E16,E,836.704,1079.325,0
410,E25,E,362.884,521.561,1
411,E02,E,669.359,863.504,0
411,E03,E,390.238,589.640,0
411,E05,E,368.641,498.428,1
411,E16,E,847.473,1079.325,0
411,E25,E,367.433,521.561,1
412,E02,E,679.498,863.504,0
412,E03,E,396.826,589.640,0
412,E05,E,372.631,498.428,1
412,E16,E,859.107,1102.261,0
412,E25,E,373.613,544.421,1
413,E02,E,688.783,863.504,0
413,E03,E,403.318,589.640,0
413,E05,E,376.612,498.428,1
413,E16,E,870.540,1108.166,0
413,E25,E,379.905,554.176,1
414,E02,E,697.020,863.504,0
414,E03,E,409.323,589.640,0
414,E05,E,379.537,498.428,1
414,E16,E,881.232,1108.166,0
414,E25,E,385.320,554.176,1
415,E02,E,705.311,863.504,0
415,E03,E,415.160,589.640,0
415,E05,E,382.808,498.428,1
415,E16,E,891.617,1108.166,0
415,E25,E,390.974,554.176,1
416,E02,E,713.856,863.504,0
416,E03,E,421.174,589.640,0
416,E05,E,386.765,498.428,1
416,E16,E,902.378,1108.166,0
416,E25,E,397.107,557.841,1
417,E02,E,722.332,863.504,0
417,E03,E,427.518,589.640,0
417,E05,E,391.478,527.355,1
417,E16,E,912.805,1119.392,0
417,E25,E,403.449,580.339,1
418,E02,E,730.977,871.574,0
418,E03,E,434.010,589.640,0
418,E05,E,397.267,546.453,1
418,E16,E,923.573,1131.222,0
418,E25,E,410.309,589.044,1
419,E02,E,738.288,886.086,0
419,E03,E,441.231,589.640,0
419,E05,E,403.477,605.287,1
419,E16,E,933.802,1169.823,0
419,E25,E,417.415,631.019,1
420,E02,E,744.769,907.451,0
420,E03,E,447.743,589.725,0
420,E05,E,409.574,636.243,1
420,E16,E,943.105,1187.662,0
420,E25,E,424.020,648.603,1
421,E02,E,750.979,907.451,0
421,E03,E,454.079,597.947,0
421,E05,E,416.431,648.200,1
421,E16,E,952.465,1187.662,0
421,E25,E,430.918,648.603,1
422,E02,E,757.218,907.451,0
422,E03,E,460.156,601.672,0
422,E05,E,423.550,651.013,1
422,E16,E,961.303,1187.662,0
422,E25,E,437.898,648.603,1
423,E02,E,766.162,907.451,0
423,E03,E,467.535,601.672,0
423,E05,E,432.481,651.013,1
423,E16,E,972.249,1187.662,0
423,E25,E,446.190,648.603,1
424,E02,E,770.777,907.451,0
424,E03,E,472.226,609.787,0
424,E05,E,438.696,651.013,1
424,E16,E,978.474,1187.662,0
424,E25,E,451.266,648.603,1
425,E02,E,776.065,907.451,0
425,E03,E,477.313,645.802,0
425,E05,E,445.234,651.013,1
425,E16,E,985.090,1187.662,0
425,E25,E,456.874,648.603,1
426,E02,E,782.241,950.625,0
426,E03,E,483.596,724.868,0
426,E05,E,453.341,703.674,1
426,E16,E,993.542,1252.365,0
426,E25,E,464.092,683.526,1
427,E02,E,787.500,950.625,0
427,E03,E,489.187,729.987,0
427,E05,E,460.677,703.674,1
427,E16,E,1001.975,1260.987,0
427,E25,E,471.115,691.069,1
428,E02,E,790.149,950.625,0
428,E03,E,492.119,729.987,0
428,E05,E,465.315,703.674,1
428,E09,E,1012.353,1401.774,0
428,E16,E,1008.035,1260.987,0
428,E25,E,475.454,691.069,1
429,E02,E,794.053,950.625,0
429,E03,E,495.555,729.987,0
429,E05,E,470.723,703.674,1
429,E09,E,1009.929,1401.774,0
429,E16,E,1015.445,1260.987,0
429,E25,E,480.526,691.069,1
430,E02,E,796.752,950.625,0
430,E03,E,497.614,729.987,0
430,E05,E,474.941,703.674,1
430,E09,E,1007.928,1401.774,0
430,E16,E,1022.292,1260.987,0
430,E25,E,484.446,691.069,1
431,E02,E,799.865,951.704,0
431,E03,E,500.590,729.987,0
431,E05,E,479.921,703.674,1
431,E09,E,1007.763,1401.774,0
431,E16,E,1030.341,1293.208,0
431,E25,E,489.373,691.069,1
432,E02,E,802.317,951.704,0
432,E03,E,503.890,729.987,0
432,E05,E,484.305,703.674,1
432,E09,E,1004.513,1401.774,0
432,E16,E,1038.467,1293.208,0
432,E25,E,493.841,691.069,1
433,E02,E,805.897,951.704,0
433,E03,E,508.861,729.987,0
433,E05,E,490.059,703.674,1
433,E09,E,1001.724,1401.774,0
433,E16,E,1048.052,1326.063,0
433,E25,E,499.894,691.069,1
434,E02,E,807.653,951.704,0
434,E03,E,511.009,729.987,0
434,E05,E,493.573,703.674,1
434,E09,E,998.434,1401.774,0
434,E25,E,503.785,691.069,1
435,E02,E,815.789,951.704,0
435,E03,E,519.456,729.987,0
435,E05,E,503.007,703.674,1
435,E09,E,996.830,1401.774,0
435,E25,E,512.810,691.069,1
436,E02,E,819.910,1004.775,0
436,E03,E,525.224,730.987,0
436,E05,E,511.293,766.581,1
436,E09,E,991.932,1401.774,0
436,E25,E,521.220,741.001,1
437,E02,E,823.857,1004.775,0
437,E03,E,530.027,730.987,0
437,E05,E,518.814,766.581,1
437,E09,E,987.253,1401.774,0
437,E25,E,528.186,741.001,1
438,E02,E,827.944,1004.775,0
438,E03,E,534.531,730.987,0
438,E05,E,526.401,766.581,1
438,E09,E,982.896,1401.774,0
438,E25,E,534.614,741.001,1
439,E02,E,831.194,1004.775,0
439,E03,E,537.885,730.987,0
439,E05,E,532.846,766.581,1
439,E09,E,980.003,1401.774,0
439,E25,E,539.814,741.001,1
440,E02,E,832.604,1004.775,0
440,E03,E,538.953,730.987,0
440,E05,E,536.565,766.581,1
440,E09,E,978.045,1401.774,0
440,E16,E,1039.660,1326.063,0
440,E25,E,542.923,741.001,1
441,E02,E,840.439,1004.775,0
441,E03,E,546.035,730.987,0
441,E05,E,545.823,766.581,1
441,E09,E,977.783,1401.774,0
441,E16,E,1036.737,1326.063,0
441,E25,E,551.177,741.001,1
442,E02,E,843.283,1004.775,0
442,E03,E,549.615,730.987,0
442,E05,E,552.216,766.581,1
442,E09,E,971.347,1401.774,0
442,E16,E,1030.665,1326.063,0
442,E25,E,557.979,741.001,1
443,E02,E,847.166,1004.775,0
443,E03,E,554.723,730.987,0
443,E05,E,559.647,766.581,1
443,E09,E,963.555,1401.774,0
443,E16,E,1025.755,1326.063,0
443,E25,E,565.532,741.001,1
444,E02,E,849.829,1004.775,0
444,E03,E,558.232,730.987,0
444,E05,E,565.827,766.581,1
444,E09,E,955.353,1401.774,0
444,E16,E,1022.166,1326.063,0
444,E25,E,571.850,741.001,1
445,E02,E,855.715,1016.833,0
445,E03,E,564.862,764.397,0
445,E05,E,575.265,816.868,1
445,E09,E,950.232,1401.774,0
445,E16,E,1013.863,1326.063,0
445,E25,E,581.157,812.241,1
446,E02,E,861.437,1057.965,0
446,E03,E,571.009,810.077,0
446,E05,E,584.402,854.646,1
446,E09,E,948.008,1401.774,0
446,E16,E,1004.832,1326.063,0
446,E25,E,589.880,845.563,1
447,E02,E,868.104,1081.718,0
447,E03,E,577.506,815.971,0
447,E05,E,594.309,885.554,1
447,E09,E,954.110,1401.774,0
447,E16,E,1000.859,1326.063,0
447,E25,E,598.929,869.908,1
448,E02,E,877.156,1151.914,0
448,E03,E,586.131,867.569,0
448,E05,E,605.813,936.710,1
448,E09,E,958.286,1401.774,0
448,E16,E,991.432,1326.063,0
448,E25,E,609.335,913.324,1
449,E02,E,884.432,1151.914,0
449,E03,E,593.279,867.569,0
449,E05,E,615.532,936.710,1
449,E09,E,947.297,1401.774,0
449,E16,E,984.583,1326.063,0
449,E25,E,618.314,913.324,1
450,E02,E,893.678,1151.914,0
450,E03,E,602.050,867.569,0
450,E05,E,625.358,936.710,1
450,E09,E,935.749,1401.774,0
450,E16,E,975.080,1326.063,0
450,E25,E,627.901,913.324,1
451,E02,E,899.674,1151.914,0
451,E03,E,609.427,867.569,0
451,E05,E,632.949,936.710,1
451,E09,E,924.629,1401.774,0
451,E16,E,967.403,1326.063,0
451,E25,E,635.753,913.324,1
452,E02,E,904.780,1151.914,0
452,E03,E,616.486,867.569,0
452,E05,E,641.030,936.710,1
452,E09,E,914.421,1401.774,0
452,E16,E,959.536,1326.063,0
452,E25,E,644.498,913.324,1
453,E02,E,912.856,1153.607,0
453,E03,E,626.673,867.569,0
453,E05,E,652.840,948.789,1
453,E09,E,909.492,1401.774,0
453,E16,E,949.325,1326.063,0
453,E25,E,656.798,977.965,1
454,E02,E,919.634,1153.607,0
454,E03,E,635.131,867.569,0
454,E05,E,662.870,948.789,1
454,E09,E,905.727,1401.774,0
454,E16,E,939.501,1326.063,0
454,E25,E,667.490,977.965,1
455,E02,E,931.023,1153.607,0
455,E03,E,644.850,867.569,0
455,E05,E,674.293,948.789,1
455,E09,E,903.478,1401.774,0
455,E16,E,929.015,1326.063,0
455,E25,E,679.594,977.965,1
456,E02,E,938.523,1153.607,0
456,E03,E,651.378,867.569,0
456,E05,E,682.876,948.789,1
456,E09,E,903.582,1401.774,0
456,E16,E,923.048,1326.063,0
456,E25,E,688.278,977.965,1
457,E02,E,950.594,1174.461,0
457,E03,E,660.615,867.569,0
457,E05,E,693.511,948.789,1
457,E09,E,907.692,1401.774,0
457,E16,E,911.531,1326.063,0
457,E25,E,699.831,977.965,1
458,E02,E,960.131,1229.642,0
458,E03,E,669.232,867.569,0
458,E05,E,703.676,948.789,1
458,E16,E,898.660,1326.063,0
458,E25,E,709.673,977.965,1
459,E02,E,968.128,1229.642,0
459,E03,E,676.724,867.569,0
459,E05,E,712.967,948.789,1
459,E16,E,888.720,1326.063,0
459,E25,E,718.495,977.965,1
460,E02,E,977.300,1230.223,0
460,E03,E,686.068,893.787,0
460,E05,E,724.521,976.174,1
460,E16,E,877.974,1326.063,0
460,E25,E,729.869,1014.710,1
461,E02,E,985.881,1230.520,0
461,E03,E,694.631,893.787,0
461,E05,E,735.349,976.965,1
461,E16,E,873.147,1326.063,0
461,E25,E,740.230,1014.710,1
462,E02,E,992.483,1230.520,0
462,E03,E,700.779,893.787,0
462,E05,E,743.462,976.965,1
462,E16,E,861.580,1326.063,0
462,E25,E,748.177,1014.710,1
463,E02,E,997.967,1230.520,0
463,E03,E,705.928,893.787,0
463,E05,E,750.130,976.965,1
463,E16,E,855.686,1326.063,0
463,E25,E,754.661,1014.710,1
464,E02,E,1003.918,1230.520,0
464,E03,E,711.046,893.787,0
464,E05,E,757.161,976.965,1
464,E16,E,843.063,1326.063,0
464,E25,E,761.454,1014.710,1
465,E02,E,1010.827,1230.520,0
465,E03,E,717.822,893.787,0
465,E05,E,765.929,976.965,1
465,E16,E,829.406,1326.063,0
465,E25,E,770.290,1014.710,1
466,E02,E,1017.405,1230.520,0
466,E03,E,724.216,893.787,0
466,E05,E,774.183,976.965,1
466,E16,E,816.270,1326.063,0
466,E25,E,778.513,1014.710,1
467,E02,E,1024.143,1230.520,0
467,E03,E,730.758,893.787,0
467,E05,E,782.460,976.965,1
467,E16,E,802.304,1326.063,0
467,E25,E,786.608,1014.710,1
468,E02,E,1031.897,1247.727,0
468,E03,E,737.655,893.787,0
468,E05,E,790.965,983.725,1
468,E16,E,787.014,1326.063,0
468,E25,E,794.958,1014.710,1
469,E02,E,1039.998,1274.481,0
469,E03,E,744.196,905.769,0
469,E05,E,799.253,1012.626,1
469,E16,E,771.253,1326.063,0
469,E25,E,803.691,1046.997,1
470,E02,E,1047.888,1283.400,0
470,E03,E,750.402,905.769,0
470,E05,E,807.024,1014.348,1
470,E16,E,756.306,1326.063,0
470,E25,E,812.479,1063.424,1
471,E02,E,1056.732,1323.266,0
471,E03,E,756.496,905.769,0
471,E05,E,815.274,1043.701,1
471,E16,E,740.707,1326.063,0
471,E25,E,822.220,1102.010,1
472,E02,E,1066.273,1354.684,0
472,E03,E,763.794,957.485,0
472,E05,E,825.063,1107.557,1
472,E16,E,723.986,1326.063,0
472,E25,E,833.571,1163.119,1
473,E02,E,1075.185,1354.684,0
473,E03,E,770.433,957.485,0
473,E05,E,834.428,1107.557,1
473,E16,E,706.466,1326.063,0
473,E25,E,844.126,1163.119,1
474,E03,E,777.918,975.352,0
474,E05,E,845.060,1135.521,1
474,E16,E,688.114,1326.063,0
474,E25,E,855.773,1163.119,1
475,E02,E,1087.068,1434.567,0
475,E03,E,785.143,990.807,0
475,E05,E,855.476,1138.089,1
475,E16,E,667.931,1326.063,0
475,E25,E,866.710,1163.119,1
476,E02,E,1097.521,1434.567,0
476,E03,E,789.825,990.807,0
476,E05,E,863.694,1138.089,1
476,E16,E,646.468,1326.063,0
476,E25,E,875.406,1163.119,1
477,E02,E,1105.073,1434.567,0
477,E03,E,793.142,990.807,0
477,E05,E,870.773,1138.089,1
477,E16,E,624.284,1326.063,0
477,E25,E,883.003,1163.119,1
478,E02,E,1115.500,1434.567,0
478,E03,E,800.279,1012.419,0
478,E05,E,881.753,1166.604,1
478,E16,E,601.862,1326.063,0
478,E25,E,894.621,1194.136,1
479,E03,E,806.595,1012.419,0
479,E05,E,891.677,1166.604,1
479,E16,E,580.406,1326.063,0
479,E25,E,905.365,1194.136,1
480,E02,E,1129.577,1539.016,0
480,E03,E,815.978,1081.175,0
480,E05,E,904.685,1241.937,1
480,E16,E,557.545,1326.063,0
480,E25,E,919.472,1286.054,1
481,E02,E,1143.230,1539.016,0
481,E03,E,825.059,1114.143,0
481,E05,E,916.967,1253.803,1
481,E16,E,532.799,1326.063,0
481,E25,E,932.950,1304.057,1
482,E03,E,835.411,1149.599,0
482,E05,E,930.092,1269.709,1
482,E16,E,504.008,1326.063,0
482,E25,E,947.350,1323.738,1
483,E03,E,844.336,1149.599,0
483,E05,E,941.524,1269.709,1
483,E16,E,471.404,1326.063,0
483,E25,E,960.162,1323.738,1
484,E03,E,853.478,1149.599,0
484,E05,E,952.417,1269.709,1
484,E16,E,440.039,1326.063,0
484,E25,E,972.679,1323.738,1
485,E03,E,861.458,1149.599,0
485,E05,E,961.669,1269.709,1
485,E16,E,406.098,1326.063,0
485,E25,E,983.831,1323.738,1
486,E03,E,869.307,1149.599,0
486,E05,E,970.393,1269.709,1
486,E16,E,368.575,1326.063,0
486,E25,E,994.626,1323.738,1
487,E03,E,878.661,1149.599,0
487,E05,E,979.691,1269.709,1
487,E16,E,319.999,1326.063,0
487,E25,E,1006.088,1323.738,1
488,E03,E,888.786,1149.599,0
488,E05,E,989.206,1269.709,1
488,E16,E,264.350,1326.063,0
488,E25,E,1018.151,1323.738,1
489,E03,E,900.119,1180.687,0
489,E05,E,1000.153,1269.709,1
489,E16,E,186.312,645.017,0
489,E25,E,1031.488,1340.995,1
490,E03,E,913.303,1236.343,0
490,E05,E,1013.317,1327.726,1
490,E16,E,186.312,645.017,0
490,E25,E,1047.028,1410.493,1
491,E03,E,922.889,1236.343,0
491,E05,E,1023.257,1327.726,1
491,E16,E,183.473,645.017,0
491,E25,E,1059.597,1410.493,1
492,E03,E,931.572,1236.343,0
492,E05,E,1032.702,1327.726,1
492,E16,E,173.377,645.017,0
492,E25,E,1071.809,1410.493,1
493,E03,E,943.038,1244.526,0
493,E05,E,1044.729,1340.771,1
493,E16,E,165.270,645.017,0
493,E25,E,1086.863,1463.754,1
494,E03,E,953.549,1244.526,0
494,E05,E,1055.729,1340.771,1
494,E16,E,137.817,460.589,0
494,E25,E,1101.557,1463.754,1
495,E03,E,947.402,1244.526,0
495,E14,E,nan,nan,0
495,E25,E,1095.551,1463.754,0
495,E30,E,nan,nan,0
496,E03,E,940.451,1244.526,0
496,E14,E,nan,nan,0
496,E25,E,1089.008,1463.754,0
496,E30,E,nan,nan,0
497,E03,E,933.435,1244.526,0
497,E14,E,nan,nan,0
497,E25,E,1082.041,1463.754,0
497,E30,E,nan,nan,0
498,E03,E,925.501,1244.526,0
498,E14,E,nan,nan,0
498,E25,E,1074.307,1463.754,0
498,E30,E,nan,nan,0
499,E03,E,918.857,1244.526,0
499,E14,E,nan,nan,0
499,E25,E,1067.115,1463.754,0
499,E30,E,nan,nan,0
500,E03,E,913.268,1244.526,0
500,E14,E,nan,nan,0
500,E25,E,1061.080,1463.754,0
500,E30,E,nan,nan,0
501,E03,E,907.480,1244.526,0
501,E14,E,nan,nan,0
501,E25,E,1054.108,1463.754,0
501,E30,E,nan,nan,0
502,E03,E,900.884,1244.526,0
502,E14,E,nan,nan,0
502,E25,E,1046.205,1463.754,0
502,E30,E,nan,nan,0
503,E03,E,892.967,1244.526,0
503,E14,E,nan,nan,0
503,E25,E,1037.088,1463.754,0
503,E30,E,nan,nan,0
504,E03,E,885.860,1244.526,0
504,E14,E,63.951,123.999,0
504,E25,E,1028.669,1463.754,0
504,E30,E,45.762,97.408,0
505,E03,E,879.015,1244.526,0
505,E14,E,63.671,123.999,0
505,E25,E,1020.641,1463.754,0
505,E30,E,50.898,97.408,0
506,E03,E,872.845,1244.526,0
506,E14,E,63.974,123.999,0
506,E25,E,1013.344,1463.754,0
506,E30,E,80.468,221.822,0
507,E03,E,866.733,1244.526,0
507,E14,E,78.060,173.498,0
507,E25,E,1005.394,1463.754,0
507,E30,E,77.819,221.822,0
508,E03,E,859.039,1244.526,0
508,E14,E,77.179,173.498,0
508,E25,E,996.581,1463.754,0
508,E30,E,79.153,221.822,0
509,E03,E,852.136,1244.526,0
509,E14,E,78.594,173.498,0
509,E25,E,987.957,1463.754,0
509,E30,E,79.893,221.822,0
510,E03,E,843.452,1244.526,0
510,E14,E,76.252,173.498,0
510,E25,E,977.577,1463.754,0
510,E30,E,90.073,221.822,0
511,E03,E,835.100,1244.526,0
511,E14,E,73.975,173.498,0
511,E25,E,967.367,1463.754,0
511,E30,E,96.249,221.822,0
