epoch,sat,constellation,residual_mm,S_phase_mm2,NIS,gate_mode,accepted,K_amb,clk_sigma_mm,amb_sigma_mm
1576,G15,G,-21.9578,300000483038.0259,1.60715004e-09,absolute,1,0.000000,547722.9973,39.3082
1576,G21,G,-31.9978,300000483045.7119,3.41286406e-09,absolute,1,0.000000,547722.9973,38.8816
1577,G05,G,13.0157,300000000020.5634,5.64692118e-10,absolute,1,0.000000,547722.5590,38.8377
1577,G13,G,17.5201,300400001588.2334,1.02181550e-09,absolute,1,0.001332,547722.5590,20000.0000
1577,G15,G,16.7482,300000000035.1769,9.35010795e-10,absolute,1,0.000000,547722.5590,39.2464
1577,G21,G,1.8036,300000000045.4055,1.08426972e-11,absolute,1,0.000000,547722.5590,38.8287
1578,E13,E,9.0329,300000002986.7995,2.71978586e-10,absolute,1,0.000000,547722.5590,45.4231
1578,E30,E,36.3728,300000002952.8695,4.40992786e-09,absolute,1,0.000000,547722.5590,45.2490
1578,G12,G,30.7557,300000002955.4767,3.15303490e-09,absolute,1,0.000000,547722.5590,41.5612
1578,G25,G,2.3301,300000002971.0751,1.80984967e-11,absolute,1,0.000000,547722.5590,41.9022
1578,G29,G,1.7333,300400001568.6740,1.00016031e-11,absolute,1,0.001332,547722.5590,20000.0000
1579,G13,G,-37.5382,300000003014.1764,4.69706523e-09,absolute,1,0.000000,547722.5592,39.7212
1580,G05,G,-25.4983,300000000099.1599,2.16721241e-09,absolute,1,0.000000,547722.5590,38.7316
1580,G13,G,-2.3021,300000000078.6250,1.76661619e-11,absolute,1,0.000000,547722.5590,39.6660
1580,G15,G,-34.1184,300000000111.5235,3.88021294e-09,absolute,1,0.000000,547722.5590,39.0938
1580,G21,G,-32.4698,300000000124.8094,3.51429903e-09,absolute,1,0.000000,547722.5590,38.7227
1583,E13,E,-20.7082,300000480351.1566,1.42943359e-09,absolute,1,0.000000,547722.9946,45.3586
1583,E30,E,-6.2453,300000480316.9526,1.30012373e-10,absolute,1,0.000000,547722.9946,45.1847
1583,G12,G,-7.1730,300000480318.6050,1.71505171e-10,absolute,1,0.000000,547722.9946,41.4914
1583,G25,G,-18.3855,300000480327.4604,1.12675033e-09,absolute,1,0.000000,547722.9946,41.7051
1583,G29,G,-27.7551,300000480379.9689,2.56780694e-09,absolute,1,0.000000,547722.9946,42.2190
1588,G11,G,48.7079,300400466671.2891,7.89766637e-09,absolute,1,0.001332,547722.9964,19999.6443
1589,G11,G,31.0265,300000000208.5293,3.20882184e-09,absolute,1,0.000000,547722.9963,693.3359
1589,G13,G,11.4406,300400480660.1007,4.35709542e-10,absolute,1,0.001332,547722.9963,20000.0000
1591,G11,G,48.7307,300000722425.9376,7.91557902e-09,absolute,1,0.000001,547722.9976,490.4152
1592,E30,E,-23.6505,300000162093.0377,1.86448161e-09,absolute,1,0.000000,547722.7041,45.1126
1592,G12,G,-30.4572,300000162094.5327,3.09213180e-09,absolute,1,0.000000,547722.7041,41.4188
1592,G25,G,-35.6267,300000162099.6877,4.23087955e-09,absolute,1,0.000000,547722.7041,41.5953
1596,G13,G,-25.8784,300000653178.7483,2.23229586e-09,absolute,1,0.000001,547723.0073,400.7633
1596,G15,G,-15.9489,300400492718.1196,8.46764033e-10,absolute,1,0.001332,547723.0073,20000.0000
1597,G11,G,12.2912,300000000294.2230,5.03577169e-10,absolute,1,0.000000,547722.6677,347.2924
1597,G13,G,43.4950,300000000071.2565,6.30604127e-09,absolute,1,0.000000,547722.6677,347.3070
1597,G15,G,47.8284,300000000039.4548,7.62519047e-09,absolute,1,0.000000,547722.6677,347.3472
1598,E03,E,-29.7216,300400097172.8552,2.94065266e-09,absolute,1,0.001332,547722.6458,20000.0000
1601,G11,G,24.3157,300400486329.1617,1.96821975e-09,absolute,1,0.001332,547723.0014,20000.0000
1601,G23,G,32.7058,300400486272.3648,3.56081315e-09,absolute,1,0.001332,547723.0014,20000.0000
1601,G29,G,42.0143,300400486217.4844,5.87616780e-09,absolute,1,0.001332,547723.0014,20000.0000
1603,E03,E,21.8022,300400487650.0847,1.58234586e-09,absolute,1,0.001332,547723.0022,20000.0000
1604,G21,G,-46.6707,300000503915.0201,7.26051163e-09,absolute,1,0.000000,547723.0164,38.6489
1605,G05,G,-44.2831,300000000072.7329,6.53665179e-09,absolute,1,0.000000,547722.5590,38.6060
1605,G21,G,-19.4005,300000000098.2381,1.25459171e-09,absolute,1,0.000000,547722.5590,38.5973
1606,E03,E,21.1686,300000503947.4925,1.49369425e-09,absolute,1,0.000002,547722.5589,709.3455
1607,G21,G,-40.7671,300000249182.4610,5.53984203e-09,absolute,1,0.000000,547722.7838,38.5449
1610,E03,E,-21.8734,300000737860.5986,1.59481587e-09,absolute,1,0.000001,547723.0050,498.4060
1611,E03,E,6.0686,300000000083.3365,1.22760529e-10,absolute,1,0.000000,547722.7087,407.5511
1612,G13,G,-34.7377,300000220338.5056,4.02234487e-09,absolute,1,0.000000,547722.6706,310.8231
1612,G15,G,-47.3185,300000220304.5999,7.46347074e-09,absolute,1,0.000000,547722.6706,310.7797
1613,G13,G,-46.5138,300000000046.7560,7.21178081e-09,absolute,1,0.000000,547722.6313,284.1888
1614,G13,G,17.3238,300000000065.4473,1.00038439e-09,absolute,1,0.000000,547722.6209,263.4286
1614,G15,G,5.1408,300000000054.9955,8.80944095e-11,absolute,1,0.000000,547722.6209,263.3881
1615,G13,G,-14.8973,300000000045.9670,7.39766816e-10,absolute,1,0.000000,547722.6131,246.6598
1615,G15,G,-25.4357,300000000029.4501,2.15657979e-09,absolute,1,0.000000,547722.6131,246.6200
1615,G29,G,-6.2349,300400060871.6222,1.29406704e-10,absolute,1,0.001332,547722.6131,20000.0000
1616,E03,E,-43.2288,300000177976.5921,6.22908634e-09,absolute,1,0.000000,547722.6071,352.6911
1616,G13,G,42.1428,300000000045.9189,5.92005539e-09,absolute,1,0.000000,547722.6071,232.9347
1616,G15,G,30.5079,300000000029.5107,3.10243832e-09,absolute,1,0.000000,547722.6071,232.8952
1618,E03,E,-5.7974,300000535950.9475,1.12032664e-10,absolute,1,0.000000,547723.0148,188.9494
1618,G13,G,12.0360,300000535926.3754,4.82884908e-10,absolute,1,0.000000,547723.0148,187.4470
1618,G15,G,3.7687,300000535904.8665,4.73437025e-11,absolute,1,0.000000,547723.0148,187.4053
1619,G05,G,-44.9558,300000034124.4485,6.73674276e-09,absolute,1,0.000000,547722.5875,38.4927
1620,G21,G,25.3797,300000000092.8251,2.14709450e-09,absolute,1,0.000000,547722.5589,38.4345
1628,G18,G,7.3708,300400498506.8063,1.80853278e-10,absolute,1,0.001332,547723.0125,20000.0000
1629,G18,G,-2.0008,300000000232.5975,1.33444165e-11,absolute,1,0.000000,547723.0123,705.9408
1631,E13,E,-12.4458,300000501316.2718,5.16328687e-10,absolute,1,0.000000,547723.0138,45.1545
1631,E30,E,0.0762,300000501280.4288,1.93608585e-14,absolute,1,0.000000,547723.0138,44.9808
1631,G12,G,-3.4071,300000501284.9797,3.86950942e-11,absolute,1,0.000000,547723.0138,41.3283
1631,G25,G,16.5585,300000501284.1155,9.13946320e-10,absolute,1,0.000000,547723.0138,41.4918
1637,E03,E,-22.2426,300000535323.5757,1.64910323e-09,absolute,1,0.000000,547723.0164,182.7421
1637,G13,G,-8.7102,300000535307.4805,2.52889222e-10,absolute,1,0.000000,547723.0164,181.2223
1637,G15,G,-25.1326,300000535285.5051,2.10548822e-09,absolute,1,0.000000,547723.0164,181.1796
1638,E03,E,26.3723,300000000058.3321,2.31832646e-09,absolute,1,0.000000,547722.5857,177.1702
1638,G13,G,40.2920,300000000040.7230,5.41147481e-09,absolute,1,0.000000,547722.5857,175.6063
1638,G15,G,28.5152,300000000024.9784,2.71038614e-09,absolute,1,0.000000,547722.5857,175.5632
1638,G23,G,36.5726,300400030905.9805,4.45256919e-09,absolute,1,0.001332,547722.5857,20000.0000
1641,E30,E,-37.8067,300000506036.6655,4.76447605e-09,absolute,1,0.000000,547723.0181,44.9125
1641,G12,G,-29.6066,300000506041.9011,2.92182788e-09,absolute,1,0.000000,547723.0181,41.2590
1641,G25,G,-17.7889,300000506039.6752,1.05480969e-09,absolute,1,0.000000,547723.0181,41.4050
1642,G05,G,1.3846,300000002946.1204,6.38998704e-12,absolute,1,0.000000,547722.5592,38.3757
1642,G21,G,-17.3450,300000003046.4536,1.00283223e-09,absolute,1,0.000000,547722.5592,38.3674
1642,G29,G,-22.3660,300400001774.4370,1.66523209e-09,absolute,1,0.001332,547722.5592,20000.0000
1644,E03,E,-13.3410,300000534904.3374,5.93271417e-10,absolute,1,0.000000,547723.0194,172.0879
1644,G13,G,-11.8503,300000534893.7825,4.68095310e-10,absolute,1,0.000000,547723.0194,170.4812
1644,G15,G,-36.4028,300000534873.0651,4.41720204e-09,absolute,1,0.000000,547723.0194,170.4384
1645,E03,E,-7.1573,300000000053.9116,1.70754329e-10,absolute,1,0.000000,547722.5827,167.4683
1645,G13,G,-10.5572,300000000040.1763,3.71512862e-10,absolute,1,0.000000,547722.5827,165.8142
1645,G15,G,-35.7502,300000000024.5844,4.26024691e-09,absolute,1,0.000000,547722.5827,165.7709
1646,G21,G,-0.2555,300000027473.3766,2.17605515e-13,absolute,1,0.000000,547722.5814,38.3157
1647,G05,G,-34.4774,300000000147.9374,3.96231518e-09,absolute,1,0.000000,547722.5591,38.2750
1647,G29,G,-30.2491,300000000178.5646,3.05003138e-09,absolute,1,0.000000,547722.5591,38.8403
1649,G05,G,37.5217,300000509669.3744,4.69291986e-09,absolute,1,0.000000,547723.0216,38.2255
1649,G21,G,5.3263,300000509779.6036,9.45645109e-11,absolute,1,0.000000,547723.0216,38.2174
1649,G29,G,47.1110,300000509687.2155,7.39813743e-09,absolute,1,0.000000,547723.0216,38.5663
1654,G23,G,-42.1650,300400510882.8796,5.91839785e-09,absolute,1,0.001332,547723.0239,20000.0000
1655,G05,G,-41.7750,300000511966.3000,5.81715449e-09,absolute,1,0.000000,547723.0237,38.1731
1655,G21,G,-48.8992,300000512094.2025,7.97040975e-09,absolute,1,0.000000,547723.0237,38.1652
1656,E03,E,34.2332,300000027389.2317,3.90638171e-09,absolute,1,0.000000,547722.5589,163.2078
1656,G13,G,45.5228,300000027377.8690,6.90776222e-09,absolute,1,0.000000,547722.5589,161.5147
1656,G15,G,31.6043,300000027366.1699,3.32944313e-09,absolute,1,0.000000,547722.5589,161.4713
1658,E13,E,-8.2941,300000514383.4867,2.29306277e-10,absolute,1,0.000000,547723.0257,45.0043
1658,E30,E,-9.4320,300000514354.8754,2.96538943e-10,absolute,1,0.000000,547723.0257,44.8317
1658,G12,G,3.6682,300000514362.0201,4.48532348e-11,absolute,1,0.000000,547723.0257,41.1863
1658,G25,G,25.1213,300000514355.1714,2.10360191e-09,absolute,1,0.000000,547723.0257,41.3267
1660,G23,G,24.3385,300001024416.6392,1.97453076e-09,absolute,1,0.000002,547723.0266,714.6478
1664,G05,G,-47.0213,300000517109.7874,7.36998784e-09,absolute,1,0.000000,547723.0284,38.1193
1664,G23,G,-23.1753,300000773225.1467,1.79030460e-09,absolute,1,0.000001,547723.0284,507.4674
1668,G05,G,45.8289,300000525567.1524,7.00093698e-09,absolute,1,0.000000,547723.0362,37.9771
1668,G29,G,46.2009,300000525572.0419,7.11508005e-09,absolute,1,0.000000,547723.0362,38.2330
1669,E13,E,4.8290,300000002915.2391,7.77314242e-11,absolute,1,0.000000,547722.5589,44.9366
1669,E30,E,-0.7861,300000002916.7437,2.05993944e-12,absolute,1,0.000000,547722.5589,44.7642
1669,G12,G,-3.6951,300000002928.4352,4.55122844e-11,absolute,1,0.000000,547722.5589,41.1185
1669,G25,G,22.7127,300000002915.2301,1.71956257e-09,absolute,1,0.000000,547722.5589,41.2486
1670,G05,G,-41.3876,300000002900.0962,5.70976955e-09,absolute,1,0.000000,547722.5591,37.9299
1670,G18,G,-21.7354,300400001828.2849,1.57266020e-09,absolute,1,0.001332,547722.5591,20000.0000
1670,G23,G,-28.5657,300000002959.7079,2.71999402e-09,absolute,1,0.000000,547722.5591,39.6890
1670,G29,G,-49.8002,300000002900.3439,8.26688067e-09,absolute,1,0.000000,547722.5591,38.1456
1671,E03,E,16.1842,300000026106.5421,8.73098333e-10,absolute,1,0.000000,547722.5589,159.3041
1671,G13,G,18.4785,300000026094.2280,1.13818376e-09,absolute,1,0.000000,547722.5589,157.5723
1671,G15,G,16.7655,300000026080.1914,9.36941286e-10,absolute,1,0.000000,547722.5589,157.5266
1672,E13,E,4.1139,300000025269.6484,5.64148641e-11,absolute,1,0.000000,547722.5792,44.8862
1672,E30,E,8.2588,300000025243.4983,2.27361548e-10,absolute,1,0.000000,547722.5792,44.7142
1672,G12,G,18.7124,300000025253.8272,1.16718165e-09,absolute,1,0.000000,547722.5792,41.0589
1672,G25,G,33.6478,300000025248.7141,3.77391739e-09,absolute,1,0.000000,547722.5792,41.1832
1673,E13,E,22.5571,300000000053.2478,1.69608067e-09,absolute,1,0.000000,547722.5591,44.8388
1673,E30,E,8.6324,300000000027.7738,2.48396313e-10,absolute,1,0.000000,547722.5591,44.6670
1673,G12,G,29.1907,300000000033.4258,2.84032332e-09,absolute,1,0.000000,547722.5591,40.9988
1673,G25,G,39.2142,300000000023.7054,5.12583845e-09,absolute,1,0.000000,547722.5591,41.1194
1674,E13,E,-23.2502,300000000053.0586,1.80190829e-09,absolute,1,0.000000,547722.5591,44.7918
1674,E30,E,-24.2057,300000000029.2519,1.95305538e-09,absolute,1,0.000000,547722.5591,44.6202
1674,G12,G,-4.7011,300000000034.9781,7.36666456e-11,absolute,1,0.000000,547722.5591,40.9390
1674,G25,G,-2.7190,300000000025.1194,2.46427303e-11,absolute,1,0.000000,547722.5591,41.0571
1679,E03,E,36.2391,300000551906.4836,4.37757611e-09,absolute,1,0.000000,547723.0398,155.7704
1679,G13,G,48.0148,300000551896.4916,7.68471576e-09,absolute,1,0.000000,547723.0398,153.9975
1679,G15,G,34.9649,300000551876.5094,4.07515134e-09,absolute,1,0.000000,547723.0398,153.9504
1680,G05,G,-5.8847,300000023952.0233,1.15434040e-10,absolute,1,0.000000,547722.5783,37.8774
1680,G18,G,2.1813,300000024122.6426,1.58601628e-11,absolute,1,0.000000,547722.5783,40.2245
1680,G23,G,-24.4140,300000023980.5739,1.98681224e-09,absolute,1,0.000000,547722.5783,39.1686
1680,G29,G,-23.0185,300000023949.2942,1.76616897e-09,absolute,1,0.000000,547722.5783,38.0638
1682,E13,E,11.1971,300000525307.8649,4.17912580e-10,absolute,1,0.000000,547723.0357,44.7330
1682,E30,E,1.9561,300000525289.0363,1.27547614e-11,absolute,1,0.000000,547723.0357,44.5618
1682,G12,G,16.2671,300000525298.3472,8.82054847e-10,absolute,1,0.000000,547723.0357,40.8764
1682,G25,G,28.3125,300000525287.2391,2.67198269e-09,absolute,1,0.000000,547723.0357,40.9924
1683,G05,G,-5.0817,300000002873.9069,8.60803723e-11,absolute,1,0.000000,547722.5591,37.8298
1683,G18,G,-8.7047,300000002984.9581,2.52571782e-10,absolute,1,0.000000,547722.5591,39.5125
1683,G23,G,-13.8184,300000002887.6097,6.36495122e-10,absolute,1,0.000000,547722.5591,38.9987
1683,G29,G,-21.5475,300000002867.3248,1.54764490e-09,absolute,1,0.000000,547722.5591,38.0004
1685,E03,E,9.9682,300000547171.7615,3.31215775e-10,absolute,1,0.000000,547723.0364,152.4546
1685,G13,G,10.6306,300000547162.0869,3.76700819e-10,absolute,1,0.000000,547723.0364,150.6419
1685,G15,G,6.9477,300000547142.6627,1.60900798e-10,absolute,1,0.000000,547723.0364,150.5937
1693,E03,E,-44.8233,300000551991.6291,6.69707176e-09,absolute,1,0.000000,547723.0417,149.3578
1693,G13,G,-40.5729,300000551981.8217,5.48719373e-09,absolute,1,0.000000,547723.0417,147.5065
1693,G15,G,-47.4819,300000551962.1985,7.51509780e-09,absolute,1,0.000000,547723.0417,147.4574
1701,G23,G,38.2768,300000533660.3477,4.88369961e-09,absolute,1,0.000000,547723.0436,38.8858
1701,G29,G,36.1154,300000533641.5755,4.34772650e-09,absolute,1,0.000000,547723.0436,37.9315
1710,E03,E,36.5302,300000555674.8323,4.44817508e-09,absolute,1,0.000000,547723.0458,146.4730
1710,G13,G,37.0094,300000555664.4355,4.56564461e-09,absolute,1,0.000000,547723.0458,144.5900
1710,G15,G,31.6424,300000555643.9203,3.33746300e-09,absolute,1,0.000000,547723.0458,144.5401
1712,E13,E,-36.4070,300000536987.0975,4.41821825e-09,absolute,1,0.000000,547723.0464,44.6370
1712,E30,E,-37.3511,300000536976.9332,4.65034748e-09,absolute,1,0.000000,547723.0464,44.4669
1712,G12,G,-36.0156,300000536994.7214,4.32373259e-09,absolute,1,0.000000,547723.0464,40.8025
1712,G18,G,-35.5479,300400496831.0842,4.20656094e-09,absolute,1,0.001331,547723.0464,19999.0354
1712,G25,G,-12.5170,300000536969.5022,5.22247665e-10,absolute,1,0.000000,547723.0464,40.9165
1713,E07,E,30.7639,300400002119.2395,3.15052479e-09,absolute,1,0.001332,547722.5591,20000.0000
1713,E13,E,23.8974,300000000056.8356,1.90361584e-09,absolute,1,0.000000,547722.5591,44.5914
1713,E30,E,15.2368,300000000038.1438,7.73871699e-10,absolute,1,0.000000,547722.5591,44.4216
1713,G12,G,15.4152,300000000051.4068,7.92094161e-10,absolute,1,0.000000,547722.5591,40.7443
1713,G18,G,19.9166,300000000147.4121,1.32223177e-09,absolute,1,0.000000,547722.5591,42.1432
1713,G25,G,41.4911,300000000028.2736,5.73836575e-09,absolute,1,0.000000,547722.5591,40.8573
1718,E07,E,41.0172,300400537989.9210,5.60055435e-09,absolute,1,0.001332,547723.0480,20000.0000
1722,G05,G,18.9231,300000539809.9689,1.19361306e-09,absolute,1,0.000000,547723.0492,37.7135
1722,G23,G,38.0129,300000539802.5650,4.81659120e-09,absolute,1,0.000000,547723.0492,38.7408
1722,G29,G,49.9298,300000539782.8298,8.30994643e-09,absolute,1,0.000000,547723.0492,37.8690
1723,E07,E,-27.6298,300400001838.5184,2.54129161e-09,absolute,1,0.001332,547722.5589,20000.0000
1724,E13,E,25.0695,300000539978.4211,2.09492485e-09,absolute,1,0.000000,547723.0491,44.5291
1724,E30,E,18.0222,300000539972.6496,1.08266796e-09,absolute,1,0.000000,547723.0491,44.3606
1724,G12,G,41.8699,300000539993.9984,5.84361821e-09,absolute,1,0.000000,547723.0491,40.6817
1724,G18,G,39.2576,300000540049.4164,5.13719988e-09,absolute,1,0.000000,547723.0491,41.5579
1724,G25,G,33.6218,300000539964.6965,3.76807365e-09,absolute,1,0.000000,547723.0491,40.7932
1725,E07,E,20.0558,300400002080.7203,1.33900344e-09,absolute,1,0.001332,547722.5591,20000.0000
1725,E13,E,7.8056,300000000055.2322,2.03093477e-10,absolute,1,0.000000,547722.5591,44.4844
1725,E30,E,-1.1968,300000000043.2011,4.77423934e-12,absolute,1,0.000000,547722.5591,44.3162
1725,G12,G,20.7606,300000000060.1904,1.43667498e-09,absolute,1,0.000000,547722.5591,40.6245
1725,G18,G,32.2131,300000000100.9722,3.45894429e-09,absolute,1,0.000000,547722.5591,41.3115
1725,G25,G,19.8485,300000000031.2880,1.31321075e-09,absolute,1,0.000000,547722.5591,40.7353
1726,E30,E,-49.4428,300000000041.4194,8.14864895e-09,absolute,1,0.000000,547722.5591,44.2720
1726,G12,G,-29.7447,300000000058.5844,2.94915201e-09,absolute,1,0.000000,547722.5591,40.5676
1726,G18,G,-39.7196,300000000092.8688,5.25883398e-09,absolute,1,0.000000,547722.5591,41.1600
1726,G25,G,-32.4152,300000000029.5859,3.50247512e-09,absolute,1,0.000000,547722.5591,40.6778
1728,G13,G,-44.7007,300000560533.0314,6.66049639e-09,absolute,1,0.000000,547723.0510,141.8621
1729,E07,E,-39.5306,300400020116.8324,5.20194675e-09,absolute,1,0.001332,547722.5753,20000.0000
1730,E03,E,-4.0338,300000559784.7861,5.42395815e-11,absolute,1,0.000000,547723.0509,141.2659
1730,G13,G,10.6107,300000559773.7854,3.75287279e-10,absolute,1,0.000000,547723.0509,139.3113
1730,G15,G,3.3493,300000559754.1837,3.73933079e-11,absolute,1,0.000000,547723.0509,139.2604
1732,E03,E,3.2811,300000560550.6044,3.58856028e-11,absolute,1,0.000000,547723.0523,138.8908
1732,G13,G,17.5211,300000560539.8981,1.02329393e-09,absolute,1,0.000000,547723.0523,136.8968
1732,G15,G,15.1316,300000560520.4002,7.63215195e-10,absolute,1,0.000000,547723.0523,136.8453
1734,G25,G,-49.6337,300000544124.8922,8.21165966e-09,absolute,1,0.000000,547723.0529,40.6175
1735,E07,E,42.3029,300000542130.4849,5.96509943e-09,absolute,1,0.000002,547722.5591,735.6438
1736,E07,E,-32.3324,300000000151.2328,3.48461802e-09,absolute,1,0.000000,547722.8050,521.1967
1737,E03,E,2.4305,300000198958.6188,1.96904615e-11,absolute,1,0.000000,547722.7227,136.6377
1737,G13,G,9.8494,300000198947.6169,3.23369410e-10,absolute,1,0.000000,547722.7227,134.6070
1737,G15,G,11.4815,300000198927.5576,4.39416509e-10,absolute,1,0.000000,547722.7227,134.5548
1738,E07,E,40.6449,300000198390.8308,5.50670119e-09,absolute,1,0.000001,547722.5736,426.0595
1740,E03,E,-38.2117,300000562295.2518,4.86711460e-09,absolute,1,0.000000,547723.0549,134.5042
1740,G13,G,-32.3839,300000562284.3416,3.49571594e-09,absolute,1,0.000000,547723.0549,132.4361
1740,G15,G,-25.5826,300000562264.4105,2.18156326e-09,absolute,1,0.000000,547723.0549,132.3833
1743,G05,G,-45.5410,300000542990.4838,6.91324940e-09,absolute,1,0.000000,547723.0521,37.6557
1743,G23,G,-47.9870,300000542964.0095,7.67582998e-09,absolute,1,0.000000,547723.0521,38.5887
1743,G29,G,-15.0256,300000542947.4243,7.52564260e-10,absolute,1,0.000000,547723.0521,37.8039
1744,G05,G,20.4510,300000000072.0431,1.39415101e-09,absolute,1,0.000000,547722.5589,37.6114
1744,G23,G,19.5970,300000000033.1653,1.28013765e-09,absolute,1,0.000000,547722.5589,38.5293
1744,G29,G,34.2326,300000000019.9378,3.90623754e-09,absolute,1,0.000000,547722.5589,37.7566
1745,G05,G,32.2664,300000000070.5156,3.47040606e-09,absolute,1,0.000000,547722.5589,37.5673
1745,G23,G,42.8873,300000000031.0711,6.13107693e-09,absolute,1,0.000000,547722.5589,38.4774
1748,G05,G,-35.5201,300000544395.9976,4.20557501e-09,absolute,1,0.000000,547723.0533,37.5222
1748,G23,G,-32.4688,300000544360.0823,3.51406848e-09,absolute,1,0.000000,547723.0533,38.4274
1748,G29,G,-23.8739,300000544348.5618,1.89987105e-09,absolute,1,0.000000,547723.0533,37.6650
1749,E13,E,43.2145,300000002827.1194,6.22497019e-09,absolute,1,0.000000,547722.5589,44.3152
1749,E30,E,32.3594,300000002856.6302,3.49044125e-09,absolute,1,0.000000,547722.5589,44.1513
1749,G18,G,11.0220,300000002872.5759,4.04951672e-10,absolute,1,0.000000,547722.5589,40.9623
1752,G05,G,-43.6883,300000545570.4809,6.36221933e-09,absolute,1,0.000000,547723.0544,37.4767
1752,G29,G,-39.6332,300000545518.2998,5.23594998e-09,absolute,1,0.000000,547723.0544,37.6179
1754,G05,G,23.5552,300000551856.5606,1.84949051e-09,absolute,1,0.000000,547723.0602,37.4327
1754,G23,G,18.9433,300000551814.0669,1.19616297e-09,absolute,1,0.000000,547723.0602,38.3195
1754,G29,G,34.6069,300000551801.7915,3.99212292e-09,absolute,1,0.000000,547723.0602,37.5731
1756,E30,E,45.7105,300000547015.4427,6.96483486e-09,absolute,1,0.000000,547723.0555,44.0987
1757,G05,G,45.6629,300000002902.3630,6.95033542e-09,absolute,1,0.000000,547722.5591,37.3887
1758,E13,E,-14.2961,300000002868.3328,6.81265795e-10,absolute,1,0.000000,547722.5589,44.2173
1758,E30,E,-20.0475,300000002901.3311,1.33967377e-09,absolute,1,0.000000,547722.5589,44.0542
1758,G12,G,-5.5320,300000002940.5436,1.02010636e-10,absolute,1,0.000000,547722.5589,40.3305
1758,G18,G,1.3479,300000002906.8235,6.05567441e-12,absolute,1,0.000000,547722.5589,40.7915
1758,G25,G,-5.8901,300000002889.1221,1.15644745e-10,absolute,1,0.000000,547722.5589,40.4379
1763,G05,G,49.2966,300000564081.1907,8.10051010e-09,absolute,1,0.000000,547723.0713,37.3431
1764,G12,G,-35.3897,300400001321.0389,4.16920334e-09,absolute,1,0.001332,547722.5590,20000.0000
1766,E03,E,-3.1988,300000572996.2744,3.41086790e-11,absolute,1,0.000000,547723.0652,132.4567
1766,E07,E,-29.8824,300000691831.3018,2.97651874e-09,absolute,1,0.000000,547723.0652,369.3554
1766,G13,G,-38.9429,300000572983.6158,5.05515606e-09,absolute,1,0.000000,547723.0652,130.3691
1766,G15,G,-13.9262,300000572960.4686,6.46460577e-10,absolute,1,0.000000,547723.0652,130.3161
1767,E03,E,-36.0302,300000000055.1221,4.32725715e-09,absolute,1,0.000000,547722.5710,123.5884
1767,G15,G,-47.0402,300000000018.7342,7.37593993e-09,absolute,1,0.000000,547722.5710,121.2615
1768,G05,G,41.1563,300000015635.9698,5.64613529e-09,absolute,1,0.000000,547722.5707,37.2981
1768,G23,G,8.6910,300000015575.6494,2.51780081e-10,absolute,1,0.000000,547722.5707,38.1418
1768,G29,G,25.2429,300000015557.2969,2.12401048e-09,absolute,1,0.000000,547722.5707,37.4360
1770,E13,E,43.9996,300000559562.7906,6.45320867e-09,absolute,1,0.000000,547723.0670,44.1565
1770,E30,E,29.6918,300000559585.0959,2.93867935e-09,absolute,1,0.000000,547723.0670,43.9950
1770,G18,G,33.4141,300000559592.0576,3.72166651e-09,absolute,1,0.000000,547723.0670,40.6873
1770,G25,G,39.1325,300000559563.7249,5.10449562e-09,absolute,1,0.000000,547723.0670,40.3762
1771,G05,G,11.1492,300000002852.3447,4.14345380e-10,absolute,1,0.000000,547722.5591,37.2555
1771,G23,G,-17.4534,300000002787.7591,1.01540936e-09,absolute,1,0.000000,547722.5591,38.0735
1771,G29,G,-2.0559,300000002779.3727,1.40891104e-11,absolute,1,0.000000,547722.5591,37.3927
1772,E13,E,19.8369,300000002791.1157,1.31168109e-09,absolute,1,0.000000,547722.5589,44.1133
1772,E30,E,9.6836,300000002821.9546,3.12576199e-10,absolute,1,0.000000,547722.5589,43.9527
1772,G18,G,14.4067,300000002820.8035,6.91838662e-10,absolute,1,0.000000,547722.5589,40.6027
1772,G25,G,12.2541,300000002800.6830,5.00543242e-10,absolute,1,0.000000,547722.5589,40.3229
1774,G29,G,-40.6733,300000565219.7310,5.51439301e-09,absolute,1,0.000000,547723.0724,37.3497
1777,G12,G,-41.6486,300400552769.1176,5.77431822e-09,absolute,1,0.001332,547723.0621,20000.0000
1778,E03,E,10.0674,300000566519.8807,3.37843144e-10,absolute,1,0.000000,547723.0617,122.0332
1778,E07,E,12.5902,300000566563.1517,5.28380163e-10,absolute,1,0.000000,547723.0617,122.2718
1778,G13,G,10.7738,300000566507.0032,3.86911702e-10,absolute,1,0.000000,547723.0617,119.7371
1778,G15,G,20.2709,300000566482.5792,1.36970177e-09,absolute,1,0.000000,547723.0617,119.6805
1779,G05,G,-36.4790,300000015282.8174,4.43571733e-09,absolute,1,0.000000,547722.5703,37.1699
1779,G23,G,-9.9121,300000015203.7614,3.27500282e-10,absolute,1,0.000000,547722.5703,37.9656
1779,G29,G,11.1910,300000015186.6400,4.17464865e-10,absolute,1,0.000000,547722.5703,37.3060
1786,G25,G,-34.6735,300000567616.7518,4.00749881e-09,absolute,1,0.000000,547723.0744,40.2633
1787,G05,G,-49.8055,300000002910.3433,8.26863455e-09,absolute,1,0.000000,547722.5591,37.1242
1792,G23,G,-5.4303,300000570880.3262,9.82950142e-11,absolute,1,0.000000,547723.0776,37.8737
