epoch,sod,sat,const,elevation_deg,birth_mm,birth_cycles,birth_sigma_mm,observed_lif_mm,predicted_noamb_mm,rho_geom_mm,sat_clk_mm,rec_clk_mm,isb_mm,tropo_hydro_mm,tropo_wet_mm,relativity_mm,shapiro_mm,solid_earth_mm,apc_sat_mm,apc_rec_mm,pcv_sat_mm,pcv_rec_mm,osb_if_phase_mm,windup_mm,windup_cycles,is_startup,is_first2h,birth_innovation_mm,birth_NIS,birth_predicted_sigma_mm
795,23850.0,G01,G,24.345,1321.1530,9.312005,20000.0000,23160843403.6208,23160842082.4678,23261347490.2500,-100510331.6199,-1104.2333,0.0000,5040.8963,278.6083,-657.5677,15.6267,0.0005,-1906.4700,-16.2059,42.4000,-7.0286,11.6611,-4.9725,-0.035048,0,0,0.0000,0.00000000e+00,20009.5922
796,23880.0,G01,G,24.231,1127.3490,7.945999,20000.0000,23171321223.6769,23171320096.3279,23271825368.4276,-100510295.4032,-1031.2779,0.0000,5062.7136,279.8651,-660.9058,15.6379,0.0005,-1906.3383,-16.1240,42.4000,-6.9415,11.6611,-4.9998,-0.035241,0,0,0.0000,0.00000000e+00,20009.5924
797,23910.0,G01,G,24.117,944.6428,6.658214,20000.0000,23181883864.7707,23181882920.1279,23282388038.8559,-100510250.2429,-949.9455,0.0000,5084.8884,281.1443,-664.2318,15.6492,0.0005,-1906.2064,-16.0415,42.4000,-6.8537,11.6611,-5.0274,-0.035435,0,0,0.0000,0.00000000e+00,20003.1403
798,23940.0,G01,G,24.003,1074.8235,7.575778,20000.0000,23192531296.3010,23192530221.4775,23293035269.8394,-100510212.1461,-944.9233,0.0000,5107.4270,282.4392,-667.5456,15.6606,0.0005,-1906.0743,-15.9585,42.4000,-6.7654,11.6611,-5.0552,-0.035631,0,0,0.0000,0.00000000e+00,20009.5933
799,23970.0,G01,G,23.887,1109.3997,7.819485,20000.0000,23203262875.3709,23203261765.9712,23303766825.7995,-100510165.1386,-1031.0250,0.0000,5130.3356,283.7564,-670.8473,15.6721,0.0005,-1905.9421,-15.8748,42.4000,-6.6766,11.6611,-5.0833,-0.035829,0,0,0.0000,0.00000000e+00,20009.5939
800,24000.0,G01,G,23.771,865.6955,6.101762,20000.0000,23214078495.2978,23214077629.6023,23314582468.1350,-100510111.6766,-891.2052,0.0000,5153.6207,285.0939,-674.1373,15.6837,0.0005,-1905.8098,-15.7905,42.4000,-6.5871,11.6611,-5.1116,-0.036029,0,0,0.0000,0.00000000e+00,20009.5947
801,24030.0,G01,G,23.653,905.2594,6.380624,20000.0000,23224978127.6633,23224977222.4038,23325481954.6972,-100510062.5503,-862.4997,0.0000,5177.2889,286.4539,-677.4149,15.6954,0.0005,-1905.6773,-15.7056,42.4000,-6.4971,11.6611,-5.1402,-0.036230,0,0,0.0000,0.00000000e+00,20002.3684
802,24060.0,G01,G,23.536,1035.1751,7.296321,20000.0000,23235961719.5948,23235960684.4198,23336465039.2169,-100510019.6034,-556.7542,0.0000,5201.3470,287.8327,-680.6796,15.7072,0.0005,-1905.5448,-15.6201,42.4000,-6.4065,11.6611,-5.1690,-0.036433,0,0,0.0000,0.00000000e+00,20009.5966
803,24090.0,G01,G,23.417,780.9074,5.504142,20000.0000,23247027920.0132,23247027139.1058,23347531472.4270,-100509973.4920,-610.6092,0.0000,5225.8019,289.2421,-683.9316,15.7191,0.0005,-1905.4122,-15.5340,42.4000,-6.3153,11.6611,-5.1981,-0.036638,0,0,0.0000,0.00000000e+00,20000.1204
804,24120.0,G01,G,23.298,935.8133,6.595980,20000.0000,23258177680.9608,23258176745.1475,23358681001.5363,-100509933.2141,-603.5824,0.0000,5250.6609,290.6676,-687.1711,15.7312,0.0005,-1905.2795,-15.4473,42.4000,-6.2236,11.6611,-5.2273,-0.036844,0,0,0.0000,0.00000000e+00,20001.9017
805,24150.0,G01,G,23.178,520.4600,3.668407,20000.0000,23269409662.3370,23269409141.8770,23369913370.3100,-100509897.8606,-641.7210,0.0000,5275.9311,292.8071,-690.3980,15.7433,0.0005,-1905.1467,-15.3600,42.4000,-6.1313,11.6611,-5.2569,-0.037053,0,0,0.0000,0.00000000e+00,20000.0671
807,24210.0,G01,G,22.935,1015.5389,7.157917,20000.0000,23292122145.4764,23292121129.9375,23392625583.9035,-100509821.1566,-1006.8549,0.0000,5327.7361,297.2728,-696.8134,15.7678,0.0005,-1904.8811,-15.1837,42.4000,-5.9451,11.6611,-5.3167,-0.037474,0,0,0.0000,0.00000000e+00,20009.6034
808,24240.0,G01,G,22.813,1027.8492,7.244685,20000.0000,23303601766.9945,23303600739.1452,23404104900.5029,-100509784.3192,-782.4586,0.0000,5354.2864,298.8023,-700.0019,15.7802,0.0005,-1904.7483,-15.0947,42.4000,-5.8512,11.6611,-5.3470,-0.037687,0,0,0.0000,0.00000000e+00,20009.6051
810,24300.0,G01,G,22.567,790.0598,5.568652,20000.0000,23326805699.3791,23326804909.3193,23427308603.6170,-100509699.4147,-464.2587,0.0000,5408.7237,301.7685,-706.3394,15.8054,0.0005,-1904.4826,-14.9149,42.4000,-5.6617,11.6611,-5.4082,-0.038119,0,0,0.0000,0.00000000e+00,20000.1174
811,24330.0,G01,G,22.443,651.2336,4.590150,20000.0000,23338529052.5411,23338528401.3075,23439032441.1962,-100509646.6703,-895.3621,0.0000,5436.6277,303.3752,-709.4884,15.8181,0.0005,-1904.3498,-14.8241,42.4000,-5.5662,11.6611,-5.4392,-0.038337,0,0,0.0000,0.00000000e+00,20009.6111
812,24360.0,G01,G,22.318,752.4747,5.303738,20000.0000,23350334212.7568,23350333460.2821,23450837230.8416,-100509599.6572,-706.3015,0.0000,5465.0002,305.0125,-712.6251,15.8309,0.0005,-1904.2170,-14.7328,42.4000,-5.4702,11.6611,-5.4704,-0.038557,0,0,0.0000,0.00000000e+00,20009.6133
813,24390.0,G01,G,22.192,851.8429,6.004124,20000.0000,23362219913.8430,23362219062.0001,23462722689.9570,-100509550.2667,-646.8368,0.0000,5493.8505,306.6767,-715.7487,15.8439,0.0005,-1904.0843,-14.6409,42.4000,-5.3736,11.6611,-5.5018,-0.038779,0,0,0.0000,0.00000000e+00,20001.5894
814,24420.0,G01,G,22.066,758.4186,5.345632,20000.0000,23374185611.7341,23374184853.3155,23474688532.7965,-100509491.0322,-791.8421,0.0000,5523.1878,308.3656,-718.8591,15.8569,0.0005,-1903.9517,-14.5484,42.4000,-5.2765,11.6611,-5.5335,-0.039003,0,0,0.0000,0.00000000e+00,20009.6182
815,24450.0,G01,G,21.939,623.8915,4.397432,20000.0000,23386231848.6397,23386231224.7482,23486734470.0613,-100509451.1200,-432.3466,0.0000,5553.0218,310.0840,-721.9562,15.8700,0.0005,-1903.8191,-14.4554,42.4000,-5.1789,11.6611,-5.5655,-0.039228,0,0,0.0000,0.00000000e+00,20009.6208
816,24480.0,G01,G,21.811,570.2723,4.019503,20000.0000,23398357282.9744,23398356712.7020,23498860209.6876,-100509395.8404,-774.5833,0.0000,5583.3624,311.8328,-725.0400,15.8833,0.0005,-1903.6867,-14.3618,42.4000,-5.0808,11.6611,-5.5976,-0.039454,0,0,0.0000,0.00000000e+00,20009.6235
817,24510.0,G01,G,21.683,855.8398,6.032295,20000.0000,23410562961.7047,23410562105.8649,23511065456.1068,-100509354.6691,-704.8284,0.0000,5614.2197,313.6108,-728.1104,15.8966,0.0005,-1903.5543,-14.2677,42.4000,-4.9822,11.6611,-5.6300,-0.039683,0,0,0.0000,0.00000000e+00,20009.6263
818,24540.0,G01,G,21.554,774.8649,5.461553,20000.0000,23422847428.6227,23422846653.7578,23523349910.9377,-100509309.0361,-695.8766,0.0000,5645.6042,317.5340,-731.1672,15.9100,0.0004,-1903.4221,-14.1730,42.4000,-4.8831,11.6611,-5.6627,-0.039913,0,0,0.0000,0.00000000e+00,20000.1161
819,24570.0,G01,G,21.424,628.0913,4.427035,20000.0000,23435210682.9987,23435210054.9074,23535713271.2327,-100509271.7339,-729.2494,0.0000,5677.5268,319.3802,-734.2104,15.9236,0.0004,-1903.2900,-14.0777,42.4000,-4.7835,11.6611,-5.6955,-0.040144,0,0,0.0000,0.00000000e+00,20009.6322
820,24600.0,G01,G,21.294,757.7396,5.340847,20000.0000,23447652852.1700,23447652094.4304,23548155235.2373,-100509215.0707,-749.8607,0.0000,5709.9983,323.2313,-737.2405,15.9372,0.0004,-1903.1581,-13.9819,42.4000,-4.6834,11.6611,-5.7286,-0.040377,0,0,0.0000,0.00000000e+00,20000.1150
821,24630.0,G01,G,21.163,809.4584,5.705381,20000.0000,23460173422.7038,23460172613.2453,23560675492.9989,-100509177.8474,-564.0971,0.0000,5743.0304,325.1352,-740.2567,15.9509,0.0004,-1903.0263,-13.8856,42.4000,-4.5828,11.6611,-5.7619,-0.040612,0,0,0.0000,0.00000000e+00,20009.6385
822,24660.0,G01,G,21.032,495.8326,3.494823,20000.0000,23472771435.5554,23472770939.7228,23573273735.5536,-100509138.0605,-559.3553,0.0000,5776.6346,327.8084,-743.2585,15.9648,0.0004,-1902.8947,-13.7887,42.4000,-4.4817,11.6611,-5.7955,-0.040849,0,0,0.0000,0.00000000e+00,20000.0670
823,24690.0,G01,G,20.900,752.5839,5.304507,20000.0000,23485447643.9597,23485446891.3758,23585949649.4534,-100509096.0669,-602.8737,0.0000,5810.8232,329.7943,-746.2465,15.9787,0.0004,-1902.7633,-13.6913,42.4000,-4.3801,11.6611,-5.8293,-0.041087,0,0,0.0000,0.00000000e+00,20009.6454
824,24720.0,G01,G,20.767,670.5605,4.726374,20000.0000,23498200925.7871,23498200255.2266,23598702916.8395,-100509050.1880,-592.1831,0.0000,5845.6085,331.8140,-749.2206,15.9927,0.0004,-1902.6321,-13.5933,42.4000,-4.2781,11.6611,-5.8633,-0.041327,0,0,0.0000,0.00000000e+00,20009.6490
825,24750.0,G01,G,20.634,774.0458,5.455779,20000.0000,23511031417.3591,23511030643.3133,23611533218.9234,-100509015.9098,-581.1604,0.0000,5881.0033,334.0441,-752.1809,16.0069,0.0004,-1902.5011,-13.4949,42.4000,-4.1756,11.6611,-5.8976,-0.041568,0,0,0.0000,0.00000000e+00,20000.1139
826,24780.0,G01,G,20.500,831.4403,5.860318,20000.0000,23523938394.2175,23523937562.7771,23624440231.6783,-100508963.6590,-767.8703,0.0000,5917.0209,336.1311,-755.1273,16.0211,0.0004,-1902.3704,-13.3959,42.4000,-4.0727,11.6611,-5.9320,-0.041811,0,0,0.0000,0.00000000e+00,20009.6564
827,24810.0,G01,G,20.365,744.1795,5.245269,20000.0000,23536922106.4759,23536921362.2965,23637423633.6876,-100508921.9887,-453.8663,0.0000,5953.6749,338.2625,-758.0598,16.0355,0.0004,-1902.2399,-13.2963,42.4000,-3.9692,11.6611,-5.9667,-0.042056,0,0,0.0000,0.00000000e+00,20009.6603
828,24840.0,G01,G,20.230,957.3158,6.747538,20000.0000,23549981480.0834,23549980522.7676,23650483095.2113,-100508879.2359,-840.1806,0.0000,5990.9793,340.4301,-760.9783,16.0499,0.0004,-1902.1096,-13.1963,42.4000,-3.8654,11.6611,-6.0017,-0.042302,0,0,0.0000,0.00000000e+00,20009.6644
829,24870.0,G01,G,20.094,769.7811,5.425720,20000.0000,23563116569.1647,23563115799.3836,23663618285.2328,-100508829.5448,-846.0707,0.0000,6028.9486,342.2309,-763.8829,16.0644,0.0004,-1901.9796,-13.0957,42.4000,-3.7610,11.6611,-6.0368,-0.042550,0,0,0.0000,0.00000000e+00,20000.1127
830,24900.0,G01,G,19.958,496.1898,3.497341,20000.0000,23576326986.2842,23576326490.0944,23676828869.7302,-100508779.1240,-833.3193,0.0000,6067.5976,343.6027,-766.7733,16.0791,0.0004,-1901.8500,-12.9947,42.4000,-3.6456,11.6611,-6.0722,-0.042799,0,0,0.0000,0.00000000e+00,20000.0669
831,24930.0,G01,G,19.821,950.4105,6.698867,20000.0000,23589612761.5149,23589611811.1044,23690114514.7203,-100508747.6259,-1233.4494,0.0000,6106.9418,345.8791,-769.6497,16.0938,0.0004,-1901.7206,-12.8931,42.4000,-3.5055,11.6611,-6.1078,-0.043051,0,0,0.0000,0.00000000e+00,20009.6770
832,24960.0,G01,G,19.684,932.5022,6.572642,20000.0000,23602973704.5802,23602972772.0780,23703474878.3023,-100508701.7996,-727.2775,0.0000,6146.9970,348.1992,-772.5123,16.1087,0.0004,-1901.5915,-12.7910,42.4000,-3.3648,11.6611,-6.1437,-0.043303,0,0,0.0000,0.00000000e+00,20009.6814
833,24990.0,G01,G,19.546,897.0019,6.322422,20000.0000,23616408498.3620,23616407601.3600,23716909619.3788,-100508661.3915,-725.6293,0.0000,6187.7795,350.5613,-775.3607,16.1236,0.0004,-1901.4628,-12.6884,42.4000,-3.2235,11.6611,-6.1798,-0.043557,0,0,0.0000,0.00000000e+00,20009.6859
834,25020.0,G01,G,19.407,702.3891,4.950714,20000.0000,23629917483.1606,23629916780.7716,23730418393.3439,-100508623.5310,-404.9668,0.0000,6229.3062,352.9671,-778.1947,16.1387,0.0004,-1901.3344,-12.5853,42.4000,-3.0817,11.6611,-6.2160,-0.043813,0,0,0.0000,0.00000000e+00,20009.6906
835,25050.0,G01,G,19.268,951.3146,6.705239,20000.0000,23643499945.3078,23643498993.9932,23744000852.9237,-100508575.9449,-746.6284,0.0000,6271.5946,355.4189,-781.0143,16.1538,0.0004,-1901.2064,-12.4817,42.4000,-2.9393,11.6611,-6.2525,-0.044070,0,0,0.0000,0.00000000e+00,20009.6953
836,25080.0,G01,G,19.128,610.3629,4.302078,20000.0000,23657156045.1833,23657155434.8204,23757656648.2150,-100508530.3140,-195.2482,0.0000,6314.6627,357.9124,-783.8192,16.1691,0.0004,-1901.0787,-12.3776,42.4000,-2.7963,11.6611,-6.2893,-0.044329,0,0,0.0000,0.00000000e+00,20009.7001
837,25110.0,G01,G,18.988,555.3804,3.914539,20000.0000,23670884599.9958,23670884044.6154,23771385426.7132,-100508488.7279,-454.9002,0.0000,6358.5290,360.4597,-786.6095,16.1844,0.0004,-1900.9514,-12.2730,42.4000,-2.6528,11.6611,-6.3262,-0.044590,0,0,0.0000,0.00000000e+00,20009.7051
838,25140.0,G01,G,18.847,766.5301,5.402805,20000.0000,23684686273.2464,23684685506.7163,23785186833.3532,-100508451.2972,-489.0155,0.0000,6403.2126,364.9864,-789.3851,16.1999,0.0004,-1900.8245,-12.1679,42.4000,-2.5087,11.6611,-6.3634,-0.044852,0,0,0.0000,0.00000000e+00,20000.1121
839,25170.0,G01,G,18.706,905.3864,6.381519,20000.0000,23698559942.2392,23698559036.8529,23799060510.9666,-100508417.8230,-721.0500,0.0000,6448.7335,367.6282,-792.1458,16.2154,0.0004,-1900.6980,-12.0624,42.4000,-2.3640,11.6611,-6.4008,-0.045115,0,0,0.0000,0.00000000e+00,20009.7151
840,25200.0,G01,G,18.564,782.2197,5.513392,20000.0000,23712505775.3755,23712504993.1559,23813006098.5788,-100508375.8684,-446.2972,0.0000,6495.1121,370.3263,-794.8917,16.2311,0.0004,-1900.5719,-11.9564,42.4000,-2.2188,11.6611,-6.4384,-0.045381,0,0,0.0000,0.00000000e+00,20009.7204
841,25230.0,G01,G,18.422,665.0642,4.687634,20000.0000,23726522545.4722,23726521880.4080,23827023233.3489,-100508324.3549,-798.2321,0.0000,6542.3695,373.0802,-797.6224,16.2468,0.0004,-1900.4463,-11.8499,42.4000,-2.0731,11.6611,-6.4763,-0.045647,0,0,0.0000,0.00000000e+00,20009.7257
842,25260.0,G01,G,18.279,880.5958,6.206785,20000.0000,23740611220.1617,23740610339.5659,23841111550.9059,-100508281.9676,-752.8651,0.0000,6590.5278,375.8908,-800.3380,16.2627,0.0004,-1900.3211,-11.7429,42.4000,-1.9269,11.6611,-6.5143,-0.045915,0,0,0.0000,0.00000000e+00,20001.3686
843,25290.0,G01,G,18.136,531.6308,3.747143,20000.0000,23754770596.5141,23754770064.8833,23855270684.1089,-100508244.2319,-253.2890,0.0000,6639.6094,378.7483,-803.0386,16.2786,0.0004,-1900.1964,-11.6355,42.4000,-1.7801,11.6611,-6.5526,-0.046185,0,0,0.0000,0.00000000e+00,20009.7366
844,25320.0,G01,G,17.992,854.8899,6.025600,20000.0000,23769000007.3606,23768999152.4707,23869500263.0843,-100508187.9567,-856.7462,0.0000,6689.6378,381.6649,-805.7242,16.2947,0.0004,-1900.0721,-11.5276,42.4000,-1.6328,11.6611,-6.5911,-0.046456,0,0,0.0000,0.00000000e+00,20009.7422
845,25350.0,G01,G,17.847,773.8027,5.454066,20000.0000,23783299656.4851,23783298882.6824,23883799915.7052,-100508138.0213,-889.7035,0.0000,6740.6373,388.4436,-808.3948,16.3108,0.0004,-1899.9484,-11.4192,42.4000,-1.4850,11.6611,-6.6298,-0.046729,0,0,0.0000,0.00000000e+00,20000.1111
846,25380.0,G01,G,17.702,774.3455,5.457892,20000.0000,23797669118.7542,23797668344.4087,23898169267.3613,-100508089.3692,-887.2333,0.0000,6792.6329,392.5757,-811.0504,16.3271,0.0004,-1899.8251,-11.3104,42.4000,-1.3367,11.6611,-6.6687,-0.047004,0,0,0.0000,0.00000000e+00,20000.1100
847,25410.0,G01,G,17.557,829.2551,5.844916,20000.0000,23812108007.7895,23812107178.5343,23912607941.7516,-100508050.9927,-824.8166,0.0000,6845.6507,395.6943,-813.6911,16.3434,0.0004,-1899.7024,-11.2011,42.4000,-1.1879,11.6611,-6.7078,-0.047279,0,0,0.0000,0.00000000e+00,20001.2042
848,25440.0,G01,G,17.411,446.0620,3.144020,20000.0000,23826615921.0875,23826615475.0254,23927115559.2401,-100508009.4250,-247.4134,0.0000,6899.7173,398.8679,-816.3167,16.3599,0.0004,-1899.5801,-11.0913,42.4000,-1.0385,11.6611,-6.7472,-0.047557,0,0,0.0000,0.00000000e+00,20009.7653
849,25470.0,G01,G,17.265,817.8770,5.764718,20000.0000,23841192058.4105,23841191240.5335,23941691738.6730,-100507968.7396,-763.1757,0.0000,6954.8608,402.0995,-818.9274,16.3765,0.0004,-1899.4584,-10.9812,42.4000,-0.8887,11.6611,-6.7868,-0.047836,0,0,0.0000,0.00000000e+00,20009.7713
850,25500.0,G01,G,17.118,721.2191,5.083436,20000.0000,23855836401.2305,23855835680.0114,23956336096.4412,-100507920.8670,-798.4601,0.0000,7011.1100,412.2094,-821.5228,16.3931,0.0004,-1899.3373,-10.8706,42.4000,-0.7384,11.6611,-6.8265,-0.048116,0,0,0.0000,0.00000000e+00,20000.1092
851,25530.0,G01,G,16.971,738.4899,5.205167,20000.0000,23870548733.0927,23870547994.6028,23971048250.5255,-100507863.8048,-757.9459,0.0000,7068.4948,415.0073,-824.1033,16.4099,0.0004,-1899.2167,-10.7595,42.4000,-0.5876,11.6611,-6.8665,-0.048398,0,0,0.0000,0.00000000e+00,20000.1006
852,25560.0,G01,G,16.823,673.4278,4.746584,20000.0000,23885328458.8895,23885327785.4617,23985827805.9830,-100507810.4834,-640.6255,0.0000,7127.0461,418.4821,-826.6688,16.4267,0.0004,-1899.0967,-10.6480,42.4000,-0.4364,11.6611,-6.9067,-0.048681,0,0,0.0000,0.00000000e+00,20009.7899
853,25590.0,G01,G,16.674,847.7476,5.975258,20000.0000,23900175088.9130,23900174241.1654,24000674375.5384,-100507759.8333,-871.1430,0.0000,7186.7962,422.0288,-829.2189,16.4437,0.0004,-1898.9773,-10.5361,42.4000,-0.2846,11.6611,-6.9471,-0.048966,0,0,0.0000,0.00000000e+00,20009.7962
854,25620.0,G01,G,16.526,727.7042,5.129145,20000.0000,23915088254.3628,23915087526.6586,24015587566.8239,-100507722.0320,-881.1575,0.0000,7247.7784,424.7636,-831.7536,16.4607,0.0004,-1898.8584,-10.4237,42.4000,-0.1324,11.6611,-6.9878,-0.049253,0,0,0.0000,0.00000000e+00,20000.1001
855,25650.0,G01,G,16.377,727.9560,5.130920,20000.0000,23930067833.7585,23930067105.8025,24030566985.6486,-100507674.7620,-836.0141,0.0000,7310.0273,427.7314,-834.2728,16.4779,0.0004,-1898.7402,-10.3109,42.4000,0.0202,11.6611,-7.0286,-0.049540,0,0,0.0000,0.00000000e+00,20000.0990
856,25680.0,G01,G,16.227,628.5629,4.430359,20000.0000,23945113375.1343,23945112746.5713,24045612234.4914,-100507627.7446,-561.1048,0.0000,7373.5789,431.5052,-836.7763,16.4951,0.0004,-1898.6226,-10.1977,42.4000,0.1734,11.6611,-7.0696,-0.049830,0,0,0.0000,0.00000000e+00,20009.8157
857,25710.0,G01,G,16.077,457.2242,3.222696,20000.0000,23960224015.5775,23960223558.3534,24060722915.7546,-100507601.8994,-530.4887,0.0000,7438.4704,438.0126,-839.2641,16.5125,0.0004,-1898.5057,-10.0841,42.4000,0.3269,11.6611,-7.1109,-0.050120,0,0,0.0000,0.00000000e+00,20000.0676
858,25740.0,G01,G,15.926,469.9631,3.312485,20000.0000,23975399878.1161,23975399408.1530,24075898624.7709,-100507569.3012,-495.5855,0.0000,7504.7406,442.3808,-841.7360,16.5300,0.0004,-1898.3893,-9.9701,42.4000,0.4810,11.6611,-7.1524,-0.050413,0,0,0.0000,0.00000000e+00,20000.0674
859,25770.0,G01,G,15.776,860.8378,6.067523,20000.0000,23990640154.7551,23990639293.9173,24091138966.6123,-100507529.7676,-1065.5526,0.0000,7572.4299,446.4200,-844.1920,16.5475,0.0004,-1898.2737,-9.8557,42.4000,0.6354,11.6611,-7.1940,-0.050706,0,0,0.0000,0.00000000e+00,20009.8360
860,25800.0,G01,G,15.624,788.0411,5.554423,20000.0000,24005945076.1928,24005944288.1518,24106443532.3130,-100507485.3111,-757.3713,0.0000,7641.5800,450.5532,-846.6322,16.5652,0.0004,-1898.1587,-9.7408,42.4000,0.7903,11.6611,-7.2359,-0.051002,0,0,0.0000,0.00000000e+00,20009.8429
861,25830.0,G01,G,15.472,567.6397,4.000947,20000.0000,24021313364.0156,24021312796.3759,24121811915.0585,-100507452.7541,-741.9244,0.0000,7712.2345,454.7766,-849.0561,16.5829,0.0004,-1898.0444,-9.6256,42.4000,0.9456,11.6611,-7.2780,-0.051298,0,0,0.0000,0.00000000e+00,20009.8499
862,25860.0,G01,G,15.320,454.3109,3.202162,20000.0000,24036745659.2328,24036745204.9219,24137243707.3570,-100507408.5703,-248.9594,0.0000,7784.4386,459.0897,-851.4638,16.6008,0.0004,-1897.9308,-9.5099,42.4000,1.1014,11.6611,-7.3203,-0.051596,0,0,0.0000,0.00000000e+00,20009.8570
863,25890.0,G01,G,15.168,319.1740,2.249664,20000.0000,24052240360.7334,24052240041.5594,24152738499.2303,-100507365.8520,-327.6917,0.0000,7858.2395,463.5012,-853.8554,16.6187,0.0004,-1897.8179,-9.3939,42.4000,1.2576,11.6611,-7.3628,-0.051896,0,0,0.0000,0.00000000e+00,20009.8642
864,25920.0,G01,G,15.015,754.1744,5.315718,20000.0000,24067797607.7958,24067796853.6214,24168295878.5099,-100507321.5721,-1021.6942,0.0000,7933.6862,468.0093,-856.2310,16.6368,0.0004,-1897.7057,-9.2774,42.4000,1.4141,11.6611,-7.4055,-0.052197,0,0,0.0000,0.00000000e+00,20009.8714
886,26580.0,G11,G,15.701,18287.9556,128.900696,20000.0000,24225323673.7131,24225305385.7576,24091172284.1026,134124950.3373,-1449.0154,0.0000,7606.2192,451.6164,-1482.8433,16.5424,0.0003,-1895.3019,-14.2269,42.4000,0.7115,6.8290,-10.6749,-0.075241,0,0,0.0000,0.00000000e+00,20010.1171
888,26640.0,G11,G,16.107,17761.4555,125.189717,20000.0000,24185376020.5587,24185358259.1033,24051224929.6583,134124713.0632,-794.9113,0.0000,7425.3869,440.6263,-1486.0875,16.4957,0.0004,-1895.5634,-14.5343,42.4000,0.2962,6.8290,-10.5685,-0.074491,0,0,0.0000,0.00000000e+00,20009.9919
890,26700.0,G11,G,16.514,11569.7780,81.548341,20000.0000,24145453315.9044,24145441746.1265,24011308750.4841,134124479.6606,-721.1533,0.0000,7252.6541,436.5363,-1489.2155,16.4492,0.0004,-1895.8319,-14.8419,42.4000,-0.1204,6.8290,-10.4635,-0.073751,0,0,0.0000,0.00000000e+00,20000.0662
892,26760.0,G11,G,16.922,12189.9622,85.919643,20000.0000,24105571904.9443,24105559714.9821,23971427738.1279,134124242.5872,-1330.0647,0.0000,7087.5114,426.3287,-1492.2264,16.4030,0.0004,-1896.1074,-15.1499,42.4000,-0.5382,6.8290,-10.3600,-0.073021,0,0,0.0000,0.00000000e+00,20010.0044
893,26790.0,G11,G,17.127,11808.9692,83.234255,20000.0000,24085645289.5154,24085633480.5462,23951501668.7205,134124121.9496,-1292.7322,0.0000,7007.6387,423.2493,-1493.6875,16.3800,0.0004,-1896.2478,-15.3040,42.4000,-0.7476,6.8290,-10.3087,-0.072660,0,0,0.0000,0.00000000e+00,20000.0924
895,26850.0,G11,G,17.537,11736.4427,82.723060,20000.0000,24045824212.1849,24045812475.7421,23911680910.9144,134123883.3231,-1139.2675,0.0000,6853.0157,413.6679,-1496.5215,16.3340,0.0004,-1896.5338,-15.6124,42.4000,-1.1674,6.8290,-10.2074,-0.071946,0,0,0.0000,0.00000000e+00,20010.0141
896,26880.0,G11,G,17.742,11796.1643,83.144001,20000.0000,24025930291.0206,24025918494.8564,23891787230.0874,134123764.2494,-1241.9034,0.0000,6778.1621,409.0326,-1497.8943,16.3112,0.0004,-1896.6794,-15.7667,42.4000,-1.3777,6.8290,-10.1573,-0.071593,0,0,0.0000,0.00000000e+00,20010.0174
897,26910.0,G11,G,17.948,11803.4248,83.195175,20000.0000,24006048251.3264,24006036447.9017,23871905352.0283,134123644.6486,-1214.6400,0.0000,6704.8816,404.6452,-1499.2376,16.2884,0.0004,-1896.8268,-15.9211,42.4000,-1.5884,6.8290,-10.1075,-0.071242,0,0,0.0000,0.00000000e+00,20000.0913
900,27000.0,G11,G,18.568,11544.2079,81.368114,20000.0000,23946477818.8421,23946466274.6342,23812335581.7607,134123290.7483,-1042.9763,0.0000,6494.0207,391.5927,-1503.0898,16.2203,0.0004,-1897.2796,-16.3844,42.4000,-2.2222,6.8290,-9.9605,-0.070205,0,0,0.0000,0.00000000e+00,20010.0307
901,27030.0,G11,G,18.775,11588.1248,81.677657,20000.0000,23926647931.6738,23926636343.5490,23792505966.1045,134123167.4911,-1164.5316,0.0000,6426.5831,387.4235,-1504.3144,16.1977,0.0004,-1897.4340,-16.5389,42.4000,-2.4341,6.8290,-9.9122,-0.069865,0,0,0.0000,0.00000000e+00,20010.0341
903,27090.0,G11,G,19.190,11937.1946,84.138038,20000.0000,23887031972.9980,23887020035.8034,23752890232.0011,134122931.4119,-1361.0607,0.0000,6295.7400,375.3404,-1506.6764,16.1527,0.0004,-1897.7482,-16.8480,42.4000,-2.8589,6.8290,-9.8167,-0.069192,0,0,0.0000,0.00000000e+00,20010.0407
905,27150.0,G11,G,19.606,12010.4734,84.654536,20000.0000,23847477288.2222,23847465277.7488,23713335896.7556,134122694.0409,-1414.8961,0.0000,6170.0233,367.6817,-1508.9199,16.1079,0.0005,-1898.0694,-17.1573,42.4000,-3.2848,6.8290,-9.7226,-0.068529,0,0,0.0000,0.00000000e+00,20010.0475
906,27180.0,G11,G,19.814,12123.6720,85.452404,20000.0000,23827724409.7655,23827712286.0934,23693583023.8135,134122577.1133,-1352.7867,0.0000,6108.9990,363.9694,-1509.9971,16.0856,0.0005,-1898.2327,-17.3120,42.4000,-3.4982,6.8290,-9.6761,-0.068201,0,0,0.0000,0.00000000e+00,20010.0510
907,27210.0,G11,G,20.023,11998.4031,84.569460,20000.0000,23807987928.5769,23807975930.1737,23673847026.9601,134122461.1956,-1533.2626,0.0000,6049.1527,360.3257,-1511.0445,16.0634,0.0005,-1898.3977,-17.4666,42.4000,-3.7061,6.8290,-9.6300,-0.067876,0,0,0.0000,0.00000000e+00,20010.0544
