SOD,sat,d_wl,wl_residual_raw,wl_residual_corrected,wl_std,wl_fixable_before,wl_fixable_after
61980,E26,0.016679,0.039754,0.023680,0.349950,1,1
61980,E29,-0.400000,-0.695307,-0.295307,0.300839,0,0
62010,E13,-0.087850,-0.090452,-0.002620,0.303521,1,1
62010,E26,0.017241,0.038932,0.022253,0.348017,1,1
62010,E29,-0.400000,-0.690689,-0.290689,0.301330,0,0
62040,E13,-0.087867,-0.090330,-0.002480,0.303347,1,1
62040,E26,0.017877,0.043100,0.025859,0.348211,1,1
62040,E29,-0.400000,-0.689924,-0.289924,0.299358,0,0
62070,E13,-0.087884,-0.090367,-0.002500,0.303156,1,1
62070,E26,0.018548,0.045564,0.027686,0.347020,1,1
62070,E29,-0.400000,-0.688168,-0.288168,0.297739,0,0
62100,E13,-0.087901,-0.090293,-0.002409,0.302971,1,1
62100,E26,0.019135,0.043194,0.024646,0.345810,1,1
62100,E29,-0.400000,-0.690774,-0.290774,0.296634,0,0
62130,E13,-0.087916,-0.090151,-0.002250,0.302805,1,1
62130,E26,0.019590,0.038720,0.019585,0.346514,1,1
62130,E29,-0.400000,-0.697526,-0.297526,0.300522,0,0
62160,E13,-0.087932,-0.090202,-0.002286,0.302617,1,1
62160,E26,0.019891,0.033007,0.013417,0.348908,1,1
62160,E29,-0.400000,-0.701240,-0.301240,0.300362,0,0
62190,E13,-0.087947,-0.090218,-0.002286,0.302426,1,1
62190,E26,0.020157,0.031873,0.011982,0.347197,1,1
62190,E29,-0.400000,-0.709705,-0.309705,0.307678,0,0
62220,E13,-0.087962,-0.090167,-0.002220,0.302238,1,1
62220,E26,0.020433,0.032728,0.012571,0.345444,1,1
62220,E29,-0.400000,-0.717085,-0.317085,0.312705,0,0
62250,E13,-0.087977,-0.090130,-0.002167,0.302049,1,1
62250,E26,0.020677,0.031664,0.011231,0.343776,1,1
62250,E29,-0.400000,-0.716472,-0.316472,0.310817,0,0
62280,E13,-0.087994,-0.090475,-0.002498,0.302016,1,1
62280,E26,0.020942,0.033051,0.012374,0.342248,1,1
62280,E29,-0.400000,-0.716611,-0.316611,0.308919,0,0
62310,E13,-0.088013,-0.090643,-0.002649,0.301863,1,1
62310,E26,0.021276,0.036819,0.015877,0.342475,1,1
62310,E29,-0.400000,-0.712099,-0.312099,0.309758,0,0
62340,E13,-0.088031,-0.090717,-0.002705,0.301680,1,1
62340,E26,0.021524,0.033301,0.012025,0.342480,1,1
62340,E29,-0.400000,-0.706150,-0.306150,0.312643,0,0
62370,E13,-0.088050,-0.090700,-0.002669,0.301491,1,1
62370,E26,0.021651,0.027898,0.006374,0.344919,1,1
62370,E29,-0.400000,-0.701267,-0.301267,0.314003,0,0
62400,E13,-0.088068,-0.090663,-0.002614,0.301304,1,1
62400,E26,0.021705,0.024404,0.002752,0.344946,1,1
62400,E29,-0.400000,-0.694974,-0.294974,0.317519,0,0
62430,E13,-0.088086,-0.090694,-0.002626,0.301117,1,1
62430,E26,0.021723,0.022599,0.000893,0.343709,1,1
62430,E29,-0.400000,-0.688837,-0.288837,0.320778,0,0
62460,E13,-0.088104,-0.090735,-0.002649,0.300931,1,1
62460,E26,0.021725,0.021865,0.000143,0.342099,1,1
62460,E29,-0.400000,-0.687075,-0.287075,0.319373,0,0
62490,E13,-0.088121,-0.090641,-0.002537,0.300755,1,1
62490,E26,0.021714,0.021126,-0.000599,0.340516,1,1
62490,E29,-0.400000,-0.690251,-0.290251,0.318969,0,0
62520,E13,-0.088138,-0.090489,-0.002368,0.300598,1,1
62520,E26,0.021716,0.021848,0.000134,0.338954,1,1
62520,E29,-0.400000,-0.690263,-0.290263,0.317192,0,0
62550,E13,-0.088153,-0.090390,-0.002253,0.300424,1,1
62550,E26,0.021703,0.021005,-0.000711,0.337446,1,1
62550,E29,-0.400000,-0.689201,-0.289201,0.315605,0,0
62580,E13,-0.088171,-0.090691,-0.002538,0.300358,1,1
62580,E26,0.021651,0.018873,-0.002830,0.336560,1,1
62580,E29,-0.400000,-0.687020,-0.287020,0.314574,0,0
62610,E13,-0.088188,-0.090628,-0.002457,0.300177,1,1
62610,E26,0.021611,0.019526,-0.002125,0.335051,1,1
62610,E29,-0.400000,-0.684756,-0.284756,0.313631,0,0
62640,E13,-0.088205,-0.090687,-0.002499,0.299995,1,1
62640,E26,0.021533,0.017325,-0.004286,0.334273,1,1
62640,E29,-0.400000,-0.686126,-0.286126,0.312238,0,0
62670,E13,-0.088224,-0.090900,-0.002695,0.299870,1,1
62670,E26,0.021440,0.016357,-0.005177,0.332888,1,1
62670,E29,-0.400000,-0.686928,-0.286928,0.310687,0,0
62700,E13,-0.088243,-0.091071,-0.002848,0.299724,1,1
62700,E26,0.021345,0.016132,-0.005308,0.331380,1,1
62700,E29,-0.400000,-0.686252,-0.286252,0.309135,0,0
62730,E13,-0.088263,-0.091126,-0.002883,0.299543,1,1
62730,E26,0.021235,0.015144,-0.006201,0.330046,1,1
62730,E29,-0.400000,-0.681994,-0.281994,0.310353,0,0
62760,E13,-0.088282,-0.090976,-0.002713,0.299388,1,1
62760,E29,-0.400000,-0.681580,-0.281580,0.308793,0,0
62790,E13,-0.088303,-0.091307,-0.003025,0.299352,1,1
62790,E29,-0.400000,-0.681993,-0.281993,0.307257,0,0
62820,E13,-0.088325,-0.091481,-0.003178,0.299209,1,1
62820,E29,-0.400000,-0.681450,-0.281450,0.305764,0,0
62850,E13,-0.088348,-0.091587,-0.003262,0.299040,1,1
62850,E29,-0.400000,-0.679802,-0.279802,0.304693,0,0
62880,E13,-0.088370,-0.091542,-0.003195,0.298859,1,1
62880,E29,-0.400000,-0.677842,-0.277842,0.303835,0,0
62910,E13,-0.088391,-0.091417,-0.003047,0.298697,1,1
62910,E29,-0.400000,-0.674718,-0.274718,0.303998,0,0
62940,E13,-0.088411,-0.091356,-0.002965,0.298519,1,1
62940,E29,-0.400000,-0.674805,-0.274805,0.302534,0,0
62970,E13,-0.088433,-0.091482,-0.003071,0.298358,1,1
62970,E29,-0.400000,-0.673262,-0.273262,0.301500,0,0
63000,E13,-0.088455,-0.091648,-0.003215,0.298213,1,1
63000,E29,-0.400000,-0.674869,-0.274869,0.300526,0,0
63030,E13,-0.088479,-0.091928,-0.003473,0.298139,1,1
63030,E29,-0.400000,-0.674813,-0.274813,0.299119,0,0
63060,E13,-0.088503,-0.091927,-0.003448,0.297957,1,1
63060,E29,-0.400000,-0.674570,-0.274570,0.297742,0,0
63090,E13,-0.088528,-0.092029,-0.003526,0.297790,1,1
63090,E29,-0.400000,-0.674160,-0.274160,0.296404,0,0
63120,E13,-0.088552,-0.092015,-0.003487,0.297609,1,1
63120,E29,-0.400000,-0.673017,-0.273017,0.295294,0,0
63150,E13,-0.088576,-0.091938,-0.003386,0.297436,1,1
63150,E29,-0.400000,-0.670061,-0.270061,0.295592,0,0
63180,E13,-0.088597,-0.091667,-0.003092,0.297357,1,1
63180,E29,-0.400000,-0.669649,-0.269649,0.294301,0,0
63210,E13,-0.088619,-0.091747,-0.003150,0.297186,1,1
63210,E29,-0.400000,-0.669958,-0.269958,0.293015,0,0
63240,E13,-0.088642,-0.091875,-0.003256,0.297028,1,1
63240,E29,-0.400000,-0.671356,-0.271356,0.292105,0,0
63270,E13,-0.088664,-0.091866,-0.003224,0.296849,1,1
63270,E29,-0.400000,-0.672944,-0.272944,0.291326,0,0
63300,E13,-0.088686,-0.091816,-0.003152,0.296673,1,1
63300,E29,-0.400000,-0.674519,-0.274519,0.290559,0,0
63330,E13,-0.088709,-0.091934,-0.003248,0.296513,1,1
63330,E29,-0.400000,-0.674735,-0.274735,0.289324,0,0
63360,E13,-0.088732,-0.092029,-0.003320,0.296347,1,1
63360,E29,-0.400000,-0.677386,-0.277386,0.289519,0,0
63390,E13,-0.088755,-0.092019,-0.003286,0.296169,1,1
63390,E29,-0.400000,-0.679290,-0.279290,0.289041,0,0
63420,E13,-0.088778,-0.092020,-0.003265,0.295991,1,1
63420,E29,-0.400000,-0.683458,-0.283458,0.291404,0,0
63450,E13,-0.088800,-0.091958,-0.003180,0.295819,1,1
63450,E29,-0.400000,-0.687060,-0.287060,0.292867,0,0
63480,E13,-0.088822,-0.091885,-0.003085,0.295649,1,1
63480,E29,-0.400000,-0.688430,-0.288430,0.292053,0,0
63510,E13,-0.088845,-0.092089,-0.003267,0.295531,1,1
63510,E29,-0.400000,-0.687653,-0.287653,0.290991,0,0
63540,E13,-0.088868,-0.092176,-0.003332,0.295364,1,1
63540,E29,-0.400000,-0.684227,-0.284227,0.292295,0,0
63570,E13,-0.088891,-0.092101,-0.003233,0.295196,1,1
63570,E29,-0.400000,-0.680284,-0.280284,0.294415,0,0
63600,E13,-0.088913,-0.092035,-0.003144,0.295026,1,1
63600,E29,-0.400000,-0.679098,-0.279098,0.293544,0,0
63630,E13,-0.088935,-0.092081,-0.003168,0.294853,1,1
63630,E29,-0.400000,-0.680223,-0.280223,0.292659,0,0
63660,E13,-0.088958,-0.092192,-0.003257,0.294695,1,1
63660,E29,-0.400000,-0.681845,-0.281845,0.292086,0,0
63690,E13,-0.088982,-0.092302,-0.003344,0.294537,1,1
63690,E29,-0.400000,-0.684962,-0.284962,0.293081,0,0
63720,E13,-0.089005,-0.092249,-0.003267,0.294366,1,1
63720,E29,-0.400000,-0.688306,-0.288306,0.294412,0,0
63750,E13,-0.089028,-0.092284,-0.003280,0.294193,1,1
63750,E29,-0.400000,-0.693155,-0.293155,0.298451,0,0
63780,E13,-0.089052,-0.092475,-0.003447,0.294071,1,1
63780,E29,-0.400000,-0.692785,-0.292785,0.297349,0,0
63810,E13,-0.089078,-0.092662,-0.003609,0.293947,1,1
63810,E29,-0.400000,-0.692357,-0.292357,0.296269,0,0
63840,E13,-0.089104,-0.092807,-0.003729,0.293803,1,1
63840,E29,-0.400000,-0.690987,-0.290987,0.295585,0,0
63870,E13,-0.089130,-0.092812,-0.003708,0.293630,1,1
63870,E29,-0.400000,-0.691359,-0.291359,0.294519,0,0
63900,E13,-0.089155,-0.092608,-0.003478,0.293517,1,1
63900,E29,-0.400000,-0.690913,-0.290913,0.293480,0,0
63930,E13,-0.089179,-0.092601,-0.003446,0.293344,1,1
63930,E29,-0.400000,-0.689693,-0.289693,0.292753,0,0
63960,E13,-0.089204,-0.092725,-0.003546,0.293194,1,1
63960,E29,-0.400000,-0.689237,-0.289237,0.291739,0,0
63990,E13,-0.089231,-0.092963,-0.003759,0.293103,1,1
63990,E29,-0.400000,-0.690283,-0.290283,0.290947,0,0
64020,E13,-0.089257,-0.092936,-0.003705,0.292932,1,1
64020,E29,-0.400000,-0.691975,-0.291975,0.290592,0,0
64050,E13,-0.089282,-0.092842,-0.003585,0.292773,1,1
64050,E29,-0.400000,-0.692225,-0.292225,0.289574,0,0
64080,E13,-0.089306,-0.092659,-0.003377,0.292650,1,1
64080,E29,-0.400000,-0.691536,-0.291536,0.288669,0,0
64110,E13,-0.089328,-0.092352,-0.003046,0.292617,1,1
64110,E29,-0.400000,-0.691466,-0.291466,0.287659,0,0
64140,E13,-0.089347,-0.092111,-0.002784,0.292531,1,1
64140,E29,-0.400000,-0.692935,-0.292935,0.287197,0,0
64170,E13,-0.089367,-0.092097,-0.002750,0.292360,1,1
64170,E29,-0.400000,-0.695010,-0.295010,0.287286,0,0
64200,E13,-0.089388,-0.092305,-0.002938,0.292253,1,1
64200,E29,-0.400000,-0.695744,-0.295744,0.286437,0,0
64230,E13,-0.089408,-0.092228,-0.002841,0.292092,1,1
64230,E29,-0.400000,-0.695505,-0.295505,0.285475,0,0
64260,E13,-0.089428,-0.092252,-0.002845,0.291923,1,1
64260,E29,-0.400000,-0.695676,-0.295676,0.284517,0,0
64290,E13,-0.089448,-0.092247,-0.002819,0.291753,1,1
64290,E29,-0.400000,-0.695653,-0.295653,0.283561,0,0
64320,E13,-0.089467,-0.092177,-0.002729,0.291591,1,1
64320,E29,-0.400000,-0.693515,-0.293515,0.283815,0,0
64350,E13,-0.089486,-0.092089,-0.002622,0.291434,1,1
64350,E29,-0.400000,-0.691966,-0.291966,0.283510,0,0
64380,E13,-0.089504,-0.092075,-0.002590,0.291265,1,1
64380,E29,-0.400000,-0.690339,-0.290339,0.283282,0,0
64410,E13,-0.089523,-0.092203,-0.002699,0.291121,1,1
64410,E29,-0.400000,-0.689401,-0.289401,0.282592,0,0
64440,E13,-0.089544,-0.092391,-0.002867,0.291005,1,1
64440,E29,-0.400000,-0.688051,-0.288051,0.282167,0,0
64470,E13,-0.089564,-0.092396,-0.002852,0.290837,1,1
64470,E29,-0.400000,-0.689287,-0.289287,0.281673,0,0
64500,E13,-0.089586,-0.092655,-0.003091,0.290770,1,1
64500,E29,-0.400000,-0.689793,-0.289793,0.280839,0,0
64530,E13,-0.089610,-0.092874,-0.003288,0.290674,1,1
64530,E29,-0.400000,-0.690350,-0.290350,0.280030,0,0
64560,E13,-0.089632,-0.092792,-0.003182,0.290517,1,1
64560,E29,-0.400000,-0.691453,-0.291453,0.279484,0,0
64590,E13,-0.089654,-0.092714,-0.003082,0.290359,1,1
64590,E29,-0.400000,-0.693452,-0.293452,0.279735,0,0
64620,E13,-0.089676,-0.092699,-0.003044,0.290193,1,1
64620,E29,-0.400000,-0.694573,-0.294573,0.279218,0,0
64650,E13,-0.089696,-0.092508,-0.002832,0.290081,1,1
64650,E29,-0.400000,-0.693790,-0.293790,0.278525,0,0
64680,E13,-0.089714,-0.092274,-0.002578,0.289998,1,1
64680,E29,-0.400000,-0.693127,-0.293127,0.277792,0,0
64710,E13,-0.089733,-0.092284,-0.002570,0.289832,1,1
64710,E26,0.021631,0.033154,0.011919,0.237465,1,1
64710,E29,-0.400000,-0.693122,-0.293122,0.276938,0,0
64740,E13,-0.089752,-0.092466,-0.002733,0.289716,1,1
64740,E29,-0.400000,-0.691575,-0.291575,0.276798,0,0
64770,E13,-0.089772,-0.092545,-0.002793,0.289561,1,1
64770,E29,-0.400000,-0.690572,-0.290572,0.276257,0,0
64800,E13,-0.089793,-0.092723,-0.002951,0.289444,1,1
64800,E29,-0.400000,-0.690606,-0.290606,0.275424,0,0
64830,E13,-0.089815,-0.092803,-0.003009,0.289289,1,1
64830,E29,-0.400000,-0.689975,-0.289975,0.274718,0,0
64860,E13,-0.089836,-0.092772,-0.002957,0.289126,1,1
64860,E29,-0.400000,-0.692450,-0.292450,0.275759,0,0
64890,E13,-0.089858,-0.092859,-0.003023,0.288973,1,1
64890,E29,-0.400000,-0.694910,-0.294910,0.276786,0,0
64920,E13,-0.089880,-0.092907,-0.003050,0.288813,1,1
64920,E29,-0.400000,-0.696080,-0.296080,0.276389,0,0
64950,E13,-0.089900,-0.092721,-0.002842,0.288702,1,1
64950,E29,-0.400000,-0.697612,-0.297612,0.276303,0,0
64980,E13,-0.089919,-0.092575,-0.002676,0.288571,1,1
64980,E29,-0.400000,-0.699154,-0.299154,0.276236,0,0
65010,E13,-0.089938,-0.092530,-0.002611,0.288411,1,1
65010,E29,-0.400000,-0.700204,-0.300204,0.275780,0,0
65040,E13,-0.089958,-0.092730,-0.002792,0.288309,1,1
65040,E29,-0.400000,-0.699211,-0.299211,0.275296,0,0
65070,E13,-0.089979,-0.092859,-0.002901,0.288172,1,1
65070,E29,-0.400000,-0.698782,-0.298782,0.274567,0,0
65100,E13,-0.089999,-0.092875,-0.002896,0.288010,1,1
65100,E29,-0.400000,-0.697615,-0.297615,0.274220,0,0
65130,E13,-0.090020,-0.092892,-0.002892,0.287849,1,1
65130,E29,-0.400000,-0.697779,-0.297779,0.273453,0,0
65160,E13,-0.090042,-0.093025,-0.003005,0.287715,1,1
65160,E29,-0.400000,-0.696498,-0.296498,0.273216,0,0
65190,E13,-0.090064,-0.093150,-0.003108,0.287577,1,1
65190,E29,-0.400000,-0.697125,-0.297125,0.272580,0,0
65220,E13,-0.090087,-0.093275,-0.003211,0.287440,1,1
65220,E29,-0.400000,-0.697404,-0.297404,0.271848,0,0
65250,E13,-0.090112,-0.093496,-0.003408,0.287355,1,1
65250,E29,-0.400000,-0.697502,-0.297502,0.271099,0,0
65280,E13,-0.090136,-0.093494,-0.003382,0.287194,1,1
65280,E29,-0.400000,-0.697292,-0.297292,0.270368,0,0
65310,E13,-0.090161,-0.093542,-0.003406,0.287037,1,1
65310,E29,-0.400000,-0.698367,-0.298367,0.270018,0,0
65340,E13,-0.090185,-0.093556,-0.003395,0.286877,1,1
65340,E29,-0.400000,-0.699452,-0.299452,0.269683,0,0
65370,E13,-0.090210,-0.093674,-0.003489,0.286739,1,1
65370,E29,-0.400000,-0.700197,-0.300197,0.269143,0,0
65400,E13,-0.090235,-0.093701,-0.003491,0.286580,1,1
65400,E29,-0.400000,-0.700412,-0.300412,0.268434,0,0
65430,E13,-0.090260,-0.093698,-0.003462,0.286421,1,1
65430,E29,-0.400000,-0.699534,-0.299534,0.267983,0,0
65460,E13,-0.090285,-0.093675,-0.003415,0.286263,1,1
65460,E29,-0.400000,-0.699970,-0.299970,0.267335,0,0
65490,E13,-0.090310,-0.093746,-0.003461,0.286112,1,1
65490,E29,-0.400000,-0.699510,-0.299510,0.266702,0,0
65520,E13,-0.090335,-0.093719,-0.003409,0.285954,1,1
65520,E29,-0.400000,-0.699657,-0.299657,0.266007,0,0
65550,E13,-0.090359,-0.093741,-0.003406,0.285796,1,1
65550,E29,-0.400000,-0.699197,-0.299197,0.265385,0,0
65580,E13,-0.090385,-0.093829,-0.003470,0.285651,1,1
65580,E29,-0.400000,-0.699044,-0.299044,0.264702,0,0
65610,E13,-0.090408,-0.093648,-0.003263,0.285545,1,1
65610,E29,-0.400000,-0.698008,-0.298008,0.264405,0,0
65640,E13,-0.090431,-0.093509,-0.003101,0.285418,1,1
65640,E29,-0.400000,-0.696889,-0.296889,0.264180,0,0
65670,E13,-0.090452,-0.093353,-0.002922,0.285299,1,1
65670,E29,-0.400000,-0.695948,-0.295948,0.263827,0,0
65700,E13,-0.090474,-0.093554,-0.003103,0.285207,1,1
65700,E29,-0.400000,-0.695757,-0.295757,0.263167,0,0
65730,E13,-0.090499,-0.093885,-0.003411,0.285225,1,1
65730,E18,0.039408,0.060649,0.060649,0.220254,1,1
65730,E29,-0.400000,-0.696084,-0.296084,0.262538,0,0
65760,E13,-0.090526,-0.094247,-0.003748,0.285276,1,1
65760,E29,-0.400000,-0.695023,-0.295023,0.262297,0,0
65790,E13,-0.090554,-0.094397,-0.003871,0.285155,1,1
65790,E29,-0.400000,-0.695028,-0.295028,0.261637,0,0
65820,E13,-0.090582,-0.094345,-0.003791,0.285003,1,1
65820,E29,-0.400000,-0.695579,-0.295579,0.261098,0,0
65850,E13,-0.090608,-0.094220,-0.003639,0.284872,1,1
65850,E29,-0.400000,-0.696444,-0.296444,0.260735,0,0
65880,E13,-0.090634,-0.094256,-0.003648,0.284718,1,1
65880,E29,-0.400000,-0.697576,-0.297576,0.260584,0,0
65910,E13,-0.090662,-0.094378,-0.003743,0.284586,1,1
65910,E29,-0.400000,-0.697465,-0.297465,0.259946,0,0
65940,E13,-0.090688,-0.094331,-0.003669,0.284434,1,1
65940,E29,-0.400000,-0.696796,-0.296796,0.259483,0,0
65970,E13,-0.090715,-0.094354,-0.003666,0.284280,1,1
65970,E29,-0.400000,-0.696858,-0.296858,0.258851,0,0
66000,E13,-0.090741,-0.094252,-0.003537,0.284142,1,1
66000,E29,-0.400000,-0.696970,-0.296970,0.258227,0,0
66030,E13,-0.090766,-0.094266,-0.003526,0.283988,1,1
66030,E29,-0.400000,-0.697396,-0.297396,0.257675,0,0
66060,E13,-0.090792,-0.094351,-0.003585,0.283845,1,1
66060,E29,-0.400000,-0.697368,-0.297368,0.257055,0,0
66090,E13,-0.090818,-0.094353,-0.003561,0.283691,1,1
66090,E29,-0.400000,-0.697506,-0.297506,0.256447,0,0
66120,E13,-0.090845,-0.094480,-0.003662,0.283563,1,1
66120,E29,-0.400000,-0.697430,-0.297430,0.255838,0,0
66150,E13,-0.090873,-0.094654,-0.003810,0.283459,1,1
66150,E29,-0.400000,-0.697481,-0.297481,0.255232,0,0
66180,E13,-0.090900,-0.094629,-0.003757,0.283307,1,1
66180,E29,-0.400000,-0.696218,-0.296218,0.255289,0,0
66210,E13,-0.090926,-0.094534,-0.003634,0.283168,1,1
66210,E29,-0.400000,-0.695118,-0.295118,0.255193,0,0
66240,E13,-0.090953,-0.094529,-0.003602,0.283015,1,1
66240,E29,-0.400000,-0.695996,-0.295996,0.254918,0,0
66270,E13,-0.090979,-0.094514,-0.003561,0.282863,1,1
66270,E29,-0.400000,-0.696597,-0.296597,0.254477,0,0
66300,E13,-0.091005,-0.094656,-0.003677,0.282744,1,1
66300,E29,-0.400000,-0.696559,-0.296559,0.253887,0,0
66330,E13,-0.091033,-0.094781,-0.003776,0.282617,1,1
66330,E29,-0.400000,-0.696691,-0.296691,0.253309,0,0
66360,E13,-0.091061,-0.094842,-0.003809,0.282471,1,1
66360,E29,-0.400000,-0.697615,-0.297615,0.253094,0,0
66390,E13,-0.091089,-0.094858,-0.003797,0.282320,1,1
66390,E29,-0.400000,-0.697351,-0.297351,0.252546,0,0
66420,E13,-0.091118,-0.095053,-0.003964,0.282231,1,1
66420,E29,-0.400000,-0.696448,-0.296448,0.252325,0,0
66450,E13,-0.091147,-0.095138,-0.004021,0.282092,1,1
66450,E29,-0.400000,-0.696899,-0.296899,0.251843,0,0
66480,E13,-0.091176,-0.095128,-0.003981,0.281941,1,1
66480,E29,-0.400000,-0.696571,-0.296571,0.251322,0,0
66510,E13,-0.091206,-0.095298,-0.004122,0.281838,1,1
66510,E29,-0.400000,-0.696600,-0.296600,0.250759,0,0
66540,E13,-0.091237,-0.095365,-0.004159,0.281695,1,1
66540,E29,-0.400000,-0.696888,-0.296888,0.250235,0,0
66570,E13,-0.091269,-0.095662,-0.004425,0.281691,1,1
66570,E29,-0.400000,-0.697330,-0.297330,0.249766,0,0
66600,E13,-0.091302,-0.095805,-0.004536,0.281575,1,1
66600,E29,-0.400000,-0.697160,-0.297160,0.249226,0,0
66630,E13,-0.091337,-0.095956,-0.004653,0.281462,1,1
66630,E29,-0.400000,-0.697373,-0.297373,0.248697,0,0
66660,E13,-0.091374,-0.096417,-0.005081,0.281668,1,1
66660,E29,-0.400000,-0.697313,-0.297313,0.248153,0,0
66690,E13,-0.091411,-0.096480,-0.005106,0.281525,1,1
66690,E29,-0.400000,-0.697877,-0.297877,0.247757,0,0
66720,E13,-0.091447,-0.096325,-0.004914,0.281415,1,1
66720,E29,-0.400000,-0.698012,-0.298012,0.247226,0,0
66750,E13,-0.091482,-0.096213,-0.004766,0.281287,1,1
66750,E29,-0.400000,-0.697840,-0.297840,0.246704,0,0
66780,E13,-0.091517,-0.096264,-0.004782,0.281142,1,1
66780,E29,-0.400000,-0.697781,-0.297781,0.246173,0,0
66810,E13,-0.091553,-0.096458,-0.004941,0.281057,1,1
66810,E29,-0.400000,-0.697770,-0.297770,0.245644,0,0
66840,E13,-0.091590,-0.096539,-0.004985,0.280919,1,1
66840,E29,-0.400000,-0.696959,-0.296959,0.245432,0,0
66870,E13,-0.091627,-0.096645,-0.005056,0.280790,1,1
66870,E29,-0.400000,-0.695611,-0.295611,0.245774,0,0
66900,E13,-0.091664,-0.096736,-0.005109,0.280656,1,1
66900,E29,-0.400000,-0.694660,-0.294660,0.245686,0,0
66930,E13,-0.091704,-0.097035,-0.005371,0.280659,1,1
66930,E29,-0.400000,-0.694133,-0.294133,0.245301,0,0
66960,E13,-0.091745,-0.097351,-0.005647,0.280680,1,1
66960,E29,-0.400000,-0.693591,-0.293591,0.244927,0,0
66990,E13,-0.091787,-0.097477,-0.005732,0.280559,1,1
66990,E29,-0.400000,-0.693808,-0.293808,0.244437,0,0
67020,E13,-0.091830,-0.097623,-0.005836,0.280448,1,1
67020,E29,-0.400000,-0.693919,-0.293919,0.243933,0,0
67050,E13,-0.091872,-0.097615,-0.005785,0.280301,1,1
67050,E29,-0.400000,-0.693500,-0.293500,0.243513,0,0
67080,E13,-0.091914,-0.097566,-0.005694,0.280158,1,1
67080,E29,-0.400000,-0.693686,-0.293686,0.243027,0,0
67110,E13,-0.091957,-0.097696,-0.005782,0.280040,1,1
67110,E29,-0.400000,-0.693199,-0.293199,0.242644,0,0
67140,E13,-0.091999,-0.097778,-0.005821,0.279905,1,1
67140,E29,-0.400000,-0.693666,-0.293666,0.242256,0,0
67170,E13,-0.092041,-0.097697,-0.005698,0.279770,1,1
67170,E29,-0.400000,-0.694990,-0.294990,0.242644,0,0
67200,E13,-0.092083,-0.097756,-0.005715,0.279630,1,1
67200,E29,-0.400000,-0.696064,-0.296064,0.242733,0,0
67230,E13,-0.092126,-0.097876,-0.005792,0.279509,1,1
67230,E29,-0.400000,-0.696475,-0.296475,0.242327,0,0
67260,E13,-0.092169,-0.097993,-0.005867,0.279387,1,1
67260,E29,-0.400000,-0.696409,-0.296409,0.241840,0,0
67290,E13,-0.092213,-0.098127,-0.005957,0.279272,1,1
67290,E29,-0.400000,-0.696157,-0.296157,0.241387,0,0
67320,E13,-0.092258,-0.098281,-0.006068,0.279168,1,1
67320,E29,-0.400000,-0.695973,-0.295973,0.240921,0,0
67350,E13,-0.092304,-0.098496,-0.006238,0.279102,1,1
67350,E29,-0.400000,-0.696021,-0.296021,0.240442,0,0
67380,E13,-0.092350,-0.098557,-0.006253,0.278964,1,1
67380,E29,-0.400000,-0.696477,-0.296477,0.240073,0,0
67410,E13,-0.092397,-0.098760,-0.006410,0.278891,1,1
67410,E29,-0.400000,-0.695691,-0.295691,0.239922,0,0
67440,E13,-0.092443,-0.098670,-0.006273,0.278760,1,1
67440,E29,-0.400000,-0.695459,-0.295459,0.239478,0,0
67470,E13,-0.092489,-0.098573,-0.006130,0.278632,1,1
67470,E29,-0.400000,-0.695430,-0.295430,0.239008,0,0
67500,E13,-0.092534,-0.098578,-0.006089,0.278488,1,1
67500,E29,-0.400000,-0.695740,-0.295740,0.238592,0,0
67530,E13,-0.092577,-0.098399,-0.005865,0.278401,1,1
67530,E29,-0.400000,-0.695369,-0.295369,0.238201,0,0
67560,E13,-0.092621,-0.098547,-0.005970,0.278295,1,1
67560,E29,-0.400000,-0.694620,-0.294620,0.238042,0,0
67590,E13,-0.092667,-0.098859,-0.006238,0.278322,1,1
67590,E29,-0.400000,-0.694633,-0.294633,0.237582,0,0
67620,E13,-0.092714,-0.098976,-0.006309,0.278203,1,1
67620,E29,-0.400000,-0.694681,-0.294681,0.237126,0,0
67650,E13,-0.092762,-0.099187,-0.006474,0.278138,1,1
67650,E29,-0.400000,-0.694770,-0.294770,0.236675,0,0
67680,E13,-0.092810,-0.099247,-0.006485,0.278001,1,1
67680,E29,-0.400000,-0.695600,-0.295600,0.236603,0,0
67710,E13,-0.092857,-0.099250,-0.006441,0.277858,1,1
67710,E29,-0.400000,-0.696520,-0.296520,0.236623,0,0
67740,E13,-0.092903,-0.099094,-0.006237,0.277759,1,1
67740,E29,-0.400000,-0.696351,-0.296351,0.236190,0,0
67770,E13,-0.092949,-0.099114,-0.006211,0.277618,1,1
67770,E29,-0.400000,-0.695259,-0.295259,0.236410,0,0
67800,E13,-0.092996,-0.099204,-0.006254,0.277490,1,1
67800,E29,-0.400000,-0.693717,-0.293717,0.237298,0,0
67830,E13,-0.093042,-0.099317,-0.006321,0.277370,1,1
67830,E29,-0.400000,-0.693211,-0.293211,0.236997,0,0
67860,E13,-0.093089,-0.099316,-0.006273,0.277229,1,1
67860,E29,-0.400000,-0.692918,-0.292918,0.236603,0,0
67890,E13,-0.093134,-0.099209,-0.006121,0.277107,1,1
67890,E29,-0.400000,-0.692883,-0.292883,0.236163,0,0
67920,E13,-0.093180,-0.099304,-0.006169,0.276982,1,1
