SOD,RTKLIB_X_m,RTKLIB_Y_m,RTKLIB_Z_m,PPP_X_m,PPP_Y_m,PPP_Z_m,PPP_minus_RTKLIB_X_cm,PPP_minus_RTKLIB_Y_cm,PPP_minus_RTKLIB_Z_cm,3D_Error_cm
540.0,1337935.9869,6070316.7745,1427877.4143,1337935.5177,6070317.0364,1427877.5166,-46.919999993406236,26.18999993428588,10.229999991133809,54.69968368974114
570.0,1337935.9067,6070316.6144,1427877.4128,1337935.5177,6070317.0364,1427877.5166,-38.89999999664724,42.19999993219972,10.37999999243766,58.324903719250294
600.0,1337935.678,6070316.5737,1427877.3073,1337935.5177,6070317.0364,1427877.5166,-16.03000001050532,46.270000003278255,20.929999998770654,53.25353228273886
630.0,1337935.658,6070316.5801,1427877.3287,1337935.5177,6070317.0364,1427877.5166,-14.030000008642673,45.62999997287989,18.790000001899898,51.3030398498854
660.0,1337935.6656,6070316.5812,1427877.3502,1337935.5177,6070317.0364,1427877.5166,-14.789999998174608,45.51999997347593,16.6399999987334,50.67251816802774
690.0,1337935.667,6070316.5924,1427877.3577,1337935.5177,6070317.0364,1427877.5166,-14.929999993182719,44.39999992027879,15.889999992214143,49.46470451210396
720.0,1337935.6726,6070316.5944,1427877.3554,1337935.5177,6070317.0364,1427877.5166,-15.489999996498227,44.19999998062849,16.11999999731779,49.53215620273964
750.0,1337935.684,6070316.589,1427877.3543,1337935.5177,6070317.0364,1427877.5166,-16.62999999243766,44.73999999463558,16.229999996721745,50.41465460718795
780.0,1337935.6836,6070316.5931,1427877.358,1337935.5177,6070317.0364,1427877.5166,-16.590000013820827,44.3299999460578,15.859999996609986,49.91910050840788
810.0,1337935.6759,6070316.6054,1427877.3633,1337935.5177,6070317.0364,1427877.5166,-15.819999994710088,43.099999986588955,15.329999988898635,48.40342238247444
840.0,1337935.6443,6070316.6346,1427877.3689,1337935.5177,6070317.0364,1427877.5166,-12.660000007599592,40.17999991774559,14.770000008866191,44.64147056095223
870.0,1337935.5458,6070316.7096,1427877.3775,1337935.5177,6070317.0364,1427877.5166,-2.809999999590218,32.679999992251396,13.91000000294298,35.62817143179147
900.0,1337935.4096,6070316.7996,1427877.3633,1337935.5177,6070317.0364,1427877.5166,10.810000007040799,23.680000007152557,15.329999988898635,30.20939258162268
930.0,1337935.4062,6070316.7852,1427877.3631,1337935.5177,6070317.0364,1427877.5166,11.149999988265336,25.11999998241663,15.350000001490116,31.479507602576554
960.0,1337935.4264,6070316.7851,1427877.3727,1337935.5177,6070317.0364,1427877.5166,9.129999997094274,25.129999965429306,14.390000002458692,30.36356201568221
990.0,1337935.4389,6070316.7861,1427877.3767,1337935.5177,6070317.0364,1427877.5166,7.880000001750886,25.02999994903803,13.990000006742775,29.737441007341243
1020.0,1337935.4415,6070316.7968,1427877.3818,1337935.5177,6070317.0364,1427877.5166,7.620000001043081,23.95999999716878,13.479999988339841,28.528168528068303
1050.0,1337935.4403,6070316.7937,1427877.3802,1337935.5177,6070317.0364,1427877.5166,7.740000006742775,24.26999993622303,13.639999995939434,28.89619519760122
1080.0,1337935.4379,6070316.795,1427877.3789,1337935.5177,6070317.0364,1427877.5166,7.979999994859099,24.139999970793724,13.770000007934868,28.914233497127302
1110.0,1337935.4433,6070316.7955,1427877.3799,1337935.5177,6070317.0364,1427877.5166,7.440000004135072,24.089999962598085,13.669999991543591,28.680142922034182
1140.0,1337935.4488,6070316.7861,1427877.3763,1337935.5177,6070317.0364,1427877.5166,6.8900000071153045,25.02999994903803,14.030000008642673,29.50955604188931
1170.0,1337935.4571,6070316.7655,1427877.3653,1337935.5177,6070317.0364,1427877.5166,6.05999999679625,27.089999988675117,15.130000002682209,31.615005921694085
1200.0,1337935.4511,6070316.7502,1427877.328,1337935.5177,6070317.0364,1427877.5166,6.660000002011657,28.61999999731779,18.859999999403954,34.91646602751749
1230.0,1337935.4458,6070316.7318,1427877.3144,1337935.5177,6070317.0364,1427877.5166,7.189999986439943,30.459999945014715,20.219999994151294,37.260650775567264
1260.0,1337935.4475,6070316.7296,1427877.312,1337935.5177,6070317.0364,1427877.5166,7.019999995827675,30.679999943822622,20.460000005550683,37.53870531493475
1290.0,1337935.4497,6070316.728,1427877.3118,1337935.5177,6070317.0364,1427877.5166,6.799999997019768,30.839999951422215,20.4799999948591,37.640084972707214
1320.0,1337935.4486,6070316.7267,1427877.3105,1337935.5177,6070317.0364,1427877.5166,6.909999996423721,30.96999991685152,20.610000006854534,37.837297671515906
1350.0,1337935.45,6070316.7259,1427877.3093,1337935.5177,6070317.0364,1427877.5166,6.77000000141561,31.049999967217445,20.729999989271164,37.94296110662099
1380.0,1337935.4521,6070316.7256,1427877.3085,1337935.5177,6070317.0364,1427877.5166,6.5599999856203794,31.08000000938773,20.80999999307096,37.974413755929056
1410.0,1337935.4505,6070316.7196,1427877.3052,1337935.5177,6070317.0364,1427877.5166,6.719999993219972,31.67999992147088,21.13999999128282,38.67402739002895
1440.0,1337935.4443,6070316.7195,1427877.3027,1337935.5177,6070317.0364,1427877.5166,7.339999987743795,31.689999997615814,21.39000000897795,38.93152707065376
1470.0,1337935.4366,6070316.7233,1427877.3008,1337935.5177,6070317.0364,1427877.5166,8.110000006854534,31.309999991208315,21.579999988898635,38.88167433485228
1500.0,1337935.4243,6070316.7512,1427877.2954,1337935.5178,6070317.0364,1427877.5166,9.34999999590218,28.519999980926514,22.120000002905726,37.284142728028066
1530.0,1337935.4346,6070316.7603,1427877.3026,1337935.5178,6070317.0364,1427877.5166,8.3199999993667,27.6099999435246,21.399999991990626,35.90953211235269
1560.0,1337935.4376,6070316.7792,1427877.3094,1337935.5178,6070317.0364,1427877.5166,8.019999996758997,25.719999987632036,20.720000006258488,33.98760361618862
1590.0,1337935.4388,6070316.7893,1427877.3132,1337935.5178,6070317.0364,1427877.5166,7.900000014342368,24.709999933838844,20.33999999985099,32.96528017400828
1620.0,1337935.4385,6070316.7914,1427877.3141,1337935.5178,6070317.0364,1427877.5166,7.930000009946525,24.499999918043613,20.24999998975545,32.7596916305234
1650.0,1337935.4408,6070316.7968,1427877.3166,1337935.5178,6070317.0364,1427877.5166,7.700000004842877,23.95999999716878,19.999999995343387,32.146097737558186
1680.0,1337935.4422,6070316.7992,1427877.3181,1337935.5178,6070317.0364,1427877.5166,7.560000009834766,23.719999939203262,19.849999994039536,31.840453781751823
1710.0,1337935.4381,6070316.787,1427877.3145,1337935.5178,6070317.0364,1427877.5166,7.970000011846423,24.940000008791685,20.209999987855554,33.07519614660634
1740.0,1337935.4318,6070316.7871,1427877.3151,1337935.5178,6070317.0364,1427877.5166,8.600000012665987,24.92999993264675,20.14999999664724,33.18866367789619
1770.0,1337935.3981,6070316.7741,1427877.3051,1337935.5178,6070317.0364,1427877.5166,11.969999992288649,26.22999995946884,21.14999999757856,35.757744581932165
1800.0,1337935.3409,6070316.7797,1427877.2992,1337935.5178,6070317.0364,1427877.5166,17.690000007860363,25.669999979436398,21.739999996498227,38.006744126143026
1830.0,1337935.3262,6070316.7606,1427877.2913,1337935.5178,6070317.0364,1427877.5166,19.160000002011657,27.57999999448657,22.530000004917383,40.43962042347261
1860.0,1337935.3194,6070316.7491,1427877.2865,1337935.5178,6070317.0364,1427877.5166,19.84000001102686,28.729999996721745,23.010000004433095,41.81505231914924
1890.0,1337935.3177,6070316.7473,1427877.2854,1337935.5178,6070317.0364,1427877.5166,20.010000001639128,28.90999997034669,23.12000000383705,42.07995483039957
1920.0,1337935.3176,6070316.749,1427877.2861,1337935.5178,6070317.0364,1427877.5166,20.02000000793487,28.73999997973442,23.050000006332994,41.9295897838841
1950.0,1337935.3172,6070316.7497,1427877.2863,1337935.5178,6070317.0364,1427877.5165,20.060000009834766,28.67000000551343,23.01999998744577,41.884279868856694
1980.0,1337935.3167,6070316.7519,1427877.2871,1337935.5178,6070317.0364,1427877.5165,20.10999999474734,28.450000006705523,22.939999983645976,41.71400483554605
2010.0,1337935.3163,6070316.7629,1427877.2904,1337935.5178,6070317.0364,1427877.5165,20.14999999664724,27.34999991953373,22.609999985434115,40.807561735598824
2040.0,1337935.3142,6070316.7829,1427877.2953,1337935.5178,6070317.0364,1427877.5165,20.36000001244247,25.349999964237213,22.119999979622662,39.324883951411614
2070.0,1337935.3095,6070316.7713,1427877.2954,1337935.5178,6070317.0364,1427877.5165,20.83000000566244,26.509999949485064,22.109999996609986,40.317751641276935
2100.0,1337935.3056,6070316.8045,1427877.3089,1337935.5178,6070317.0364,1427877.5165,21.219999995082617,23.190000001341105,20.75999998487532,37.670175195046944
2130.0,1337935.3086,6070316.8385,1427877.3174,1337935.5178,6070317.0364,1427877.5165,20.919999992474914,19.79000000283122,19.90999998524785,35.00997856625707
2160.0,1337935.3098,6070316.8469,1427877.3196,1337935.5178,6070317.0364,1427877.5165,20.800000010058284,18.949999939650297,19.689999986439943,34.342955574574184
2190.0,1337935.3097,6070316.8478,1427877.3201,1337935.5178,6070317.0364,1427877.5165,20.80999999307096,18.859999999403954,19.64000000152737,34.27076450488267
2220.0,1337935.3107,6070316.8495,1427877.321,1337935.5178,6070317.0364,1427877.5165,20.709999999962747,18.690000008791685,19.549999991431832,34.06497761619806
2250.0,1337935.311,6070316.8486,1427877.3209,1337935.5178,6070317.0364,1427877.5165,20.68000000435859,18.77999994903803,19.559999997727573,34.101970590821324
2280.0,1337935.3118,6070316.8468,1427877.3206,1337935.5178,6070317.0364,1427877.5165,20.600000000558794,18.959999922662973,19.58999999333173,34.1703043127968
2310.0,1337935.3118,6070316.8425,1427877.3195,1337935.5178,6070317.0364,1427877.5165,20.600000000558794,19.38999993726611,19.699999992735684,34.4734984778741
2340.0,1337935.3119,6070316.8398,1427877.3194,1337935.5178,6070317.0364,1427877.5165,20.589999994263053,19.659999944269657,19.709999999031425,34.62582558632002
2370.0,1337935.3136,6070316.8588,1427877.3265,1337935.5178,6070317.0364,1427877.5165,20.420000003650784,17.760000005364418,18.999999994412065,33.06650873810691
2400.0,1337935.3207,6070316.9182,1427877.3459,1337935.5178,6070317.0364,1427877.5165,19.709999999031425,11.819999944418669,17.059999983757734,28.622370588294917
2430.0,1337935.3223,6070316.9228,1427877.3483,1337935.5178,6070317.0364,1427877.5165,19.549999991431832,11.359999980777502,16.81999999564141,28.1809243830224
2460.0,1337935.3232,6070316.9243,1427877.3487,1337935.5178,6070317.0364,1427877.5165,19.46000000461936,11.209999956190586,16.779999993741512,28.034337855343466
2490.0,1337935.3253,6070316.9303,1427877.3509,1337935.5178,6070317.0364,1427877.5165,19.250000012107193,10.60999995097518,16.559999994933605,27.520323385782028
2520.0,1337935.328,6070316.9358,1427877.3532,1337935.5178,6070317.0364,1427877.5165,18.980000005103648,10.059999953955412,16.329999989829957,26.983567201820513
2550.0,1337935.3311,6070316.9418,1427877.3558,1337935.5178,6070317.0364,1427877.5165,18.669999996200204,9.459999948740005,16.069999989122152,26.38759933261574
2580.0,1337935.3355,6070316.9516,1427877.3603,1337935.5178,6070317.0364,1427877.5165,18.22999999858439,8.4799999371171,15.619999985210598,25.460316149252193
2610.0,1337935.3408,6070316.9649,1427877.3666,1337935.5178,6070317.0364,1427877.5165,17.700000014156103,7.149999961256981,14.989999984391034,24.271641878520374
2640.0,1337935.3502,6070316.9892,1427877.3783,1337935.5178,6070317.0364,1427877.5165,16.760000004433095,4.7199999913573265,13.819999992847443,22.22989878225526
2670.0,1337935.3542,6070317.0017,1427877.3878,1337935.5178,6070317.0364,1427877.5165,16.36000000871718,3.469999972730875,12.870000000111759,21.10278180948794
2700.0,1337935.3702,6070317.0477,1427877.408,1337935.5178,6070317.0364,1427877.5165,14.76000000257045,-1.1300000362098217,10.849999985657632,18.353664480056416
2730.0,1337935.3789,6070317.0678,1427877.4169,1337935.5178,6070317.0364,1427877.5165,13.890000013634562,-3.140000067651272,9.959999984130263,17.377954439101657
2760.0,1337935.3848,6070317.0807,1427877.4218,1337935.5178,6070317.0364,1427877.5165,13.299999991431832,-4.430000018328428,9.470000001601875,16.917322482142858
2790.0,1337935.3878,6070317.0875,1427877.4244,1337935.5178,6070317.0364,1427877.5165,13.000000012107193,-5.1100000739097595,9.21000000089407,16.731294064913616
2820.0,1337935.3881,6070317.0876,1427877.4245,1337935.5178,6070317.0364,1427877.5164,12.969999993219972,-5.120000056922436,9.190000011585653,16.700041934676577
2850.0,1337935.3888,6070317.0884,1427877.425,1337935.5178,6070317.0364,1427877.5164,12.899999995715916,-5.200000014156103,9.140000003390014,16.643004539405243
2880.0,1337935.3939,6070317.0942,1427877.4281,1337935.5178,6070317.0364,1427877.5164,12.390000000596046,-5.780000053346157,8.830000017769635,16.275423218622098
2910.0,1337935.398,6070317.1002,1427877.4309,1337935.5178,6070317.0364,1427877.5164,11.97999999858439,-6.3800000585615635,8.550000004470348,16.041424524953214
2940.0,1337935.4044,6070317.1131,1427877.436,1337935.5178,6070317.0364,1427877.5164,11.339999991469085,-7.67000000923872,8.040000009350479,15.87658968729105
2970.0,1337935.4278,6070317.1584,1427877.4557,1337935.5178,6070317.0364,1427877.5164,9.000000008381903,-12.200000043958426,6.070000003091991,16.330489927157622
3000.0,1337935.4639,6070317.2335,1427877.4863,1337935.5178,6070317.0364,1427877.5164,5.389999994076788,-19.710000045597553,3.0100000090897083,20.65420784703019
3030.0,1337935.4793,6070317.2608,1427877.4981,1337935.5178,6070317.0364,1427877.5164,3.8500000024214387,-22.44000006467104,1.8300000112503767,22.8413003780927
3060.0,1337935.4858,6070317.2711,1427877.5026,1337935.5178,6070317.0364,1427877.5164,3.200000012293458,-23.469999991357327,1.3800000073388219,23.72731126135547
3090.0,1337935.4883,6070317.274,1427877.5038,1337935.5178,6070317.0364,1427877.5164,2.949999994598329,-23.760000057518482,1.2600000016391277,23.975564700451564
3120.0,1337935.4894,6070317.2745,1427877.504,1337935.5178,6070317.0364,1427877.5164,2.8399999951943755,-23.81000006571412,1.2400000123307109,24.010816377886666
3150.0,1337935.4905,6070317.2754,1427877.5044,1337935.5178,6070317.0364,1427877.5164,2.729999995790422,-23.900000005960464,1.2000000104308128,24.085325413765116
3180.0,1337935.4931,6070317.2802,1427877.5063,1337935.5178,6070317.0364,1427877.5164,2.469999995082617,-24.38000002875924,1.0100000072270632,24.52560705451768
3210.0,1337935.4974,6070317.2887,1427877.5095,1337935.5178,6070317.0364,1427877.5164,2.040000003762543,-25.23000007495284,0.6900000153109431,25.32174172166284
3240.0,1337935.4974,6070317.2897,1427877.5095,1337935.5178,6070317.0364,1427877.5164,2.040000003762543,-25.32999999821186,0.6900000153109431,25.421380763953266
3270.0,1337935.4953,6070317.2877,1427877.5086,1337935.5178,6070317.0364,1427877.5164,2.2499999962747097,-25.130000058561563,0.7800000021234155,25.24257916556573
3300.0,1337935.4823,6070317.2685,1427877.4988,1337935.5178,6070317.0364,1427877.5164,3.5499999998137355,-23.210000060498714,1.7600000137463212,23.545789493143246
3330.0,1337935.474,6070317.2606,1427877.4936,1337935.5178,6070317.0364,1427877.5164,4.38000001013279,-22.42000000551343,2.2800000151619315,22.957334348855134
3360.0,1337935.4658,6070317.2462,1427877.487,1337935.5178,6070317.0364,1427877.5164,5.200000014156103,-20.980000030249357,2.940000011585653,21.813848846194247
3390.0,1337935.4629,6070317.2422,1427877.485,1337935.5178,6070317.0364,1427877.5164,5.490000010468066,-20.580000057816505,3.1399999978020787,21.529888584961693
3420.0,1337935.4604,6070317.2386,1427877.4833,1337935.5178,6070317.0364,1427877.5164,5.74000000488013,-20.22000001743436,3.3100000116974115,21.277972197521695
3450.0,1337935.4592,6070317.2366,1427877.4825,1337935.5178,6070317.0364,1427877.5164,5.8600000105798244,-20.02000007778406,3.3900000154972076,21.13367226355941
3480.0,1337935.4571,6070317.2331,1427877.4811,1337935.5178,6070317.0364,1427877.5164,6.070000003091991,-19.67000002041459,3.5300000105053186,20.885753539549736
3510.0,1337935.4529,6070317.2262,1427877.4783,1337935.5178,6070317.0364,1427877.5164,6.490000011399388,-18.98000007495284,3.8100000005215406,20.417556244495767
3540.0,1337935.4461,6070317.2132,1427877.4737,1337935.5178,6070317.0364,1427877.5164,7.1699999971315265,-17.68000004813075,4.270000010728836,19.550555024151965
3570.0,1337935.4361,6070317.1953,1427877.4666,1337935.5178,6070317.0364,1427877.5164,8.169999998062849,-15.890000015497208,4.980000015348196,18.54835304316036
3600.0,1337935.4382,6070317.1879,1427877.4639,1337935.5178,6070317.0364,1427877.5164,7.9600000055506825,-15.150000061839819,5.249999999068677,17.901022371706443
3630.0,1337935.44,6070317.1859,1427877.4643,1337935.5179,6070317.0364,1427877.5163,7.790000014938414,-14.950000029057264,5.199999990873039,17.64161560080687
3660.0,1337935.44,6070317.184,1427877.4639,1337935.5179,6070317.0364,1427877.5163,7.790000014938414,-14.760000072419643,5.239999992772937,17.49283574194958
3690.0,1337935.4403,6070317.184,1427877.4639,1337935.5179,6070317.0364,1427877.5163,7.760000019334257,-14.760000072419643,5.239999992772937,17.479496627825295
3720.0,1337935.4399,6070317.1834,1427877.4637,1337935.5179,6070317.0364,1427877.5163,7.79999999795109,-14.700000081211329,5.260000005364418,17.452724784745897
3750.0,1337935.4398,6070317.1834,1427877.4636,1337935.5179,6070317.0363,1427877.5163,7.810000004246831,-14.710000064224005,5.270000011660159,17.46863194639763
3780.0,1337935.4397,6070317.1836,1427877.4636,1337935.5179,6070317.0363,1427877.5163,7.8200000105425715,-14.730000030249357,5.270000011660159,17.489945716866302
3810.0,1337935.4398,6070317.1839,1427877.4636,1337935.5179,6070317.0363,1427877.5163,7.810000004246831,-14.759999979287386,5.270000011660159,17.51075668204539
3840.0,1337935.4426,6070317.1872,1427877.4651,1337935.5179,6070317.0363,1427877.5163,7.530000014230609,-15.089999977499247,5.120000010356307,17.62451133056712
3870.0,1337935.4462,6070317.1886,1427877.4677,1337935.5179,6070317.0363,1427877.5163,7.170000020414591,-15.230000019073486,4.860000009648502,17.520884708470263
3900.0,1337935.4531,6070317.1962,1427877.4727,1337935.5179,6070317.0363,1427877.5163,6.480000005103648,-15.990000031888485,4.359999997541308,17.7955078900406
3930.0,1337935.4567,6070317.2004,1427877.4751,1337935.5179,6070317.0363,1427877.5163,6.12000001128763,-16.410000063478947,4.1200000094249845,17.992134456456284
3960.0,1337935.459,6070317.2038,1427877.4763,1337935.5179,6070317.0363,1427877.5163,5.890000006183982,-16.750000044703484,4.00000000372529,18.200401138442427
3990.0,1337935.4623,6070317.2073,1427877.4779,1337935.5179,6070317.0363,1427877.5163,5.560000007972121,-17.100000008940697,3.839999996125698,18.386658216344458
4020.0,1337935.4633,6070317.2083,1427877.4785,1337935.5179,6070317.0363,1427877.5163,5.460000014863908,-17.200000025331974,3.780000004917383,18.437461893409004
4050.0,1337935.4643,6070317.2093,1427877.479,1337935.5179,6070317.0363,1427877.5163,5.359999998472631,-17.30000004172325,3.7299999967217445,18.491416965792407
4080.0,1337935.4658,6070317.2109,1427877.4797,1337935.5179,6070317.0363,1427877.5163,5.210000020451844,-17.460000049322844,3.659999999217689,18.584706129765287
4110.0,1337935.4676,6070317.2131,1427877.4807,1337935.5179,6070317.0363,1427877.5163,5.03000000026077,-17.68000004813075,3.560000006109476,18.723164843263707
4140.0,1337935.4706,6070317.2162,1427877.4823,1337935.5179,6070317.0363,1427877.5163,4.7300000209361315,-17.989999987185,3.399999998509884,18.909600728911208
4170.0,1337935.472,6070317.2149,1427877.4824,1337935.5179,6070317.0363,1427877.5163,4.590000002644956,-17.860000021755695,3.3899999922141433,18.749394676858397
4200.0,1337935.4764,6070317.2138,1427877.4827,1337935.5179,6070317.0363,1427877.5163,4.150000005029142,-17.750000022351742,3.359999996609986,18.535765449866044
4230.0,1337935.4821,6070317.22,1427877.4853,1337935.5179,6070317.0363,1427877.5163,3.5800000187009573,-18.3699999935925,3.0999999959021807,18.97059039337155
4260.0,1337935.4855,6070317.2235,1427877.487,1337935.5179,6070317.0363,1427877.5163,3.240000014193356,-18.72000005096197,2.9300000052899122,19.222926468958573
4290.0,1337935.4873,6070317.2254,1427877.4879,1337935.5179,6070317.0363,1427877.5163,3.060000017285347,-18.910000007599592,2.8399999951943755,19.36536341941217
4320.0,1337935.488,6070317.2262,1427877.4883,1337935.5179,6070317.0363,1427877.5163,2.9900000197812915,-18.990000057965517,2.7999999932944775,19.42679083848569
4350.0,1337935.4885,6070317.2267,1427877.4885,1337935.5179,6070317.0363,1427877.5163,2.940000011585653,-19.040000066161156,2.7800000039860606,19.465189508702526
4380.0,1337935.4897,6070317.2274,1427877.489,1337935.5179,6070317.0363,1427877.5163,2.8200000058859587,-19.110000040382147,2.729999995790422,19.50890569851672
4410.0,1337935.4913,6070317.2288,1427877.4898,1337935.5179,6070317.0363,1427877.5163,2.6599999982863665,-19.24999998882413,2.649999991990626,19.61276623829904
4440.0,1337935.4942,6070317.231,1427877.491,1337935.5179,6070317.0363,1427877.5163,2.370000001974404,-19.469999987632036,2.530000009573996,19.776215501864723
4470.0,1337935.5026,6070317.2381,1427877.4945,1337935.5179,6070317.0363,1427877.5163,1.5300000086426735,-20.179999992251396,2.179999998770654,20.35499200953793
4500.0,1337935.4982,6070317.2304,1427877.4917,1337935.5179,6070317.0363,1427877.5163,1.9700000062584877,-19.40999999642372,2.4600000120699406,19.664195888599448
4530.0,1337935.4973,6070317.2299,1427877.4915,1337935.5179,6070317.0363,1427877.5163,2.0600000163540244,-19.359999988228083,2.4800000013783574,19.626604383295817
4560.0,1337935.4976,6070317.23,1427877.4918,1337935.5179,6070317.0363,1427877.5162,2.030000020749867,-19.370000064373016,2.4399999994784594,19.62833162995546
4590.0,1337935.4973,6070317.2295,1427877.4916,1337935.5179,6070317.0363,1427877.5162,2.0600000163540244,-19.320000056177378,2.459999988786876,19.584626679692004
4620.0,1337935.4967,6070317.2291,1427877.4914,1337935.5179,6070317.0363,1427877.5162,2.1200000075623393,-19.280000030994415,2.4800000013783574,19.554109574052347
4650.0,1337935.497,6070317.2294,1427877.4916,1337935.5179,6070317.0363,1427877.5162,2.090000011958182,-19.309999980032444,2.459999988786876,19.577941649306997
4680.0,1337935.4976,6070317.23,1427877.4919,1337935.5179,6070317.0363,1427877.5162,2.030000020749867,-19.370000064373016,2.4299999931827188,19.627091036241797
4710.0,1337935.4988,6070317.2308,1427877.4926,1337935.5179,6070317.0363,1427877.5162,1.9100000150501728,-19.450000021606684,2.3599999956786633,19.685532781146538
4740.0,1337935.4994,6070317.2309,1427877.4932,1337935.5179,6070317.0363,1427877.5162,1.8500000005587935,-19.46000000461936,2.3000000044703484,19.68258367700787
4770.0,1337935.5034,6070317.233,1427877.4954,1337935.5179,6070317.0363,1427877.5162,1.4500000048428774,-19.67000002041459,2.0800000056624413,19.832745670751443
4800.0,1337935.5174,6070317.2463,1427877.5026,1337935.5179,6070317.0363,1427877.5162,0.05000000819563866,-20.99999999627471,1.3599999947473407,21.044051411980302
4830.0,1337935.5189,6070317.2485,1427877.5041,1337935.518,6070317.0363,1427877.5162,-0.09000001009553671,-21.219999995082617,1.209999993443489,21.254660660129503
4860.0,1337935.5184,6070317.2483,1427877.5041,1337935.518,6070317.0363,1427877.5162,-0.04000000189989805,-21.200000029057264,1.209999993443489,21.2345402873788
4890.0,1337935.5187,6070317.2485,1427877.5043,1337935.518,6070317.0363,1427877.5162,-0.0699999975040555,-21.219999995082617,1.1900000041350722,21.253456184837287
4920.0,1337935.5193,6070317.2489,1427877.5045,1337935.518,6070317.0363,1427877.5162,-0.13000001199543476,-21.26000002026558,1.169999991543591,21.292566797946726
4950.0,1337935.52,6070317.2495,1427877.5047,1337935.518,6070317.0363,1427877.5162,-0.20000000949949026,-21.320000011473894,1.1500000022351742,21.351929666851834
4980.0,1337935.5209,6070317.2504,1427877.5051,1337935.518,6070317.0363,1427877.5162,-0.2899999963119626,-21.410000044852495,1.1100000003352761,21.440715984294673
5010.0,1337935.5209,6070317.2506,1427877.5051,1337935.518,6070317.0363,1427877.5162,-0.2899999963119626,-21.430000010877848,1.1100000003352761,21.460687325079544
5040.0,1337935.5193,6070317.2494,1427877.5044,1337935.518,6070317.0363,1427877.5162,-0.13000001199543476,-21.310000028461218,1.1799999978393316,21.34304104880644
5070.0,1337935.5194,6070317.2497,1427877.5047,1337935.518,6070317.0363,1427877.5162,-0.14000001829117537,-21.339999977499247,1.1500000022351742,21.371422485410985
5100.0,1337935.5199,6070317.2493,1427877.5055,1337935.518,6070317.0363,1427877.5162,-0.19000000320374966,-21.30000004544854,1.069999998435378,21.327705032046392
5130.0,1337935.5177,6070317.2466,1427877.5052,1337935.518,6070317.0363,1427877.5162,0.029999995604157448,-21.030000038444996,1.0999999940395355,21.058770182601354
