Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
65220.0,1337935.5863,6070317.2561,1427877.5282
65250.0,1337935.5863,6070317.2561,1427877.5282
65280.0,1337935.5863,6070317.2561,1427877.5282
65310.0,1337935.5863,6070317.2561,1427877.5282
65340.0,1337935.5863,6070317.2561,1427877.5282
65370.0,1337935.5863,6070317.2561,1427877.5282
65400.0,1337935.5861,6070317.2559,1427877.5282
65430.0,1337935.586,6070317.2558,1427877.5281
65460.0,1337935.586,6070317.2558,1427877.5281
65490.0,1337935.586,6070317.2558,1427877.5281
65520.0,1337935.586,6070317.2558,1427877.5281
65550.0,1337935.586,6070317.2558,1427877.5281
65580.0,1337935.586,6070317.2558,1427877.5281
65610.0,1337935.586,6070317.2558,1427877.5281
65640.0,1337935.586,6070317.2558,1427877.5281
65670.0,1337935.5859,6070317.2558,1427877.5281
65700.0,1337935.5858,6070317.2558,1427877.5282
65730.0,1337935.5859,6070317.2559,1427877.5282
65760.0,1337935.5859,6070317.2559,1427877.5282
65790.0,1337935.5859,6070317.2559,1427877.5282
65820.0,1337935.5859,6070317.2559,1427877.5282
65850.0,1337935.5859,6070317.2559,1427877.5282
65880.0,1337935.5858,6070317.2559,1427877.5282
65910.0,1337935.5858,6070317.2559,1427877.5282
65940.0,1337935.5858,6070317.2558,1427877.5282
65970.0,1337935.5856,6070317.2556,1427877.5281
66000.0,1337935.5853,6070317.2551,1427877.528
66030.0,1337935.5851,6070317.255,1427877.528
66060.0,1337935.5851,6070317.2549,1427877.5279
66090.0,1337935.5851,6070317.2549,1427877.5279
66120.0,1337935.5851,6070317.2549,1427877.5279
66150.0,1337935.5851,6070317.2549,1427877.5279
66180.0,1337935.5851,6070317.2548,1427877.5279
66210.0,1337935.5851,6070317.2548,1427877.5279
66240.0,1337935.585,6070317.2547,1427877.5279
66270.0,1337935.585,6070317.2546,1427877.5279
66300.0,1337935.5848,6070317.2543,1427877.5278
66330.0,1337935.5847,6070317.254,1427877.5277
66360.0,1337935.5847,6070317.2538,1427877.5277
66390.0,1337935.5846,6070317.2538,1427877.5277
66420.0,1337935.5846,6070317.2538,1427877.5277
66450.0,1337935.5846,6070317.2537,1427877.5277
66480.0,1337935.5846,6070317.2537,1427877.5277
70680.0,1337935.5846,6070317.2537,1427877.5277
70710.0,1337935.5846,6070317.2537,1427877.5277
70740.0,1337935.5846,6070317.2537,1427877.5277
70770.0,1337935.5846,6070317.2537,1427877.5277
70800.0,1337935.5846,6070317.2537,1427877.5277
70830.0,1337935.5846,6070317.2538,1427877.5277
70860.0,1337935.5846,6070317.2538,1427877.5277
70890.0,1337935.5846,6070317.2538,1427877.5277
70920.0,1337935.5846,6070317.2538,1427877.5277
70950.0,1337935.5846,6070317.2538,1427877.5277
70980.0,1337935.5846,6070317.2538,1427877.5277
71010.0,1337935.5846,6070317.2538,1427877.5277
71040.0,1337935.5846,6070317.2538,1427877.5277
71070.0,1337935.5846,6070317.2538,1427877.5277
71100.0,1337935.5846,6070317.2538,1427877.5277
71130.0,1337935.5846,6070317.2537,1427877.5277
71160.0,1337935.5846,6070317.2537,1427877.5277
71190.0,1337935.5846,6070317.2538,1427877.5277
71220.0,1337935.5846,6070317.2537,1427877.5277
71250.0,1337935.5846,6070317.2537,1427877.5277
71280.0,1337935.5846,6070317.2537,1427877.5277
71310.0,1337935.5846,6070317.2537,1427877.5277
71340.0,1337935.5846,6070317.2537,1427877.5277
71370.0,1337935.5846,6070317.2538,1427877.5277
71400.0,1337935.5846,6070317.2538,1427877.5277
71430.0,1337935.5846,6070317.2538,1427877.5277
71460.0,1337935.5846,6070317.2538,1427877.5277
71490.0,1337935.5846,6070317.2538,1427877.5277
71520.0,1337935.5846,6070317.2538,1427877.5277
71550.0,1337935.5846,6070317.2538,1427877.5277
71580.0,1337935.5846,6070317.2538,1427877.5277
71610.0,1337935.5846,6070317.2538,1427877.5277
71640.0,1337935.5846,6070317.2538,1427877.5277
71670.0,1337935.5846,6070317.2537,1427877.5277
71700.0,1337935.5846,6070317.2536,1427877.5276
71730.0,1337935.5847,6070317.2535,1427877.5276
71760.0,1337935.5847,6070317.2535,1427877.5276
71790.0,1337935.5847,6070317.2535,1427877.5276
71820.0,1337935.5847,6070317.2534,1427877.5276
71850.0,1337935.5847,6070317.2534,1427877.5276
71880.0,1337935.5847,6070317.2534,1427877.5276
71910.0,1337935.5847,6070317.2534,1427877.5276
71940.0,1337935.5847,6070317.2533,1427877.5276
71970.0,1337935.5847,6070317.2532,1427877.5276
72000.0,1337935.5848,6070317.2528,1427877.5276
72030.0,1337935.5848,6070317.2526,1427877.5276
72060.0,1337935.5848,6070317.2525,1427877.5276
76350.0,1337935.5846,6070317.2529,1427877.5276
76380.0,1337935.5846,6070317.2529,1427877.5276
76410.0,1337935.5846,6070317.2529,1427877.5276
76440.0,1337935.5846,6070317.2529,1427877.5276
76470.0,1337935.5846,6070317.2529,1427877.5276
76500.0,1337935.5846,6070317.2529,1427877.5276
76530.0,1337935.5846,6070317.2529,1427877.5276
76560.0,1337935.5846,6070317.2529,1427877.5276
76590.0,1337935.5846,6070317.2529,1427877.5276
76620.0,1337935.5846,6070317.2529,1427877.5276
76650.0,1337935.5846,6070317.2529,1427877.5276
76680.0,1337935.5846,6070317.2529,1427877.5276
76710.0,1337935.5846,6070317.2529,1427877.5276
76740.0,1337935.5846,6070317.2529,1427877.5276
76770.0,1337935.5846,6070317.253,1427877.5276
76800.0,1337935.5846,6070317.253,1427877.5276
76830.0,1337935.5846,6070317.2529,1427877.5276
76860.0,1337935.5846,6070317.2529,1427877.5276
76890.0,1337935.5846,6070317.2529,1427877.5276
77220.0,1337935.5845,6070317.253,1427877.5276
77250.0,1337935.5845,6070317.253,1427877.5276
77280.0,1337935.5845,6070317.253,1427877.5276
77310.0,1337935.5845,6070317.253,1427877.5276
77970.0,1337935.5846,6070317.2531,1427877.5277
78000.0,1337935.5847,6070317.2531,1427877.5277
78030.0,1337935.5847,6070317.2531,1427877.5277
78060.0,1337935.5847,6070317.2531,1427877.5277
78090.0,1337935.5847,6070317.2531,1427877.5277
78120.0,1337935.5847,6070317.2531,1427877.5277
78150.0,1337935.5847,6070317.2531,1427877.5277
78180.0,1337935.5847,6070317.2531,1427877.5277
78210.0,1337935.5847,6070317.2531,1427877.5277
78240.0,1337935.5847,6070317.2531,1427877.5277
78270.0,1337935.5847,6070317.2531,1427877.5277
78300.0,1337935.5848,6070317.2531,1427877.5277
78330.0,1337935.5848,6070317.2531,1427877.5277
78360.0,1337935.5848,6070317.2531,1427877.5277
78390.0,1337935.5848,6070317.2531,1427877.5277
78420.0,1337935.5848,6070317.2531,1427877.5277
78450.0,1337935.5848,6070317.2531,1427877.5277
78480.0,1337935.5848,6070317.2531,1427877.5277
78510.0,1337935.5848,6070317.2531,1427877.5277
78540.0,1337935.5848,6070317.2531,1427877.5277
78570.0,1337935.5848,6070317.2531,1427877.5277
78600.0,1337935.5849,6070317.2532,1427877.5278
78630.0,1337935.5849,6070317.2532,1427877.5278
78660.0,1337935.5849,6070317.2532,1427877.5278
78690.0,1337935.5849,6070317.2532,1427877.5278
78720.0,1337935.5849,6070317.2532,1427877.5278
78750.0,1337935.5849,6070317.2532,1427877.5278
78780.0,1337935.5849,6070317.2532,1427877.5278
78810.0,1337935.5849,6070317.2532,1427877.5278
78840.0,1337935.5849,6070317.2532,1427877.5278
78870.0,1337935.5849,6070317.2533,1427877.5278
78900.0,1337935.585,6070317.2533,1427877.5278
78930.0,1337935.585,6070317.2533,1427877.5278
78960.0,1337935.585,6070317.2534,1427877.5278
78990.0,1337935.585,6070317.2534,1427877.5278
79020.0,1337935.585,6070317.2534,1427877.5278
79050.0,1337935.585,6070317.2534,1427877.5278
79080.0,1337935.585,6070317.2534,1427877.5278
79110.0,1337935.585,6070317.2534,1427877.5279
79140.0,1337935.585,6070317.2534,1427877.5279
79170.0,1337935.5851,6070317.2534,1427877.5279
79200.0,1337935.5852,6070317.2536,1427877.528
79230.0,1337935.5853,6070317.2536,1427877.528
79260.0,1337935.5853,6070317.2536,1427877.528
79290.0,1337935.5852,6070317.2536,1427877.528
79320.0,1337935.5852,6070317.2536,1427877.528
79350.0,1337935.5852,6070317.2536,1427877.528
79380.0,1337935.5852,6070317.2536,1427877.528
79410.0,1337935.5852,6070317.2536,1427877.528
79440.0,1337935.5852,6070317.2537,1427877.528
79470.0,1337935.5852,6070317.2537,1427877.528
79500.0,1337935.5852,6070317.2537,1427877.528
79530.0,1337935.5851,6070317.2537,1427877.5281
79560.0,1337935.5851,6070317.2537,1427877.5281
79590.0,1337935.5851,6070317.2537,1427877.5281
79620.0,1337935.5851,6070317.2537,1427877.5281
79650.0,1337935.5852,6070317.2538,1427877.5281
79680.0,1337935.5852,6070317.2538,1427877.5281
79710.0,1337935.5852,6070317.2538,1427877.5281
79740.0,1337935.5852,6070317.2538,1427877.5281
79770.0,1337935.5852,6070317.2538,1427877.5281
79800.0,1337935.5853,6070317.254,1427877.5282
79830.0,1337935.5854,6070317.254,1427877.5282
79860.0,1337935.5854,6070317.2541,1427877.5282
79890.0,1337935.5854,6070317.2541,1427877.5282
79920.0,1337935.5854,6070317.2541,1427877.5282
79950.0,1337935.5854,6070317.2541,1427877.5282
79980.0,1337935.5854,6070317.2541,1427877.5282
80010.0,1337935.5854,6070317.2541,1427877.5282
80040.0,1337935.5854,6070317.254,1427877.5282
80070.0,1337935.5854,6070317.254,1427877.5282
80100.0,1337935.5855,6070317.2542,1427877.5283
80130.0,1337935.5855,6070317.2543,1427877.5283
80160.0,1337935.5855,6070317.2543,1427877.5283
80190.0,1337935.5855,6070317.2543,1427877.5283
80220.0,1337935.5855,6070317.2543,1427877.5283
80250.0,1337935.5855,6070317.2543,1427877.5283
80280.0,1337935.5855,6070317.2543,1427877.5283
80310.0,1337935.5855,6070317.2543,1427877.5283
80340.0,1337935.5855,6070317.2543,1427877.5283
80370.0,1337935.5855,6070317.2542,1427877.5283
80400.0,1337935.5855,6070317.2542,1427877.5283
80430.0,1337935.5855,6070317.2541,1427877.5283
80460.0,1337935.5855,6070317.2541,1427877.5283
80490.0,1337935.5855,6070317.2541,1427877.5283
80520.0,1337935.5856,6070317.2541,1427877.5283
80550.0,1337935.5856,6070317.2541,1427877.5283
80580.0,1337935.5856,6070317.2541,1427877.5283
80610.0,1337935.5856,6070317.2542,1427877.5283
80640.0,1337935.5856,6070317.2542,1427877.5283
80670.0,1337935.5856,6070317.2542,1427877.5283
80700.0,1337935.5857,6070317.2542,1427877.5283
80730.0,1337935.5857,6070317.2544,1427877.5284
80760.0,1337935.5857,6070317.2545,1427877.5284
80790.0,1337935.5857,6070317.2545,1427877.5284
80820.0,1337935.5857,6070317.2545,1427877.5284
80850.0,1337935.5857,6070317.2545,1427877.5284
80880.0,1337935.5857,6070317.2545,1427877.5284
80910.0,1337935.5857,6070317.2545,1427877.5284
80940.0,1337935.5857,6070317.2545,1427877.5284
80970.0,1337935.5857,6070317.2545,1427877.5284
81000.0,1337935.5859,6070317.2548,1427877.5284
81030.0,1337935.5859,6070317.255,1427877.5284
81060.0,1337935.5859,6070317.255,1427877.5285
81090.0,1337935.5859,6070317.255,1427877.5285
81120.0,1337935.5859,6070317.255,1427877.5285
81150.0,1337935.5859,6070317.255,1427877.5285
81180.0,1337935.5859,6070317.2551,1427877.5285
81210.0,1337935.5859,6070317.2551,1427877.5285
81240.0,1337935.5859,6070317.2551,1427877.5285
81270.0,1337935.586,6070317.2552,1427877.5285
81300.0,1337935.5861,6070317.2555,1427877.5286
81330.0,1337935.5861,6070317.2556,1427877.5286
81360.0,1337935.5861,6070317.2556,1427877.5286
81390.0,1337935.5861,6070317.2556,1427877.5286
81420.0,1337935.5861,6070317.2556,1427877.5286
81450.0,1337935.5861,6070317.2556,1427877.5286
81480.0,1337935.5861,6070317.2555,1427877.5286
81510.0,1337935.5861,6070317.2556,1427877.5286
81540.0,1337935.5861,6070317.2556,1427877.5286
81570.0,1337935.5861,6070317.2558,1427877.5286
81600.0,1337935.5862,6070317.2558,1427877.5286
81630.0,1337935.5862,6070317.2559,1427877.5286
81660.0,1337935.5863,6070317.2559,1427877.5286
81690.0,1337935.5863,6070317.2559,1427877.5286
81720.0,1337935.5863,6070317.2559,1427877.5286
81750.0,1337935.5863,6070317.2559,1427877.5286
81780.0,1337935.5863,6070317.2559,1427877.5286
81810.0,1337935.5863,6070317.2559,1427877.5286
81840.0,1337935.5863,6070317.256,1427877.5287
81870.0,1337935.5862,6070317.2559,1427877.5286
81900.0,1337935.5862,6070317.2558,1427877.5286
81930.0,1337935.5862,6070317.2558,1427877.5286
81960.0,1337935.5862,6070317.2558,1427877.5285
81990.0,1337935.5862,6070317.2558,1427877.5285
82020.0,1337935.5862,6070317.2557,1427877.5285
82050.0,1337935.5862,6070317.2557,1427877.5285
82080.0,1337935.5862,6070317.2557,1427877.5285
82110.0,1337935.5862,6070317.2556,1427877.5285
82140.0,1337935.5862,6070317.2554,1427877.5284
82170.0,1337935.5862,6070317.2552,1427877.5283
82200.0,1337935.5862,6070317.2548,1427877.5282
82230.0,1337935.5861,6070317.2546,1427877.5281
82260.0,1337935.5861,6070317.2545,1427877.5281
82290.0,1337935.5861,6070317.2544,1427877.528
82320.0,1337935.5861,6070317.2544,1427877.528
82350.0,1337935.5861,6070317.2544,1427877.528
82380.0,1337935.5861,6070317.2544,1427877.528
82410.0,1337935.5861,6070317.2543,1427877.528
82440.0,1337935.5861,6070317.2543,1427877.528
82470.0,1337935.5862,6070317.2542,1427877.528
82500.0,1337935.5862,6070317.2539,1427877.5278
82530.0,1337935.5862,6070317.2537,1427877.5277
82560.0,1337935.5861,6070317.2535,1427877.5277
82590.0,1337935.5861,6070317.2535,1427877.5277
82620.0,1337935.5861,6070317.2534,1427877.5277
82650.0,1337935.5861,6070317.2534,1427877.5277
82680.0,1337935.5861,6070317.2534,1427877.5276
82710.0,1337935.5861,6070317.2534,1427877.5276
82740.0,1337935.5862,6070317.2534,1427877.5276
82770.0,1337935.5862,6070317.2534,1427877.5276
82800.0,1337935.5862,6070317.2532,1427877.5275
82830.0,1337935.5863,6070317.2534,1427877.5276
82860.0,1337935.5863,6070317.2534,1427877.5276
82890.0,1337935.5863,6070317.2534,1427877.5276
82920.0,1337935.5863,6070317.2534,1427877.5276
82950.0,1337935.5863,6070317.2534,1427877.5276
82980.0,1337935.5862,6070317.2533,1427877.5276
83010.0,1337935.5862,6070317.2533,1427877.5276
83040.0,1337935.5862,6070317.2533,1427877.5276
83070.0,1337935.5863,6070317.2535,1427877.5277
83100.0,1337935.5863,6070317.2532,1427877.5276
83130.0,1337935.5863,6070317.2533,1427877.5276
83160.0,1337935.5863,6070317.2532,1427877.5276
83190.0,1337935.5863,6070317.2532,1427877.5276
83220.0,1337935.5863,6070317.2532,1427877.5276
83250.0,1337935.5863,6070317.2532,1427877.5276
83280.0,1337935.5863,6070317.2532,1427877.5275
83310.0,1337935.5863,6070317.2532,1427877.5275
83340.0,1337935.5863,6070317.2532,1427877.5275
83370.0,1337935.5862,6070317.2531,1427877.5275
83400.0,1337935.5862,6070317.2529,1427877.5274
83430.0,1337935.5862,6070317.2528,1427877.5274
83460.0,1337935.5862,6070317.2528,1427877.5274
83490.0,1337935.5862,6070317.2528,1427877.5274
83520.0,1337935.5862,6070317.2527,1427877.5274
83550.0,1337935.5862,6070317.2527,1427877.5273
83580.0,1337935.5862,6070317.2527,1427877.5273
83610.0,1337935.5862,6070317.2526,1427877.5273
83640.0,1337935.5862,6070317.2526,1427877.5273
83670.0,1337935.5862,6070317.2525,1427877.5273
83700.0,1337935.5862,6070317.2524,1427877.5272
83730.0,1337935.5863,6070317.2523,1427877.5272
83760.0,1337935.5863,6070317.2522,1427877.5271
83790.0,1337935.5863,6070317.2522,1427877.5271
83820.0,1337935.5863,6070317.2522,1427877.5271
83850.0,1337935.5863,6070317.2522,1427877.5271
83880.0,1337935.5863,6070317.2522,1427877.5271
83910.0,1337935.5863,6070317.2522,1427877.5271
83940.0,1337935.5863,6070317.2522,1427877.5271
83970.0,1337935.5863,6070317.2522,1427877.5271
84000.0,1337935.5863,6070317.252,1427877.527
84030.0,1337935.5863,6070317.2522,1427877.527
84060.0,1337935.5864,6070317.2522,1427877.527
84090.0,1337935.5864,6070317.2522,1427877.527
84120.0,1337935.5864,6070317.2521,1427877.527
84150.0,1337935.5864,6070317.2521,1427877.527
84180.0,1337935.5864,6070317.2521,1427877.527
84210.0,1337935.5864,6070317.2521,1427877.527
84240.0,1337935.5863,6070317.2521,1427877.527
84270.0,1337935.5863,6070317.2521,1427877.527
84300.0,1337935.5862,6070317.2518,1427877.5269
84330.0,1337935.5863,6070317.2517,1427877.5269
84360.0,1337935.5863,6070317.2517,1427877.5268
84390.0,1337935.5862,6070317.2516,1427877.5268
84420.0,1337935.5862,6070317.2516,1427877.5268
84450.0,1337935.5862,6070317.2515,1427877.5268
84480.0,1337935.5862,6070317.2515,1427877.5268
84510.0,1337935.5862,6070317.2514,1427877.5267
84540.0,1337935.5862,6070317.2513,1427877.5267
84570.0,1337935.5862,6070317.2511,1427877.5266
84600.0,1337935.5862,6070317.251,1427877.5265
84630.0,1337935.5862,6070317.251,1427877.5265
84660.0,1337935.5862,6070317.251,1427877.5265
84690.0,1337935.5862,6070317.2509,1427877.5265
84720.0,1337935.5862,6070317.2509,1427877.5264
84750.0,1337935.5862,6070317.2509,1427877.5264
84780.0,1337935.5862,6070317.2509,1427877.5264
84810.0,1337935.5862,6070317.2508,1427877.5264
84840.0,1337935.5862,6070317.2508,1427877.5264
84870.0,1337935.5862,6070317.251,1427877.5264
84900.0,1337935.5863,6070317.2512,1427877.5264
84930.0,1337935.5864,6070317.2514,1427877.5265
84960.0,1337935.5864,6070317.2515,1427877.5265
84990.0,1337935.5864,6070317.2516,1427877.5265
85020.0,1337935.5864,6070317.2516,1427877.5265
85050.0,1337935.5864,6070317.2516,1427877.5265
85080.0,1337935.5864,6070317.2516,1427877.5265
85110.0,1337935.5864,6070317.2516,1427877.5265
85140.0,1337935.5864,6070317.2516,1427877.5265
85170.0,1337935.5864,6070317.2514,1427877.5265
85200.0,1337935.5863,6070317.251,1427877.5263
85230.0,1337935.5862,6070317.2507,1427877.5262
85260.0,1337935.5862,6070317.2506,1427877.5261
85290.0,1337935.5862,6070317.2505,1427877.5261
85320.0,1337935.5862,6070317.2505,1427877.5261
85350.0,1337935.5862,6070317.2505,1427877.5261
85380.0,1337935.5862,6070317.2505,1427877.5261
85410.0,1337935.5862,6070317.2505,1427877.5261
85440.0,1337935.5862,6070317.2505,1427877.5261
85470.0,1337935.5861,6070317.2505,1427877.5261
85500.0,1337935.586,6070317.2503,1427877.526
85530.0,1337935.586,6070317.2502,1427877.526
85560.0,1337935.586,6070317.2502,1427877.526
85590.0,1337935.586,6070317.2502,1427877.526
85620.0,1337935.586,6070317.2502,1427877.526
85650.0,1337935.586,6070317.2502,1427877.526
85680.0,1337935.586,6070317.2503,1427877.526
85710.0,1337935.5861,6070317.2503,1427877.526
85740.0,1337935.5861,6070317.2503,1427877.526
85770.0,1337935.5861,6070317.2503,1427877.5259
85800.0,1337935.5863,6070317.2506,1427877.5259
85830.0,1337935.5863,6070317.2507,1427877.5259
85860.0,1337935.5864,6070317.2507,1427877.5259
85890.0,1337935.5864,6070317.2507,1427877.5259
85920.0,1337935.5864,6070317.2508,1427877.5259
85950.0,1337935.5864,6070317.2508,1427877.5259
85980.0,1337935.5864,6070317.2508,1427877.5259
86010.0,1337935.5864,6070317.2508,1427877.526
86040.0,1337935.5864,6070317.2508,1427877.526
86070.0,1337935.5865,6070317.2508,1427877.5259
86100.0,1337935.5866,6070317.251,1427877.5259
