SOD,sat,sigma_P2_before,sigma_P2_after,sigma_L2_before,sigma_L2_after,elevation_deg,residual_P2_mm,residual_L2_mm
33990.0,G19,565.4234,848.1350,18.8474,22.6169,32.04,301.75,-301.07
33990.0,G21,627.6589,941.4884,20.9220,25.1064,28.55,-402.78,225.58
33990.0,G22,410.3423,615.5134,13.6781,16.4137,46.98,211.57,-67.59
33990.0,G24,541.2466,811.8698,18.0416,21.6499,33.66,-1323.80,303.03
34020.0,G06,353.0282,529.5423,11.7676,14.1211,58.19,357.94,-178.85
34020.0,G11,323.0844,484.6266,10.7695,12.9234,68.21,315.52,74.64
34020.0,G12,1438.8982,2158.3473,47.9633,57.5559,12.03,-291.32,269.20
34020.0,G14,522.3894,783.5842,17.4130,20.8956,35.05,801.56,-196.40
34020.0,G17,919.8682,1379.8023,30.6623,36.7947,19.03,-880.32,-566.23
34020.0,G19,566.7161,850.0741,18.8905,22.6686,31.96,584.40,-338.75
34020.0,G21,624.0774,936.1161,20.8026,24.9631,28.73,788.38,251.06
34020.0,G22,410.6610,615.9915,13.6887,16.4264,46.93,758.22,-32.14
34020.0,G24,540.2090,810.3135,18.0070,21.6084,33.73,-786.83,282.60
34050.0,G06,353.9780,530.9670,11.7993,14.1591,57.94,5.41,-420.49
34050.0,G11,322.7676,484.1514,10.7589,12.9107,68.35,418.13,-151.83
34050.0,G12,1419.8149,2129.7223,47.3272,56.7926,12.20,-803.93,17.27
34050.0,G14,523.8948,785.8423,17.4632,20.9558,34.93,1047.83,-407.28
34050.0,G19,568.0113,852.0170,18.9337,22.7205,31.88,33.87,-551.42
34050.0,G21,620.5350,930.8025,20.6845,24.8214,28.91,253.97,163.98
34050.0,G22,410.9873,616.4809,13.6996,16.4395,46.88,454.54,-220.00
34050.0,G24,539.1917,808.7875,17.9731,21.5677,33.81,-787.43,42.28
34080.0,G06,354.9383,532.4074,11.8313,14.1975,57.70,471.66,-178.34
34080.0,G11,322.4582,483.6873,10.7486,12.8983,68.49,404.21,120.63
34080.0,G12,1401.1935,2101.7902,46.7064,56.0477,12.36,29.89,200.82
34080.0,G14,525.4202,788.1302,17.5140,21.0168,34.82,935.07,-119.88
34080.0,G19,569.3092,853.9638,18.9770,22.7724,31.80,-413.44,-322.13
34080.0,G21,617.0312,925.5468,20.5677,24.6812,29.09,100.72,455.40
34080.0,G22,411.3212,616.9817,13.7107,16.4528,46.83,-201.37,64.44
34080.0,G24,538.1944,807.2916,17.9398,21.5278,33.88,-258.83,156.35
34110.0,G06,355.9090,533.8635,11.8636,14.2364,57.45,1033.88,31.00
34110.0,G11,322.1562,483.2343,10.7385,12.8862,68.63,238.85,301.19
34110.0,G12,1383.0178,2074.5268,46.1006,55.3207,12.53,-239.91,405.54
34110.0,G14,526.9656,790.4484,17.5655,21.0786,34.70,599.32,81.69
34110.0,G19,570.6097,855.9145,19.0203,22.8244,31.72,53.89,-184.20
34110.0,G21,613.5656,920.3484,20.4522,24.5426,29.27,70.55,631.00
34110.0,G22,411.6628,617.4942,13.7221,16.4665,46.78,441.80,243.09
34110.0,G24,537.2169,805.8254,17.9072,21.4887,33.95,573.97,347.91
34140.0,G06,356.8903,535.3354,11.8963,14.2756,57.20,699.43,-357.38
34140.0,G11,321.8616,482.7923,10.7287,12.8745,68.76,143.70,-88.77
34140.0,G12,1365.2725,2047.9087,45.5091,54.6109,12.69,-959.56,84.36
34140.0,G14,528.5315,792.7972,17.6177,21.1413,34.58,113.40,-301.77
34140.0,G19,571.9127,857.8690,19.0638,22.8765,31.64,439.26,-304.30
34140.0,G21,610.1376,915.2064,20.3379,24.4055,29.45,-756.95,291.35
34140.0,G22,412.0121,618.0182,13.7337,16.4805,46.73,708.26,-103.26
34140.0,G24,536.2591,804.3887,17.8753,21.4504,34.02,-327.94,-0.66
34170.0,G06,357.8823,536.8234,11.9294,14.3153,56.96,611.93,-347.95
34170.0,G11,321.5742,482.3613,10.7191,12.8630,68.89,287.02,-90.28
34170.0,G12,1347.9426,2021.9139,44.9314,53.9177,12.86,-1286.09,95.15
34170.0,G14,530.1180,795.1770,17.6706,21.2047,34.47,91.52,-268.12
34170.0,G17,937.7988,1406.6982,156.2998,187.5598,18.66,-6959.61,2403.19
34170.0,G19,573.2182,859.8273,19.1073,22.9287,31.56,538.71,-292.65
34170.0,G21,606.7468,910.1201,20.2249,24.2699,29.63,-118.86,362.03
34170.0,G22,412.3693,618.5540,13.7456,16.4948,46.68,635.26,-54.93
34170.0,G24,535.3208,802.9812,17.8440,21.4128,34.08,-839.96,15.25
34200.0,G06,358.8850,538.3274,11.9628,14.3554,56.71,606.35,-601.04
34200.0,G11,321.2942,481.9412,10.7098,12.8518,69.02,-22.78,-334.66
34200.0,G12,1331.0142,1996.5213,44.3671,53.2406,13.03,-2597.58,-163.82
34200.0,G14,531.7255,797.5883,17.7242,21.2690,34.35,628.71,-522.11
34200.0,G17,941.4329,1412.1494,156.9055,188.2866,18.58,968.51,-317.31
34200.0,G19,574.5263,861.7894,19.1509,22.9811,31.48,240.52,-522.49
34200.0,G21,603.3926,905.0888,20.1131,24.1357,29.81,-451.75,191.80
34200.0,G22,412.7344,619.1015,13.7578,16.5094,46.62,-92.50,-251.74
34200.0,G24,534.4017,801.6026,17.8134,21.3761,34.15,-711.33,-189.19
34230.0,G06,359.8985,539.8477,11.9966,14.3959,56.47,743.10,-563.98
34230.0,G11,321.0214,481.5320,10.7007,12.8409,69.15,-143.65,-273.53
34230.0,G12,1314.4737,1971.7105,43.8158,52.5789,13.19,-2139.18,-152.42
34230.0,G14,533.3542,800.0313,17.7785,21.3342,34.23,1084.25,-460.63
34230.0,G17,945.0833,1417.6249,157.5139,189.0167,18.51,-2014.50,-312.30
34230.0,G19,575.8368,863.7553,19.1946,23.0335,31.40,466.53,-518.26
34230.0,G21,600.0745,900.1118,20.0025,24.0030,30.00,-713.49,270.49
34230.0,G22,413.1073,619.6610,13.7702,16.5243,46.57,10.88,-249.04
34230.0,G24,533.5018,800.2527,17.7834,21.3401,34.22,-100.25,-128.11
34260.0,G06,360.9228,541.3843,12.0308,14.4369,56.22,750.41,22.38
34260.0,G11,320.7558,481.1336,10.6919,12.8302,69.28,447.45,285.68
34260.0,G12,1298.3082,1947.4624,43.2769,51.9323,13.36,-629.41,426.54
34260.0,G14,535.0045,802.5067,17.8335,21.4002,34.11,990.22,182.40
34260.0,G17,948.7500,1423.1250,31.6250,37.9500,18.43,-1744.47,217.65
34260.0,G19,577.1499,865.7248,19.2383,23.0860,31.32,669.98,51.08
34260.0,G21,596.7922,895.1883,19.8931,23.8717,30.18,-190.77,887.16
34260.0,G22,413.4883,620.2325,13.7829,16.5395,46.51,523.93,344.30
34260.0,G24,532.6208,798.9312,17.7540,21.3048,34.28,519.77,499.25
34290.0,G05,1378.3014,2067.4520,229.7169,275.6603,12.57,-11049.23,2433.22
34290.0,G06,361.9582,542.9373,12.0653,14.4783,55.98,158.60,-129.07
34290.0,G11,320.4973,480.7460,10.6832,12.8199,69.40,274.23,-3.60
34290.0,G12,1282.5055,1923.7583,42.7502,51.3002,13.53,-374.26,104.61
34290.0,G14,536.6765,805.0147,17.8892,21.4671,33.99,103.70,-96.64
34290.0,G17,952.4331,1428.6497,31.7478,38.0973,18.36,271.74,-208.94
34290.0,G19,578.4654,867.6981,19.2822,23.1386,31.24,-559.36,-274.71
34290.0,G21,593.5451,890.3177,19.7848,23.7418,30.36,-1264.96,592.49
34290.0,G22,413.8773,620.8160,13.7959,16.5551,46.46,169.90,51.49
34290.0,G24,531.7586,797.6379,17.7253,21.2703,34.34,-85.09,228.41
34320.0,G05,1359.9402,2039.9103,226.6567,271.9880,12.74,538.72,257.14
34320.0,G06,363.0046,544.5069,12.1002,14.5202,55.73,423.38,-65.18
34320.0,G11,320.2461,480.3691,10.6749,12.8098,69.52,261.23,65.25
34320.0,G12,1267.0538,1900.5808,42.2351,50.6822,13.70,1474.68,220.05
34320.0,G14,538.3706,807.5559,17.9457,21.5348,33.86,-294.75,-4.57
34320.0,G17,956.1329,1434.1993,31.8711,38.2453,18.29,1095.88,-172.04
34320.0,G19,579.7834,869.6751,19.3261,23.1913,31.16,-392.51,-356.61
34320.0,G21,590.3329,885.4993,19.6778,23.6133,30.54,-1554.41,612.48
34320.0,G22,414.2745,621.4118,13.8092,16.5710,46.40,137.42,98.28
34320.0,G24,530.9150,796.3725,17.6972,21.2366,34.41,367.02,301.62
34350.0,G05,1342.0226,2013.0339,223.6704,268.4045,12.92,-115.25,-27.35
34350.0,G06,364.0621,546.0932,12.1354,14.5625,55.49,-60.45,-480.23
34350.0,G11,320.0019,480.0029,10.6667,12.8001,69.63,-369.16,-297.80
34350.0,G12,1251.9418,1877.9128,41.7314,50.0777,13.86,76.34,-65.08
34350.0,G14,540.0871,810.1306,18.0029,21.6035,33.74,-373.85,-374.22
34350.0,G17,959.8492,1439.7739,31.9950,38.3940,18.21,272.13,-519.26
34350.0,G19,581.1039,871.6558,19.3701,23.2442,31.08,-65.58,-781.86
34350.0,G21,587.1550,880.7325,19.5718,23.4862,30.73,-2057.56,202.16
34350.0,G22,414.6798,622.0198,13.8227,16.5872,46.34,-70.79,-287.05
34350.0,G24,530.0899,795.1348,17.6697,21.2036,34.47,-206.87,-8.69
34380.0,G05,1324.5332,1986.7997,44.1511,52.9813,13.09,-419.20,408.66
34380.0,G06,365.1309,547.6963,12.1710,14.6052,55.25,384.94,-80.09
34380.0,G11,319.7648,479.6472,10.6588,12.7906,69.75,552.97,153.68
34380.0,G12,1237.1588,1855.7381,41.2386,49.4864,14.03,-782.85,426.03
34380.0,G14,541.8263,812.7394,18.0609,21.6731,33.62,333.24,38.14
34380.0,G17,963.5824,1445.3736,160.5971,192.7165,18.14,-6074.69,2396.93
34380.0,G19,582.4267,873.6401,19.4142,23.2971,31.00,1237.24,-290.24
34380.0,G21,584.0110,876.0165,19.4670,23.3604,30.91,-1403.53,656.58
34380.0,G22,415.0934,622.6401,13.8364,16.6037,46.28,316.64,170.68
34380.0,G24,529.2830,793.9245,17.6428,21.1713,34.53,104.68,237.56
34410.0,G05,1307.4571,1961.1856,43.5819,52.2983,13.26,-1725.12,537.70
34410.0,G06,366.2110,549.3164,12.2070,14.6484,55.00,598.64,-146.12
34410.0,G11,319.5348,479.3022,10.6512,12.7814,69.86,847.47,150.89
34410.0,G12,1222.6943,1834.0414,40.7565,48.9078,14.20,-1308.67,417.36
34410.0,G14,543.5885,815.3827,18.1196,21.7435,33.50,982.85,17.53
34410.0,G17,967.3325,1450.9987,161.2221,193.4665,18.07,250.32,40.70
34410.0,G19,583.7520,875.6280,19.4584,23.3501,30.93,1299.68,-266.22
34410.0,G21,580.9005,871.3507,19.3633,23.2360,31.09,-1112.73,618.14
34410.0,G22,415.5153,623.2730,13.8505,16.6206,46.22,-127.56,150.83
34410.0,G24,528.4943,792.7415,17.6165,21.1398,34.59,737.28,252.60
34440.0,G05,1290.7804,1936.1706,215.1301,258.1561,13.44,-11397.13,2382.65
34440.0,G06,367.3024,550.9536,12.2434,14.6921,54.76,594.79,-312.74
34440.0,G11,319.3118,478.9677,10.6437,12.7725,69.97,233.37,-34.07
34440.0,G12,1208.5384,1812.8076,40.2846,48.3415,14.37,-1278.03,127.44
34440.0,G14,545.3740,818.0610,18.1791,21.8150,33.37,722.18,-174.96
34440.0,G17,971.0995,1456.6493,161.8499,194.2199,17.99,548.05,-233.69
34440.0,G19,585.0797,877.6196,19.5027,23.4032,30.85,420.52,-406.25
34440.0,G21,577.8230,866.7346,19.2608,23.1129,31.28,-1562.26,380.80
34440.0,G22,415.9456,623.9184,13.8649,16.6378,46.16,-38.86,-110.52
34440.0,G24,527.7236,791.5854,17.5908,21.1089,34.64,147.02,53.37
34470.0,G05,1274.4896,1911.7343,212.4149,254.8979,13.61,-250.11,141.24
34470.0,G06,368.4053,552.6080,12.2802,14.7362,54.52,986.99,-383.37
34470.0,G11,319.0958,478.6437,10.6365,12.7638,70.08,341.79,-72.56
34470.0,G12,1194.6817,1792.0226,39.8227,47.7873,14.54,-433.74,63.57
34470.0,G14,547.1831,820.7747,18.2394,21.8873,33.25,503.76,-254.10
34470.0,G17,974.8838,1462.3256,32.4961,38.9954,17.92,1025.58,-233.97
34470.0,G19,586.4098,879.6147,19.5470,23.4564,30.77,99.20,-407.34
34470.0,G21,574.7783,862.1674,19.1593,22.9911,31.46,-1694.40,328.02
34470.0,G22,416.3843,624.5765,13.8795,16.6554,46.09,317.08,-147.16
34470.0,G24,526.9707,790.4560,17.5657,21.0788,34.70,-1642.60,28.65
34500.0,G05,1258.5718,1887.8577,209.7620,251.7144,13.79,-1362.04,269.82
34500.0,G06,369.5198,554.2797,12.3173,14.7808,54.28,765.70,-339.13
34500.0,G11,318.8867,478.3301,10.6296,12.7555,70.18,226.66,-24.49
34500.0,G12,1181.1151,1771.6727,39.3705,47.2446,14.71,258.24,71.69
34500.0,G14,549.0163,823.5244,18.3005,21.9607,33.12,76.43,-237.51
34500.0,G17,978.6852,1468.0278,32.6228,39.1474,17.85,665.38,-152.33
34500.0,G19,587.7423,881.6134,19.5914,23.5097,30.69,238.06,-380.63
34500.0,G21,571.7657,857.6486,19.0589,22.8706,31.65,-840.00,346.67
34500.0,G22,416.8316,625.2474,13.8944,16.6733,46.03,-73.60,-85.63
34500.0,G24,526.2355,789.3532,17.5412,21.0494,34.76,-470.63,52.84
34530.0,G05,1243.0149,1864.5223,41.4338,49.7206,13.97,-1458.77,-23.61
34530.0,G06,370.6460,555.9690,12.3549,14.8258,54.04,335.55,-695.40
34530.0,G11,318.6846,478.0269,10.6228,12.7474,70.28,-483.70,-373.49
34530.0,G12,1167.8298,1751.7447,38.9277,46.7132,14.89,608.00,-249.38
34530.0,G14,550.8737,826.3105,18.3625,22.0349,33.00,-328.03,-627.98
34530.0,G17,982.5041,1473.7561,32.7501,39.3002,17.78,101.70,-508.38
34530.0,G19,589.0771,883.6157,19.6359,23.5631,30.62,-231.37,-701.44
34530.0,G21,568.7850,853.1775,18.9595,22.7514,31.83,-719.02,35.82
34530.0,G22,417.2874,625.9311,13.9096,16.6915,45.97,-294.56,-447.60
34530.0,G24,525.5179,788.2768,17.5173,21.0207,34.81,690.80,-275.79
34560.0,G05,1227.8070,1841.7105,204.6345,245.5614,14.14,-10545.07,2382.49
34560.0,G06,371.7839,557.6758,12.3928,14.8714,53.80,759.91,44.22
34560.0,G11,318.4894,477.7341,10.6163,12.7396,70.38,584.05,367.00
34560.0,G12,1154.8173,1732.2260,38.4939,46.1927,15.06,1377.32,473.98
34560.0,G14,552.7558,829.1337,18.4252,22.1102,32.87,731.67,80.64
34560.0,G17,986.3404,1479.5106,32.8780,39.4536,17.71,991.01,202.92
34560.0,G19,590.4143,885.6214,19.6805,23.6166,30.54,914.03,33.93
34560.0,G21,565.8358,848.7537,18.8612,22.6334,32.02,162.25,804.48
34560.0,G22,417.7519,626.6278,13.9251,16.7101,45.90,456.25,310.99
34560.0,G24,524.8176,787.2264,17.4939,20.9927,34.86,916.38,518.12
34590.0,G05,1212.9369,1819.4054,202.1562,242.5874,14.32,15.49,304.88
34590.0,G06,372.9336,559.4004,12.4311,14.9173,53.56,869.46,-189.02
34590.0,G11,318.3010,477.4515,10.6100,12.7320,70.48,1020.58,167.24
34590.0,G12,1142.0697,1713.1046,38.0690,45.6828,15.23,-593.73,286.82
34590.0,G14,554.6628,831.9943,18.4888,22.1865,32.74,734.96,-134.84
34590.0,G17,990.1944,1485.2916,33.0065,39.6078,17.64,1034.05,-14.60
34590.0,G19,591.7538,887.6307,19.7251,23.6702,30.46,1205.88,-128.01
34590.0,G21,562.9176,844.3764,18.7639,22.5167,32.20,86.80,622.97
34590.0,G22,418.2251,627.3376,13.9408,16.7290,45.83,155.98,93.24
34590.0,G24,524.1347,786.2020,17.4712,20.9654,34.92,-248.35,346.39
34620.0,G05,1198.3939,1797.5909,199.7323,239.6788,14.50,-1392.05,-222.79
34620.0,G06,374.0953,561.1429,12.4698,14.9638,53.32,354.86,-666.53
34620.0,G11,318.1195,477.1793,10.6040,12.7248,70.57,56.76,-354.36
34620.0,G12,1129.5792,1694.3687,37.6526,45.1832,15.40,-1077.50,-295.70
34620.0,G14,556.5953,834.8929,18.5532,22.2638,32.61,164.97,-600.77
34620.0,G17,994.0662,1491.0993,33.1355,39.7626,17.57,667.41,-547.81
34620.0,G19,593.0957,889.6435,19.7699,23.7238,30.39,415.37,-587.58
34620.0,G21,560.0301,840.0451,18.6677,22.4012,32.39,-1356.15,99.96
34620.0,G22,418.7071,628.0606,13.9569,16.7483,45.77,59.17,-451.90
34620.0,G24,523.4689,785.2033,17.4490,20.9388,34.97,-1046.70,-217.35
34650.0,G05,1184.1677,1776.2515,39.4723,47.3667,14.68,-575.51,683.25
34650.0,G06,375.2690,562.9035,12.5090,15.0108,53.08,648.00,115.88
34650.0,G11,317.9449,476.9173,10.5982,12.7178,70.66,315.42,425.84
34650.0,G12,1117.3382,1676.0073,37.2446,44.6935,15.57,-31.56,516.98
34650.0,G14,558.5534,837.8301,18.6184,22.3421,32.49,540.98,209.45
34650.0,G17,997.9559,1496.9338,33.2652,39.9182,17.49,2395.79,226.34
34650.0,G19,594.4398,891.6597,19.8147,23.7776,30.31,810.12,231.13
34650.0,G21,557.1729,835.7593,18.5724,22.2869,32.58,-768.75,878.83
34650.0,G22,419.1980,628.7970,13.9733,16.7679,45.70,1164.45,330.54
34650.0,G24,522.8201,784.2301,17.4273,20.9128,35.02,305.54,579.86
34680.0,G05,1170.2483,1755.3724,39.0083,46.8099,14.85,-1511.79,336.71
34680.0,G06,376.4549,564.6823,12.5485,15.0582,52.84,213.11,-351.92
34680.0,G11,317.7770,476.6655,10.5926,12.7111,70.74,18.93,-26.23
34680.0,G12,1105.3397,1658.0096,36.8447,44.2136,15.75,-24.88,143.59
34680.0,G14,560.5376,840.8065,18.6846,22.4215,32.36,634.90,-233.08
34680.0,G17,1001.8636,1502.7954,33.3955,40.0745,17.42,1543.11,-172.74
34680.0,G19,595.7863,893.6794,19.8595,23.8315,30.23,847.46,-188.96
34680.0,G21,554.3456,831.5185,18.4782,22.1738,32.76,-904.36,450.78
34680.0,G22,419.6978,629.5467,13.9899,16.7879,45.63,144.47,-41.72
34680.0,G24,522.1881,783.2822,17.4063,20.8875,35.07,11.62,179.46
34710.0,G05,1156.6263,1734.9394,38.5542,46.2651,15.03,-2978.25,227.76
34710.0,G06,377.6529,566.4794,12.5884,15.1061,52.60,108.75,-564.39
34710.0,G11,317.6159,476.4238,10.5872,12.7046,70.83,298.68,-177.73
34710.0,G12,1093.5768,1640.3652,36.4526,43.7431,15.92,-854.76,19.23
34710.0,G14,562.5483,843.8225,18.7516,22.5019,32.23,536.44,-429.38
34710.0,G17,1005.7895,1508.6842,33.5263,40.2316,17.35,-1013.45,-342.28
34710.0,G19,597.1350,895.7025,19.9045,23.8854,30.16,447.32,-357.08
34710.0,G21,551.5480,827.3219,18.3849,22.0619,32.95,-287.96,277.38
34710.0,G22,420.2066,630.3099,14.0069,16.8083,45.56,-464.34,-222.33
34710.0,G24,521.5730,782.3595,17.3858,20.8629,35.11,-321.13,18.97
34740.0,G05,1143.2926,1714.9389,38.1098,45.7317,15.21,-3326.49,230.99
34740.0,G06,378.8633,568.2950,12.6288,15.1545,52.36,728.70,-594.08
34740.0,G11,317.4615,476.1923,10.5821,12.6985,70.91,-34.86,-170.83
34740.0,G12,1082.0428,1623.0641,36.0681,43.2817,16.10,-597.24,-29.68
34740.0,G14,564.5859,846.8788,18.8195,22.5834,32.10,465.11,-414.43
34740.0,G17,1009.7337,1514.6005,33.6578,40.3893,17.28,-2165.60,-369.63
34740.0,G19,598.4860,897.7290,19.9495,23.9394,30.08,-528.97,-317.09
34740.0,G21,548.7795,823.1693,18.2927,21.9512,33.14,-621.95,310.51
34740.0,G22,420.7246,631.0868,14.0242,16.8290,45.48,11.40,-230.55
34740.0,G24,520.9745,781.4617,17.3658,20.8390,35.16,-395.62,-105.82
34770.0,G05,1130.2384,1695.3577,37.6746,45.2095,15.39,-2074.82,553.12
34770.0,G06,380.0862,570.1293,12.6695,15.2034,52.12,829.53,-252.26
34770.0,G11,317.3139,475.9708,10.5771,12.6926,70.99,265.92,157.56
34770.0,G12,1070.7313,1606.0969,35.6910,42.8293,16.27,-373.15,296.27
34770.0,G14,566.6507,849.9760,18.8884,22.6660,31.97,552.71,-52.72
34770.0,G17,1013.6964,1520.5446,33.7899,40.5479,17.21,-454.16,-167.07
34770.0,G19,599.8393,899.7590,19.9946,23.9936,30.01,-331.41,-9.01
34770.0,G21,546.0399,819.0599,18.2013,21.8416,33.33,-414.51,669.55
34770.0,G22,421.2517,631.8775,14.0417,16.8501,45.41,935.67,112.46
34770.0,G24,520.3924,780.5887,17.3464,20.8157,35.20,-82.64,248.70
34800.0,G05,1117.4555,1676.1833,37.2485,44.6982,15.57,-1242.69,576.63
34800.0,G06,381.3216,571.9824,12.7107,15.2529,51.88,602.42,-200.15
34800.0,G11,317.1729,475.7594,10.5724,12.6869,71.06,318.20,191.98
34800.0,G12,1059.6361,1589.4542,35.3212,42.3854,16.45,-527.90,394.06
34800.0,G14,568.7431,853.1147,18.9581,22.7497,31.84,267.31,13.18
34800.0,G17,1017.6777,1526.5166,33.9226,40.7071,17.14,1828.41,-87.16
34800.0,G19,601.1949,901.7923,20.0398,24.0478,29.93,-221.26,109.07
34800.0,G21,543.3288,814.9933,18.1110,21.7332,33.51,-584.15,694.86
34800.0,G22,421.7880,632.6820,14.0596,16.8715,45.34,474.87,184.70
34800.0,G24,519.8268,779.7402,17.3276,20.7931,35.25,293.97,301.27
34830.0,G05,1104.9357,1657.4036,36.8312,44.1974,15.75,-1165.64,375.37
34830.0,G06,382.5696,573.8544,12.7523,15.3028,51.64,255.95,-353.15
34830.0,G11,317.0386,475.5580,10.5680,12.6815,71.13,56.57,-56.53
34830.0,G12,1048.7514,1573.1272,34.9584,41.9501,16.62,-1115.63,241.76
34830.0,G14,570.8636,856.2954,19.0288,22.8345,31.70,-49.86,-183.98
34830.0,G17,1021.6778,1532.5167,34.0559,40.8671,17.08,2236.63,-308.90
34830.0,G19,602.5526,903.8289,20.0851,24.1021,29.86,111.38,-204.77
34830.0,G21,540.6460,810.9689,18.0215,21.6258,33.70,-544.31,446.59
34830.0,G22,422.3337,633.5005,14.0778,16.8933,45.26,-54.98,-40.93
34830.0,G24,519.2775,778.9163,17.3093,20.7711,35.29,305.91,86.41
34860.0,G05,1092.6714,1639.0070,36.4224,43.7069,15.94,-2356.42,432.73
34860.0,G06,383.8304,575.7456,12.7943,15.3532,51.41,766.88,-372.18
34860.0,G11,316.9110,475.3665,10.5637,12.6764,71.20,338.58,-78.64
34860.0,G12,1038.0715,1557.1072,34.6024,41.5229,16.80,-1027.98,339.04
34860.0,G14,573.0126,859.5189,19.1004,22.9205,31.57,914.18,-219.11
34860.0,G17,1025.6969,1538.5453,34.1899,41.0279,17.01,827.91,-149.06
34860.0,G19,603.9126,905.8690,20.1304,24.1565,29.79,693.19,-246.19
34860.0,G21,537.9909,806.9864,17.9330,21.5196,33.89,-778.97,474.82
34860.0,G22,422.8888,634.3332,14.0963,16.9156,45.19,54.12,-98.66
34860.0,G24,518.7443,778.1165,17.2915,20.7498,35.33,-2.31,117.40
34890.0,G05,1080.6550,1620.9825,36.0218,43.2262,16.12,-3241.18,333.47
34890.0,G06,385.1040,577.6560,12.8368,15.4042,51.17,595.81,-422.95
34890.0,G11,316.7900,475.1850,10.5597,12.6716,71.26,733.38,-149.04
34890.0,G12,1027.5907,1541.3861,34.2530,41.1036,16.97,-1352.00,315.27
34890.0,G14,575.1905,862.7857,19.1730,23.0076,31.44,1275.76,-285.72
34890.0,G17,1029.7350,1544.6025,34.3245,41.1894,16.94,1163.04,-254.46
34890.0,G19,605.2749,907.9123,20.1758,24.2110,29.71,705.90,-315.87
34890.0,G21,535.3634,803.0451,17.8454,21.4145,34.08,-192.58,396.50
34890.0,G22,423.4533,635.1800,14.1151,16.9381,45.11,-82.14,-161.04
34890.0,G24,518.2273,777.3409,17.2742,20.7291,35.37,-538.71,78.18
34920.0,G05,1068.8794,1603.3191,35.6293,42.7552,16.30,-1451.08,619.61
34920.0,G06,386.3906,579.5859,12.8797,15.4556,50.93,817.55,-116.86
34920.0,G11,316.6756,475.0134,10.5559,12.6670,71.32,830.81,234.66
34920.0,G12,1017.3039,1525.9559,33.9101,40.6922,17.15,-639.05,645.75
34920.0,G14,577.3977,866.0966,19.2466,23.0959,31.30,792.64,77.78
34920.0,G17,1033.7924,1550.6885,34.4597,41.3517,16.87,1568.41,143.51
34920.0,G19,606.6393,909.9590,20.2213,24.2656,29.64,635.44,23.43
34920.0,G21,532.7631,799.1447,17.7588,21.3105,34.27,-241.59,773.39
34920.0,G22,424.0275,636.0412,14.1342,16.9611,45.03,72.79,165.43
34920.0,G24,517.7261,776.5892,17.2575,20.7090,35.41,-697.70,421.40
34950.0,G05,1057.3378,1586.0068,35.2446,42.2935,16.48,-1238.88,-31.66
34950.0,G06,387.6903,581.5354,12.9230,15.5076,50.70,302.23,-762.46
34950.0,G11,316.5678,474.8517,10.5523,12.6627,71.38,-341.48,-362.69
34950.0,G12,1007.2059,1510.8088,33.5735,40.2882,17.33,-1267.90,72.47
34950.0,G14,579.6347,869.4521,19.3212,23.1854,31.17,-461.78,-546.95
34950.0,G17,1037.8692,1556.8037,34.5956,41.5148,16.80,-725.76,-403.75
34950.0,G19,608.0060,912.0089,20.2669,24.3202,29.57,-185.57,-490.84
34950.0,G21,530.1897,795.2845,17.6730,21.2076,34.46,-1110.93,192.85
34950.0,G22,424.6113,636.9169,14.1537,16.9845,44.95,-587.10,-501.28
34950.0,G24,517.2408,775.8612,17.2414,20.6896,35.45,-359.11,-329.91
34980.0,G05,1046.0236,1569.0354,174.3373,209.2047,16.67,-13416.81,2419.93
34980.0,G06,389.0032,583.5048,12.9668,15.5601,50.46,754.77,-464.53
34980.0,G11,316.4666,474.6998,10.5489,12.6587,71.44,-17.81,-70.62
34980.0,G12,997.2917,1495.9375,166.2153,199.4583,17.51,-7572.90,2419.93
34980.0,G14,581.9020,872.8530,19.3967,23.2761,31.03,-79.20,-308.32
34980.0,G17,1041.9655,1562.9483,34.7322,41.6786,16.73,-698.50,-131.56
34980.0,G19,609.3748,914.0622,20.3125,24.3750,29.49,275.40,-233.88
34980.0,G21,527.6428,791.4643,17.5881,21.1057,34.65,-970.99,507.74
34980.0,G22,425.2048,637.8073,14.1735,17.0082,44.87,53.26,-224.85
34980.0,G24,516.7713,775.1569,17.2257,20.6709,35.49,-648.59,-14.92
35010.0,G05,1034.9303,1552.3955,172.4884,206.9861,16.85,-235.16,258.42
35010.0,G06,390.3294,585.4941,13.0110,15.6132,50.23,1038.81,-311.42
35010.0,G11,316.3719,474.5578,10.5457,12.6549,71.49,299.46,-5.12
35010.0,G12,987.5566,1481.3348,164.5928,197.5113,17.68,601.70,256.31
35010.0,G14,584.2000,876.3000,19.4733,23.3680,30.90,430.97,-235.64
35010.0,G17,1046.0817,1569.1225,34.8694,41.8433,16.67,-940.85,-89.17
35010.0,G19,610.7458,916.1187,20.3582,24.4298,29.42,1154.50,-130.82
35010.0,G21,525.1222,787.6834,17.5041,21.0049,34.84,-1136.23,614.72
35010.0,G22,425.8082,638.7123,14.1936,17.0323,44.79,502.52,-120.19
35010.0,G24,516.3174,774.4760,17.2106,20.6527,35.52,-423.68,125.09
35040.0,G05,1024.0519,1536.0779,170.6753,204.8104,17.03,254.80,529.17
35040.0,G06,391.6690,587.5035,13.0556,15.6668,49.99,1241.94,-41.09
35040.0,G11,316.2837,474.4255,10.5428,12.6513,71.53,539.76,287.08
