SOD,sat,sigma_P2_before,sigma_P2_after,sigma_L2_before,sigma_L2_after,elevation_deg,residual_P2_mm,residual_L2_mm
35040.0,G12,977.9959,1466.9938,162.9993,195.5992,17.86,548.11,540.87
35040.0,G14,586.5291,879.7937,19.5510,23.4612,30.76,599.39,26.84
35040.0,G17,1050.2178,1575.3267,35.0073,42.0087,16.60,685.13,180.16
35040.0,G19,612.1190,918.1785,20.4040,24.4848,29.35,1663.39,133.44
35040.0,G21,522.6276,783.9414,17.4209,20.9051,35.03,-812.97,840.90
35040.0,G22,426.4215,639.6322,14.2140,17.0569,44.71,1068.04,195.42
35040.0,G24,515.8790,773.8185,17.1960,20.6352,35.56,696.55,356.64
35070.0,G05,1013.3824,1520.0736,168.8971,202.6765,17.22,-13590.75,2369.75
35070.0,G06,393.0222,589.5332,13.1007,15.7209,49.76,612.19,-573.45
35070.0,G11,316.2020,474.3029,10.5401,12.6481,71.58,94.17,-209.00
35070.0,G12,968.6052,1452.9078,161.4342,193.7210,18.04,-7311.75,2369.75
35070.0,G14,588.8900,883.3350,19.6297,23.5556,30.63,118.44,-231.95
35070.0,G17,1054.3740,1581.5609,35.1458,42.1750,16.53,39.56,-324.40
35070.0,G19,613.4943,920.2415,20.4498,24.5398,29.28,473.12,-330.40
35070.0,G21,520.1586,780.2380,17.3386,20.8063,35.22,-1124.20,328.87
35070.0,G22,427.0448,640.5672,14.2348,17.0818,44.63,534.39,-292.43
35070.0,G24,515.4561,773.1841,17.1819,20.6182,35.59,769.77,-129.08
35100.0,G05,1002.9162,1504.3743,167.1527,200.5832,17.41,-329.52,116.65
35100.0,G06,394.3890,591.5835,13.1463,15.7756,49.52,526.02,-522.91
35100.0,G11,316.1268,474.1901,10.5376,12.6451,71.62,174.60,-131.12
35100.0,G12,959.3803,1439.0704,159.8967,191.8761,18.22,-514.14,112.39
35100.0,G14,591.2830,886.9245,19.7094,23.6513,30.49,-472.21,-219.65
35100.0,G17,1058.5505,1587.8257,35.2850,42.3420,16.46,767.33,-243.10
35100.0,G19,614.8718,922.3078,20.4957,24.5949,29.20,208.76,-246.40
35100.0,G21,517.7150,776.5726,17.2572,20.7086,35.41,-1689.85,388.65
35100.0,G22,427.6782,641.5172,14.2559,17.1071,44.54,305.17,-210.05
35100.0,G24,515.0485,772.5728,17.1683,20.6019,35.62,541.64,0.97
35130.0,G05,992.6477,1488.9715,165.4413,198.5295,17.59,-110.10,24.35
35130.0,G06,395.7696,593.6544,13.1923,15.8308,49.29,351.35,-712.22
35130.0,G11,316.0580,474.0870,10.5353,12.6423,71.66,164.39,-284.59
35130.0,G12,950.3169,1425.4753,158.3861,190.0634,18.40,-1538.39,14.70
35130.0,G14,593.7087,890.5630,19.7903,23.7483,30.35,-499.62,-464.74
35130.0,G17,1062.7474,1594.1211,35.4249,42.5099,16.40,1051.10,-308.10
35130.0,G19,616.2515,924.3773,20.5417,24.6501,29.13,313.49,-403.29
35130.0,G21,515.2965,772.9448,17.1766,20.6119,35.60,-1415.58,181.92
35130.0,G22,428.3217,642.4826,14.2774,17.1329,44.46,53.03,-360.07
35130.0,G24,514.6562,771.9843,17.1552,20.5862,35.66,-878.77,-181.33
35160.0,G05,982.5716,1473.8574,32.7524,39.3029,17.78,-467.17,364.92
35160.0,G06,397.1641,595.7462,13.2388,15.8866,49.06,766.33,-319.19
35160.0,G11,315.9957,473.9935,10.5332,12.6398,71.69,648.53,107.17
35160.0,G12,941.4110,1412.1165,31.3804,37.6564,18.58,-1190.96,348.89
35160.0,G14,596.1676,894.2514,19.8723,23.8467,30.21,312.81,-129.92
35160.0,G17,1066.9651,1600.4476,35.5655,42.6786,16.33,-469.88,15.89
35160.0,G19,617.6333,926.4500,20.5878,24.7053,29.06,-173.37,-2.87
35160.0,G21,512.9028,769.3542,17.0968,20.5161,35.80,-160.00,581.78
35160.0,G22,428.9756,643.4634,14.2992,17.1590,44.37,89.11,33.63
35160.0,G24,514.2791,771.4186,17.1426,20.5712,35.69,-533.84,180.51
35190.0,G05,972.6829,1459.0243,32.4228,38.9073,17.96,-1038.84,454.13
35190.0,G06,398.5727,597.8591,13.2858,15.9429,48.82,403.66,-267.82
35190.0,G11,315.9398,473.9097,10.5313,12.6376,71.72,704.99,132.54
35190.0,G12,932.6587,1398.9881,31.0886,37.3063,18.76,-956.39,423.00
35190.0,G14,598.6602,897.9903,19.9553,23.9464,30.07,645.07,-60.46
35190.0,G19,619.0172,928.5259,20.6339,24.7607,28.99,-1468.96,21.86
35190.0,G21,510.5336,765.8004,17.0178,20.4213,35.99,190.71,610.65
35190.0,G22,429.6398,644.4597,14.3213,17.1856,44.29,532.65,47.31
35190.0,G24,513.9170,770.8756,17.1306,20.5567,35.71,546.05,155.63
35220.0,G05,962.9766,1444.4649,32.0992,38.5191,18.15,-2370.88,58.67
35220.0,G06,399.9954,599.9932,13.3332,15.9998,48.59,-305.72,-792.30
35220.0,G11,315.8903,473.8355,10.5297,12.6356,71.75,41.06,-351.19
35220.0,G12,924.0564,1386.0846,30.8019,36.9623,18.94,-984.94,-8.21
35220.0,G14,601.1871,901.7807,20.0396,24.0475,29.93,429.16,-587.74
35220.0,G19,620.4033,930.6049,20.6801,24.8161,28.92,-2306.51,-458.29
35220.0,G21,508.1886,762.2829,16.9396,20.3275,36.18,-28.01,140.26
35220.0,G22,430.3144,645.4717,14.3438,17.2126,44.20,-20.16,-432.59
35220.0,G24,513.5700,770.3550,17.1190,20.5428,35.74,199.86,-296.03
35250.0,G05,953.4479,1430.1719,31.7816,38.1379,18.34,-1918.46,535.17
35250.0,G06,401.4325,602.1487,13.3811,16.0573,48.36,712.51,-387.97
35250.0,G11,315.8472,473.7708,10.5282,12.6339,71.77,121.72,86.04
35250.0,G12,915.6003,1373.4004,30.5200,36.6240,19.13,-574.21,343.49
35250.0,G14,603.7489,905.6233,20.1250,24.1500,29.79,796.45,-162.81
35250.0,G19,621.7915,932.6872,20.7264,24.8717,28.85,147.12,-90.37
35250.0,G21,505.8676,758.8014,16.8623,20.2347,36.37,365.23,315.27
35250.0,G22,430.9997,646.4995,14.3667,17.2400,44.11,453.76,15.18
35250.0,G24,513.2379,769.8568,17.1079,20.5295,35.77,258.30,193.72
35280.0,G05,944.0923,1416.1385,31.4697,37.7637,18.53,-2211.69,496.74
35280.0,G06,402.8839,604.3259,13.4295,16.1154,48.13,1073.29,-442.79
35280.0,G11,315.8105,473.7157,10.5270,12.6324,71.79,-52.36,-9.63
35280.0,G12,907.2869,1360.9304,151.2145,181.4574,19.31,-8044.81,2385.71
35280.0,G14,606.3460,909.5190,20.2115,24.2538,29.65,82.18,-259.50
35280.0,G19,623.1818,934.7727,20.7727,24.9273,28.78,1508.60,-147.31
35280.0,G21,503.5703,755.3555,16.7857,20.1428,36.57,-162.78,317.72
35280.0,G22,431.6956,647.5434,14.3899,17.2678,44.02,-191.65,-59.97
35280.0,G24,512.9206,769.3809,17.0974,20.5168,35.79,-171.26,30.99
35310.0,G05,934.9054,1402.3580,31.1635,37.3962,18.72,-3077.52,513.88
35310.0,G06,404.3500,606.5250,13.4783,16.1740,47.90,945.88,-476.47
35310.0,G11,315.7801,473.6702,10.5260,12.6312,71.81,344.11,32.00
35310.0,G12,899.1129,1348.6693,149.8521,179.8226,19.49,-67.99,192.16
35310.0,G14,608.9791,913.4687,20.2993,24.3592,29.51,-207.90,-338.08
35310.0,G19,624.5742,936.8613,20.8191,24.9830,28.71,607.14,-103.65
35310.0,G21,501.2964,751.9447,16.7099,20.0519,36.76,-624.70,363.39
35310.0,G22,432.4022,648.6033,14.4134,17.2961,43.93,-123.23,-13.99
35310.0,G24,512.6180,768.9271,17.0873,20.5047,35.82,-146.08,32.12
35340.0,G05,925.8827,1388.8241,30.8628,37.0353,18.91,-3082.02,649.14
35340.0,G06,405.8307,608.7460,13.5277,16.2332,47.67,1001.28,-305.32
35340.0,G11,315.7561,473.6341,10.5252,12.6302,71.82,558.48,174.63
35340.0,G12,891.0748,1336.6122,148.5125,178.2150,19.67,-774.88,403.81
35340.0,G14,611.6488,917.4732,20.3883,24.4660,29.37,436.21,-201.95
35340.0,G19,625.9687,938.9530,20.8656,25.0387,28.64,-521.82,7.17
35340.0,G21,499.0458,748.5687,16.6349,19.9618,36.95,-739.57,557.33
35340.0,G22,433.1197,649.6796,14.4373,17.3248,43.84,648.19,131.93
35340.0,G24,512.3302,768.4952,17.0777,20.4932,35.84,529.72,178.43
35370.0,G05,917.0203,1375.5304,30.5673,36.6808,19.10,-3953.78,283.68
35370.0,G06,407.3263,610.9894,13.5775,16.2931,47.43,563.03,-541.53
35370.0,G11,315.7384,473.6075,10.5246,12.6295,71.83,83.41,-88.56
35370.0,G12,883.1696,1324.7544,29.4390,35.3268,19.86,-1068.32,180.41
35370.0,G14,614.3557,921.5335,20.4785,24.5742,29.23,324.34,-427.77
35370.0,G19,627.3653,941.0479,20.9122,25.0946,28.57,-1580.56,-208.23
35370.0,G21,496.8180,745.2270,16.5606,19.8727,37.15,-1060.78,309.10
35370.0,G22,433.8482,650.7723,14.4616,17.3539,43.75,584.71,-136.41
35370.0,G24,512.0569,768.0853,17.0686,20.4823,35.86,-13.31,-51.11
35400.0,G05,908.3140,1362.4710,30.2771,36.3326,19.29,-4616.45,233.03
35400.0,G06,408.8368,613.2552,13.6279,16.3535,47.20,582.40,-536.64
35400.0,G11,315.7269,473.5904,10.5242,12.6291,71.84,140.92,-79.68
35400.0,G12,875.3941,1313.0912,145.8990,175.0788,20.04,-8328.78,2384.53
35400.0,G14,617.1004,925.6506,20.5700,24.6840,29.09,-699.53,-469.90
35400.0,G17,1101.4749,1652.2123,183.5791,220.2950,15.80,-3360.23,2384.53
35400.0,G19,628.7640,943.1460,20.9588,25.1506,28.50,-71.64,-304.81
35400.0,G21,494.6130,741.9195,16.4871,19.7845,37.34,-309.12,335.65
35400.0,G22,434.5878,651.8816,14.4863,17.3835,43.65,-50.41,-118.94
35400.0,G24,511.7981,767.6972,17.0599,20.4719,35.89,-933.23,-43.92
35430.0,G05,899.7601,1349.6401,29.9920,35.9904,19.48,-2385.76,430.45
35430.0,G06,410.3625,615.5437,13.6787,16.4145,46.98,1058.09,-188.57
35430.0,G11,315.7218,473.5827,10.5241,12.6289,71.84,399.33,224.48
35430.0,G12,867.7454,1301.6181,144.6242,173.5491,20.23,205.53,297.16
35430.0,G14,619.8835,929.8253,20.6628,24.7953,28.94,20.60,-213.60
35430.0,G17,1105.8879,1658.8318,184.3146,221.1776,15.74,26.89,97.78
35430.0,G19,630.1648,945.2472,21.0055,25.2066,28.43,1448.90,-43.35
35430.0,G21,492.4303,738.6455,16.4143,19.6972,37.53,-126.11,695.97
35430.0,G22,435.3385,653.0077,14.5113,17.4135,43.56,358.47,178.19
35430.0,G24,511.5538,767.3308,17.0518,20.4622,35.91,-131.30,213.45
35460.0,G05,891.3547,1337.0320,29.7118,35.6542,19.67,-1198.42,537.28
35460.0,G06,411.9034,617.8551,13.7301,16.4761,46.75,1344.61,-53.15
35460.0,G11,315.7230,473.5845,10.5241,12.6289,71.84,700.50,322.81
35460.0,G12,860.2205,1290.3307,143.3701,172.0441,20.41,557.31,423.47
35460.0,G14,622.7057,934.0586,20.7569,24.9082,28.80,1394.93,0.29
35460.0,G17,1110.3237,1665.4856,185.0540,222.0647,15.68,222.35,118.85
35460.0,G19,631.5677,947.3515,21.0523,25.2627,28.36,340.33,66.22
35460.0,G21,490.2699,735.4049,16.3423,19.6108,37.73,202.18,817.20
35460.0,G22,436.1005,654.1507,14.5367,17.4440,43.47,643.37,267.71
35460.0,G24,511.3239,766.9859,17.0441,20.4530,35.92,691.64,283.40
35490.0,G05,883.0943,1324.6414,147.1824,176.6189,19.86,-15198.36,2381.42
35490.0,G06,413.4597,620.1896,13.7820,16.5384,46.52,533.56,-742.28
35490.0,G11,315.7304,473.5956,10.5243,12.6292,71.84,202.39,-420.67
35490.0,G12,852.8165,1279.2248,142.1361,170.5633,20.60,-8965.08,2381.42
35490.0,G14,625.5677,938.3515,20.8523,25.0227,28.66,655.63,-499.58
35490.0,G17,1114.7826,1672.1739,37.1594,44.5913,15.61,-155.99,-582.76
35490.0,G19,632.9726,949.4589,21.0991,25.3189,28.29,-719.85,-710.23
35490.0,G21,488.1314,732.1971,16.2710,19.5253,37.92,-745.91,120.66
35490.0,G22,436.8739,655.3108,14.5625,17.4750,43.37,-593.24,-469.28
35490.0,G24,511.1083,766.6625,17.0369,20.4443,35.94,-453.72,-379.98
35520.0,G05,874.9753,1312.4629,145.8292,174.9951,20.05,-39.87,133.45
35520.0,G06,415.0316,622.5474,13.8344,16.6013,46.29,692.86,-448.26
35520.0,G11,315.7441,473.6161,10.5248,12.6298,71.83,686.62,-70.09
35520.0,G12,845.5309,1268.2963,140.9218,169.1062,20.78,-1813.65,105.44
35520.0,G14,628.4701,942.7052,20.9490,25.1388,28.51,1226.76,-214.56
35520.0,G17,1119.2648,1678.8972,37.3088,44.7706,15.55,876.13,-225.61
35520.0,G19,634.3797,951.5695,21.1460,25.3752,28.22,41.09,-407.29
35520.0,G21,486.0146,729.0220,16.2005,19.4406,38.12,-299.80,482.30
35520.0,G22,437.6587,656.4881,14.5886,17.5063,43.27,-138.73,-171.93
35520.0,G24,510.9069,766.3604,17.0302,20.4363,35.96,-589.54,-45.17
35550.0,G05,866.9943,1300.4915,144.4991,173.3989,20.24,-530.35,251.45
35550.0,G06,416.6192,624.9289,13.8873,16.6648,46.06,948.70,-441.10
35550.0,G11,315.7640,473.6459,10.5255,12.6306,71.82,347.63,12.46
35550.0,G12,838.3608,1257.5412,139.7268,167.6722,20.97,-1550.98,215.64
35550.0,G14,631.4137,947.1205,21.0471,25.2565,28.37,989.92,-190.84
35550.0,G17,1123.7705,1685.6558,37.4590,44.9508,15.48,-132.47,-163.74
35550.0,G19,635.7888,953.6832,21.1930,25.4316,28.15,623.30,-365.71
35550.0,G21,483.9194,725.8790,16.1306,19.3568,38.31,200.22,534.57
35550.0,G22,438.4552,657.6829,14.6152,17.5382,43.17,369.15,-164.09
35550.0,G24,510.7197,766.0796,17.0240,20.4288,35.97,-432.75,22.55
35580.0,G05,859.1481,1288.7222,143.1914,171.8296,20.44,-13834.59,2386.08
35580.0,G06,418.2227,627.3341,13.9408,16.7289,45.83,1186.44,-474.42
35580.0,G11,315.7901,473.6851,10.5263,12.6316,71.80,62.29,5.29
35580.0,G12,831.3038,1246.9557,138.5506,166.2608,21.15,-7935.94,2386.08
35580.0,G14,634.3991,951.5986,21.1466,25.3760,28.22,614.07,-187.93
35580.0,G17,1128.3001,1692.4501,37.6100,45.1320,15.42,-1461.90,-197.12
35580.0,G19,637.2000,955.8000,21.2400,25.4880,28.09,767.93,-274.16
35580.0,G21,481.8453,722.7680,16.0615,19.2738,38.51,454.01,546.05
35580.0,G22,439.2635,658.8952,14.6421,17.5705,43.08,311.79,-188.74
35580.0,G24,510.5467,765.8200,17.0182,20.4219,35.99,19.60,29.37
35610.0,G05,851.4335,1277.1502,141.9056,170.2867,20.63,1339.00,165.75
35610.0,G06,419.8422,629.7633,13.9947,16.7937,45.61,1249.45,-518.39
35610.0,G11,315.8224,473.7336,10.5274,12.6329,71.79,5.15,-12.00
35610.0,G12,824.3574,1236.5360,137.3929,164.8715,21.34,1472.21,145.06
35610.0,G14,637.4271,956.1406,21.2476,25.4971,28.08,-477.90,-202.34
35610.0,G17,1132.8537,1699.2805,37.7618,45.3141,15.36,-672.57,-224.38
35610.0,G19,638.6133,957.9199,21.2871,25.5445,28.02,-1039.16,-222.66
35610.0,G21,479.7923,719.6885,15.9931,19.1917,38.70,-595.92,558.39
35610.0,G22,440.0835,660.1253,14.6695,17.6033,42.98,296.63,-189.80
35610.0,G24,510.3876,765.5815,17.0129,20.4155,36.00,237.82,19.20
35640.0,G05,843.8473,1265.7710,140.6412,168.7695,20.82,1881.07,369.59
35640.0,G06,421.4779,632.2168,14.0493,16.8591,45.38,1626.93,-395.39
35640.0,G11,315.8609,473.7914,10.5287,12.6344,71.77,399.88,109.82
35640.0,G12,817.5190,1226.2785,136.2532,163.5038,21.53,307.71,324.64
35640.0,G14,640.4984,960.7477,21.3499,25.6199,27.93,60.03,-209.08
35640.0,G17,1137.4316,1706.1474,37.9144,45.4973,15.29,1120.12,-86.98
35640.0,G19,640.0287,960.0430,21.3343,25.6011,27.95,-574.26,-157.90
35640.0,G21,477.7601,716.6402,15.9253,19.1104,38.90,-1258.07,671.72
35640.0,G22,440.9155,661.3733,14.6972,17.6366,42.88,289.59,-61.39
35640.0,G24,510.2426,765.3639,17.0081,20.4097,36.01,-327.10,136.23
35670.0,G05,836.3867,1254.5800,139.3978,167.2773,21.02,-11652.73,2364.05
35670.0,G06,423.1299,634.6949,14.1043,16.9252,45.15,1434.65,-429.50
35670.0,G11,315.9056,473.8585,10.5302,12.6362,71.74,354.43,25.07
35670.0,G12,810.7865,1216.1797,27.0262,32.4315,21.72,-1036.85,262.55
35670.0,G14,643.6139,965.4209,21.4538,25.7446,27.78,1372.04,-377.95
35670.0,G17,1142.0341,1713.0512,38.0678,45.6814,15.23,1594.15,-138.17
35670.0,G19,641.4461,962.1692,21.3815,25.6578,27.88,467.31,-304.52
35670.0,G21,475.7486,713.6228,15.8583,19.0299,39.09,-1427.84,549.73
35670.0,G22,441.7596,662.6395,14.7253,17.6704,42.77,514.54,-138.02
35670.0,G24,510.1115,765.1672,17.0037,20.4045,36.02,-720.00,58.75
35700.0,G05,829.0486,1243.5729,138.1748,165.8097,21.21,-1389.54,-98.92
35700.0,G06,424.7984,637.1977,14.1599,16.9919,44.93,875.19,-649.79
35700.0,G11,315.9565,473.9348,10.5319,12.6383,71.71,61.98,-253.07
35700.0,G12,804.1574,1206.2361,26.8052,32.1663,21.90,-1479.37,29.29
35700.0,G14,646.7743,970.1614,21.5591,25.8710,27.64,1350.15,-566.49
35700.0,G17,1146.6616,1719.9924,38.2221,45.8665,15.17,0.66,-350.66
35700.0,G19,642.8656,964.2984,21.4289,25.7146,27.82,908.66,-602.16
35700.0,G21,473.7573,710.6360,15.7919,18.9503,39.29,-1459.82,221.84
35700.0,G22,442.6159,663.9239,14.7539,17.7046,42.67,3.29,-398.73
35700.0,G24,509.9943,764.9914,16.9998,20.3998,36.03,43.45,-235.38
35730.0,G05,821.8303,1232.7455,136.9717,164.3661,21.41,-1217.57,314.32
35730.0,G06,426.4836,639.7255,14.2161,17.0593,44.70,1056.63,-326.44
35730.0,G11,316.0135,474.0203,10.5338,12.6405,71.68,230.90,37.95
35730.0,G12,797.6296,1196.4443,132.9383,159.5259,22.09,-8878.01,2376.99
35730.0,G14,649.9803,974.9705,21.6660,25.9992,27.49,1169.40,-135.57
35730.0,G17,1151.3142,1726.9712,38.3771,46.0526,15.10,976.65,-34.96
35730.0,G19,644.2872,966.4308,21.4762,25.7715,27.75,208.05,-216.38
35730.0,G21,471.7863,707.6794,15.7262,18.8715,39.49,-896.37,486.72
35730.0,G22,443.4846,665.2269,14.7828,17.7394,42.57,292.91,-72.11
35730.0,G24,509.8908,764.8363,16.9964,20.3956,36.04,403.52,93.81
35760.0,G05,814.7291,1222.0937,135.7882,162.9458,21.61,-13495.56,2399.50
35760.0,G06,428.1857,642.2785,14.2729,17.1274,44.48,981.59,-193.39
35760.0,G11,316.0767,474.1151,10.5359,12.6431,71.65,505.73,146.86
35760.0,G12,791.2008,1186.8013,131.8668,158.2402,22.28,478.58,323.85
35760.0,G14,653.2329,979.8494,21.7744,26.1293,27.34,2134.20,19.68
35760.0,G17,1155.9922,1733.9883,38.5331,46.2397,15.04,683.02,165.92
35760.0,G19,645.7109,968.5664,21.5237,25.8284,27.68,494.85,-106.17
35760.0,G21,469.8352,704.7528,15.6612,18.7934,39.68,-628.86,579.14
35760.0,G22,444.3657,666.5485,14.8122,17.7746,42.46,154.13,114.52
35760.0,G24,509.8012,764.7018,16.9934,20.3920,36.05,-86.92,240.78
35790.0,G05,807.7424,1211.6135,134.6237,161.5485,21.80,124.01,-512.12
35790.0,G06,429.9047,644.8571,14.3302,17.1962,44.25,267.38,-886.23
35790.0,G11,316.1461,474.2191,10.5382,12.6458,71.61,-115.00,-580.95
35790.0,G12,784.8691,1177.3037,130.8115,156.9738,22.47,16.79,-406.84
35790.0,G14,656.5329,984.7994,21.8844,26.2613,27.19,279.14,-717.23
35790.0,G17,1160.6960,1741.0440,38.6899,46.4278,14.98,158.82,-654.41
35790.0,G19,647.1367,970.7050,21.5712,25.8855,27.62,3.02,-791.86
35790.0,G21,467.9039,701.8558,15.5968,18.7162,39.88,-905.19,-169.97
35790.0,G22,445.2593,667.8890,14.8420,17.8104,42.36,-385.15,-672.19
35790.0,G24,509.7252,764.5879,16.9908,20.3890,36.05,-274.91,-509.32
35820.0,G05,800.8674,1201.3012,133.4779,160.1735,22.00,-274.07,413.06
35820.0,G06,431.6410,647.4614,14.3880,17.2656,44.03,1202.23,-193.27
35820.0,G11,316.2215,474.3323,10.5407,12.6489,71.57,454.22,168.58
35820.0,G12,778.6324,1167.9487,25.9544,31.1453,22.66,455.11,465.44
35820.0,G14,659.8812,989.8218,21.9960,26.3952,27.04,89.68,-2.19
35820.0,G17,1165.4258,1748.1387,38.8475,46.6170,14.92,573.53,113.32
35820.0,G19,648.5645,972.8468,21.6188,25.9426,27.55,1630.81,-72.38
35820.0,G21,465.9921,698.9882,15.5331,18.6397,40.07,722.92,594.14
35820.0,G22,446.1657,669.2485,14.8722,17.8466,42.25,103.40,36.55
35820.0,G24,509.6629,764.4944,16.9888,20.3865,36.06,143.32,248.22
35850.0,G05,794.1019,1191.1529,26.4701,31.7641,22.20,-2409.31,506.68
35850.0,G06,433.3946,650.0918,14.4465,17.3358,43.81,1248.81,-76.31
35850.0,G11,316.3031,474.4546,10.5434,12.6521,71.52,485.35,225.08
35850.0,G12,772.4887,1158.7331,25.7496,30.8995,22.85,-321.51,585.82
35850.0,G14,663.2786,994.9179,22.1093,26.5311,26.89,108.62,91.50
35850.0,G17,1170.1820,1755.2730,39.0061,46.8073,14.85,-675.62,147.91
35850.0,G19,649.9945,974.9917,21.6665,25.9998,27.49,966.10,15.82
35850.0,G21,464.0997,696.1495,15.4700,18.5640,40.27,295.33,687.54
35850.0,G22,447.0849,670.6273,14.9028,17.8834,42.15,289.55,73.61
35850.0,G24,509.6143,764.4214,16.9871,20.3846,36.06,-343.09,299.24
35880.0,G05,787.4433,1181.1650,26.2481,31.4977,22.39,-3468.01,394.67
35880.0,G06,435.1657,652.7486,14.5055,17.4066,43.58,773.55,-276.63
35880.0,G11,316.3908,474.5861,10.5464,12.6556,71.48,635.94,79.94
35880.0,G12,766.4361,1149.6541,25.5479,30.6574,23.04,-864.13,461.06
35880.0,G14,666.7261,1000.0891,22.2242,26.6690,26.74,592.46,-112.04
35880.0,G17,1174.9649,1762.4473,39.1655,46.9986,14.79,-997.46,-62.24
35880.0,G19,651.4265,977.1398,21.7142,26.0571,27.42,1194.79,-40.93
35880.0,G21,462.2264,693.3396,15.4075,18.4891,40.47,-705.05,566.57
35880.0,G22,448.0170,672.0256,14.9339,17.9207,42.04,826.49,-73.20
35880.0,G24,509.5791,764.3687,16.9860,20.3832,36.07,-937.44,99.60
35910.0,G05,780.8894,1171.3341,26.0296,31.2356,22.59,-2877.68,528.49
35910.0,G06,436.9546,655.4319,14.5652,17.4782,43.36,837.28,-223.44
35910.0,G11,316.4845,474.7268,10.5495,12.6594,71.43,508.39,202.40
35910.0,G12,760.4727,1140.7090,25.3491,30.4189,23.23,-635.41,590.91
35910.0,G14,670.2245,1005.3368,22.3408,26.8090,26.59,1192.59,-1.66
35910.0,G17,1179.7747,1769.6621,39.3258,47.1910,14.73,-554.66,65.76
35910.0,G19,652.8607,979.2910,21.7620,26.1144,27.36,-799.11,59.64
35910.0,G21,460.3721,690.5582,15.3457,18.4149,40.67,-582.84,681.96
35910.0,G22,448.9623,673.4435,14.9654,17.9585,41.93,1002.09,114.01
35910.0,G24,509.5575,764.3363,16.9853,20.3823,36.07,-256.31,153.38
35940.0,G05,774.4378,1161.6567,25.8146,30.9775,22.79,-2298.26,80.35
35940.0,G06,438.7614,658.1420,14.6254,17.5505,43.14,578.72,-594.28
35940.0,G11,316.5844,474.8766,10.5528,12.6634,71.37,-167.84,-196.02
35940.0,G12,754.5966,1131.8949,25.1532,30.1839,23.43,-859.06,172.91
35940.0,G14,673.7750,1010.6625,22.4592,26.9510,26.44,-757.06,-396.45
35940.0,G17,1184.6119,1776.9178,39.4871,47.3845,14.67,-580.14,-379.91
35940.0,G19,654.2969,981.4453,21.8099,26.1719,27.29,-874.11,-435.33
35940.0,G21,458.5366,687.8049,15.2846,18.3415,40.86,-1094.79,220.04
35940.0,G22,449.9208,674.8813,14.9974,17.9968,41.82,500.92,-274.45
35940.0,G24,509.5494,764.3241,16.9850,20.3820,36.07,-597.71,-317.45
35970.0,G05,768.0863,1152.1294,128.0144,153.6173,22.99,-14142.18,2395.32
35970.0,G06,440.5862,660.8793,14.6862,17.6234,42.91,1503.81,-94.38
35970.0,G11,316.6904,475.0355,10.5563,12.6676,71.32,1012.56,337.20
35970.0,G12,748.8062,1123.2093,24.9602,29.9522,23.62,404.51,739.13
35970.0,G14,677.3784,1016.0675,22.5793,27.0951,26.29,-560.81,113.92
35970.0,G17,1189.4767,1784.2151,39.6492,47.5791,14.61,375.83,170.80
35970.0,G19,655.7352,983.6029,21.8578,26.2294,27.23,729.17,84.05
35970.0,G21,456.7197,685.0796,15.2240,18.2688,41.06,-451.06,793.60
35970.0,G22,450.8927,676.3391,15.0298,18.0357,41.71,527.84,342.41
35970.0,G24,509.5547,764.3320,16.9852,20.3822,36.07,-221.83,259.09
36000.0,G05,761.8328,1142.7492,126.9721,152.3666,23.19,871.39,-478.39
36000.0,G06,442.4294,663.6441,14.7476,17.6972,42.69,600.87,-1173.06
36000.0,G11,316.8024,475.2036,10.5601,12.6721,71.26,-195.30,-648.51
36000.0,G12,743.0997,1114.6495,24.7700,29.7240,23.81,-186.46,-186.43
36000.0,G14,681.0357,1021.5536,22.7012,27.2414,26.14,-701.33,-964.32
36000.0,G17,1194.3695,1791.5543,39.8123,47.7748,14.55,-348.17,-793.89
36000.0,G19,657.1757,985.7636,21.9059,26.2870,27.16,-534.96,-950.33
36000.0,G21,454.9212,682.3818,15.1640,18.1968,41.26,-1593.92,-220.22
36000.0,G22,451.8782,677.8173,15.0626,18.0751,41.60,-322.33,-702.64
36000.0,G24,509.5733,764.3600,16.9858,20.3829,36.07,-943.17,-752.24
36030.0,G05,755.6752,1133.5129,125.9459,151.1350,23.39,1300.22,128.89
36030.0,G06,444.2910,666.4366,14.8097,17.7716,42.47,1036.39,-688.92
36030.0,G11,316.9205,475.3807,10.5640,12.6768,71.19,171.00,-114.00
36030.0,G12,737.4754,1106.2131,24.5825,29.4990,24.00,43.17,379.18
36030.0,G14,684.7481,1027.1221,22.8249,27.3899,25.98,1662.63,-465.27
36030.0,G17,1199.2907,1798.9360,39.9764,47.9716,14.49,330.32,-236.97
36030.0,G19,658.6183,987.9275,21.9539,26.3447,27.10,366.92,-441.96
36030.0,G21,453.1409,679.7113,15.1047,18.1256,41.46,-488.84,267.23
36030.0,G22,452.8773,679.3159,15.0959,18.1151,41.49,61.06,-208.25
36030.0,G24,509.6053,764.4080,16.9868,20.3842,36.06,-768.45,-204.46
36060.0,G05,749.6115,1124.4173,24.9871,29.9845,23.59,1137.62,770.03
36060.0,G06,446.1714,669.2571,14.8724,17.8469,42.25,1421.88,-163.88
36060.0,G11,317.0446,475.5669,10.5682,12.6818,71.13,956.93,433.48
