epoch,sod,sat,const,GF_value_mm,MW_value_cyc,phase_jump_mm,code_jump_cyc,elevation_deg,pre_reset_sigma_mm,recent_phase_residual_rms_mm,recent_rejection_fraction,epochs_since_birth,was_recently_rejected,cumulative_reset_number
1059,31770.0,G21,G,-22473.4607,-100.365737,0.0000,0.0000,16.499,605.0120,44.5825,0.8333,34,1,478
1059,31770.0,G30,G,-4471.4002,-45.482431,0.0000,0.0000,24.256,20000.0000,nan,nan,1,0,479
1061,31830.0,G30,G,-4364.7089,-45.932371,0.0000,0.0000,23.827,20000.0000,nan,1.0000,2,0,480
1062,31860.0,G30,G,-4311.8421,-45.899253,0.0000,0.0000,23.614,20000.0000,nan,nan,1,0,481
1063,31890.0,G21,G,-22643.2630,-101.003695,0.0000,0.0000,17.085,604.9950,8.2702,0.6667,4,1,482
1063,31890.0,G30,G,-4249.0452,-44.781592,0.0000,0.0000,23.400,20000.0000,nan,nan,1,0,483
1064,31920.0,G30,G,-4183.5112,-44.944118,0.0000,0.0000,23.187,20000.0000,nan,nan,1,0,484
1065,31950.0,G30,G,-4129.1126,-43.527487,0.0000,0.0000,22.974,20000.0000,nan,nan,1,0,485
1066,31980.0,G30,G,-4079.5380,-45.327589,0.0000,0.0000,22.762,20000.0000,nan,nan,1,0,486
1067,32010.0,G30,G,-4013.0842,-45.845699,0.0000,0.0000,22.550,20000.0000,nan,nan,1,0,487
1069,32070.0,G30,G,-3902.0479,-45.554908,0.0000,0.0000,22.127,20000.0000,nan,1.0000,2,0,488
1070,32100.0,G30,G,-3831.3443,-46.732774,0.0000,0.0000,21.916,20000.0000,nan,nan,1,0,489
1071,32130.0,G21,G,-22942.8391,-99.339647,0.0000,0.0000,18.280,605.1378,6.5829,0.8571,8,1,490
1075,32250.0,G21,G,-23100.5291,-98.945014,0.0000,0.0000,18.890,20000.0000,nan,1.0000,4,1,491
1087,32610.0,E30,E,-17217.5117,-64.353338,0.0000,0.0000,26.277,49.0652,30.5002,0.9000,151,1,492
1093,32790.0,G21,G,-23723.8583,-100.149342,0.0000,0.0000,21.728,50.3524,34.6880,0.8000,18,1,493
1094,32820.0,G21,G,-23765.7038,-98.632539,0.0000,0.0000,21.890,20000.0000,nan,nan,1,0,494
1095,32850.0,G21,G,-23804.5555,-100.245292,0.0000,0.0000,22.052,20000.0000,nan,nan,1,0,495
1098,32940.0,G17,G,895.0875,-28.125168,0.0000,0.0000,21.975,49.8493,29.3587,0.8000,646,1,496
1139,34170.0,G17,G,25571.9270,95.003699,0.0000,0.0000,18.657,19985.1925,nan,1.0000,41,1,497
1146,34380.0,G17,G,25784.2250,95.928962,0.0000,0.0000,18.140,19993.9767,nan,1.0000,7,1,498
1157,34710.0,G05,G,-14644.4936,-64.187069,0.0000,0.0000,15.033,20000.0000,nan,nan,14,0,499
1158,34740.0,G05,G,-14717.8233,-63.858174,0.0000,0.0000,15.213,20000.0000,nan,nan,1,0,500
1159,34770.0,G05,G,-14775.9485,-64.134008,0.0000,0.0000,15.393,20000.0000,nan,nan,1,0,501
1160,34800.0,G05,G,-14845.6150,-65.127432,0.0000,0.0000,15.573,20000.0000,nan,nan,1,0,502
1160,34800.0,G12,G,-16809.4806,-73.113016,0.0000,0.0000,16.446,20000.0000,nan,1.0000,33,1,503
1161,34830.0,G05,G,-14907.2162,-65.119788,0.0000,0.0000,15.754,20000.0000,nan,nan,1,0,504
1162,34860.0,G05,G,-14968.7604,-63.976564,0.0000,0.0000,15.936,20000.0000,nan,nan,1,0,505
1162,34860.0,G17,G,26172.6207,94.706276,0.0000,0.0000,17.007,19992.0712,nan,1.0000,16,1,506
1164,34920.0,G05,G,-15067.5735,-63.813197,0.0000,0.0000,16.300,20000.0000,nan,1.0000,2,0,507
1165,34950.0,G05,G,-15120.8526,-64.273213,0.0000,0.0000,16.483,20000.0000,nan,nan,1,0,508
1165,34950.0,G12,G,-17039.3522,-72.369754,0.0000,0.0000,17.329,20000.0000,nan,1.0000,5,1,509
1166,34980.0,G05,G,-15186.6086,-63.945881,0.0000,0.0000,16.666,20000.0000,nan,nan,1,0,510
1167,35010.0,G12,G,-17141.7714,-73.216426,0.0000,0.0000,17.685,46.2787,1.8664,0.0000,2,0,511
1168,35040.0,G05,G,-15303.2998,-64.901918,0.0000,0.0000,17.035,20000.0000,nan,1.0000,2,0,512
1168,35040.0,G12,G,-17192.4720,-73.092096,0.0000,0.0000,17.863,20000.0000,nan,nan,1,0,513
1169,35070.0,G12,G,-17245.6369,-72.814531,0.0000,0.0000,18.043,20000.0000,nan,nan,1,0,514
1170,35100.0,G05,G,-15407.7710,-64.470238,0.0000,0.0000,17.405,20000.0000,nan,1.0000,2,0,515
1170,35100.0,G12,G,-17301.6403,-72.876169,0.0000,0.0000,18.222,20000.0000,nan,nan,1,0,516
1171,35130.0,G05,G,-15469.1408,-65.296654,0.0000,0.0000,17.591,20000.0000,nan,nan,1,0,517
1171,35130.0,G12,G,-17359.7084,-71.991934,0.0000,0.0000,18.402,20000.0000,nan,nan,1,0,518
1172,35160.0,G12,G,-17417.4086,-72.382579,0.0000,0.0000,18.583,20000.0000,nan,nan,1,0,519
1173,35190.0,G05,G,-15576.7328,-65.119403,0.0000,0.0000,17.964,20000.0000,nan,1.0000,2,0,520
1173,35190.0,G12,G,-17471.8263,-72.080224,0.0000,0.0000,18.763,20000.0000,nan,nan,1,0,521
1174,35220.0,G12,G,-17527.4840,-72.651970,0.0000,0.0000,18.945,20000.0000,nan,nan,1,0,522
1175,35250.0,G05,G,-15687.3727,-64.038577,0.0000,0.0000,18.340,20000.0000,nan,1.0000,2,0,523
1175,35250.0,G12,G,-17584.6292,-72.620630,0.0000,0.0000,19.126,20000.0000,nan,nan,1,0,524
1176,35280.0,G05,G,-15759.8905,-63.967574,0.0000,0.0000,18.528,20000.0000,nan,nan,1,0,525
1176,35280.0,G12,G,-17649.3417,-72.346934,0.0000,0.0000,19.309,20000.0000,nan,nan,1,0,526
1177,35310.0,G05,G,-15820.7432,-63.470481,0.0000,0.0000,18.717,20000.0000,nan,nan,1,0,527
1177,35310.0,G12,G,-17700.6512,-72.506118,0.0000,0.0000,19.491,20000.0000,nan,nan,1,0,528
1178,35340.0,G05,G,-15908.7255,-62.400632,0.0000,0.0000,18.906,20000.0000,nan,nan,1,0,529
1178,35340.0,G12,G,-17761.5198,-72.326584,0.0000,0.0000,19.674,20000.0000,nan,nan,1,0,530
1179,35370.0,G12,G,-17826.6161,-72.058585,0.0000,0.0000,19.858,20000.0000,nan,nan,1,0,531
1180,35400.0,G05,G,-16043.5961,-61.637842,0.0000,0.0000,19.286,20000.0000,nan,1.0000,2,0,532
1180,35400.0,G12,G,-17883.9516,-72.407909,0.0000,0.0000,20.042,20000.0000,nan,nan,1,0,533
1180,35400.0,G17,G,-15886.9083,-72.053178,0.0000,0.0000,15.805,45.4135,32.2552,0.7000,18,1,534
1181,35430.0,G05,G,-16095.5336,-62.795711,0.0000,0.0000,19.477,20000.0000,nan,nan,1,0,535
1181,35430.0,G12,G,-17937.8364,-72.314694,0.0000,0.0000,20.226,20000.0000,nan,nan,1,0,536
1182,35460.0,G05,G,-16169.5008,-63.245635,0.0000,0.0000,19.668,20000.0000,nan,nan,1,0,537
1182,35460.0,G12,G,-17993.2563,-72.536373,0.0000,0.0000,20.411,20000.0000,nan,nan,1,0,538
1183,35490.0,G05,G,-16234.2514,-63.597857,0.0000,0.0000,19.859,20000.0000,nan,nan,1,0,539
1183,35490.0,G12,G,-18051.5242,-72.198004,0.0000,0.0000,20.596,20000.0000,nan,nan,1,0,540
1184,35520.0,G05,G,-16305.7035,-65.002663,0.0000,0.0000,20.052,20000.0000,nan,nan,1,0,541
1184,35520.0,G17,G,-13348.9616,-61.949626,0.0000,0.0000,15.547,20000.0000,nan,1.0000,4,1,542
1185,35550.0,G12,G,-18168.0854,-71.956366,0.0000,0.0000,20.968,621.9472,19.4239,0.0000,2,0,543
1186,35580.0,G05,G,-16421.3861,-64.310783,0.0000,0.0000,20.437,48.8901,46.0913,0.0000,2,0,544
1187,35610.0,G05,G,-16485.6261,-65.425549,0.0000,0.0000,20.631,20000.0000,nan,nan,1,0,545
1188,35640.0,G05,G,-16541.9277,-66.137160,0.0000,0.0000,20.825,20000.0000,nan,nan,1,0,546
1188,35640.0,G12,G,-18317.8275,-72.533197,0.0000,0.0000,21.528,48.1345,31.1704,0.0000,3,0,547
1189,35670.0,G05,G,-16603.1452,-66.602687,0.0000,0.0000,21.020,20000.0000,nan,nan,1,0,548
1190,35700.0,G05,G,-16664.0930,-65.663014,0.0000,0.0000,21.215,20000.0000,nan,nan,1,0,549
1190,35700.0,G12,G,-18413.5167,-72.331983,0.0000,0.0000,21.905,622.4350,11.2116,0.0000,2,0,550
1191,35730.0,G12,G,-18475.0957,-71.664736,0.0000,0.0000,22.093,20000.0000,nan,nan,1,0,551
1192,35760.0,G05,G,-16771.3521,-64.730554,0.0000,0.0000,21.606,20000.0000,nan,1.0000,2,0,552
1193,35790.0,G05,G,-16823.3689,-65.211442,0.0000,0.0000,21.802,20000.0000,nan,nan,1,0,553
1193,35790.0,G12,G,-18571.6729,-73.056751,0.0000,0.0000,22.472,20000.0000,nan,1.0000,2,0,554
1195,35850.0,G05,G,-16926.9203,-63.973191,0.0000,0.0000,22.197,20000.0000,nan,1.0000,2,0,555
1196,35880.0,G05,G,-16992.5209,-63.563269,0.0000,0.0000,22.394,20000.0000,nan,nan,1,0,556
1197,35910.0,G05,G,-17042.8694,-62.882207,0.0000,0.0000,22.593,20000.0000,nan,nan,1,0,557
1197,35910.0,G12,G,-18753.1306,-72.354090,0.0000,0.0000,23.234,20000.0000,nan,1.0000,4,1,558
1198,35940.0,G05,G,-17098.2227,-63.376820,0.0000,0.0000,22.791,20000.0000,nan,nan,1,0,559
1199,35970.0,G05,G,-17154.7780,-64.060017,0.0000,0.0000,22.991,20000.0000,nan,nan,1,0,560
1201,36030.0,G05,G,-17261.9323,-65.592120,0.0000,0.0000,23.391,20000.0000,nan,1.0000,2,0,561
1202,36060.0,G05,G,-17320.6823,-65.287746,0.0000,0.0000,23.591,20000.0000,nan,nan,1,0,562
1202,36060.0,G12,G,-18984.7276,-72.261454,0.0000,0.0000,24.197,20000.0000,nan,1.0000,5,1,563
1203,36090.0,G05,G,-17372.0077,-65.382280,0.0000,0.0000,23.792,20000.0000,nan,nan,1,0,564
1205,36150.0,G05,G,-17479.2731,-65.407249,0.0000,0.0000,24.196,20000.0000,nan,1.0000,2,0,565
1205,36150.0,G12,G,-19129.3349,-72.516202,0.0000,0.0000,24.780,20000.0000,nan,1.0000,3,0,566
1206,36180.0,G12,G,-19181.9574,-72.708672,0.0000,0.0000,24.975,20000.0000,nan,nan,1,0,567
1207,36210.0,G05,G,-17586.0469,-65.022480,0.0000,0.0000,24.601,20000.0000,nan,1.0000,2,0,568
1207,36210.0,G12,G,-19233.0481,-72.646497,0.0000,0.0000,25.170,20000.0000,nan,nan,1,0,569
1208,36240.0,G05,G,-17636.8838,-64.595276,0.0000,0.0000,24.805,20000.0000,nan,nan,1,0,570
1209,36270.0,G05,G,-17697.1562,-64.539000,0.0000,0.0000,25.008,20000.0000,nan,nan,1,0,571
1209,36270.0,G12,G,-19337.6557,-72.279939,0.0000,0.0000,25.563,47.7721,31.8088,0.0000,2,0,572
1210,36300.0,G12,G,-19390.5003,-72.431684,0.0000,0.0000,25.759,20000.0000,nan,nan,1,0,573
1211,36330.0,G05,G,-17798.9030,-64.170736,0.0000,0.0000,25.418,20000.0000,nan,1.0000,2,0,574
1213,36390.0,G05,G,-17901.9883,-64.849121,0.0000,0.0000,25.828,44.7455,24.9749,0.0000,2,0,575
1213,36390.0,G12,G,-19534.6065,-72.190862,0.0000,0.0000,26.352,20000.0000,nan,1.0000,3,0,576
1214,36420.0,G12,G,-19584.9233,-72.130937,0.0000,0.0000,26.551,20000.0000,nan,nan,1,0,577
1216,36480.0,G12,G,-19688.1323,-72.122912,0.0000,0.0000,26.949,20000.0000,nan,1.0000,2,0,578
1217,36510.0,G12,G,-19741.8078,-72.308983,0.0000,0.0000,27.149,20000.0000,nan,nan,1,0,579
1218,36540.0,G12,G,-19792.4703,-72.666923,0.0000,0.0000,27.349,20000.0000,nan,nan,1,0,580
1219,36570.0,G05,G,-18175.4276,-64.002950,0.0000,0.0000,27.072,20000.0000,nan,1.0000,6,1,581
1219,36570.0,G12,G,-19843.6720,-73.040146,0.0000,0.0000,27.549,20000.0000,nan,nan,1,0,582
1222,36660.0,G12,G,-19990.5501,-71.916915,0.0000,0.0000,28.154,20000.0000,nan,1.0000,3,0,583
1223,36690.0,G12,G,-20040.7845,-72.486522,0.0000,0.0000,28.356,20000.0000,nan,nan,1,0,584
1223,36690.0,G14,G,8194.3944,-2.484796,0.0000,0.0000,22.533,43.8671,26.6259,0.9000,953,1,585
1229,36870.0,G14,G,8462.1345,-4.961054,0.0000,0.0000,21.562,19999.4673,nan,1.0000,6,1,586
1236,37080.0,G14,G,36944.0862,144.450481,0.0000,0.0000,20.415,44.7103,19.2180,0.5000,7,0,587
1238,37140.0,G12,G,-20721.8392,-72.049968,0.0000,0.0000,31.439,44.3501,35.7817,0.8000,15,1,588
1239,37170.0,G14,G,37073.7111,145.332146,0.0000,0.0000,19.919,20000.0000,nan,1.0000,3,0,589
1241,37230.0,G06,G,-17421.4967,-75.738327,0.0000,0.0000,33.992,46.5183,30.7184,1.0000,507,1,590
1241,37230.0,G12,G,-20869.6054,-72.347004,0.0000,0.0000,32.067,19998.9548,nan,1.0000,3,0,591
1243,37290.0,G06,G,-17324.5738,-74.899003,0.0000,0.0000,33.587,20000.0000,nan,1.0000,2,0,592
1243,37290.0,G12,G,-20968.8182,-72.930633,0.0000,0.0000,32.487,20000.0000,nan,1.0000,2,0,593
1245,37350.0,G12,G,-21070.7395,-72.165530,0.0000,0.0000,32.909,20000.0000,nan,1.0000,2,0,594
1246,37380.0,G12,G,-21125.5409,-72.250170,0.0000,0.0000,33.121,20000.0000,nan,nan,1,0,595
1246,37380.0,G14,G,37390.7911,146.977444,0.0000,0.0000,18.752,44.5075,39.8473,0.6667,7,1,596
1247,37410.0,G06,G,-17125.5933,-75.582548,0.0000,0.0000,32.782,19999.9660,nan,1.0000,4,1,597
1250,37500.0,G06,G,-16979.1845,-75.250176,0.0000,0.0000,32.184,20000.0000,nan,1.0000,3,0,598
1250,37500.0,G12,G,-21321.2579,-72.572885,0.0000,0.0000,33.971,20000.0000,nan,1.0000,4,1,599
1251,37530.0,G12,G,-21377.3406,-72.379460,0.0000,0.0000,34.185,20000.0000,nan,nan,1,0,600
1252,37560.0,G06,G,-16883.6063,-75.741362,0.0000,0.0000,31.787,636.1707,15.5564,0.0000,2,0,601
1253,37590.0,G12,G,-21471.3330,-72.431747,0.0000,0.0000,34.613,20000.0000,nan,1.0000,2,0,602
1254,37620.0,G06,G,-16782.1386,-74.993484,0.0000,0.0000,31.392,19999.9072,nan,1.0000,2,0,603
1256,37680.0,G06,G,-16681.0577,-74.729539,0.0000,0.0000,30.999,20000.0000,nan,1.0000,2,0,604
1257,37710.0,G06,G,-16630.6362,-74.379580,0.0000,0.0000,30.803,20000.0000,nan,nan,1,0,605
1258,37740.0,G06,G,-16576.8815,-75.250657,0.0000,0.0000,30.608,20000.0000,nan,nan,1,0,606
1260,37800.0,G06,G,-16481.0749,-75.895401,0.0000,0.0000,30.218,20000.0000,nan,1.0000,2,0,607
1261,37830.0,G06,G,-16426.6700,-75.740154,0.0000,0.0000,30.024,20000.0000,nan,nan,1,0,608
1262,37860.0,G06,G,-16366.2834,-75.435939,0.0000,0.0000,29.831,20000.0000,nan,nan,1,0,609
1263,37890.0,G06,G,-16313.1979,-75.273664,0.0000,0.0000,29.638,20000.0000,nan,nan,1,0,610
1264,37920.0,G06,G,-16261.6410,-75.089426,0.0000,0.0000,29.445,20000.0000,nan,nan,1,0,611
1265,37950.0,G06,G,-16209.4529,-75.290013,0.0000,0.0000,29.253,20000.0000,nan,nan,1,0,612
1266,37980.0,G06,G,-16156.3895,-75.498139,0.0000,0.0000,29.061,20000.0000,nan,nan,1,0,613
1268,38040.0,G06,G,-16053.4153,-75.656584,0.0000,0.0000,28.679,20000.0000,nan,1.0000,2,0,614
1269,38070.0,G06,G,-15996.7997,-75.327717,0.0000,0.0000,28.489,20000.0000,nan,nan,1,0,615
1270,38100.0,G06,G,-15941.5892,-75.708019,0.0000,0.0000,28.299,20000.0000,nan,nan,1,0,616
1272,38160.0,G06,G,-15841.7263,-75.222853,0.0000,0.0000,27.921,43.7555,25.2500,0.0000,2,0,617
1273,38190.0,G06,G,-15790.1123,-75.788298,0.0000,0.0000,27.732,20000.0000,nan,nan,1,0,618
1274,38220.0,G06,G,-15733.4555,-75.615621,0.0000,0.0000,27.544,20000.0000,nan,nan,1,0,619
1275,38250.0,G06,G,-15680.1986,-75.502397,0.0000,0.0000,27.357,20000.0000,nan,nan,1,0,620
1277,38310.0,G06,G,-15579.0893,-75.229294,0.0000,0.0000,26.983,20000.0000,nan,1.0000,2,0,621
1278,38340.0,G06,G,-15520.5803,-75.281422,0.0000,0.0000,26.797,20000.0000,nan,nan,1,0,622
1279,38370.0,G06,G,-15459.4326,-75.173419,0.0000,0.0000,26.611,20000.0000,nan,nan,1,0,623
1280,38400.0,G06,G,-15404.9832,-75.709003,0.0000,0.0000,26.426,20000.0000,nan,nan,1,0,624
1281,38430.0,G06,G,-15354.1114,-75.693521,0.0000,0.0000,26.241,20000.0000,nan,nan,1,0,625
1282,38460.0,G06,G,-15298.4220,-76.098247,0.0000,0.0000,26.057,20000.0000,nan,nan,1,0,626
1283,38490.0,G06,G,-15239.9067,-75.612285,0.0000,0.0000,25.873,20000.0000,nan,nan,1,0,627
1285,38550.0,G06,G,-15135.3149,-74.649018,0.0000,0.0000,25.507,20000.0000,nan,1.0000,2,0,628
1286,38580.0,G06,G,-15080.6943,-75.380136,0.0000,0.0000,25.325,20000.0000,nan,nan,1,0,629
1287,38610.0,G06,G,-15027.1869,-76.024423,0.0000,0.0000,25.143,20000.0000,nan,nan,1,0,630
1288,38640.0,G06,G,-14973.5653,-75.804622,0.0000,0.0000,24.961,20000.0000,nan,nan,1,0,631
1290,38700.0,G06,G,-14873.3757,-76.073091,0.0000,0.0000,24.600,20000.0000,nan,1.0000,2,0,632
1291,38730.0,G06,G,-14812.8369,-75.851501,0.0000,0.0000,24.420,20000.0000,nan,nan,1,0,633
1292,38760.0,G06,G,-14761.4386,-75.162386,0.0000,0.0000,24.240,20000.0000,nan,nan,1,0,634
1293,38790.0,G06,G,-14708.7590,-75.377169,0.0000,0.0000,24.061,20000.0000,nan,nan,1,0,635
1295,38850.0,G06,G,-14603.5678,-74.877873,0.0000,0.0000,23.704,20000.0000,nan,1.0000,2,0,636
1297,38910.0,G06,G,-14499.0141,-75.342005,0.0000,0.0000,23.349,19996.2925,nan,1.0000,2,0,637
1298,38940.0,G06,G,-14444.5869,-75.279720,0.0000,0.0000,23.172,20000.0000,nan,nan,1,0,638
1299,38970.0,G06,G,-14382.8081,-75.077758,0.0000,0.0000,22.996,20000.0000,nan,nan,1,0,639
1300,39000.0,G06,G,-14326.5287,-74.821617,0.0000,0.0000,22.820,20000.0000,nan,nan,1,0,640
1301,39030.0,G06,G,-14273.4622,-75.076262,0.0000,0.0000,22.645,20000.0000,nan,nan,1,0,641
1302,39060.0,G06,G,-14212.1305,-75.322097,0.0000,0.0000,22.470,20000.0000,nan,nan,1,0,642
1304,39120.0,G06,G,-14107.3485,-76.076742,0.0000,0.0000,22.121,19997.1340,nan,1.0000,2,0,643
1305,39150.0,G06,G,-14046.2832,-75.671333,0.0000,0.0000,21.948,20000.0000,nan,nan,1,0,644
1306,39180.0,G06,G,-13987.8060,-75.491447,0.0000,0.0000,21.775,20000.0000,nan,nan,1,0,645
1307,39210.0,G06,G,-13931.7138,-75.194363,0.0000,0.0000,21.602,20000.0000,nan,nan,1,0,646
1308,39240.0,G06,G,-13870.8103,-75.294227,0.0000,0.0000,21.430,20000.0000,nan,nan,1,0,647
1310,39300.0,G06,G,-13769.3140,-75.219950,0.0000,0.0000,21.087,46.1529,26.7456,0.0000,2,0,648
1311,39330.0,G06,G,-13718.1377,-75.178963,0.0000,0.0000,20.916,20000.0000,nan,nan,1,0,649
1312,39360.0,G06,G,-13658.1508,-75.562565,0.0000,0.0000,20.746,20000.0000,nan,nan,1,0,650
1314,39420.0,G06,G,-13554.9926,-75.199903,0.0000,0.0000,20.406,20000.0000,nan,1.0000,2,0,651
1315,39450.0,G06,G,-13496.4899,-74.858756,0.0000,0.0000,20.238,20000.0000,nan,nan,1,0,652
1316,39480.0,G06,G,-13436.2905,-74.885064,0.0000,0.0000,20.069,20000.0000,nan,nan,1,0,653
1316,39480.0,G22,G,2204.9423,-15.008406,0.0000,0.0000,24.215,45.1498,29.8891,0.9000,949,1,654
1317,39510.0,G06,G,-13373.5380,-74.880888,0.0000,0.0000,19.901,20000.0000,nan,nan,1,0,655
1318,39540.0,G06,G,-13319.9862,-75.351137,0.0000,0.0000,19.734,20000.0000,nan,nan,1,0,656
1319,39570.0,G06,G,-13259.7139,-76.705477,0.0000,0.0000,19.567,20000.0000,nan,nan,1,0,657
1319,39570.0,G22,G,2350.0476,-15.746382,0.0000,0.0000,23.684,19999.5855,nan,1.0000,3,0,658
1320,39600.0,G06,G,-13195.7498,-75.718770,0.0000,0.0000,19.400,20000.0000,nan,nan,1,0,659
1321,39630.0,G06,G,-13141.7064,-75.317705,0.0000,0.0000,19.234,20000.0000,nan,nan,1,0,660
1322,39660.0,G06,G,-13079.4582,-76.799441,0.0000,0.0000,19.068,20000.0000,nan,nan,1,0,661
1323,39690.0,G06,G,-13025.2467,-75.999348,0.0000,0.0000,18.903,20000.0000,nan,nan,1,0,662
1324,39720.0,G22,G,2576.4304,-15.651553,0.0000,0.0000,22.794,45.6931,25.2816,0.5000,5,0,663
1325,39750.0,G06,G,-12923.6743,-75.524631,0.0000,0.0000,18.574,20000.0000,nan,1.0000,2,0,664
1325,39750.0,G22,G,2637.3403,-14.728241,0.0000,0.0000,22.615,20000.0000,nan,nan,1,0,665
1326,39780.0,G06,G,-12860.0781,-74.770131,0.0000,0.0000,18.410,20000.0000,nan,nan,1,0,666
1326,39780.0,G22,G,2690.4100,-15.023637,0.0000,0.0000,22.436,20000.0000,nan,nan,1,0,667
1327,39810.0,G06,G,-12799.5806,-74.689723,0.0000,0.0000,18.247,20000.0000,nan,nan,1,0,668
1327,39810.0,G22,G,2743.4512,-15.533394,0.0000,0.0000,22.256,20000.0000,nan,nan,1,0,669
1328,39840.0,G06,G,-12739.3368,-76.078876,0.0000,0.0000,18.084,20000.0000,nan,nan,1,0,670
1329,39870.0,G06,G,-12672.7308,-76.496036,0.0000,0.0000,17.921,20000.0000,nan,nan,1,0,671
1330,39900.0,G06,G,-12621.8368,-76.250014,0.0000,0.0000,17.759,20000.0000,nan,nan,1,0,672
1330,39900.0,G22,G,2888.5692,-15.483804,0.0000,0.0000,21.717,20000.0000,nan,1.0000,3,0,673
1331,39930.0,G06,G,-12567.6094,-76.196996,0.0000,0.0000,17.598,20000.0000,nan,nan,1,0,674
1332,39960.0,G06,G,-12507.5781,-74.959738,0.0000,0.0000,17.437,20000.0000,nan,nan,1,0,675
1332,39960.0,G22,G,2982.9041,-16.294273,0.0000,0.0000,21.356,19999.9686,nan,1.0000,2,0,676
1333,39990.0,G06,G,-12441.5906,-75.654302,0.0000,0.0000,17.276,20000.0000,nan,nan,1,0,677
1333,39990.0,G22,G,3037.4264,-15.967628,0.0000,0.0000,21.176,20000.0000,nan,nan,1,0,678
1334,40020.0,G06,G,-12373.4338,-76.186147,0.0000,0.0000,17.116,20000.0000,nan,nan,1,0,679
1334,40020.0,G22,G,3095.2979,-16.109448,0.0000,0.0000,20.995,20000.0000,nan,nan,1,0,680
1335,40050.0,G06,G,-12318.9527,-75.627928,0.0000,0.0000,16.956,20000.0000,nan,nan,1,0,681
1335,40050.0,G22,G,3148.6911,-15.596058,0.0000,0.0000,20.814,20000.0000,nan,nan,1,0,682
1336,40080.0,G06,G,-12241.6459,-75.040137,0.0000,0.0000,16.797,20000.0000,nan,nan,1,0,683
1336,40080.0,G22,G,3206.3691,-15.066081,0.0000,0.0000,20.632,20000.0000,nan,nan,1,0,684
1337,40110.0,G06,G,-12171.8462,-75.726123,0.0000,0.0000,16.638,20000.0000,nan,nan,1,0,685
1338,40140.0,G06,G,-12125.1988,-74.195502,0.0000,0.0000,16.480,20000.0000,nan,nan,1,0,686
1338,40140.0,G22,G,3311.9472,-15.460075,0.0000,0.0000,20.269,20000.0000,nan,1.0000,2,0,687
1339,40170.0,G06,G,-12061.8913,-74.163067,0.0000,0.0000,16.322,20000.0000,nan,nan,1,0,688
1339,40170.0,G22,G,3362.8032,-15.414488,0.0000,0.0000,20.087,20000.0000,nan,nan,1,0,689
1339,40170.0,G25,G,-21076.2453,-86.618097,0.0000,0.0000,15.066,20000.0000,nan,nan,20,0,690
1340,40200.0,G22,G,3418.1374,-15.569403,0.0000,0.0000,19.905,20000.0000,nan,nan,1,0,691
1340,40200.0,G25,G,-21139.3404,-86.624247,0.0000,0.0000,15.262,20000.0000,nan,nan,1,0,692
1341,40230.0,G22,G,3475.3714,-16.213698,0.0000,0.0000,19.723,20000.0000,nan,nan,1,0,693
1341,40230.0,G25,G,-21205.4262,-86.504223,0.0000,0.0000,15.459,20000.0000,nan,nan,1,0,694
1342,40260.0,G22,G,3540.3091,-16.042450,0.0000,0.0000,19.541,20000.0000,nan,nan,1,0,695
1342,40260.0,G25,G,-21267.2462,-86.751724,0.0000,0.0000,15.656,20000.0000,nan,nan,1,0,696
1343,40290.0,G25,G,-21340.1731,-86.403950,0.0000,0.0000,15.853,20000.0000,nan,nan,1,0,697
1344,40320.0,G22,G,3648.1485,-15.068691,0.0000,0.0000,19.175,19999.9777,nan,1.0000,2,0,698
1344,40320.0,G25,G,-21406.3700,-86.954680,0.0000,0.0000,16.050,20000.0000,nan,nan,1,0,699
1345,40350.0,G25,G,-21478.0219,-87.213294,0.0000,0.0000,16.247,20000.0000,nan,nan,1,0,700
1346,40380.0,G22,G,3756.5208,-14.138870,0.0000,0.0000,18.809,20000.0000,nan,1.0000,2,0,701
1346,40380.0,G25,G,-21535.0782,-86.855206,0.0000,0.0000,16.445,20000.0000,nan,nan,1,0,702
1347,40410.0,G25,G,-21602.5342,-86.621143,0.0000,0.0000,16.642,20000.0000,nan,nan,1,0,703
1348,40440.0,G25,G,-21670.1741,-86.545750,0.0000,0.0000,16.840,20000.0000,nan,nan,1,0,704
1349,40470.0,G22,G,3906.6657,-15.757733,0.0000,0.0000,18.259,19999.6372,nan,1.0000,3,0,705
1349,40470.0,G25,G,-21739.3617,-86.148687,0.0000,0.0000,17.037,20000.0000,nan,nan,1,0,706
1350,40500.0,G22,G,3986.6715,-15.290197,0.0000,0.0000,18.075,20000.0000,nan,nan,1,0,707
1350,40500.0,G25,G,-21803.4494,-86.689969,0.0000,0.0000,17.235,20000.0000,nan,nan,1,0,708
1351,40530.0,G25,G,-21865.9101,-87.144240,0.0000,0.0000,17.433,20000.0000,nan,nan,1,0,709
1352,40560.0,G25,G,-21921.2666,-86.787460,0.0000,0.0000,17.631,20000.0000,nan,nan,1,0,710
1353,40590.0,G25,G,-21985.5097,-86.243586,0.0000,0.0000,17.829,20000.0000,nan,nan,1,0,711
1354,40620.0,G25,G,-22041.9064,-86.165445,0.0000,0.0000,18.028,20000.0000,nan,nan,1,0,712
1355,40650.0,G25,G,-22098.1255,-86.534078,0.0000,0.0000,18.226,20000.0000,nan,nan,1,0,713
