epoch,sod,sat,const,GF_value_mm,MW_value_cyc,phase_jump_mm,code_jump_cyc,elevation_deg,pre_reset_sigma_mm,recent_phase_residual_rms_mm,recent_rejection_fraction,epochs_since_birth,was_recently_rejected,cumulative_reset_number
1540,46200.0,G15,G,-9961.6137,-19.301199,0.0000,0.0000,32.308,20000.0000,nan,1.0000,2,0,951
1540,46200.0,G29,G,-15168.9081,-47.583673,0.0000,0.0000,23.729,20000.0000,nan,nan,1,0,952
1541,46230.0,G29,G,-15222.8912,-47.454352,0.0000,0.0000,23.883,20000.0000,nan,nan,1,0,953
1542,46260.0,G13,G,-10401.0874,-34.981819,0.0000,0.0000,24.905,42.8527,19.9497,0.0000,2,0,954
1542,46260.0,G15,G,-10060.2302,-19.545872,0.0000,0.0000,32.664,42.5236,25.5695,0.0000,2,0,955
1542,46260.0,G29,G,-15278.4697,-47.850340,0.0000,0.0000,24.036,20000.0000,nan,nan,1,0,956
1543,46290.0,G13,G,-10451.4233,-33.777684,0.0000,0.0000,25.009,20000.0000,nan,nan,1,0,957
1543,46290.0,G29,G,-15330.4642,-48.559425,0.0000,0.0000,24.190,20000.0000,nan,nan,1,0,958
1544,46320.0,G15,G,-10156.4649,-19.232466,0.0000,0.0000,33.021,20000.0000,nan,1.0000,2,0,959
1544,46320.0,G29,G,-15386.0807,-49.005437,0.0000,0.0000,24.345,20000.0000,nan,nan,1,0,960
1545,46350.0,G13,G,-10544.0075,-33.603380,0.0000,0.0000,25.217,20000.0000,nan,1.0000,2,0,961
1545,46350.0,G29,G,-15440.8409,-49.175844,0.0000,0.0000,24.500,20000.0000,nan,nan,1,0,962
1546,46380.0,E03,E,-4456.2890,-13.434641,0.0000,0.0000,23.789,19992.3520,nan,1.0000,539,1,963
1546,46380.0,G13,G,-10597.4007,-33.669057,0.0000,0.0000,25.321,20000.0000,nan,nan,1,0,964
1546,46380.0,G29,G,-15500.1586,-48.847309,0.0000,0.0000,24.655,20000.0000,nan,nan,1,0,965
1547,46410.0,E03,E,-4520.9425,-13.289028,0.0000,0.0000,23.862,20000.0000,nan,nan,1,0,966
1548,46440.0,E03,E,-4577.1602,-13.454361,0.0000,0.0000,23.934,20000.0000,nan,nan,1,0,967
1548,46440.0,G29,G,-15600.9889,-48.466607,0.0000,0.0000,24.968,20000.0000,nan,1.0000,2,0,968
1549,46470.0,G29,G,-15658.2197,-48.359997,0.0000,0.0000,25.125,20000.0000,nan,nan,1,0,969
1550,46500.0,E03,E,-4691.6541,-14.058819,0.0000,0.0000,24.078,20000.0000,nan,1.0000,2,0,970
1551,46530.0,E03,E,-4749.9932,-13.347779,0.0000,0.0000,24.149,20000.0000,nan,nan,1,0,971
1551,46530.0,G29,G,-15757.6164,-49.504996,0.0000,0.0000,25.440,20000.0000,nan,1.0000,2,0,972
1552,46560.0,E03,E,-4813.8822,-13.922513,0.0000,0.0000,24.221,20000.0000,nan,nan,1,0,973
1552,46560.0,G13,G,-10884.5666,-34.581123,0.0000,0.0000,25.942,19999.9997,nan,1.0000,6,1,974
1552,46560.0,G29,G,-15810.8892,-49.264847,0.0000,0.0000,25.598,20000.0000,nan,nan,1,0,975
1553,46590.0,E03,E,-4874.4022,-13.518612,0.0000,0.0000,24.292,20000.0000,nan,nan,1,0,976
1553,46590.0,G13,G,-10939.4473,-34.423024,0.0000,0.0000,26.045,20000.0000,nan,nan,1,0,977
1554,46620.0,E03,E,-4926.3044,-13.990882,0.0000,0.0000,24.363,20000.0000,nan,nan,1,0,978
1554,46620.0,G29,G,-15917.0286,-49.301047,0.0000,0.0000,25.916,20000.0000,nan,1.0000,2,0,979
1555,46650.0,E03,E,-4982.9937,-13.186534,0.0000,0.0000,24.433,20000.0000,nan,nan,1,0,980
1555,46650.0,G29,G,-15970.8151,-49.689596,0.0000,0.0000,26.075,20000.0000,nan,nan,1,0,981
1556,46680.0,E03,E,-5040.1397,-12.818159,0.0000,0.0000,24.504,20000.0000,nan,nan,1,0,982
1556,46680.0,G13,G,-11075.7800,-32.803226,0.0000,0.0000,26.354,39.8392,38.9740,0.0000,3,0,983
1556,46680.0,G29,G,-16023.7073,-49.323481,0.0000,0.0000,26.235,20000.0000,nan,nan,1,0,984
1557,46710.0,E03,E,-5105.4816,-13.097330,0.0000,0.0000,24.574,20000.0000,nan,nan,1,0,985
1557,46710.0,G13,G,-11126.9753,-33.337990,0.0000,0.0000,26.456,20000.0000,nan,nan,1,0,986
1557,46710.0,G29,G,-16080.1515,-48.641219,0.0000,0.0000,26.396,20000.0000,nan,nan,1,0,987
1558,46740.0,E03,E,-5160.2829,-13.399879,0.0000,0.0000,24.643,20000.0000,nan,nan,1,0,988
1558,46740.0,G13,G,-11177.1431,-33.685000,0.0000,0.0000,26.559,20000.0000,nan,nan,1,0,989
1559,46770.0,E03,E,-5224.2480,-13.888546,0.0000,0.0000,24.713,20000.0000,nan,nan,1,0,990
1559,46770.0,G29,G,-16187.5755,-48.999805,0.0000,0.0000,26.719,686.1342,31.4303,0.0000,2,0,991
1560,46800.0,G29,G,-16238.8121,-48.746361,0.0000,0.0000,26.880,20000.0000,nan,nan,1,0,992
1561,46830.0,E03,E,-5336.2516,-13.453109,0.0000,0.0000,24.851,19999.9999,nan,1.0000,2,0,993
1561,46830.0,G29,G,-16294.2034,-48.654528,0.0000,0.0000,27.043,20000.0000,nan,nan,1,0,994
1562,46860.0,E03,E,-5393.5978,-14.342026,0.0000,0.0000,24.920,20000.0000,nan,nan,1,0,995
1562,46860.0,G23,G,-9204.0482,-36.431004,0.0000,0.0000,15.043,20000.0000,nan,nan,13,0,996
1562,46860.0,G29,G,-16347.7520,-48.116942,0.0000,0.0000,27.206,20000.0000,nan,nan,1,0,997
1563,46890.0,G13,G,-11414.7057,-35.239203,0.0000,0.0000,27.068,689.1304,9.4564,0.7500,5,1,998
1563,46890.0,G23,G,-9285.6811,-36.587874,0.0000,0.0000,15.224,20000.0000,nan,nan,1,0,999
1564,46920.0,E03,E,-5507.0823,-15.015124,0.0000,0.0000,25.056,46.4325,24.4021,0.0000,2,0,1000
1564,46920.0,G23,G,-9365.5822,-36.908916,0.0000,0.0000,15.405,20000.0000,nan,nan,1,0,1001
1564,46920.0,G29,G,-16450.0253,-48.799547,0.0000,0.0000,27.533,42.4976,34.5633,0.0000,2,0,1002
1565,46950.0,E03,E,-5573.0828,-14.001808,0.0000,0.0000,25.124,20000.0000,nan,nan,1,0,1003
1565,46950.0,G23,G,-9450.5483,-37.341380,0.0000,0.0000,15.587,20000.0000,nan,nan,1,0,1004
1566,46980.0,G13,G,-11566.4586,-34.047540,0.0000,0.0000,27.372,20000.0000,nan,1.0000,3,0,1005
1566,46980.0,G23,G,-9523.8970,-37.564836,0.0000,0.0000,15.768,20000.0000,nan,nan,1,0,1006
1567,47010.0,E03,E,-5687.7008,-13.489820,0.0000,0.0000,25.258,42.5589,39.3653,0.0000,2,0,1007
1567,47010.0,G23,G,-9604.9114,-37.420542,0.0000,0.0000,15.949,20000.0000,nan,nan,1,0,1008
1568,47040.0,E03,E,-5750.9793,-13.591345,0.0000,0.0000,25.325,20000.0000,nan,nan,1,0,1009
1568,47040.0,G13,G,-11667.6155,-33.870346,0.0000,0.0000,27.573,39.9650,7.2455,0.0000,2,0,1010
1568,47040.0,G23,G,-9680.8988,-36.557796,0.0000,0.0000,16.129,20000.0000,nan,nan,1,0,1011
1569,47070.0,E03,E,-5814.2097,-13.486776,0.0000,0.0000,25.392,20000.0000,nan,nan,1,0,1012
1569,47070.0,G23,G,-9759.5440,-37.331170,0.0000,0.0000,16.310,20000.0000,nan,nan,1,0,1013
1570,47100.0,E03,E,-5877.3194,-13.315542,0.0000,0.0000,25.458,20000.0000,nan,nan,1,0,1014
1570,47100.0,G23,G,-9837.5613,-36.858176,0.0000,0.0000,16.490,20000.0000,nan,nan,1,0,1015
1571,47130.0,E03,E,-5931.8112,-13.633103,0.0000,0.0000,25.524,20000.0000,nan,nan,1,0,1016
1571,47130.0,G13,G,-11815.6006,-34.394734,0.0000,0.0000,27.873,20000.0000,nan,1.0000,3,0,1017
1571,47130.0,G23,G,-9925.4896,-36.644653,0.0000,0.0000,16.671,20000.0000,nan,nan,1,0,1018
1572,47160.0,E03,E,-5988.1315,-13.061323,0.0000,0.0000,25.589,20000.0000,nan,nan,1,0,1019
1572,47160.0,G13,G,-11866.9576,-33.885589,0.0000,0.0000,27.973,20000.0000,nan,nan,1,0,1020
1572,47160.0,G23,G,-10008.8034,-37.601517,0.0000,0.0000,16.851,20000.0000,nan,nan,1,0,1021
1573,47190.0,E03,E,-6039.4430,-12.880232,0.0000,0.0000,25.654,20000.0000,nan,nan,1,0,1022
1573,47190.0,G13,G,-11918.3052,-34.724126,0.0000,0.0000,28.072,20000.0000,nan,nan,1,0,1023
1573,47190.0,G23,G,-10079.8559,-36.718400,0.0000,0.0000,17.031,20000.0000,nan,nan,1,0,1024
1574,47220.0,E03,E,-6098.3513,-14.099210,0.0000,0.0000,25.719,20000.0000,nan,nan,1,0,1025
1574,47220.0,G13,G,-11972.5484,-34.619271,0.0000,0.0000,28.171,20000.0000,nan,nan,1,0,1026
1574,47220.0,G23,G,-10152.7700,-36.655725,0.0000,0.0000,17.210,20000.0000,nan,nan,1,0,1027
1575,47250.0,E03,E,-6157.1487,-14.131463,0.0000,0.0000,25.784,20000.0000,nan,nan,1,0,1028
1575,47250.0,G13,G,-12023.8135,-34.522725,0.0000,0.0000,28.270,20000.0000,nan,nan,1,0,1029
1575,47250.0,G23,G,-10230.5240,-37.090635,0.0000,0.0000,17.390,20000.0000,nan,nan,1,0,1030
1576,47280.0,E03,E,-6223.4106,-13.392407,0.0000,0.0000,25.848,20000.0000,nan,nan,1,0,1031
1576,47280.0,G13,G,-12074.4095,-34.695708,0.0000,0.0000,28.368,20000.0000,nan,nan,1,0,1032
1576,47280.0,G23,G,-10310.7487,-36.277830,0.0000,0.0000,17.569,20000.0000,nan,nan,1,0,1033
1577,47310.0,E03,E,-6282.7309,-14.421024,0.0000,0.0000,25.912,20000.0000,nan,nan,1,0,1034
1577,47310.0,G11,G,-7466.2674,-30.915692,0.0000,0.0000,18.134,41.5498,30.0534,1.0000,651,1,1035
1577,47310.0,G23,G,-10392.6955,-37.029073,0.0000,0.0000,17.749,20000.0000,nan,nan,1,0,1036
1578,47340.0,E03,E,-6345.2962,-13.997468,0.0000,0.0000,25.975,20000.0000,nan,nan,1,0,1037
1578,47340.0,G23,G,-10462.7902,-37.206915,0.0000,0.0000,17.928,20000.0000,nan,nan,1,0,1038
1579,47370.0,E03,E,-6405.4422,-13.326125,0.0000,0.0000,26.038,20000.0000,nan,nan,1,0,1039
1579,47370.0,G23,G,-10543.0655,-36.506477,0.0000,0.0000,18.107,20000.0000,nan,nan,1,0,1040
1580,47400.0,E03,E,-6456.8745,-12.888671,0.0000,0.0000,26.101,20000.0000,nan,nan,1,0,1041
1580,47400.0,G23,G,-10616.2842,-36.513929,0.0000,0.0000,18.285,20000.0000,nan,nan,1,0,1042
1581,47430.0,E03,E,-6533.8954,-13.183088,0.0000,0.0000,26.163,20000.0000,nan,nan,1,0,1043
1581,47430.0,G13,G,-12314.3952,-34.954373,0.0000,0.0000,28.856,39.3180,23.9539,0.2500,5,0,1044
1581,47430.0,G23,G,-10683.5784,-37.522142,0.0000,0.0000,18.464,20000.0000,nan,nan,1,0,1045
1582,47460.0,G13,G,-12366.7450,-34.662080,0.0000,0.0000,28.953,20000.0000,nan,nan,1,0,1046
1582,47460.0,G23,G,-10747.8184,-37.189568,0.0000,0.0000,18.642,20000.0000,nan,nan,1,0,1047
1583,47490.0,E03,E,-6636.6838,-14.152501,0.0000,0.0000,26.286,20000.0000,nan,1.0000,2,0,1048
1583,47490.0,G13,G,-12419.4024,-34.152776,0.0000,0.0000,29.049,20000.0000,nan,nan,1,0,1049
1583,47490.0,G23,G,-10816.3241,-36.777047,0.0000,0.0000,18.820,20000.0000,nan,nan,1,0,1050
1584,47520.0,G23,G,-10884.4873,-36.638781,0.0000,0.0000,18.998,20000.0000,nan,nan,1,0,1051
1584,47520.0,G29,G,-17305.7189,-48.173031,0.0000,0.0000,30.906,41.8883,19.6640,0.8000,20,1,1052
1585,47550.0,E03,E,-6730.4225,-13.513743,0.0000,0.0000,26.408,20000.0000,nan,1.0000,2,0,1053
1585,47550.0,G23,G,-10951.9337,-36.282443,0.0000,0.0000,19.176,20000.0000,nan,nan,1,0,1054
1585,47550.0,G29,G,-17356.6542,-48.721727,0.0000,0.0000,31.080,20000.0000,nan,nan,1,0,1055
1586,47580.0,G13,G,-12568.3833,-34.663890,0.0000,0.0000,29.336,20000.0000,nan,1.0000,3,0,1056
1586,47580.0,G23,G,-11017.7024,-35.730201,0.0000,0.0000,19.353,20000.0000,nan,nan,1,0,1057
1586,47580.0,G29,G,-17414.1482,-48.959034,0.0000,0.0000,31.254,20000.0000,nan,nan,1,0,1058
1587,47610.0,E03,E,-6837.7977,-13.204222,0.0000,0.0000,26.529,20000.0000,nan,1.0000,2,0,1059
1587,47610.0,G23,G,-11080.2709,-36.330995,0.0000,0.0000,19.530,20000.0000,nan,nan,1,0,1060
1587,47610.0,G29,G,-17477.0720,-48.516077,0.0000,0.0000,31.428,20000.0000,nan,nan,1,0,1061
1588,47640.0,G23,G,-11146.8134,-36.647637,0.0000,0.0000,19.707,20000.0000,nan,nan,1,0,1062
1588,47640.0,G29,G,-17528.5909,-48.053936,0.0000,0.0000,31.603,20000.0000,nan,nan,1,0,1063
1589,47670.0,E03,E,-6934.8458,-14.689813,0.0000,0.0000,26.647,20000.0000,nan,1.0000,2,0,1064
1589,47670.0,G23,G,-11211.0058,-36.918107,0.0000,0.0000,19.884,20000.0000,nan,nan,1,0,1065
1589,47670.0,G29,G,-17581.3181,-48.423935,0.0000,0.0000,31.778,20000.0000,nan,nan,1,0,1066
1590,47700.0,G23,G,-11267.4723,-36.396096,0.0000,0.0000,20.060,20000.0000,nan,nan,1,0,1067
1590,47700.0,G29,G,-17635.5549,-48.258964,0.0000,0.0000,31.954,20000.0000,nan,nan,1,0,1068
1591,47730.0,G23,G,-11330.3517,-36.196382,0.0000,0.0000,20.237,20000.0000,nan,nan,1,0,1069
1591,47730.0,G29,G,-17689.8267,-47.801453,0.0000,0.0000,32.131,20000.0000,nan,nan,1,0,1070
1592,47760.0,G23,G,-11390.7192,-36.581185,0.0000,0.0000,20.413,20000.0000,nan,nan,1,0,1071
1592,47760.0,G29,G,-17747.6950,-48.069612,0.0000,0.0000,32.307,20000.0000,nan,nan,1,0,1072
1593,47790.0,G15,G,-12298.8735,-19.094228,0.0000,0.0000,42.131,39.0049,25.3759,1.0000,49,1,1073
1593,47790.0,G23,G,-11453.0816,-37.513632,0.0000,0.0000,20.589,20000.0000,nan,nan,1,0,1074
1593,47790.0,G29,G,-17803.7079,-47.965360,0.0000,0.0000,32.485,20000.0000,nan,nan,1,0,1075
1594,47820.0,G23,G,-11504.6575,-36.960940,0.0000,0.0000,20.764,20000.0000,nan,nan,1,0,1076
1594,47820.0,G29,G,-17859.7463,-48.676753,0.0000,0.0000,32.662,20000.0000,nan,nan,1,0,1077
1595,47850.0,E03,E,-7220.1771,-13.521693,0.0000,0.0000,26.993,19999.6757,nan,1.0000,6,1,1078
1595,47850.0,G23,G,-11566.4395,-36.445300,0.0000,0.0000,20.939,20000.0000,nan,nan,1,0,1079
1595,47850.0,G29,G,-17912.7811,-48.651241,0.0000,0.0000,32.841,20000.0000,nan,nan,1,0,1080
1596,47880.0,G23,G,-11625.7350,-36.258618,0.0000,0.0000,21.115,20000.0000,nan,nan,1,0,1081
1596,47880.0,G29,G,-17971.4899,-48.867034,0.0000,0.0000,33.019,20000.0000,nan,nan,1,0,1082
1597,47910.0,G23,G,-11676.4388,-35.904043,0.0000,0.0000,21.289,20000.0000,nan,nan,1,0,1083
1597,47910.0,G29,G,-18021.9938,-48.855149,0.0000,0.0000,33.198,20000.0000,nan,nan,1,0,1084
1598,47940.0,G23,G,-11729.5751,-35.960144,0.0000,0.0000,21.464,20000.0000,nan,nan,1,0,1085
1598,47940.0,G29,G,-18072.4089,-48.334629,0.0000,0.0000,33.378,20000.0000,nan,nan,1,0,1086
1599,47970.0,E03,E,-7406.0808,-13.666890,0.0000,0.0000,27.215,702.6676,29.7216,0.6667,4,1,1087
1599,47970.0,G23,G,-11781.0147,-36.021473,0.0000,0.0000,21.638,20000.0000,nan,nan,1,0,1088
1599,47970.0,G29,G,-18128.7454,-48.299594,0.0000,0.0000,33.558,20000.0000,nan,nan,1,0,1089
1600,48000.0,G11,G,-7621.7024,-31.051747,0.0000,0.0000,16.177,310.8389,38.2781,0.8000,23,1,1090
1600,48000.0,G23,G,-11838.6071,-36.100634,0.0000,0.0000,21.812,20000.0000,nan,nan,1,0,1091
1600,48000.0,G29,G,-18182.3860,-48.580219,0.0000,0.0000,33.738,20000.0000,nan,nan,1,0,1092
1602,48060.0,E03,E,-7538.5451,-13.566946,0.0000,0.0000,27.377,20000.0000,nan,1.0000,3,0,1093
1602,48060.0,G29,G,-18278.3004,-48.802529,0.0000,0.0000,34.101,696.3317,42.0143,0.0000,2,0,1094
1603,48090.0,G29,G,-18329.3371,-48.551730,0.0000,0.0000,34.283,20000.0000,nan,nan,1,0,1095
1604,48120.0,G29,G,-18379.5683,-48.480584,0.0000,0.0000,34.465,20000.0000,nan,nan,1,0,1096
1605,48150.0,G11,G,-7656.5072,-29.900377,0.0000,0.0000,15.773,696.4107,24.3157,0.7500,5,1,1097
1605,48150.0,G23,G,-12075.6559,-35.586193,0.0000,0.0000,22.678,696.3701,32.7058,0.7500,5,1,1098
1605,48150.0,G29,G,-18431.6231,-48.620694,0.0000,0.0000,34.648,20000.0000,nan,nan,1,0,1099
1606,48180.0,G18,G,-13696.3427,-57.080525,0.0000,0.0000,15.109,20000.0000,nan,1.0000,84,0,1100
1606,48180.0,G23,G,-12125.8902,-36.244557,0.0000,0.0000,22.850,20000.0000,nan,nan,1,0,1101
1606,48180.0,G29,G,-18485.8759,-48.451951,0.0000,0.0000,34.831,20000.0000,nan,nan,1,0,1102
1607,48210.0,G18,G,-13746.7578,-57.798174,0.0000,0.0000,15.157,20000.0000,nan,nan,1,0,1103
1607,48210.0,G29,G,-18543.4080,-48.208834,0.0000,0.0000,35.015,20000.0000,nan,nan,1,0,1104
1608,48240.0,G18,G,-13801.5910,-58.198163,0.0000,0.0000,15.206,20000.0000,nan,nan,1,0,1105
1608,48240.0,G29,G,-18597.7907,-48.585375,0.0000,0.0000,35.199,20000.0000,nan,nan,1,0,1106
1609,48270.0,G18,G,-13862.0029,-58.610855,0.0000,0.0000,15.255,20000.0000,nan,nan,1,0,1107
1609,48270.0,G29,G,-18654.3429,-48.762837,0.0000,0.0000,35.384,20000.0000,nan,nan,1,0,1108
1610,48300.0,G23,G,-12317.7602,-36.596715,0.0000,0.0000,23.537,20000.0000,nan,1.0000,4,1,1109
1611,48330.0,G23,G,-12369.0634,-36.153919,0.0000,0.0000,23.707,20000.0000,nan,nan,1,0,1110
1611,48330.0,G29,G,-18758.3161,-48.825831,0.0000,0.0000,35.755,20000.0000,nan,1.0000,2,0,1111
1612,48360.0,G18,G,-14010.3907,-58.760776,0.0000,0.0000,15.400,20000.0000,nan,1.0000,3,0,1112
1612,48360.0,G29,G,-18812.4674,-48.455445,0.0000,0.0000,35.941,20000.0000,nan,nan,1,0,1113
1613,48390.0,G18,G,-14067.4946,-60.005708,0.0000,0.0000,15.449,20000.0000,nan,nan,1,0,1114
1613,48390.0,G29,G,-18865.5339,-48.078517,0.0000,0.0000,36.127,20000.0000,nan,nan,1,0,1115
1614,48420.0,G18,G,-14127.1993,-59.143653,0.0000,0.0000,15.497,20000.0000,nan,nan,1,0,1116
1614,48420.0,G23,G,-12514.2416,-36.912732,0.0000,0.0000,24.218,20000.0000,nan,1.0000,3,0,1117
1614,48420.0,G29,G,-18924.7629,-48.023505,0.0000,0.0000,36.314,20000.0000,nan,nan,1,0,1118
1615,48450.0,G18,G,-14182.4764,-58.394975,0.0000,0.0000,15.545,20000.0000,nan,nan,1,0,1119
1615,48450.0,G23,G,-12568.7797,-36.624043,0.0000,0.0000,24.387,20000.0000,nan,nan,1,0,1120
1616,48480.0,G23,G,-12622.9754,-36.422992,0.0000,0.0000,24.556,20000.0000,nan,nan,1,0,1121
1616,48480.0,G29,G,-19023.6204,-48.203736,0.0000,0.0000,36.690,233.0020,6.2349,0.0000,2,0,1122
1617,48510.0,G18,G,-14280.6299,-58.559478,0.0000,0.0000,15.642,20000.0000,nan,1.0000,2,0,1123
1617,48510.0,G23,G,-12674.3166,-36.108211,0.0000,0.0000,24.725,20000.0000,nan,nan,1,0,1124
1618,48540.0,G18,G,-14331.8570,-58.406160,0.0000,0.0000,15.690,20000.0000,nan,nan,1,0,1125
1618,48540.0,G23,G,-12725.9687,-36.669866,0.0000,0.0000,24.894,20000.0000,nan,nan,1,0,1126
1618,48540.0,G29,G,-19130.5623,-49.151541,0.0000,0.0000,37.067,20000.0000,nan,1.0000,2,0,1127
1619,48570.0,G18,G,-14389.7506,-58.967498,0.0000,0.0000,15.739,20000.0000,nan,nan,1,0,1128
1619,48570.0,G23,G,-12777.3194,-36.921038,0.0000,0.0000,25.062,20000.0000,nan,nan,1,0,1129
1620,48600.0,G18,G,-14448.3738,-57.918299,0.0000,0.0000,15.787,20000.0000,nan,nan,1,0,1130
1620,48600.0,G23,G,-12830.4462,-36.619191,0.0000,0.0000,25.229,20000.0000,nan,nan,1,0,1131
1620,48600.0,G29,G,-19230.6028,-48.832036,0.0000,0.0000,37.446,20000.0000,nan,1.0000,2,0,1132
1621,48630.0,G18,G,-14510.0036,-58.531006,0.0000,0.0000,15.835,20000.0000,nan,nan,1,0,1133
1621,48630.0,G23,G,-12887.9752,-36.381977,0.0000,0.0000,25.397,20000.0000,nan,nan,1,0,1134
1622,48660.0,G18,G,-14571.2559,-58.500435,0.0000,0.0000,15.883,20000.0000,nan,nan,1,0,1135
1622,48660.0,G23,G,-12941.1845,-37.390381,0.0000,0.0000,25.564,20000.0000,nan,nan,1,0,1136
1623,48690.0,G18,G,-14627.3513,-58.368912,0.0000,0.0000,15.932,20000.0000,nan,nan,1,0,1137
1623,48690.0,G23,G,-12997.8095,-36.632704,0.0000,0.0000,25.731,20000.0000,nan,nan,1,0,1138
1624,48720.0,G18,G,-14677.4176,-58.033788,0.0000,0.0000,15.980,20000.0000,nan,nan,1,0,1139
1624,48720.0,G23,G,-13052.7092,-36.584350,0.0000,0.0000,25.897,20000.0000,nan,nan,1,0,1140
1625,48750.0,G18,G,-14731.3246,-57.168010,0.0000,0.0000,16.028,20000.0000,nan,nan,1,0,1141
1625,48750.0,G23,G,-13109.1028,-37.220620,0.0000,0.0000,26.063,20000.0000,nan,nan,1,0,1142
1626,48780.0,G18,G,-14794.6639,-57.161645,0.0000,0.0000,16.076,20000.0000,nan,nan,1,0,1143
1626,48780.0,G23,G,-13164.3958,-37.074173,0.0000,0.0000,26.228,20000.0000,nan,nan,1,0,1144
1627,48810.0,G18,G,-14847.2483,-58.056291,0.0000,0.0000,16.125,20000.0000,nan,nan,1,0,1145
1627,48810.0,G23,G,-13216.8788,-37.200689,0.0000,0.0000,26.393,20000.0000,nan,nan,1,0,1146
1628,48840.0,G23,G,-13277.0782,-37.164856,0.0000,0.0000,26.558,20000.0000,nan,nan,1,0,1147
1629,48870.0,G23,G,-13335.6886,-36.609134,0.0000,0.0000,26.723,20000.0000,nan,nan,1,0,1148
1630,48900.0,G18,G,-15005.7852,-57.743606,0.0000,0.0000,16.269,499.5125,5.4005,0.0000,3,0,1149
1630,48900.0,G23,G,-13391.7967,-36.037950,0.0000,0.0000,26.887,20000.0000,nan,nan,1,0,1150
1631,48930.0,G18,G,-15060.3931,-57.442793,0.0000,0.0000,16.317,20000.0000,nan,nan,1,0,1151
1631,48930.0,G23,G,-13446.2588,-35.824681,0.0000,0.0000,27.050,20000.0000,nan,nan,1,0,1152
1632,48960.0,G18,G,-15125.8732,-57.777250,0.0000,0.0000,16.366,20000.0000,nan,nan,1,0,1153
1632,48960.0,G23,G,-13504.3776,-36.318670,0.0000,0.0000,27.213,20000.0000,nan,nan,1,0,1154
1633,48990.0,G18,G,-15184.2806,-57.164129,0.0000,0.0000,16.414,20000.0000,nan,nan,1,0,1155
1633,48990.0,G23,G,-13560.2732,-37.309244,0.0000,0.0000,27.376,20000.0000,nan,nan,1,0,1156
1634,49020.0,G18,G,-15247.3662,-57.608807,0.0000,0.0000,16.462,20000.0000,nan,nan,1,0,1157
1634,49020.0,G23,G,-13614.8304,-37.419187,0.0000,0.0000,27.538,20000.0000,nan,nan,1,0,1158
1635,49050.0,G18,G,-15299.9062,-57.404088,0.0000,0.0000,16.511,20000.0000,nan,nan,1,0,1159
1635,49050.0,G23,G,-13671.3857,-37.086260,0.0000,0.0000,27.700,20000.0000,nan,nan,1,0,1160
1636,49080.0,G18,G,-15364.1970,-57.948428,0.0000,0.0000,16.559,20000.0000,nan,nan,1,0,1161
1636,49080.0,G23,G,-13725.2166,-37.170133,0.0000,0.0000,27.862,20000.0000,nan,nan,1,0,1162
1637,49110.0,G18,G,-15418.8461,-57.863918,0.0000,0.0000,16.607,20000.0000,nan,nan,1,0,1163
1637,49110.0,G23,G,-13775.8664,-37.122585,0.0000,0.0000,28.023,20000.0000,nan,nan,1,0,1164
1638,49140.0,G18,G,-15488.8774,-58.255772,0.0000,0.0000,16.656,20000.0000,nan,nan,1,0,1165
1639,49170.0,G18,G,-15544.8015,-57.282653,0.0000,0.0000,16.704,20000.0000,nan,nan,1,0,1166
1640,49200.0,G18,G,-15600.9604,-56.977956,0.0000,0.0000,16.753,20000.0000,nan,nan,1,0,1167
1640,49200.0,G23,G,-13925.6339,-37.292554,0.0000,0.0000,28.503,170.6811,36.5726,0.5000,3,0,1168
1641,49230.0,G18,G,-15658.1753,-57.883081,0.0000,0.0000,16.801,20000.0000,nan,nan,1,0,1169
1642,49260.0,G18,G,-15718.9012,-57.866234,0.0000,0.0000,16.850,20000.0000,nan,nan,1,0,1170
1643,49290.0,G18,G,-15791.9835,-58.768878,0.0000,0.0000,16.898,20000.0000,nan,nan,1,0,1171
1644,49320.0,G18,G,-15863.4641,-57.987641,0.0000,0.0000,16.947,20000.0000,nan,nan,1,0,1172
1645,49350.0,G18,G,-15918.7857,-57.764748,0.0000,0.0000,16.996,20000.0000,nan,nan,1,0,1173
1646,49380.0,G18,G,-15977.9511,-57.845881,0.0000,0.0000,17.044,20000.0000,nan,nan,1,0,1174
1647,49410.0,G18,G,-16042.5654,-58.154451,0.0000,0.0000,17.093,20000.0000,nan,nan,1,0,1175
1648,49440.0,G18,G,-16106.9607,-58.388281,0.0000,0.0000,17.142,20000.0000,nan,nan,1,0,1176
1649,49470.0,G18,G,-16170.3983,-58.466903,0.0000,0.0000,17.191,20000.0000,nan,nan,1,0,1177
1650,49500.0,G18,G,-16232.9986,-58.123977,0.0000,0.0000,17.240,20000.0000,nan,nan,1,0,1178
1651,49530.0,G18,G,-16295.9128,-57.078018,0.0000,0.0000,17.289,20000.0000,nan,nan,1,0,1179
1652,49560.0,G18,G,-16357.0510,-58.134968,0.0000,0.0000,17.338,20000.0000,nan,nan,1,0,1180
1653,49590.0,G18,G,-16415.9438,-58.590103,0.0000,0.0000,17.387,20000.0000,nan,nan,1,0,1181
1654,49620.0,G18,G,-16469.5051,-58.094354,0.0000,0.0000,17.436,20000.0000,nan,nan,1,0,1182
1655,49650.0,G18,G,-16529.9994,-57.642646,0.0000,0.0000,17.486,20000.0000,nan,nan,1,0,1183
1656,49680.0,G18,G,-16596.8750,-57.234227,0.0000,0.0000,17.535,20000.0000,nan,nan,1,0,1184
