SOD,sat,arc_age,slip_detected,dGF_m,dMW_cyc,WL_before,WL_after,WL_jump,NL_fixed_before,NL_fixed_after,N1_before,N1_after,N2_before,N2_after,iono_before,iono_after,phase_rms_L1_mm,phase_rms_L2_mm,fallback_used,primary_signal_pair,osb_signal_pair,missing_prev_epoch,epochs_since_last_obs,mw_buffer_std,gf_consistency_triggered,iono_health_gate_triggered,reset_path,event_type
11490.0,G22,15,0,,,,,,0,0,77.1273,77.1273,91.3098,91.3098,7.1531,7.1531,,,1,C1C/L1C,C1C/L1C,1,60.0000,0.6171,0,0,FRESH_ENTRY,REENTRY
11850.0,G27,1,0,,,,,,0,0,30.8375,30.8375,12.4601,12.4601,9.2135,9.2135,,,1,C1C/L1C,C1C/L1C,1,420.0000,,0,0,FRESH_ENTRY,REENTRY
12060.0,G27,3,0,,,,,,0,0,115.9193,115.9193,155.2736,155.2736,10.2582,10.2582,,,1,C1C/L1C,C1C/L1C,1,150.0000,0.3566,0,0,FRESH_ENTRY,REENTRY
12360.0,G09,353,0,,,-8,-8,0,1,0,3.3839,3.3831,11.1216,11.1208,2.5343,2.5398,90.4663,161.1175,0,C1C/L1C,C1C/L1C,0,,0.3919,0,0,NONE,NL_RELEASE
12690.0,G27,10,0,,,,,,0,0,128.3545,128.3545,162.4726,162.4726,11.3875,11.3875,,,1,C1C/L1C,C1C/L1C,1,360.0000,0.9946,0,0,FRESH_ENTRY,REENTRY
12750.0,G30,87,1,-0.0041,-1.5958,,,,0,0,39.8409,39.8409,82.7692,82.7692,6.2623,6.2623,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.5603,0,0,MW_GF_SLIP,SLIP
12810.0,G02,6,0,,,,,,0,0,-10.1257,-10.1257,-14.8822,-14.8822,-0.0883,-0.0883,,,1,C1C/L1C,C1C/L1C,1,10500.0000,0.4228,0,0,FRESH_ENTRY,REENTRY
12810.0,G27,4,1,0.0662,1.4474,,,,0,0,158.0809,158.0809,190.0430,190.0430,13.6435,13.6435,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.4423,0,0,MW_GF_SLIP,SLIP
13110.0,G02,5,0,,,,,,0,0,145.7367,145.7367,176.0158,176.0158,14.9695,14.9695,,,1,C1C/L1C,C1C/L1C,1,180.0000,0.2469,0,0,FRESH_ENTRY,REENTRY
13470.0,E09,450,0,,,-9,-9,0,0,0,95.2028,95.0700,112.9703,112.8440,11.5481,11.5704,1112.9015,1647.7741,0,C1C/L1C,C1C/L1C,0,,0.1611,0,0,NONE,L2_RMS_SPIKE
13470.0,E16,450,0,,,22,22,0,0,0,24.4421,24.3909,11.4436,11.3905,9.7508,9.7867,664.4447,1073.6553,0,C1C/L1C,C1C/L1C,0,,0.1461,0,0,NONE,L2_RMS_SPIKE
13500.0,E09,451,0,,,-9,-9,0,0,0,95.0700,94.9480,112.8440,112.7281,11.5704,11.6369,1084.3743,1628.4875,0,C1C/L1C,C1C/L1C,0,,0.1609,0,0,NONE,L2_RMS_SPIKE
13500.0,E16,451,0,,,22,22,0,0,0,24.3909,24.3426,11.3905,11.3405,9.7867,9.8327,662.1694,1082.5787,0,C1C/L1C,C1C/L1C,0,,0.1459,0,0,NONE,L2_RMS_SPIKE
13530.0,E09,452,0,,,-9,-9,0,0,0,94.9480,94.8978,112.7281,112.6804,11.6369,11.6962,991.1129,1543.0652,0,C1C/L1C,C1C/L1C,0,,0.1632,0,0,NONE,L2_RMS_SPIKE
13560.0,E09,453,0,,,-9,-9,0,0,0,94.8978,94.8362,112.6804,112.6224,11.6962,11.7625,949.9557,1491.7621,0,C1C/L1C,C1C/L1C,0,,0.1646,0,0,NONE,L2_RMS_SPIKE
13590.0,E09,454,0,,,-9,-9,0,0,0,94.8362,94.7590,112.6224,112.5489,11.7625,11.8206,907.4457,1429.1660,0,C1C/L1C,C1C/L1C,0,,0.1646,0,0,NONE,L2_RMS_SPIKE
13620.0,E09,455,0,,,-9,-9,0,0,0,94.7590,94.7039,112.5489,112.4963,11.8206,11.8546,922.1652,1456.7431,0,C1C/L1C,C1C/L1C,0,,0.1646,0,0,NONE,L2_RMS_SPIKE
13620.0,E16,455,0,,,22,22,0,0,0,24.2658,24.2442,11.2616,11.2389,9.9977,10.0468,566.0892,1001.1389,0,C1C/L1C,C1C/L1C,0,,0.1456,0,0,NONE,L2_RMS_SPIKE
13650.0,E09,456,0,,,-9,-9,0,0,0,94.7039,94.6694,112.4963,112.4631,11.8546,11.9266,988.5592,1520.4561,0,C1C/L1C,C1C/L1C,0,,0.1646,0,0,NONE,L2_RMS_SPIKE
13650.0,E16,456,0,,,22,22,0,0,0,24.2442,24.2302,11.2389,11.2242,10.0468,10.0664,672.0239,1133.0314,0,C1C/L1C,C1C/L1C,0,,0.1470,0,0,NONE,L2_RMS_SPIKE
13680.0,E09,457,0,,,-9,-9,0,0,0,94.6694,94.6112,112.4631,112.4078,11.9266,11.9936,930.3714,1449.5509,0,C1C/L1C,C1C/L1C,0,,0.1644,0,0,NONE,L2_RMS_SPIKE
13680.0,E16,457,0,,,22,22,0,0,0,24.2302,24.2065,11.2242,11.2000,10.0664,10.0883,663.5594,1154.0918,0,C1C/L1C,C1C/L1C,0,,0.1485,0,0,NONE,L2_RMS_SPIKE
13710.0,E09,458,0,,,-9,-9,0,0,0,94.6112,94.5777,112.4078,112.3764,11.9936,12.0572,855.6837,1365.0897,0,C1C/L1C,C1C/L1C,0,,0.1643,0,0,NONE,L2_RMS_SPIKE
13710.0,E16,458,0,,,22,22,0,0,0,24.2065,24.1910,11.2000,11.1849,10.0883,10.1136,632.6567,1147.6395,0,C1C/L1C,C1C/L1C,0,,0.1490,0,0,NONE,L2_RMS_SPIKE
13740.0,G01,2,0,,,,,,0,0,-6.8955,-6.8955,-15.7646,-15.7646,-0.1287,-0.1287,,,1,C1C/L1C,C1C/L1C,1,10380.0000,,0,0,FRESH_ENTRY,REENTRY
13740.0,E09,459,0,,,-9,-9,0,0,0,94.5777,94.5390,112.3764,112.3402,12.0572,12.0911,918.6884,1433.3843,0,C1C/L1C,C1C/L1C,0,,0.1648,0,0,NONE,L2_RMS_SPIKE
13740.0,E16,459,0,,,22,22,0,0,0,24.1910,24.1749,11.1849,11.1693,10.1136,10.1920,706.2680,1234.5131,0,C1C/L1C,C1C/L1C,0,,0.1490,0,0,NONE,L2_RMS_SPIKE
13770.0,E09,460,0,,,-9,-9,0,0,0,94.5390,94.4777,112.3402,112.2821,12.0911,12.1311,944.2129,1471.7069,0,C1C/L1C,C1C/L1C,0,,0.1659,0,0,NONE,L2_RMS_SPIKE
13770.0,E16,460,0,,,22,22,0,0,0,24.1749,24.1520,11.1693,11.1457,10.1920,10.2765,698.4727,1216.4966,0,C1C/L1C,C1C/L1C,0,,0.1490,0,0,NONE,L2_RMS_SPIKE
13800.0,E09,461,0,,,-9,-9,0,0,0,94.4777,94.4354,112.2821,112.2412,12.1311,12.1932,879.1045,1404.5715,0,C1C/L1C,C1C/L1C,0,,0.1658,0,0,NONE,L2_RMS_SPIKE
13800.0,E16,461,0,,,22,22,0,0,0,24.1520,24.1352,11.1457,11.1278,10.2765,10.3438,649.1108,1155.7729,0,C1C/L1C,C1C/L1C,0,,0.1496,0,0,NONE,L2_RMS_SPIKE
13830.0,E09,462,0,,,-9,-9,0,0,0,94.4354,94.3820,112.2412,112.1898,12.1932,12.2392,946.3727,1469.0419,0,C1C/L1C,C1C/L1C,0,,0.1658,0,0,NONE,L2_RMS_SPIKE
13830.0,E16,462,0,,,22,22,0,0,0,24.1352,24.1133,11.1278,11.1047,10.3438,10.4058,721.3830,1237.8177,0,C1C/L1C,C1C/L1C,0,,0.1499,0,0,NONE,L2_RMS_SPIKE
13860.0,E09,463,0,,,-9,-9,0,0,0,94.3820,94.3443,112.1898,112.1537,12.2392,12.2731,865.2038,1393.3926,0,C1C/L1C,C1C/L1C,0,,0.1662,0,0,NONE,L2_RMS_SPIKE
13860.0,E16,463,0,,,22,22,0,0,0,24.1133,24.0988,11.1047,11.0894,10.4058,10.4508,647.2536,1159.3668,0,C1C/L1C,C1C/L1C,0,,0.1500,0,0,NONE,L2_RMS_SPIKE
13890.0,E09,464,0,,,-9,-9,0,0,0,94.3443,94.3282,112.1537,112.1382,12.2731,12.3409,846.4923,1371.4174,0,C1C/L1C,C1C/L1C,0,,0.1661,0,0,NONE,L2_RMS_SPIKE
13890.0,E16,464,0,,,22,22,0,0,0,24.0988,24.0929,11.0894,11.0833,10.4508,10.5386,643.2142,1168.4629,0,C1C/L1C,C1C/L1C,0,,0.1503,0,0,NONE,L2_RMS_SPIKE
13920.0,E09,465,0,,,-9,-9,0,0,0,94.3282,94.3063,112.1382,112.1173,12.3409,12.4207,811.6011,1318.7755,0,C1C/L1C,C1C/L1C,0,,0.1660,0,0,NONE,L2_RMS_SPIKE
13920.0,E16,465,0,,,22,22,0,0,0,24.0929,24.0845,11.0833,11.0745,10.5386,10.6134,613.8574,1115.3114,0,C1C/L1C,C1C/L1C,0,,0.1502,0,0,NONE,L2_RMS_SPIKE
13950.0,E09,466,0,,,-9,-9,0,0,0,94.3063,94.2807,112.1173,112.0931,12.4207,12.4764,815.2158,1315.6520,0,C1C/L1C,C1C/L1C,0,,0.1671,0,0,NONE,L2_RMS_SPIKE
13950.0,E16,466,0,,,22,22,0,0,0,24.0845,24.0727,11.0745,11.0628,10.6134,10.7019,610.7290,1094.5299,0,C1C/L1C,C1C/L1C,0,,0.1505,0,0,NONE,L2_RMS_SPIKE
13980.0,E09,467,0,,,-9,-9,0,0,0,94.2807,94.2488,112.0931,112.0625,12.4764,12.5508,828.0762,1316.3040,0,C1C/L1C,C1C/L1C,0,,0.1672,0,0,NONE,L2_RMS_SPIKE
13980.0,E16,467,0,,,22,22,0,0,0,24.0727,24.0586,11.0628,11.0484,10.7019,10.8023,629.1567,1105.3731,0,C1C/L1C,C1C/L1C,0,,0.1507,0,0,NONE,L2_RMS_SPIKE
14010.0,E09,468,0,,,-9,-9,0,0,0,94.2488,94.2380,112.0625,112.0517,12.5508,12.6203,816.4645,1290.0296,0,C1C/L1C,C1C/L1C,0,,0.1674,0,0,NONE,L2_RMS_SPIKE
14010.0,E16,468,0,,,22,22,0,0,0,24.0586,24.0548,11.0484,11.0440,10.8023,10.9036,622.3026,1082.9930,0,C1C/L1C,C1C/L1C,0,,0.1506,0,0,NONE,L2_RMS_SPIKE
14040.0,E09,469,0,,,-9,-9,0,0,0,94.2380,94.2391,112.0517,112.0523,12.6203,12.6926,808.2926,1255.4475,0,C1C/L1C,C1C/L1C,0,,0.1672,0,0,NONE,L2_RMS_SPIKE
14040.0,E16,469,0,,,22,22,0,0,0,24.0548,24.0563,11.0440,11.0451,10.9036,10.9787,632.4003,1093.8705,0,C1C/L1C,C1C/L1C,0,,0.1505,0,0,NONE,L2_RMS_SPIKE
14070.0,E09,470,0,,,-9,-9,0,0,0,94.2391,94.2195,112.0523,112.0335,12.6926,12.7424,756.8944,1198.8915,0,C1C/L1C,C1C/L1C,0,,0.1671,0,0,NONE,L2_RMS_SPIKE
14070.0,E16,470,0,,,22,22,0,0,0,24.0563,24.0488,11.0451,11.0374,10.9787,11.0449,588.3617,1047.7406,0,C1C/L1C,C1C/L1C,0,,0.1506,0,0,NONE,L2_RMS_SPIKE
14100.0,G02,26,0,,,,,,0,0,145.8556,145.8556,189.9644,189.9644,15.1542,15.1542,,,1,C1C/L1C,C1C/L1C,1,240.0000,0.7076,0,0,FRESH_ENTRY,REENTRY
14100.0,E09,471,0,,,-9,-9,0,0,0,94.2195,94.1967,112.0335,112.0114,12.7424,12.7978,731.2169,1176.6263,0,C1C/L1C,C1C/L1C,0,,0.1672,0,0,NONE,L2_RMS_SPIKE
14100.0,E16,471,0,,,22,22,0,0,0,24.0488,24.0373,11.0374,11.0256,11.0449,11.1240,568.8060,1038.3844,0,C1C/L1C,C1C/L1C,0,,0.1505,0,0,NONE,L2_RMS_SPIKE
14130.0,E09,472,0,,,-9,-9,0,0,0,94.1967,94.1569,112.0114,111.9738,12.7978,12.8525,781.4261,1217.8055,0,C1C/L1C,C1C/L1C,0,,0.1672,0,0,NONE,L2_RMS_SPIKE
14130.0,E16,472,0,,,22,22,0,0,0,24.0373,24.0186,11.0256,11.0072,11.1240,11.2118,636.7396,1094.0229,0,C1C/L1C,C1C/L1C,0,,0.1504,0,0,NONE,L2_RMS_SPIKE
14160.0,E09,473,0,,,-9,-9,0,0,0,94.1569,94.1382,111.9738,111.9558,12.8525,12.8909,783.2459,1228.4595,0,C1C/L1C,C1C/L1C,0,,0.1676,0,0,NONE,L2_RMS_SPIKE
14160.0,E16,473,0,,,22,22,0,0,0,24.0186,24.0095,11.0072,10.9979,11.2118,11.2565,643.7030,1127.7474,0,C1C/L1C,C1C/L1C,0,,0.1504,0,0,NONE,L2_RMS_SPIKE
14190.0,E09,474,0,,,-9,-9,0,0,0,94.1382,94.1207,111.9558,111.9388,12.8909,12.9557,770.1206,1217.3974,0,C1C/L1C,C1C/L1C,0,,0.1682,0,0,NONE,L2_RMS_SPIKE
14190.0,E16,474,0,,,22,22,0,0,0,24.0095,24.0024,10.9979,10.9903,11.2565,11.3194,657.8768,1156.4811,0,C1C/L1C,C1C/L1C,0,,0.1503,0,0,NONE,L2_RMS_SPIKE
14220.0,E09,475,0,,,-9,-9,0,0,0,94.1207,94.0852,111.9388,111.9050,12.9557,13.0332,786.9576,1217.5969,0,C1C/L1C,C1C/L1C,0,,0.1681,0,0,NONE,L2_RMS_SPIKE
14220.0,E16,475,0,,,22,22,0,0,0,24.0024,23.9884,10.9903,10.9756,11.3194,11.3746,735.8747,1253.1273,0,C1C/L1C,C1C/L1C,0,,0.1503,0,0,NONE,L2_RMS_SPIKE
14250.0,E09,476,0,,,-9,-9,0,0,0,94.0852,94.0591,111.9050,111.8796,13.0332,13.0977,827.8503,1238.5200,0,C1C/L1C,C1C/L1C,0,,0.1679,0,0,NONE,L2_RMS_SPIKE
14250.0,E16,476,0,,,22,22,0,0,0,23.9884,23.9782,10.9756,10.9643,11.3746,11.4130,851.9469,1402.1390,0,C1C/L1C,C1C/L1C,0,,0.1535,0,0,NONE,L2_RMS_SPIKE
14250.0,G04,476,0,,,6,6,0,0,0,12.9259,12.9223,6.8653,6.8601,7.4020,7.4529,745.0626,1036.2773,0,C1C/L1C,C1C/L1C,0,,0.2519,0,0,NONE,L2_RMS_SPIKE
14250.0,G08,401,0,,,1,1,0,0,0,11.9924,11.9841,10.9852,10.9697,7.4638,7.5068,732.2607,1078.6152,0,C1C/L1C,C1C/L1C,0,,0.2629,0,0,NONE,L2_RMS_SPIKE
14280.0,E09,477,0,,,-9,-9,0,0,0,94.0591,94.0404,111.8796,111.8620,13.0977,13.1783,750.5731,1133.2186,0,C1C/L1C,C1C/L1C,0,,0.1681,0,0,NONE,L2_RMS_SPIKE
14280.0,E16,477,0,,,22,22,0,0,0,23.9782,23.9706,10.9643,10.9566,11.4130,11.4721,833.1905,1400.1058,0,C1C/L1C,C1C/L1C,0,,0.1550,0,0,NONE,L2_RMS_SPIKE
14280.0,G04,477,0,,,6,6,0,0,0,12.9223,12.9190,6.8601,6.8548,7.4529,7.5001,717.5123,1017.7165,0,C1C/L1C,C1C/L1C,0,,0.2517,0,0,NONE,L2_RMS_SPIKE
14280.0,G08,402,0,,,1,1,0,0,0,11.9841,11.9766,10.9697,10.9553,7.5068,7.5525,721.7852,1081.0855,0,C1C/L1C,C1C/L1C,0,,0.2626,0,0,NONE,L2_RMS_SPIKE
14310.0,E16,478,0,,,22,22,0,0,0,23.9706,23.9608,10.9566,10.9469,11.4721,11.5656,699.9253,1277.1012,0,C1C/L1C,C1C/L1C,0,,0.1557,0,0,NONE,L2_RMS_SPIKE
14340.0,E16,479,0,,,22,22,0,0,0,23.9608,23.9513,10.9469,10.9373,11.5656,11.6528,759.8637,1329.7952,0,C1C/L1C,C1C/L1C,0,,0.1561,0,0,NONE,L2_RMS_SPIKE
14340.0,G04,479,0,,,6,6,0,0,0,12.9162,12.9118,6.8502,6.8426,7.5486,7.5851,719.6660,1043.2706,0,C1C/L1C,C1C/L1C,0,,0.2514,0,0,NONE,L2_RMS_SPIKE
14340.0,G08,404,0,,,1,1,0,0,0,11.9707,11.9636,10.9436,10.9302,7.6099,7.6587,730.9197,1111.2414,0,C1C/L1C,C1C/L1C,0,,0.2622,0,0,NONE,L2_RMS_SPIKE
14370.0,E09,480,0,,,-9,-9,0,0,0,93.9967,93.9792,111.8213,111.8045,13.2916,13.2936,735.6390,1108.6134,0,C1C/L1C,C1C/L1C,0,,0.1677,0,0,NONE,L2_RMS_SPIKE
14370.0,E16,480,0,,,22,22,0,0,0,23.9513,23.9437,10.9373,10.9296,11.6528,11.7693,813.6078,1376.8060,0,C1C/L1C,C1C/L1C,0,,0.1564,0,0,NONE,L2_RMS_SPIKE
14370.0,G04,480,0,,,6,6,0,0,0,12.9118,12.9076,6.8426,6.8357,7.5851,7.6291,791.1734,1126.3994,0,C1C/L1C,C1C/L1C,0,,0.2511,0,0,NONE,L2_RMS_SPIKE
14370.0,G08,405,0,,,1,1,0,0,0,11.9636,11.9577,10.9302,10.9196,7.6587,7.7376,786.2623,1160.0352,0,C1C/L1C,C1C/L1C,0,,0.2635,0,0,NONE,L2_RMS_SPIKE
14400.0,G08,405,1,0.0514,0.0502,1,,,0,0,11.9577,11.9577,10.9196,10.9196,7.7376,7.7376,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.2635,0,0,MW_GF_SLIP,SLIP
14400.0,E09,481,0,,,-9,-9,0,0,0,93.9792,93.9531,111.8045,111.7793,13.2936,13.3338,747.2699,1137.0960,0,C1C/L1C,C1C/L1C,0,,0.1677,0,0,NONE,L2_RMS_SPIKE
14400.0,E16,481,0,,,22,22,0,0,0,23.9437,23.9331,10.9296,10.9185,11.7693,11.8842,750.4459,1271.2624,0,C1C/L1C,C1C/L1C,0,,0.1573,0,0,NONE,L2_RMS_SPIKE
14400.0,G04,481,0,,,6,6,0,0,0,12.9076,12.9045,6.8357,6.8311,7.6291,7.6875,789.3337,1125.4210,0,C1C/L1C,C1C/L1C,0,,0.2510,0,0,NONE,L2_RMS_SPIKE
14430.0,E09,482,0,,,-9,-9,0,0,0,93.9531,93.9233,111.7793,111.7508,13.3338,13.3704,766.0370,1176.6146,0,C1C/L1C,C1C/L1C,0,,0.1678,0,0,NONE,L2_RMS_SPIKE
14430.0,E16,482,0,,,22,22,0,0,0,23.9331,23.9207,10.9185,10.9057,11.8842,11.9999,724.2537,1224.1672,0,C1C/L1C,C1C/L1C,0,,0.1583,0,0,NONE,L2_RMS_SPIKE
14430.0,G04,482,0,,,6,6,0,0,0,12.9045,12.9020,6.8311,6.8269,7.6875,7.7399,765.7909,1105.3124,0,C1C/L1C,C1C/L1C,0,,0.2507,0,0,NONE,L2_RMS_SPIKE
14460.0,E09,483,0,,,-9,-9,0,0,0,93.9233,93.9091,111.7508,111.7342,13.3704,13.4423,632.2646,1031.2845,0,C1C/L1C,C1C/L1C,0,,0.1681,0,0,NONE,L2_RMS_SPIKE
14460.0,E16,483,0,,,22,22,0,0,0,23.9207,23.9136,10.9057,10.8964,11.9999,12.1079,565.6459,1052.0345,0,C1C/L1C,C1C/L1C,0,,0.1582,0,0,NONE,L2_RMS_SPIKE
14460.0,G04,483,0,,,6,6,0,0,0,12.9020,12.8997,6.8269,6.8230,7.7399,7.7954,684.4536,1024.9926,0,C1C/L1C,C1C/L1C,0,,0.2505,0,0,NONE,L2_RMS_SPIKE
14490.0,G08,3,1,0.0541,-0.6325,,,,0,0,10.7436,10.7436,9.7170,9.7170,8.3770,8.3770,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.0461,0,0,MW_GF_SLIP,SLIP
14490.0,E09,484,0,,,-9,-9,0,0,0,93.9091,93.8842,111.7342,111.7103,13.4423,13.4783,738.2458,1142.2831,0,C1C/L1C,C1C/L1C,0,,0.1682,0,0,NONE,L2_RMS_SPIKE
14490.0,E16,484,0,,,22,22,0,0,0,23.9136,23.9040,10.8964,10.8864,12.1079,12.1577,689.0696,1169.3786,0,C1C/L1C,C1C/L1C,0,,0.1581,0,0,NONE,L2_RMS_SPIKE
14490.0,G04,484,0,,,6,6,0,0,0,12.8997,12.9004,6.8230,6.8249,7.7954,7.8756,746.7495,1078.6781,0,C1C/L1C,C1C/L1C,0,,0.2511,0,0,NONE,L2_RMS_SPIKE
14520.0,E09,485,0,,,-9,-9,0,0,0,93.8842,93.8671,111.7103,111.6937,13.4783,13.5149,789.1878,1205.3487,0,C1C/L1C,C1C/L1C,0,,0.1687,0,0,NONE,L2_RMS_SPIKE
14520.0,E16,485,0,,,22,22,0,0,0,23.9040,23.8979,10.8864,10.8796,12.1577,12.2524,741.1997,1241.2077,0,C1C/L1C,C1C/L1C,0,,0.1581,0,0,NONE,L2_RMS_SPIKE
14520.0,G04,485,0,,,6,6,0,0,0,12.9004,12.9005,6.8249,6.8263,7.8756,7.9573,769.0410,1092.2458,0,C1C/L1C,C1C/L1C,0,,0.2522,0,0,NONE,L2_RMS_SPIKE
14550.0,E09,486,0,,,-9,-9,0,0,0,93.8671,93.8622,111.6937,111.6879,13.5149,13.5667,599.1015,1022.7745,0,C1C/L1C,C1C/L1C,0,,0.1691,0,0,NONE,L2_RMS_SPIKE
14550.0,E16,486,0,,,22,22,0,0,0,23.8979,23.8963,10.8796,10.8770,12.2524,12.3520,533.1004,1021.5450,0,C1C/L1C,C1C/L1C,0,,0.1584,0,0,NONE,L2_RMS_SPIKE
14580.0,G08,3,1,0.0551,-0.4403,,,,0,0,11.0728,11.0728,10.0657,10.0657,8.6591,8.6591,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.1554,0,0,MW_GF_SLIP,SLIP
14580.0,E09,487,0,,,-9,-9,0,0,0,93.8622,93.8526,111.6879,111.6783,13.5667,13.6062,685.3490,1101.7793,0,C1C/L1C,C1C/L1C,0,,0.1691,0,0,NONE,L2_RMS_SPIKE
14580.0,E16,487,0,,,22,22,0,0,0,23.8963,23.8928,10.8770,10.8733,12.3520,12.4528,608.4085,1088.7037,0,C1C/L1C,C1C/L1C,0,,0.1594,0,0,NONE,L2_RMS_SPIKE
14580.0,G04,487,0,,,6,6,0,0,0,12.9000,12.8962,6.8251,6.8187,8.0141,8.0537,700.9207,1036.0287,0,C1C/L1C,C1C/L1C,0,,0.2520,0,0,NONE,L2_RMS_SPIKE
14610.0,E09,488,0,,,-9,-9,0,0,0,93.8526,93.8341,111.6783,111.6609,13.6062,13.6626,691.2026,1108.7929,0,C1C/L1C,C1C/L1C,0,,0.1690,0,0,NONE,L2_RMS_SPIKE
14610.0,E16,488,0,,,22,22,0,0,0,23.8928,23.8859,10.8733,10.8664,12.4528,12.5746,573.9562,1032.2311,0,C1C/L1C,C1C/L1C,0,,0.1593,0,0,NONE,L2_RMS_SPIKE
14610.0,G04,488,0,,,6,6,0,0,0,12.8962,12.8941,6.8187,6.8159,8.0537,8.1158,734.5866,1067.6488,0,C1C/L1C,C1C/L1C,0,,0.2518,0,0,NONE,L2_RMS_SPIKE
14640.0,G01,1,0,,,,,,0,0,173.5524,173.5524,213.2188,213.2188,16.1228,16.1228,,,1,C1C/L1C,C1C/L1C,1,900.0000,,0,0,FRESH_ENTRY,REENTRY
14640.0,E09,489,0,,,-9,-9,0,0,0,93.8341,93.8283,111.6609,111.6558,13.6626,13.7421,634.3804,1045.1715,0,C1C/L1C,C1C/L1C,0,,0.1690,0,0,NONE,L2_RMS_SPIKE
14640.0,G04,489,0,,,6,6,0,0,0,12.8941,12.8931,6.8159,6.8149,8.1158,8.1825,678.9080,1008.0970,0,C1C/L1C,C1C/L1C,0,,0.2517,0,0,NONE,L2_RMS_SPIKE
14700.0,E09,491,0,,,-9,-9,0,0,0,93.8209,93.8105,111.6490,111.6392,13.8058,13.9085,675.9297,1040.7807,0,C1C/L1C,C1C/L1C,0,,0.1709,0,0,NONE,L2_RMS_SPIKE
14700.0,G04,491,0,,,6,6,0,0,0,12.8911,12.8861,6.8112,6.8034,8.2310,8.2748,812.5599,1159.4104,0,C1C/L1C,C1C/L1C,0,,0.2515,0,0,NONE,L2_RMS_SPIKE
14730.0,G08,5,1,0.0579,0.4486,,,,0,0,12.1932,12.1932,11.3835,11.3835,9.2431,9.2431,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.1046,0,0,MW_GF_SLIP,SLIP
14730.0,G04,492,0,,,6,6,0,0,0,12.8861,12.8857,6.8034,6.8035,8.2748,8.3455,735.3912,1073.4422,0,C1C/L1C,C1C/L1C,0,,0.2514,0,0,NONE,L2_RMS_SPIKE
14820.0,G08,3,1,0.0551,0.0134,,,,0,0,10.5923,10.5923,9.2158,9.2158,9.2177,9.2177,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.0179,0,0,MW_GF_SLIP,SLIP
14850.0,E09,496,0,,,-9,-9,0,0,0,93.7424,93.7084,111.5746,111.5429,14.0755,14.0623,643.1327,1035.3931,0,C1C/L1C,C1C/L1C,0,,0.1739,0,0,NONE,L2_RMS_SPIKE
14850.0,E16,496,0,,,22,22,0,0,0,23.8485,23.8332,10.8290,10.8139,13.0545,13.1176,606.1081,1096.5227,0,C1C/L1C,C1C/L1C,0,,0.1619,0,0,NONE,L2_RMS_SPIKE
14850.0,G04,496,0,,,6,6,0,0,0,12.8881,12.8866,6.8059,6.8029,8.5232,8.5694,651.8000,1003.1384,0,C1C/L1C,C1C/L1C,0,,0.2517,0,0,NONE,L2_RMS_SPIKE
14880.0,E09,497,0,,,-9,-9,0,0,0,93.7084,93.6863,111.5429,111.5214,14.0623,14.0844,730.1091,1153.7150,0,C1C/L1C,C1C/L1C,0,,0.1737,0,0,NONE,L2_RMS_SPIKE
14880.0,E16,497,0,,,22,22,0,0,0,23.8332,23.8238,10.8139,10.8036,13.1176,13.1796,687.3875,1200.7046,0,C1C/L1C,C1C/L1C,0,,0.1619,0,0,NONE,L2_RMS_SPIKE
14880.0,G04,497,0,,,6,6,0,0,0,12.8866,12.8838,6.8029,6.7977,8.5694,8.6103,710.6882,1074.6567,0,C1C/L1C,C1C/L1C,0,,0.2521,0,0,NONE,L2_RMS_SPIKE
14910.0,G08,3,1,0.0608,-0.4469,,,,0,0,9.9376,9.9376,7.6805,7.6805,9.3551,9.3551,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.0638,0,0,MW_GF_SLIP,SLIP
14910.0,E09,498,0,,,-9,-9,0,0,0,93.6863,93.6784,111.5214,111.5126,14.0844,14.0459,855.2151,1345.7475,0,C1C/L1C,C1C/L1C,0,,0.1846,0,0,NONE,L2_RMS_SPIKE
14910.0,E16,498,0,,,22,22,0,0,0,23.8238,23.8207,10.8036,10.7995,13.1796,13.2627,746.8011,1270.1294,0,C1C/L1C,C1C/L1C,0,,0.1618,0,0,NONE,L2_RMS_SPIKE
14910.0,G04,498,0,,,6,6,0,0,0,12.8838,12.8806,6.7977,6.7928,8.6103,8.6664,764.9271,1130.0220,0,C1C/L1C,C1C/L1C,0,,0.2519,0,0,NONE,L2_RMS_SPIKE
14940.0,E09,499,0,,,-9,-9,0,0,0,93.6784,93.6664,111.5126,111.5005,14.0459,14.0502,943.0080,1480.8962,0,C1C/L1C,C1C/L1C,0,,0.1892,0,0,NONE,L2_RMS_SPIKE
14940.0,E16,499,0,,,22,22,0,0,0,23.8207,23.8157,10.7995,10.7939,13.2627,13.3392,800.5599,1325.1269,0,C1C/L1C,C1C/L1C,0,,0.1620,0,0,NONE,L2_RMS_SPIKE
14940.0,G04,499,0,,,6,6,0,0,0,12.8806,12.8777,6.7928,6.7890,8.6664,8.7306,815.2684,1174.3863,0,C1C/L1C,C1C/L1C,0,,0.2517,0,0,NONE,L2_RMS_SPIKE
