epoch,sod,total_phi_active,total_amb_states,total_valid_sats,sat,sys,elevation_deg,ki,n_mw_hist,mw_mean_cyc,mw_std_cyc,amb_sigma_m,amb_sigma_cyc,phi_active,wl_already_fixed,rejected_reason
1980,59400.0,0,30,7,G15,G,nan,30,387,-17.6864,0.2061,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G18,G,nan,32,296,-55.3724,0.3671,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G23,G,nan,33,340,-34.9327,0.255,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G24,G,nan,25,94,-29.1281,0.4333,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G29,G,nan,31,360,-46.3875,0.178,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G32,G,nan,35,75,-15.304,0.4462,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G10,G,nan,34,11,-52.5755,0.2403,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G18,G,nan,32,356,-55.3659,0.3481,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G23,G,nan,33,400,-34.9286,0.2658,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G24,G,nan,25,154,-29.0874,0.4231,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G29,G,nan,31,420,-46.3897,0.1859,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2040,61200.0,0,30,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2040,61200.0,0,30,7,G32,G,nan,35,135,-15.181,0.4071,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G10,G,nan,34,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G18,G,nan,32,416,-55.3523,0.3312,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G23,G,nan,33,460,-34.9291,0.2755,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G24,G,nan,25,214,-29.0611,0.4097,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G27,G,nan,12,31,-47.6385,0.6901,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G29,G,nan,31,480,-46.3824,0.2542,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2100,63000.0,0,30,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2100,63000.0,0,30,7,G32,G,nan,35,195,-15.1445,0.3672,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G10,G,nan,34,59,-52.5787,0.3494,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G18,G,nan,32,476,-55.3451,0.3146,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G23,G,nan,33,520,-34.9399,0.2904,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G24,G,nan,25,274,-29.0436,0.4083,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G27,G,nan,12,31,-47.5297,0.3628,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G28,G,nan,36,26,-53.2446,0.6188,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G29,G,nan,31,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2160,64800.0,0,31,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2160,64800.0,0,31,8,G32,G,nan,35,255,-15.1133,0.3331,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G10,G,nan,34,119,-52.5307,0.3706,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G18,G,nan,32,536,-55.3416,0.3035,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G23,G,nan,33,580,-34.9403,0.2937,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G24,G,nan,25,6,-28.7774,0.6851,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G27,G,nan,12,91,-47.6185,0.3778,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G28,G,nan,36,86,-53.2757,0.4587,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2220,66600.0,0,31,7,G29,G,nan,31,2,-213.6102,0.1898,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2220,66600.0,0,31,7,G32,G,nan,35,315,-15.0939,0.3092,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G08,G,nan,9,3,22.6863,0.1723,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G10,G,nan,34,179,-52.5146,0.3876,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G18,G,nan,32,596,-55.3395,0.2934,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G23,G,nan,33,640,-34.9365,0.3019,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G24,G,nan,25,9,-28.6689,0.6623,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G27,G,nan,12,151,-47.6679,0.3919,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G28,G,nan,36,146,-53.2604,0.3771,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G29,G,nan,31,2,-213.6102,0.1898,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2280,68400.0,0,31,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2280,68400.0,0,31,7,G32,G,nan,35,375,-15.0732,0.2952,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G02,G,nan,14,10,16.352,0.5319,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G08,G,nan,9,1,-17.0585,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G10,G,nan,34,239,-52.5199,0.354,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G18,G,nan,32,656,-55.3411,0.2894,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G23,G,nan,33,700,-34.9349,0.3015,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G24,G,nan,25,9,-28.6689,0.6623,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G25,G,nan,29,38,-277.2133,0.9194,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G27,G,nan,12,23,-47.4915,0.4732,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G28,G,nan,36,206,-53.2295,0.3368,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G29,G,nan,31,2,-213.6102,0.1898,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2340,70200.0,0,31,8,G31,G,nan,13,34,14.6911,0.3347,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2340,70200.0,0,31,8,G32,G,nan,35,435,-15.0592,0.2874,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2400,72000.0,0,31,10,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2400,72000.0,0,31,10,G02,G,nan,14,70,16.5692,0.5493,300.0,348.0608,False,False,NOT_PHI_ACTIVE
2400,72000.0,0,31,10,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2400,72000.0,0,31,10,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2400,72000.0,0,31,10,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2400,72000.0,0,31,10,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
2400,72000.0,0,31,10,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
