pass_label,epoch_sod,satellite,system,elevation_deg,azimuth_deg,raw_phase_L1_m,raw_phase_L2_m,raw_code_P1_m,raw_code_P2_m,LIF_raw_m,PIF_raw_m,sat_pco_x_mm,sat_pco_y_mm,sat_pco_z_mm,sat_apc_range_mm,sat_pcv_mm,rec_pco_x_mm,rec_pco_y_mm,rec_pco_z_mm,rec_apc_range_mm,rec_pcv_mm,osb_code_L1_mm,osb_code_L2_mm,osb_phase_L1_mm,osb_phase_L2_mm,osb_IF_code_mm,osb_IF_phase_mm,tropo_hydro_m,tropo_wet_m,sagnac_mm,relativity_mm,phase_windup_cycles,phase_windup_mm,solid_earth_tide_mm,ocean_loading_mm,geom_range_m,corrected_phase_m,corrected_code_m,predicted_phase_m,predicted_code_m,phase_residual_mm,code_residual_mm,float_ambiguity_state_m,float_ambiguity_cycles,wl_fixed,nl_fixed
GPS-only,2550.0,G03,G,69.283,-99.557,106946051.543000,83334586.952000,20351154.325000,20351155.426000,20351156.435810,20351152.623154,394.000,0.000,1482.260,-1507.1837,23.5000,-0.851,-2.922,45.739,-43.8513,-6.1918,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.234980,0.136828,10825.5203,-4336.1281,0.535794,76.0164,-0.0023,2.2029,20524150.386324,20351156.376664,20351152.623178,20351156.362407,20351152.891828,14.2565,-268.6501,3.470579,24.462005,0,0
GPS-only,2550.0,G04,G,38.031,-11.493,116363617.827000,90672949.199000,22143255.081000,22143254.603000,22143260.124716,22143255.819858,-60.991,20.386,1940.252,-1906.0999,42.4000,-0.851,-2.922,45.739,-27.9813,-12.6378,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.386667,0.207553,5257.8120,2555.2027,0.348000,49.3730,-0.0016,3.5047,22156053.440314,22143260.031780,22143255.819859,22143259.990804,22143254.983508,40.9755,836.3513,5.007296,35.293390,0,0
GPS-only,2550.0,G07,G,15.088,-85.614,128984643.516000,100507514.391000,24544961.155000,24544960.893000,24544961.563234,24544961.559981,-0.400,5.000,757.000,-736.2709,40.6000,-0.851,-2.922,45.739,-14.6562,1.3394,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.897488,0.487937,35664.0023,-11299.7350,-0.496860,-70.4927,-0.0006,-3.1654,24501310.972070,24544961.629728,24544961.559962,24544961.621927,24544962.691004,7.8013,-1131.0419,-1.069077,-7.535277,0,0
GPS-only,2550.0,G08,G,27.417,161.234,119636403.242000,93223174.863000,22766049.884000,22766050.557000,22766049.250005,22766048.843725,394.000,0.000,1427.680,-1354.2543,23.5000,-0.851,-2.922,45.739,-20.9423,-8.8152,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.519401,0.277373,-9893.7799,7546.0244,-0.255005,-36.1791,-0.0012,1.4599,22914456.478161,22766049.299184,22766048.843709,22766049.287315,22766046.948770,11.8692,1894.9388,2.338545,16.482986,0,0
GPS-only,2550.0,G09,G,15.478,-34.681,125286894.094000,97626163.844000,23841302.413000,23841304.239000,23841298.473642,23841299.590501,394.000,0.000,1460.090,-1450.3377,23.5000,-0.851,-2.922,45.739,-13.1341,0.9403,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.709783,0.476120,19959.0317,1458.1263,0.391510,55.5460,-0.0006,0.2870,24072187.851914,23841298.383982,23841299.590519,23841298.354897,23841299.938667,29.0845,-348.1482,-1.583770,-11.163035,0,0
GPS-only,2550.0,G16,G,57.611,42.489,107756760.026000,83966312.748000,20505421.571000,20505420.394000,20505427.280885,20505423.390322,12.600,-6.900,1389.150,-1375.6306,6.4000,-0.851,-2.922,45.739,-37.2302,-11.4612,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.474777,0.151536,-11250.6849,2615.9401,-0.766475,-108.7446,-0.0022,6.0430,20566286.811483,20505427.435164,20505423.390316,20505427.400541,20505423.521167,34.6233,-130.8508,3.879374,27.343349,0,0
GPS-only,2550.0,G26,G,22.777,36.233,122363405.094000,95348127.619000,23284972.774000,23284976.724000,23284974.314833,23284966.668375,394.000,0.000,1433.580,-1366.7281,23.5000,-0.851,-2.922,45.739,-15.4823,-5.8233,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.362229,0.329540,-19106.6659,-4125.2212,0.189502,26.8859,-0.0011,5.7028,23188068.413439,23284974.263990,23284966.668378,23284974.304807,23284969.660894,-40.8173,-2992.5155,4.643914,32.732130,0,0
GPS-only,2550.0,G27,G,31.148,125.255,118520389.701000,92353541.067000,22553674.105000,22553676.609000,22553683.786918,22553670.234498,394.000,0.000,1436.320,-1332.1989,23.5000,-0.851,-2.922,45.739,-22.0372,-10.5934,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.028172,0.247058,-23820.2242,9061.4864,-0.153344,-21.7559,-0.0014,4.3289,22543047.179603,22553683.799709,22553670.234496,22553683.728025,22553672.425777,71.6846,-2191.2816,11.302247,79.662681,0,0
GPS-only,2580.0,G01,G,17.544,-146.676,125350761.451000,97675908.042000,23853455.905000,23853454.573000,23853460.548750,23853457.963909,-68.444,20.595,1965.013,-1907.5376,42.4000,-0.851,-2.922,45.739,-15.9967,-1.1751,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.850251,0.408575,18971.6665,718.6589,-0.372663,-52.8720,-0.0007,-2.8282,23953993.143375,23853460.589961,23853457.963910,23853460.628183,23853457.334268,-38.2219,629.6419,3.293914,23.216802,0,0
GPS-only,2580.0,G03,G,69.242,-100.311,106956421.186000,83342667.182000,20353127.796000,20353128.331000,20353129.717527,20353126.969036,394.000,0.000,1482.260,-1507.0132,23.5000,-0.851,-2.922,45.739,-43.8431,-6.2128,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.235593,0.132447,10822.3547,-4333.0862,0.536883,76.1709,-0.0023,2.1789,20526123.467532,20353129.658226,20353126.969060,20353129.618717,20353126.175940,39.5097,793.1197,3.442776,24.266040,0,0
GPS-only,2580.0,G04,G,38.190,-11.308,116299082.152000,90622661.684000,22130974.220000,22130973.197000,22130979.385049,22130975.801280,-60.991,20.386,1940.252,-1906.2490,42.4000,-0.851,-2.922,45.739,-28.0739,-12.6734,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.374782,0.200145,5159.9801,2554.8411,0.347253,49.2669,-0.0016,3.5145,22143772.627592,22130979.292218,22130975.801281,22130979.260818,22130974.241805,31.4005,1559.4756,5.019013,35.375972,0,0
GPS-only,2580.0,G07,G,15.146,-85.396,128964452.692000,100491781.279000,24541118.908000,24541118.723000,24541119.378080,24541119.193960,-0.400,5.000,757.000,-736.2964,40.6000,-0.851,-2.922,45.739,-14.6960,1.2803,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.869087,0.470452,35638.0497,-11264.2836,-0.497340,-70.5608,-0.0006,-3.1495,24497468.661950,24541119.444642,24541119.193941,24541119.410475,24541120.469921,34.1671,-1275.9800,-1.059446,-7.467390,0,0
GPS-only,2580.0,G08,G,27.569,161.054,119559692.012000,93163399.875000,22751451.635000,22751452.489000,22751451.589656,22751450.314948,394.000,0.000,1427.680,-1354.2555,23.5000,-0.851,-2.922,45.739,-21.0417,-8.8959,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.496676,0.267060,-9964.8086,7535.7795,-0.254215,-36.0670,-0.0012,1.4752,22899858.668551,22751451.638724,22751450.314932,22751451.597830,22751449.270570,40.8933,1044.3619,2.327260,16.403445,0,0
GPS-only,2580.0,G09,G,15.631,-34.554,125204953.045000,97562313.648000,23825707.060000,23825709.522000,23825705.621025,23825703.254418,394.000,0.000,1460.090,-1450.6772,23.5000,-0.851,-2.922,45.739,-13.2450,0.7835,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.638498,0.456410,19867.2400,1449.9333,0.390963,55.4684,-0.0006,0.3076,24056594.915974,23825705.531442,23825703.254436,23825705.531442,23825707.030888,nan,-3776.4520,-1.499446,-10.568687,0,0
GPS-only,2580.0,G16,G,57.392,42.241,107809117.838000,84007111.041000,20515385.067000,20515383.494000,20515390.642010,20515387.498430,12.600,-6.900,1389.150,-1375.4815,6.4000,-0.851,-2.922,45.739,-37.1316,-11.5368,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.480788,0.147001,-11270.1985,2571.5441,-0.767927,-108.9506,-0.0022,6.0281,20576250.085392,20515390.796495,20515387.498425,20515390.747237,20515386.874687,49.2576,623.7375,3.872550,27.295254,0,0
GPS-only,2580.0,G26,G,22.576,36.220,122465321.931000,95427543.325000,23304366.678000,23304371.850000,23304368.448272,23304358.683496,394.000,0.000,1433.580,-1366.8029,23.5000,-0.851,-2.922,45.739,-15.3314,-5.6689,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.406649,0.321567,-19144.9893,-4153.1086,0.188991,26.8133,-0.0010,5.6844,23207462.306664,23304368.397502,23304358.683499,23304368.446081,23304363.781044,-48.5790,-5097.5452,4.665037,32.881012,0,0
GPS-only,2580.0,G27,G,31.250,125.002,118467761.131000,92312531.775000,22543659.874000,22543661.198000,22543668.909333,22543657.827456,394.000,0.000,1436.320,-1332.1536,23.5000,-0.851,-2.922,45.739,-22.0996,-10.6296,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.016457,0.238382,-23857.9668,9045.0975,-0.152185,-21.5915,-0.0014,4.3365,22533032.096305,22543668.921960,22543657.827455,22543668.832170,22543657.528532,89.7898,298.9228,11.303639,79.672487,0,0
GPS-only,2610.0,G01,G,17.455,-146.878,125396260.920000,97711362.184000,23862114.146000,23862113.681000,23862118.805924,23862114.864763,-68.444,20.595,1965.013,-1907.4931,42.4000,-0.851,-2.922,45.739,-15.9230,-1.0834,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.883387,0.398739,18886.1743,721.8420,-0.371956,-52.7717,-0.0007,-2.8288,23962651.632407,23862118.847034,23862114.864764,23862118.928824,23862115.634192,-81.7897,-769.4282,3.294632,23.221857,0,0
GPS-only,2610.0,G03,G,69.196,-101.063,106967374.711000,83351202.390000,20355212.140000,20355212.578000,20355214.106402,20355211.462971,394.000,0.000,1482.260,-1506.8400,23.5000,-0.851,-2.922,45.739,-43.8339,-6.2355,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.236260,0.128665,10819.1552,-4329.9611,0.537978,76.3263,-0.0023,2.1549,20528208.072477,20355214.046946,20355211.462996,20355214.052739,20355210.624715,-5.7927,838.2808,3.428024,24.162060,0,0
GPS-only,2610.0,G04,G,38.350,-11.122,116234561.927000,90572386.180000,22118695.529000,22118695.488000,22118701.595974,22118695.592375,-60.991,20.386,1940.252,-1906.3990,42.4000,-0.851,-2.922,45.739,-28.1666,-12.7090,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.362976,0.193690,5062.3903,2554.4313,0.346502,49.1604,-0.0016,3.5242,22131495.150219,22118701.503250,22118695.592376,22118701.511770,22118696.473286,-8.5206,-880.9099,5.038484,35.513217,0,0
GPS-only,2610.0,G07,G,15.203,-85.178,128944367.489000,100476130.532000,24537296.331000,24537296.329000,24537297.268182,24537296.334091,-0.400,5.000,757.000,-736.3219,40.6000,-0.851,-2.922,45.739,-14.7356,1.2214,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.841009,0.455221,35611.6235,-11228.6241,-0.497823,-70.6292,-0.0006,-3.1334,24493646.856596,24537297.334813,24537296.334073,24537297.351830,24537298.391320,-17.0174,-2057.2473,-1.039490,-7.326731,0,0
GPS-only,2610.0,G08,G,27.722,160.874,119482986.963000,93103629.720000,22736854.991000,22736855.958000,22736855.099233,22736853.496281,394.000,0.000,1427.680,-1354.2563,23.5000,-0.851,-2.922,45.739,-21.1413,-8.9768,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.474162,0.258050,-10035.4769,7525.3898,-0.253422,-35.9546,-0.0012,1.4904,22885262.451094,22736855.148188,22736853.496265,22736855.152325,22736852.822102,-4.1373,674.1628,2.330223,16.424330,0,0
GPS-only,2610.0,G09,G,15.785,-34.427,125122895.725000,97498372.904000,23810092.529000,23810093.380000,23810090.622848,23810091.213586,394.000,0.000,1460.090,-1451.0137,23.5000,-0.851,-2.922,45.739,-13.3563,0.6262,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.568347,0.439102,19775.5291,1441.7123,0.390416,55.3908,-0.0007,0.3281,24040980.246350,23810090.533343,23810091.213604,23810090.528456,23810092.033135,4.8869,-819.5310,-1.504678,-10.605563,0,0
GPS-only,2610.0,G16,G,57.172,41.997,107862019.877000,84048333.398000,20525451.796000,20525450.536000,20525457.569482,20525453.743617,12.600,-6.900,1389.150,-1375.3315,6.4000,-0.851,-2.922,45.739,-37.0322,-11.6126,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.486880,0.143112,-11289.8865,2527.0962,-0.769337,-109.1508,-0.0022,6.0132,20586317.334618,20525457.724167,20525453.743612,20525457.715155,20525453.837181,9.0117,-93.5693,3.877974,27.333483,0,0
GPS-only,2610.0,G26,G,22.376,36.209,122567382.915000,95507071.359000,23323789.611000,23323794.220000,23323790.009836,23323782.486741,394.000,0.000,1433.580,-1366.8799,23.5000,-0.851,-2.922,45.739,-15.1806,-5.5146,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.451822,0.314926,-19183.5264,-4180.9146,0.188481,26.7410,-0.0010,5.6660,23226884.018546,23323789.959138,23323782.486743,23323790.053508,23323785.358954,-94.3709,-2872.2108,4.694554,33.089062,0,0
GPS-only,2610.0,G27,G,31.352,124.748,118415351.237000,92271692.878000,22533686.203000,22533688.141000,22533695.645119,22533683.207380,394.000,0.000,1436.320,-1332.1092,23.5000,-0.851,-2.922,45.739,-22.1618,-10.6657,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.004858,0.230835,-23895.3008,9028.5332,-0.151024,-21.4267,-0.0014,4.3440,22523059.032016,22533695.657581,22533683.207378,22533695.608590,22533684.292697,48.9907,-1085.3194,11.315893,79.758858,0,0
GPS-only,2640.0,G01,G,17.366,-147.079,125441652.298000,97746732.102000,23870752.583000,23870751.254000,23870756.493025,23870754.637272,-68.444,20.595,1965.013,-1907.4488,42.4000,-0.851,-2.922,45.739,-15.8494,-0.9920,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.916751,0.400090,18800.2886,725.0108,-0.371247,-52.6712,-0.0007,-2.8292,23971289.365055,23870756.534035,23870754.637273,23870756.586470,23870753.289844,-52.4346,1347.4286,3.296625,23.235909,0,0
GPS-only,2640.0,G03,G,69.148,-101.811,106978914.373000,83360194.331000,20357407.842000,20357409.006000,20357410.032356,20357406.042773,394.000,0.000,1482.260,-1506.6641,23.5000,-0.851,-2.922,45.739,-43.8237,-6.2600,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.236982,0.128511,10815.9197,-4326.7529,0.539079,76.4826,-0.0023,2.1308,20530404.035401,20357409.972744,20357406.042797,20357409.963682,20357406.534125,9.0619,-491.3280,3.429557,24.172864,0,0
GPS-only,2640.0,G04,G,38.510,-10.936,116170062.177000,90522126.623000,22106422.088000,22106421.917000,22106427.706010,22106422.352319,-60.991,20.386,1940.252,-1906.5498,42.4000,-0.851,-2.922,45.739,-28.2594,-12.7448,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.351249,0.192718,4965.0442,2553.9731,0.345748,49.0535,-0.0016,3.5336,22119221.387467,22106427.613393,22106422.352321,22106427.592399,22106422.526324,20.9936,-174.0033,5.066075,35.707688,0,0
GPS-only,2640.0,G07,G,15.260,-84.960,128924389.504000,100460563.325000,24533494.274000,24533493.544000,24533495.563643,24533495.402381,-0.400,5.000,757.000,-736.3473,40.6000,-0.851,-2.922,45.739,-14.7750,1.1627,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.813249,0.452888,35584.7240,-11192.7575,-0.498308,-70.6980,-0.0006,-3.1174,24489845.271057,24533495.630342,24533495.402363,24533495.632041,24533496.644595,-1.6990,-1242.2326,-1.012554,-7.136878,0,0
GPS-only,2640.0,G08,G,27.874,160.694,119406293.960000,93043868.931000,22722260.851000,22722261.847000,22722260.908823,22722259.311455,394.000,0.000,1427.680,-1354.2566,23.5000,-0.851,-2.922,45.739,-21.2408,-9.0579,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.451856,0.256364,-10105.7842,7514.8554,-0.252628,-35.8419,-0.0012,1.5056,22870668.339089,22722260.957666,22722259.311439,22722260.924347,22722258.589826,33.3182,721.6125,2.334521,16.454622,0,0
GPS-only,2640.0,G09,G,15.939,-34.301,125040726.572000,97434345.016000,23794455.044000,23794456.872000,23794454.344089,23794452.218410,394.000,0.000,1460.090,-1451.3473,23.5000,-0.851,-2.922,45.739,-13.4678,0.4684,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.499306,0.434362,19683.9014,1433.4634,0.389869,55.3132,-0.0007,0.3484,24025344.106174,23794454.254662,23794452.218428,23794454.253028,23794455.681821,1.6342,-3463.3934,-1.428793,-10.070696,0,0
GPS-only,2640.0,G16,G,56.952,41.757,107915467.036000,84089980.526000,20535622.368000,20535621.392000,20535628.229022,20535623.876630,12.600,-6.900,1389.150,-1375.1807,6.4000,-0.851,-2.922,45.739,-36.9320,-11.6886,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.493055,0.143250,-11309.7503,2482.5972,-0.770709,-109.3454,-0.0022,5.9981,20596488.121290,20535628.383901,20535623.876625,20535628.350671,20535624.457174,33.2301,-580.5485,3.893497,27.442900,0,0
GPS-only,2640.0,G26,G,22.175,36.198,122669588.269000,95586711.870000,23343237.934000,23343242.866000,23343239.051308,23343230.310471,394.000,0.000,1433.580,-1366.9591,23.5000,-0.851,-2.922,45.739,-15.0296,-5.3606,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.497764,0.317122,-19222.2771,-4208.6388,0.187973,26.6689,-0.0010,5.6476,23246333.024925,23343239.000682,23343230.310473,23343239.062988,23343234.342871,-62.3054,-4032.3977,4.720116,33.269236,0,0
GPS-only,2640.0,G27,G,31.453,124.494,118363166.044000,92231029.056000,22523756.185000,22523757.833000,22523765.146382,22523753.637641,394.000,0.000,1436.320,-1332.0658,23.5000,-0.851,-2.922,45.739,-22.2237,-10.7017,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.993374,0.229819,-23932.2268,9011.7938,-0.149860,-21.2615,-0.0014,4.3514,22513128.545470,22523765.158679,22523753.637639,22523765.059711,22523753.739898,98.9682,-102.2596,11.319812,79.786485,0,0
GPS-only,2670.0,G01,G,17.277,-147.280,125486931.830000,97782014.817000,23879367.664000,23879367.644000,23879372.915517,23879367.694915,-68.444,20.595,1965.013,-1907.4048,42.4000,-0.851,-2.922,45.739,-15.7759,-0.9009,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.950343,0.400899,18714.0106,728.1653,-0.370537,-52.5704,-0.0007,-2.8294,23979905.917211,23879372.956426,23879367.694915,23879373.084813,23879369.778172,-128.3866,-2083.2570,3.306641,23.306503,0,0
GPS-only,2670.0,G03,G,69.095,-102.555,106991037.796000,83369641.150000,20359715.004000,20359716.222000,20359717.044600,20359713.121304,394.000,0.000,1482.260,-1506.4856,23.5000,-0.851,-2.922,45.739,-43.8124,-6.2863,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.237758,0.128183,10812.6458,-4323.4618,0.540187,76.6397,-0.0023,2.1067,20532711.178452,20359716.984831,20359713.121328,20359717.065746,20359713.632276,-80.9154,-510.9478,3.433470,24.200447,0,0
GPS-only,2670.0,G04,G,38.670,-10.750,116105583.308000,90471883.347000,22094152.660000,22094151.666000,22094157.785759,22094154.196453,-60.991,20.386,1940.252,-1906.7014,42.4000,-0.851,-2.922,45.739,-28.3522,-12.7806,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.339600,0.191489,4867.9436,2553.4667,0.344991,48.9460,-0.0016,3.5428,22106951.698454,22094157.693250,22094154.196455,22094157.724206,22094152.664876,-30.9562,1531.5786,5.059329,35.660142,0,0
GPS-only,2670.0,G07,G,15.317,-84.742,128904515.391000,100445077.027000,24529713.053000,24529711.555000,24529713.636696,24529715.368500,-0.400,5.000,757.000,-736.3727,40.6000,-0.851,-2.922,45.739,-14.8141,1.1043,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.785799,0.449960,35557.3511,-11156.6842,-0.498795,-70.7672,-0.0006,-3.1013,24486063.601844,24529713.703464,24529715.368482,24529713.756617,24529714.764094,-53.1527,604.3879,-1.007477,-7.101092,0,0
GPS-only,2670.0,G08,G,28.027,160.514,119329614.204000,92984118.451000,22707669.622000,22707671.548000,22707669.244268,22707666.644928,394.000,0.000,1427.680,-1354.2563,23.5000,-0.851,-2.922,45.739,-21.3405,-9.1391,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.429757,0.254345,-10175.7304,7504.1766,-0.251831,-35.7288,-0.0012,1.5206,22856076.869330,22707669.292998,22707666.644912,22707669.339300,22707667.006162,-46.3020,-361.2501,2.333138,16.444872,0,0
GPS-only,2670.0,G09,G,16.093,-34.174,124958445.245000,97370229.731000,23778798.903000,23778800.606000,23778796.715058,23778796.270626,394.000,0.000,1460.090,-1451.6781,23.5000,-0.851,-2.922,45.739,-13.5796,0.3102,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.431350,0.429111,19592.3592,1425.1867,0.389322,55.2355,-0.0007,0.3685,24009686.733096,23778796.625708,23778796.270644,23778796.625708,23778798.105718,nan,-1835.0741,-1.480010,-10.431689,0,0
GPS-only,2670.0,G16,G,56.732,41.522,107969455.428000,84132049.400000,20545896.122000,20545894.955000,20545901.879512,20545897.925864,12.600,-6.900,1389.150,-1375.0290,6.4000,-0.851,-2.922,45.739,-36.8310,-11.7648,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.499312,0.143194,-11329.7915,2438.0479,-0.772043,-109.5347,-0.0022,5.9830,20606761.998322,20545902.034581,20545897.925859,20545902.065314,20545898.179443,-30.7328,-253.5843,3.885870,27.389141,0,0
GPS-only,2670.0,G26,G,21.975,36.189,122771933.715000,95666461.514000,23362714.352000,23362716.494000,23362714.762575,23362711.041051,394.000,0.000,1433.580,-1367.0406,23.5000,-0.851,-2.922,45.739,-14.8787,-5.2067,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.544494,0.318918,-19261.2411,-4236.2804,0.187467,26.5971,-0.0010,5.6292,23265808.793415,23362714.712020,23362711.041054,23362714.800127,23362710.098981,-88.1069,942.0730,4.701146,33.135525,0,0
GPS-only,2670.0,G27,G,31.554,124.239,118311207.049000,92190541.497000,22513869.030000,22513869.633000,22513877.689875,22513868.097926,394.000,0.000,1436.320,-1332.0235,23.5000,-0.851,-2.922,45.739,-22.2853,-10.7375,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.982006,0.228498,-23968.7458,8994.8796,-0.148693,-21.0960,-0.0014,4.3586,22503241.215740,22513877.702006,22513868.097924,22513877.670898,22513866.355928,31.1087,1741.9961,11.314969,79.752350,0,0
GPS-only,2700.0,G01,G,17.188,-147.481,125532102.009000,97817212.345000,23887963.104000,23887962.186000,23887968.520094,23887964.522978,-68.444,20.595,1965.013,-1907.3609,42.4000,-0.851,-2.922,45.739,-15.7027,-0.8101,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.984163,0.416774,18627.3415,731.3060,-0.369824,-52.4693,-0.0007,-2.8295,23988500.845789,23887968.560902,23887964.522979,23887968.452392,23887965.118943,108.5108,-595.9642,3.333448,23.495455,0,0
GPS-only,2700.0,G03,G,69.040,-103.296,107003748.811000,83379545.830000,20362133.781000,20362134.973000,20362135.872976,20362131.938492,394.000,0.000,1482.260,-1506.3044,23.5000,-0.851,-2.922,45.739,-43.8001,-6.3143,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.238588,0.132653,10809.3313,-4320.0868,0.541300,76.7977,-0.0023,2.0825,20535129.330103,20362135.813049,20362131.938517,20362135.641820,20362132.201782,171.2296,-263.2649,3.440038,24.246738,0,0
GPS-only,2700.0,G04,G,38.831,-10.564,116041131.973000,90421661.514000,22081887.557000,22081887.009000,22081893.109609,22081888.404059,-60.991,20.386,1940.252,-1906.8538,42.4000,-0.851,-2.922,45.739,-28.4450,-12.8165,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.328029,0.197405,4771.0903,2552.9125,0.344230,48.8381,-0.0016,3.5518,22094686.482235,22081893.017207,22081888.404060,22081887.740274,22081887.740274,nan,663.7862,0.000000,0.000000,0,0
GPS-only,2700.0,G07,G,15.374,-84.524,128884749.028000,100429674.683000,24525951.411000,24525949.657000,24525952.216549,24525954.122207,-0.400,5.000,757.000,-736.3980,40.6000,-0.851,-2.922,45.739,-14.8530,1.0461,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,7.758656,0.463825,35529.5049,-11120.4044,-0.499285,-70.8367,-0.0006,-3.0852,24482301.562257,24525952.283387,24525954.122188,24525952.108357,24525953.085871,175.0292,1036.3168,-0.977514,-6.889901,0,0
GPS-only,2700.0,G08,G,28.181,160.333,119252955.234000,92924384.174000,22693081.255000,22693084.938000,22693081.532849,22693075.562085,394.000,0.000,1427.680,-1354.2556,23.5000,-0.851,-2.922,45.739,-21.4403,-9.2205,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,4.407863,0.261809,-10245.3152,7493.3542,-0.251032,-35.6155,-0.0012,1.5356,22841488.550934,22693081.581465,22693075.562068,22693081.414170,22693079.042695,167.2953,-3480.6266,2.371475,16.715087,0,0
GPS-only,2700.0,G09,G,16.248,-34.049,124876057.824000,97306031.709000,23763121.450000,23763123.587000,23763118.922056,23763118.146780,394.000,0.000,1460.090,-1452.0059,23.5000,-0.851,-2.922,45.739,-13.6916,0.1515,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,7.364456,0.439847,19500.9048,1416.8831,0.388775,55.1579,-0.0007,0.3885,23994008.406262,23763118.832784,23763118.146798,23763118.767493,23763120.047746,65.2909,-1900.9479,-1.280253,-9.023725,0,0
GPS-only,2700.0,G16,G,56.510,41.290,108023987.572000,84174541.974000,20556273.612000,20556271.665000,20556279.003646,20556276.621532,12.600,-6.900,1389.150,-1374.8766,6.4000,-0.851,-2.922,45.739,-36.7291,-11.8412,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.505654,0.148510,-11350.0115,2393.4502,-0.773342,-109.7189,-0.0022,5.9679,20617138.535597,20556279.158899,20556276.621527,20556278.931310,20556275.062229,227.5892,1559.2975,3.869081,27.270802,0,0
GPS-only,2700.0,G26,G,21.775,36.180,122874421.021000,95746321.685000,23382216.375000,23382217.630000,23382217.473907,23382214.435112,394.000,0.000,1433.580,-1367.1242,23.5000,-0.851,-2.922,45.739,-14.7277,-5.0530,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,5.592031,0.332774,-19300.4185,-4263.8385,0.186963,26.5256,-0.0010,5.6108,23285310.819681,23382217.423424,23382214.435114,23382217.252319,23382212.579106,171.1048,1856.0082,4.673213,32.938639,0,0
