pass_label,epoch_sod,satellite,system,elevation_deg,azimuth_deg,raw_phase_L1_m,raw_phase_L2_m,raw_code_P1_m,raw_code_P2_m,LIF_raw_m,PIF_raw_m,sat_pco_x_mm,sat_pco_y_mm,sat_pco_z_mm,sat_apc_range_mm,sat_pcv_mm,rec_pco_x_mm,rec_pco_y_mm,rec_pco_z_mm,rec_apc_range_mm,rec_pcv_mm,osb_code_L1_mm,osb_code_L2_mm,osb_phase_L1_mm,osb_phase_L2_mm,osb_IF_code_mm,osb_IF_phase_mm,tropo_hydro_m,tropo_wet_m,sagnac_mm,relativity_mm,phase_windup_cycles,phase_windup_mm,solid_earth_tide_mm,ocean_loading_mm,geom_range_m,corrected_phase_m,corrected_code_m,predicted_phase_m,predicted_code_m,phase_residual_mm,code_residual_mm,float_ambiguity_state_m,float_ambiguity_cycles,wl_fixed,nl_fixed
GPS-only,180.0,G26,G,39.078,40.904,115016248.837000,89623071.321000,21886855.094000,21886856.946000,21886856.767647,21886852.231312,394.000,0.000,1433.580,-1367.1733,23.5000,-0.851,-2.922,45.739,-26.8482,-12.8719,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.310423,0.252023,-16746.5205,-1714.1573,0.243693,34.5742,-0.0014,7.1555,21789957.025802,21886856.709115,21886852.231315,21886856.444322,21886852.148233,264.7931,83.0822,4.296089,30.280526,0,0
GPS-only,180.0,G27,G,22.682,143.301,123115988.900000,95934526.029000,23428189.168000,23428190.894000,23428197.775809,23428186.500074,394.000,0.000,1436.320,-1336.9192,23.5000,-0.851,-2.922,45.739,-16.6564,-5.7504,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.383108,0.411006,-19522.6969,9783.7814,-0.235601,-33.4262,-0.0009,3.3557,23417566.527343,23428197.800270,23428186.500072,23428197.682627,23428188.623087,117.6435,-2123.0153,9.059540,63.855195,0,0
GPS-only,210.0,G01,G,25.194,-129.871,121611259.514000,94762009.818000,23141852.649000,23141852.527000,23141857.221270,23141852.837579,-68.444,20.595,1965.013,-1911.5260,42.4000,-0.851,-2.922,45.739,-21.9936,-7.6352,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.883770,0.370366,24405.6672,427.5833,-0.422412,-59.9302,-0.0008,-2.2891,23242394.223760,23141857.269539,23141852.837580,23141857.434951,23141855.785878,-165.4116,-2948.2986,1.649073,11.623312,0,0
GPS-only,210.0,G03,G,62.320,-50.025,107956811.199000,84122191.964000,20543495.429000,20543496.365000,20543497.570887,20543493.982199,394.000,0.000,1482.260,-1509.7348,23.5000,-0.851,-2.922,45.739,-41.2909,-9.5737,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.360236,0.178464,11150.7834,-4314.1902,0.472961,67.1020,-0.0018,3.6733,20716496.219735,20543497.520656,20543493.982223,20543497.752088,20543493.736143,-231.4325,246.0805,4.015946,28.305962,0,0
GPS-only,210.0,G04,G,26.911,-25.630,121306479.846000,94524529.797000,23083850.836000,23083849.754000,23083855.566444,23083852.508477,-60.991,20.386,1940.252,-1897.3166,42.4000,-0.851,-2.922,45.739,-21.1448,-8.5466,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.596914,0.348459,13469.8834,2434.9540,0.399731,56.7124,-0.0009,2.1822,23096643.848039,23083855.466168,23083852.508479,23083855.741832,23083851.088619,-275.6649,1419.8604,4.653214,32.797680,0,0
GPS-only,210.0,G08,G,16.744,174.553,125428461.796000,97736473.326000,23868242.528000,23868243.251000,23868239.048984,23868241.410439,394.000,0.000,1427.680,-1352.3058,23.5000,-0.851,-2.922,45.739,-13.7230,-0.3557,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,7.158678,0.545255,-3300.7205,7888.8640,-0.311652,-44.2160,-0.0006,0.0996,24016648.125637,23868239.106201,23868241.410422,23868239.217559,23868240.452984,-111.3579,957.4388,-1.235425,-8.707759,0,0
GPS-only,210.0,G16,G,70.335,81.419,105498915.578000,82206953.130000,20075768.378000,20075766.960000,20075773.884484,20075770.569842,12.600,-6.900,1389.150,-1383.3240,6.4000,-0.851,-2.922,45.739,-42.0566,-5.6746,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.219985,0.167842,-10130.7238,5848.5600,-0.458393,-65.0350,-0.0020,6.8929,20136629.182723,20075773.995053,20075770.569837,20075774.144777,20075770.466956,-149.7241,102.8811,3.677821,25.922728,0,0
GPS-only,210.0,G26,G,38.870,40.789,115097619.691000,89686477.180000,21902339.861000,21902341.849000,21902341.126789,21902336.788093,394.000,0.000,1433.580,-1367.1014,23.5000,-0.851,-2.922,45.739,-26.7163,-12.8255,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.325171,0.251649,-16768.5470,-1746.6219,0.242689,34.4318,-0.0014,7.1380,21805441.705933,21902341.068400,21902336.788096,21902341.315302,21902337.075342,-246.9020,-287.2458,4.239960,29.884902,0,0
GPS-only,210.0,G27,G,22.788,143.092,123055469.387000,95887368.020000,23416672.521000,23416674.351000,23416681.275368,23416669.692318,394.000,0.000,1436.320,-1336.8633,23.5000,-0.851,-2.922,45.739,-16.7256,-5.8318,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.359795,0.406783,-19593.3158,9781.8528,-0.234674,-33.2947,-0.0009,3.3716,23406050.272016,23416681.299698,23416669.692316,23416681.436198,23416672.570310,-136.5000,-2877.9935,8.865888,62.490266,0,0
GPS-only,240.0,G01,G,25.095,-130.098,121657833.838000,94798301.505000,23150714.922000,23150715.139000,23150720.018192,23150714.586577,-68.444,20.595,1965.013,-1911.4732,42.4000,-0.851,-2.922,45.739,-21.9195,-7.5825,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.901593,0.369177,24353.7677,431.6986,-0.421863,-59.8523,-0.0008,-2.3018,23251256.765874,23150720.066383,23150714.586578,23150719.927309,23150718.349808,139.0744,-3763.2303,1.577501,11.118844,0,0
GPS-only,240.0,G03,G,62.503,-50.424,107921503.045000,84094679.112000,20536776.662000,20536777.307000,20536778.654367,20536775.665006,394.000,0.000,1482.260,-1509.8613,23.5000,-0.851,-2.922,45.739,-41.3620,-9.4898,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.356307,0.176944,11143.4847,-4317.7017,0.473488,67.1767,-0.0018,3.6618,20709776.951753,20536778.604061,20536775.665030,20536778.486828,20536774.534938,117.2330,1130.0922,3.951890,27.854475,0,0
GPS-only,240.0,G04,G,27.037,-25.449,121245777.720000,94477229.441000,23072299.649000,23072298.506000,23072304.335215,23072301.415767,-60.991,20.386,1940.252,-1897.3913,42.4000,-0.851,-2.922,45.739,-21.2257,-8.6136,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.577297,0.344582,13359.5435,2438.3390,0.399122,56.6259,-0.0009,2.2050,23085092.439961,23072304.235025,23072301.415768,23072304.164217,23072299.602386,70.8084,1813.3824,4.561831,32.153577,0,0
GPS-only,240.0,G08,G,16.864,174.386,125359026.356000,97682367.853000,23855028.470000,23855029.731000,23855025.899675,23855026.520837,394.000,0.000,1427.680,-1352.3563,23.5000,-0.851,-2.922,45.739,-13.8059,-0.4783,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,7.110710,0.537828,-3397.4105,7890.2513,-0.310971,-44.1194,-0.0006,0.1181,24003434.842660,23855025.956795,23855026.520821,23855026.000883,23855027.125323,-44.0873,-604.5020,-1.124440,-7.925496,0,0
GPS-only,240.0,G16,G,70.269,80.635,105503838.556000,82210789.223000,20076705.078000,20076704.282000,20076710.693690,20076706.308399,12.600,-6.900,1389.150,-1383.2869,6.4000,-0.851,-2.922,45.739,-42.0339,-5.7055,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.220897,0.166759,-10141.8671,5810.8271,-0.461102,-65.4195,-0.0020,6.8869,20137565.756864,20076710.804644,20076706.308394,20076710.742136,20076706.986424,62.5077,-678.0297,3.755712,26.471736,0,0
GPS-only,240.0,G26,G,38.663,40.675,115179363.200000,89750173.415000,21917894.705000,21917897.370000,21917896.401525,21917890.585635,394.000,0.000,1433.580,-1367.0308,23.5000,-0.851,-2.922,45.739,-26.5839,-12.7791,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.340102,0.251048,-16790.7592,-1779.0443,0.241700,34.2915,-0.0014,7.1204,21820996.629164,21917896.343277,21917890.585638,21917896.385535,21917892.067173,-42.2584,-1481.5351,4.318362,30.437509,0,0
GPS-only,240.0,G27,G,22.894,142.882,122994937.930000,95840200.702000,23405153.361000,23405155.580000,23405162.502810,23405149.931030,394.000,0.000,1436.320,-1336.8070,23.5000,-0.851,-2.922,45.739,-16.7948,-5.9134,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.336663,0.402232,-19663.5285,9779.7486,-0.233745,-33.1629,-0.0009,3.3875,23394531.290783,23405162.527008,23405149.931028,23405162.642647,23405153.614555,-115.6389,-3683.5263,9.028093,63.633544,0,0
GPS-only,270.0,G01,G,24.995,-130.325,121704491.397000,94834658.039000,23159593.676000,23159593.146000,23159598.658527,23159594.495236,-68.444,20.595,1965.013,-1911.4203,42.4000,-0.851,-2.922,45.739,-21.8452,-7.5286,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.919572,0.366321,24301.4288,435.8100,-0.421311,-59.7741,-0.0008,-2.3143,23260135.847853,23159598.706640,23159594.495237,23159598.894186,23159597.146586,-187.5458,-2651.3495,1.747600,12.317768,0,0
GPS-only,270.0,G03,G,62.685,-50.828,107886749.342000,84067598.303000,20530163.170000,20530164.083000,20530165.245134,20530161.758751,394.000,0.000,1482.260,-1509.9830,23.5000,-0.851,-2.922,45.739,-41.4321,-9.4065,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.352444,0.174641,11136.3200,-4321.1249,0.474020,67.2523,-0.0018,3.6500,20703163.935475,20530165.194752,20530161.758775,20530165.166458,20530161.288072,28.2945,470.7032,3.878386,27.336389,0,0
GPS-only,270.0,G04,G,27.164,-25.268,121184970.668000,94429847.327000,23060727.840000,23060726.656000,23060733.136281,23060729.670142,-60.991,20.386,1940.252,-1897.4671,42.4000,-0.851,-2.922,45.739,-21.3068,-8.6809,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.557803,0.339196,13249.2751,2441.6820,0.398511,56.5393,-0.0009,2.2277,23073521.811211,23060733.036178,23060729.670143,23060733.070485,23060728.592547,-34.3066,1077.5961,4.477938,31.562264,0,0
GPS-only,270.0,G08,G,16.984,174.219,125289406.953000,97628119.016000,23841779.261000,23841781.877000,23841777.749490,23841775.217376,394.000,0.000,1427.680,-1352.4062,23.5000,-0.851,-2.922,45.739,-13.8891,-0.6014,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,7.063209,0.528093,-3493.8155,7891.4935,-0.310288,-44.0226,-0.0006,0.1365,23990187.043821,23841777.806513,23841775.217360,23841778.186243,23841778.980191,-379.7296,-3762.8312,-0.793948,-5.596060,0,0
GPS-only,270.0,G16,G,70.200,79.857,105509398.753000,82215121.852000,20077763.139000,20077762.184000,20077768.760994,20077764.615170,12.600,-6.900,1389.150,-1383.2480,6.4000,-0.851,-2.922,45.739,-42.0100,-5.7380,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.221865,0.164931,-10153.0436,5772.9839,-0.463918,-65.8190,-0.0020,6.8808,20138624.218308,20077768.872347,20077764.615165,20077768.940283,20077765.062208,-67.9358,-447.0429,3.878075,27.334195,0,0
GPS-only,270.0,G26,G,38.455,40.564,115261472.029000,89814154.331000,21933519.591000,21933522.303000,21933521.188282,21933515.398986,394.000,0.000,1433.580,-1366.9614,23.5000,-0.851,-2.922,45.739,-26.4511,-12.7326,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.355220,0.249316,-16813.1559,-1811.4283,0.240724,34.1530,-0.0014,7.1028,21836621.639511,21933521.130172,21933515.398989,21933521.259462,21933516.845258,-129.2902,-1446.2689,4.414204,31.113045,0,0
GPS-only,270.0,G27,G,23.001,142.673,122934392.654000,95793022.616000,23393632.376000,23393634.680000,23393641.100564,23393628.814643,394.000,0.000,1436.320,-1336.7502,23.5000,-0.851,-2.922,45.739,-16.8642,-5.9951,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.313712,0.395925,-19733.3317,9777.4629,-0.232814,-33.0308,-0.0009,3.4033,23383010.103683,23393641.124630,23393628.814641,23393641.647364,23393632.151146,-522.7338,-3336.5042,9.496218,66.933076,0,0
GPS-only,300.0,G01,G,24.896,-130.551,121751235.879000,94871082.308000,23168489.789000,23168487.490000,23168493.838704,23168493.342628,-68.444,20.595,1965.013,-1911.3673,42.4000,-0.851,-2.922,45.739,-21.7708,-7.4521,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.937708,0.365454,24248.6497,439.9136,-0.420757,-59.6955,-0.0008,-2.3266,23269030.802753,23168493.886739,23168493.342629,23168493.722388,23168492.007430,164.3503,1335.1986,1.714958,12.087698,0,0
GPS-only,300.0,G03,G,62.865,-51.240,107852557.755000,84040955.504000,20523656.744000,20523657.689000,20523658.803950,20523655.283287,394.000,0.000,1482.260,-1510.1002,23.5000,-0.851,-2.922,45.739,-41.5014,-9.3238,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.348648,0.173302,11129.2864,-4324.4635,0.474560,67.3288,-0.0018,3.6381,20696657.436836,20523658.753492,20523655.283312,20523658.511504,20523654.734519,241.9877,548.7924,3.776985,26.621675,0,0
GPS-only,300.0,G04,G,27.291,-25.088,121124066.095000,94382389.199000,23049138.430000,23049137.226000,23049143.388631,23049140.291056,-60.991,20.386,1940.252,-1897.5438,42.4000,-0.851,-2.922,45.739,-21.3881,-8.7483,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.538431,0.335698,13139.0802,2444.9795,0.397900,56.4526,-0.0009,2.2503,23061932.181528,23049143.288614,23049140.291058,23049143.182977,23049138.766758,105.6373,1524.2996,4.416219,31.127247,0,0
GPS-only,300.0,G08,G,17.105,174.053,125219611.951000,97573733.338000,23828498.091000,23828499.786000,23828496.187931,23828495.470991,394.000,0.000,1427.680,-1352.4553,23.5000,-0.851,-2.922,45.739,-13.9726,-0.7250,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,7.016172,0.521343,-3589.9350,7892.5869,-0.309605,-43.9257,-0.0006,0.1549,23976905.052858,23828496.244857,23828495.470975,23828496.216206,23828496.828377,28.6515,-1357.4018,-0.612171,-4.314823,0,0
GPS-only,300.0,G16,G,70.126,79.085,105515602.607000,82219956.026000,20078943.797000,20078942.437000,20078949.314382,20078945.899190,12.600,-6.900,1389.150,-1383.2073,6.4000,-0.851,-2.922,45.739,-41.9851,-5.7723,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.222888,0.164007,-10164.2562,5735.0270,-0.466843,-66.2340,-0.0020,6.8744,20139804.662164,20078949.426150,20078945.899185,20078949.207643,20078945.305758,218.5079,593.4269,3.901885,27.502018,0,0
GPS-only,300.0,G26,G,38.248,40.454,115343949.728000,89878422.673000,21949214.181000,21949216.701000,21949216.170617,21949210.285766,394.000,0.000,1433.580,-1366.8934,23.5000,-0.851,-2.922,45.739,-26.3179,-12.6862,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.370526,0.248940,-16835.7385,-1843.7763,0.239761,34.0164,-0.0014,7.0852,21852316.380126,21949216.112644,21949210.285769,21949216.017420,21949211.535411,95.2233,-1249.6424,4.482009,31.590962,0,0
GPS-only,300.0,G27,G,23.107,142.462,122873842.673000,95745840.871000,23382109.977000,23382111.206000,23382118.800255,23382108.077301,394.000,0.000,1436.320,-1336.6931,23.5000,-0.851,-2.922,45.739,-16.9336,-6.0770,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.290941,0.391824,-19802.7256,9774.9919,-0.231879,-32.8982,-0.0009,3.4190,23371487.288969,23382118.824189,23382108.077299,23382118.930245,23382109.242700,-106.0563,-1165.4017,9.687545,68.281621,0,0
GPS-only,330.0,G01,G,24.796,-130.777,121798059.815000,94907568.495000,23177399.466000,23177397.982000,23177404.136289,23177401.759860,-68.444,20.595,1965.013,-1911.3143,42.4000,-0.851,-2.922,45.739,-21.6962,-7.3756,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.956003,0.365756,24195.4304,444.0070,-0.420201,-59.6166,-0.0008,-2.3389,23277941.201195,23177404.184245,23177401.759861,23177404.116039,23177402.369785,68.2057,-609.9246,1.746254,12.308281,0,0
GPS-only,330.0,G03,G,63.044,-51.657,107818924.900000,84014748.088000,20517256.525000,20517257.528000,20517258.683132,20517254.974635,394.000,0.000,1482.260,-1510.2127,23.5000,-0.851,-2.922,45.739,-41.5697,-9.2419,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.344919,0.172525,11122.3818,-4327.7199,0.475106,67.4064,-0.0018,3.6259,20690257.451211,20517258.632596,20517254.974659,20517258.522953,20517254.753460,109.6435,221.1999,3.769493,26.568868,0,0
GPS-only,330.0,G04,G,27.419,-24.907,121063060.246000,94334852.171000,23037528.849000,23037529.062000,23037534.362621,23037528.519760,-60.991,20.386,1940.252,-1897.6216,42.4000,-0.851,-2.922,45.739,-21.4696,-8.8160,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.519181,0.333297,13028.9615,2448.2293,0.397288,56.3658,-0.0009,2.2728,23050323.388444,23037534.262692,23037528.519761,23037534.330963,23037529.831780,-68.2715,-1312.0182,4.499184,31.712014,0,0
GPS-only,330.0,G16,G,70.049,78.320,105522445.332000,82225288.025000,20080245.919000,20080244.414000,20080251.439581,20080248.245320,12.600,-6.900,1389.150,-1383.1648,6.4000,-0.851,-2.922,45.739,-41.9591,-5.8084,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.223968,0.163612,-10175.5075,5696.9545,-0.469883,-66.6653,-0.0020,6.8680,20141106.910251,20080251.551780,20080248.245315,20080251.287765,20080247.437070,264.0155,808.2448,3.850694,27.141207,0,0
GPS-only,330.0,G26,G,38.040,40.346,115426788.687000,89942972.521000,21964978.102000,21964979.767000,21964979.896670,21964975.528363,394.000,0.000,1433.580,-1366.8268,23.5000,-0.851,-2.922,45.739,-26.1842,-12.6397,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.386023,0.249364,-16858.5085,-1876.0896,0.238811,33.8817,-0.0014,7.0674,21868080.052942,21964979.838831,21964975.528366,21964979.701604,21964975.209836,137.2266,318.5303,4.491769,31.659750,0,0
GPS-only,330.0,G27,G,23.214,142.252,122813285.889000,95698653.852000,23370586.723000,23370588.419000,23370595.195172,23370584.101446,394.000,0.000,1436.320,-1336.6355,23.5000,-0.851,-2.922,45.739,-17.0031,-6.1589,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.268348,0.389006,-19871.7102,9772.3328,-0.230942,-32.7653,-0.0009,3.4346,23359963.580110,23370595.218973,23370584.101444,23370595.163053,23370585.496845,55.9198,-1395.4014,9.666208,68.131230,0,0
GPS-only,360.0,G01,G,24.697,-131.002,121844961.232000,94944115.049000,23186325.205000,23186323.584000,23186329.180964,23186327.710625,-68.444,20.595,1965.013,-1911.2613,42.4000,-0.851,-2.922,45.739,-21.6215,-7.2991,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.974456,0.366205,24141.7702,448.0884,-0.419644,-59.5375,-0.0008,-2.3510,23286866.382506,23186329.228840,23186327.710626,23186329.396996,23186327.685040,-168.1557,25.5858,1.711956,12.066542,0,0
GPS-only,360.0,G03,G,63.222,-52.081,107785852.842000,83988977.662000,20510963.201000,20510964.015000,20510965.276424,20510961.942778,394.000,0.000,1482.260,-1510.3205,23.5000,-0.851,-2.922,45.739,-41.6371,-9.1606,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.341255,0.171822,11115.6032,-4330.8954,0.475660,67.4849,-0.0018,3.6134,20683964.195215,20510965.225810,20510961.942802,20510965.399836,20510961.671060,-174.0257,271.7415,3.728775,26.281873,0,0
GPS-only,360.0,G04,G,27.547,-24.727,121001954.908000,94287237.628000,23025901.729000,23025900.998000,23025906.401126,23025902.858927,-60.991,20.386,1940.252,-1897.7005,42.4000,-0.851,-2.922,45.739,-21.5513,-8.8839,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.500050,0.331042,12918.9207,2451.4299,0.396675,56.2788,-0.0009,2.2951,23038695.624809,23025906.301284,23025902.858928,23025906.498325,23025902.098632,-197.0415,760.2960,4.399693,31.010764,0,0
GPS-only,360.0,G16,G,69.968,77.560,105529927.316000,82231118.150000,20081669.668000,20081668.572000,20081675.210928,20081671.362118,12.600,-6.900,1389.150,-1383.1205,6.4000,-0.851,-2.922,45.739,-41.9321,-5.8472,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.225104,0.163284,-10186.8005,5658.7655,-0.473041,-67.1134,-0.0020,6.8614,20142530.997489,20081675.323576,20081671.362112,20081675.429048,20081671.565706,-105.4719,-203.5932,3.863342,27.230351,0,0
GPS-only,360.0,G26,G,37.832,40.239,115509986.909000,90007802.313000,21980810.462000,21980811.780000,21980811.988650,21980808.424731,394.000,0.000,1433.580,-1366.7615,23.5000,-0.851,-2.922,45.739,-26.0501,-12.5932,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.401714,0.249894,-16881.4674,-1908.3689,0.237874,33.7487,-0.0014,7.0497,21883912.252247,21980811.930944,21980808.424734,21980812.042246,21980807.589116,-111.3028,835.6171,4.453130,31.387409,0,0
GPS-only,360.0,G27,G,23.320,142.041,122752725.816000,95651464.237000,23359062.068000,23359064.065000,23359070.976724,23359058.981182,394.000,0.000,1436.320,-1336.5776,23.5000,-0.851,-2.922,45.739,-17.0726,-6.2410,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.245934,0.386362,-19940.2858,9769.4841,-0.230003,-32.6319,-0.0009,3.4502,23348439.554427,23359071.000391,23359058.981180,23359071.287847,23359061.606645,-287.4559,-2625.4650,9.681202,68.236918,0,0
GPS-only,390.0,G01,G,24.597,-131.227,121891939.447000,94980721.459000,23195264.322000,23195263.955000,23195268.834753,23195264.889282,-68.444,20.595,1965.013,-1911.2082,42.4000,-0.851,-2.922,45.739,-21.5467,-7.2225,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,4.993069,0.366786,24087.6715,452.1572,-0.419083,-59.4580,-0.0008,-2.3629,23295805.815638,23195268.882550,23195264.889283,23195268.878258,23195267.152849,4.2927,-2263.5660,1.725409,12.161358,0,0
GPS-only,390.0,G03,G,63.397,-52.511,107753344.939000,83963646.841000,20504777.182000,20504777.736000,20504779.223446,20504776.325667,394.000,0.000,1482.260,-1510.4238,23.5000,-0.851,-2.922,45.739,-41.7035,-9.0801,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.337657,0.171184,11108.9509,-4333.9908,0.476220,67.5643,-0.0018,3.6007,20677777.875865,20504779.172753,20504776.325691,20504779.131937,20504775.430228,40.8154,895.4637,3.701710,26.091105,0,0
GPS-only,390.0,G04,G,27.675,-24.546,120940753.252000,94239548.024000,23014254.802000,23014254.431000,23014260.113950,23014255.375465,-60.991,20.386,1940.252,-1897.7803,42.4000,-0.851,-2.922,45.739,-21.6333,-8.9520,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,4.481040,0.328917,12808.9620,2454.5807,0.396061,56.1917,-0.0010,2.3174,23027049.265294,23014260.014195,23014255.375466,23014260.077180,23014255.675476,-62.9849,-300.0098,4.401704,31.024936,0,0
GPS-only,390.0,G16,G,69.884,76.807,105538050.519000,82237447.922000,20083215.574000,20083214.323000,20083221.003768,20083217.507705,12.600,-6.900,1389.150,-1383.0744,6.4000,-0.851,-2.922,45.739,-41.9040,-5.8896,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.226297,0.163016,-10198.1361,5620.4598,-0.476323,-67.5789,-0.0020,6.8546,20144076.597690,20083221.116881,20083217.507700,20083220.943024,20083217.117965,173.8564,389.7351,3.825059,26.960520,0,0
GPS-only,390.0,G26,G,37.624,40.135,115593543.576000,90072911.420000,21996710.877000,21996712.589000,21996712.287724,21996708.230714,394.000,0.000,1433.580,-1366.6976,23.5000,-0.851,-2.922,45.739,-25.9156,-12.5467,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,3.417602,0.250519,-16904.6157,-1940.6141,0.236949,33.6175,-0.0014,7.0319,21899812.287515,21996712.230149,21996708.230717,21996712.129283,21996707.704703,100.8663,526.0139,4.424580,31.186177,0,0
GPS-only,390.0,G27,G,23.427,141.829,122692167.272000,95604275.808000,23347538.642000,23347539.882000,23347547.051284,23347536.725298,394.000,0.000,1436.320,-1336.5192,23.5000,-0.851,-2.922,45.739,-17.1422,-6.3231,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,5.223696,0.383873,-20008.4513,9766.4449,-0.229060,-32.4982,-0.0009,3.4657,23336915.339632,23347547.074818,23347536.725296,23347547.097808,23347537.431212,-22.9906,-705.9165,9.666596,68.133967,0,0
GPS-only,420.0,G01,G,24.497,-131.451,121938989.045000,95017383.485000,23204217.848000,23204216.650000,23204222.074962,23204219.699782,-68.444,20.595,1965.013,-1911.1551,42.4000,-0.851,-2.922,45.739,-21.4717,-7.1459,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,5.011844,0.367427,24033.1320,456.2129,-0.418521,-59.3782,-0.0008,-2.3748,23304759.157978,23204222.122680,23204219.699783,23204222.190161,23204220.496641,-67.4814,-796.8578,1.693520,11.936597,0,0
