SOD,HHMMSS,X,Y,Z,Computed_X,Computed_Y,Computed_Z,X_glab_cm,Y_glab_cm,Z_glab_cm,X_python_cm,Y_python_cm,Z_python_cm,dX_cm,dY_cm,dZ_cm,3D_cm
540.0,00:09:00,1337935.1057,6070317.6444,1427877.8987,1337935.5177,6070317.0364,1427877.5166,-42.719202931039035,51.31059167906642,38.91868775244802,-1.4209989458322525,-6.501489784568548,3.0555760487914085,41.20000000111759,-60.80000000074506,-38.21000000461936,82.78939606335886
570.0,00:09:30,1337935.184,6070317.7028,1427877.9003,1337935.5177,6070317.0364,1427877.5166,-34.88920293748379,57.15059172362089,39.078687760047615,-1.4209989458322525,-6.501489784568548,3.0555760487914085,33.37000000756234,-66.64000004529953,-38.37000001221895,83.82543413236769
600.0,00:10:00,1337935.1739,6070317.8464,1427877.9379,1337935.5177,6070317.0364,1427877.5166,-35.899202921427786,71.51059173047543,42.83868775237352,-1.4209989458322525,-6.501489784568548,3.0555760487914085,34.37999999150634,-81.00000005215406,-42.130000004544854,97.55983450297506
630.0,00:10:30,1337935.1661,6070317.952,1427877.9523,1337935.5177,6070317.0364,1427877.5166,-36.6792029235512,82.07059167325497,44.27868775092065,-1.4209989458322525,-6.501489784568548,3.0555760487914085,35.159999993629754,-91.5599999949336,-43.57000000309199,107.32103288216025
660.0,00:11:00,1337935.1427,6070318.0522,1427877.9769,1337935.5177,6070317.0364,1427877.5166,-39.01920292992145,92.09059169515967,46.73868773970753,-1.4209989458322525,-6.501489784568548,3.0555760487914085,37.5,-101.58000001683831,-46.02999999187887,117.6584348981119
690.0,00:11:30,1337935.1501,6070318.0853,1427877.9764,1337935.5177,6070317.0364,1427877.5166,-38.27920292969793,95.40059175342321,46.688687754794955,-1.4209989458322525,-6.501489784568548,3.0555760487914085,36.75999999977648,-104.89000007510185,-45.98000000696629,120.28038126136387
720.0,00:12:00,1337935.1384,6070318.0696,1427877.9512,1337935.5177,6070317.0364,1427877.5166,-39.44920292124152,93.83059171959758,44.1686877515167,-1.4209989458322525,-6.501489784568548,3.0555760487914085,37.929999991320074,-103.32000004127622,-43.46000000368804,118.33207049735681
750.0,00:12:30,1337935.1555,6070317.9526,1427877.8955,1337935.5177,6070317.0364,1427877.5166,-37.73920291569084,82.13059175759554,38.5986877605319,-1.4209989458322525,-6.501489784568548,3.0555760487914085,36.21999998576939,-91.62000007927418,-37.89000001270324,105.55455894682137
780.0,00:13:00,1337935.1957,6070317.9068,1427877.8892,1337935.5177,6070317.0364,1427877.5166,-33.71920292265713,77.5505917146802,37.96868775971234,-1.4209989458322525,-6.501489784568548,3.0555760487914085,32.199999992735684,-87.04000003635883,-37.260000011883676,100.00554587995155
810.0,00:13:30,1337935.1829,6070317.7184,1427877.8143,1337935.5177,6070317.0364,1427877.5166,-34.99920293688774,58.710591681301594,30.478687747381628,-1.4209989458322525,-6.501489784568548,3.0555760487914085,33.48000000696629,-68.20000000298023,-29.769999999552965,81.59903982796826
840.0,00:14:00,1337935.1624,6070317.537,1427877.738,1337935.5177,6070317.0364,1427877.5166,-37.04920292366296,40.570591669529676,22.848687740042806,-1.4209989458322525,-6.501489784568548,3.0555760487914085,35.52999999374151,-50.059999991208315,-22.139999992214143,65.25767463164995
870.0,00:14:30,1337935.1463,6070317.3953,1427877.68,1337935.5177,6070317.0364,1427877.5166,-38.65920293610543,26.40059171244502,17.04868774395436,-1.4209989458322525,-6.501489784568548,3.0555760487914085,37.14000000618398,-35.89000003412366,-16.339999996125698,54.17072366862132
900.0,00:15:00,1337935.1537,6070317.2851,1427877.6302,1337935.5177,6070317.0364,1427877.5166,-37.91920293588191,15.380591712892056,12.068687751889229,-1.4209989458322525,-6.501489784568548,3.0555760487914085,36.400000005960464,-24.870000034570694,-11.360000004060566,45.525009634768054
930.0,00:15:30,1337935.2106,6070317.255,1427877.6182,1337935.5177,6070317.0364,1427877.5166,-32.22920291591436,12.370591703802347,10.868687741458416,-1.4209989458322525,-6.501489784568548,3.0555760487914085,30.70999998599291,-21.860000025480986,-10.159999993629754,39.04086705138949
960.0,00:16:00,1337935.2468,6070317.2329,1427877.6038,1337935.5177,6070317.0364,1427877.5166,-28.609202918596566,10.1605917327106,9.42868774291128,-1.4209989458322525,-6.501489784568548,3.0555760487914085,27.089999988675117,-19.65000005438924,-8.719999995082617,34.58365222815768
990.0,00:16:30,1337935.2971,6070317.1981,1427877.5877,1337935.5177,6070317.0364,1427877.5166,-23.579202918335795,6.680591683834791,7.818687753751874,-1.4209989458322525,-6.501489784568548,3.0555760487914085,22.059999988414347,-16.17000000551343,-7.110000005923212,28.26065462354638
1020.0,00:17:00,1337935.3267,6070317.1657,1427877.5681,1337935.5177,6070317.0364,1427877.5166,-20.619202917441726,3.4405916929244995,5.858687753789127,-1.4209989458322525,-6.501489784568548,3.0555760487914085,19.099999987520278,-12.930000014603138,-5.1500000059604645,23.632972727998155
1050.0,00:17:30,1337935.3472,6070317.111,1427877.5365,1337935.5177,6070317.0364,1427877.5166,-18.569202930666506,-2.0294083282351494,2.698687743395567,-1.4209989458322525,-6.501489784568548,3.0555760487914085,17.050000000745058,-7.459999993443489,-1.9899999955669045,18.71668239592529
1080.0,00:18:00,1337935.3581,6070317.0587,1427877.5064,1337935.5177,6070317.0364,1427877.5166,-17.479202919639647,-7.259408291429281,-0.311312242411077,-1.4209989458322525,-6.501489784568548,3.0555760487914085,15.959999989718199,-2.2300000302493572,1.0199999902397394,16.147287691337084
1110.0,00:18:30,1337935.3624,6070317.0304,1427877.4865,1337935.5177,6070317.0364,1427877.5166,-17.049202928319573,-10.089408326894045,-2.3013122379779816,-1.4209989458322525,-6.501489784568548,3.0555760487914085,15.529999998398125,0.6000000052154064,3.009999985806644,15.8303821770373
1140.0,00:19:00,1337935.3722,6070316.999,1427877.4736,1337935.5177,6070317.0364,1427877.5166,-16.069202916696668,-13.22940830141306,-3.591312258504331,-1.4209989458322525,-6.501489784568548,3.0555760487914085,14.54999998677522,3.7399999797344208,4.3000000063329935,15.626263133520954
1170.0,00:19:30,1337935.3676,6070316.9308,1427877.4454,1337935.5177,6070317.0364,1427877.5166,-16.529202926903963,-20.04940826445818,-6.411312241107225,-1.4209989458322525,-6.501489784568548,3.0555760487914085,15.009999996982515,10.559999942779541,7.119999988935888,19.685225387161967
1200.0,00:20:00,1337935.354,6070316.875,1427877.4229,1337935.5177,6070317.0364,1427877.5166,-17.889202921651304,-25.629408285021782,-8.661312260665,-1.4209989458322525,-6.501489784568548,3.0555760487914085,16.369999991729856,16.139999963343143,9.370000008493662,24.824854454862837
1230.0,00:20:30,1337935.3518,6070316.8111,1427877.3943,1337935.5177,6070317.0364,1427877.5166,-18.10920292045921,-32.01940832659602,-11.521312245167792,-1.4209989458322525,-6.501489784568548,3.0555760487914085,16.589999990537763,22.530000004917383,12.229999992996454,30.5352566672742
1260.0,00:21:00,1337935.3698,6070316.7789,1427877.3842,1337935.5177,6070317.0364,1427877.5166,-16.309202928096056,-35.2394082583487,-12.531312252394855,-1.4209989458322525,-6.501489784568548,3.0555760487914085,14.789999998174608,25.749999936670065,13.240000000223517,32.51313883171589
1290.0,00:21:30,1337935.3957,6070316.8,1427877.3953,1337935.5177,6070317.0364,1427877.5166,-13.719202927313745,-33.12940830364823,-11.421312252059579,-1.4209989458322525,-6.501489784568548,3.0555760487914085,12.199999997392297,23.639999981969595,12.129999999888241,29.237416080789068
1320.0,00:22:00,1337935.3964,6070316.8059,1427877.3945,1337935.5177,6070317.0364,1427877.5166,-13.64920292980969,-32.5394082814455,-11.501312255859375,-1.4209989458322525,-6.501489784568548,3.0555760487914085,12.129999999888241,23.049999959766865,12.210000003688037,28.766708157740315
1350.0,00:22:30,1337935.3954,6070316.7969,1427877.3868,1337935.5177,6070317.0364,1427877.5166,-13.749202922917902,-33.439408242702484,-12.27131225168705,-1.4209989458322525,-6.501489784568548,3.0555760487914085,12.229999992996454,23.949999921023846,12.979999999515712,29.860606089514718
1380.0,00:23:00,1337935.4053,6070316.7995,1427877.3841,1337935.5177,6070317.0364,1427877.5166,-12.75920292828232,-33.17940831184387,-12.541312258690596,-1.4209989458322525,-6.501489784568548,3.0555760487914085,11.239999998360872,23.689999990165234,13.250000006519258,29.378839317950284
1410.0,00:23:30,1337935.4131,6070316.8063,1427877.3843,1337935.5177,6070317.0364,1427877.5166,-11.979202926158905,-32.49940825626254,-12.521312246099114,-1.4209989458322525,-6.501489784568548,3.0555760487914085,10.459999996237457,23.009999934583902,13.229999993927777,28.529013245294127
1440.0,00:24:00,1337935.4243,6070316.8123,1427877.3871,1337935.5177,6070317.0364,1427877.5166,-10.859202919527888,-31.899408251047134,-12.241312256082892,-1.4209989458322525,-6.501489784568548,3.0555760487914085,9.33999998960644,22.409999929368496,12.950000003911555,27.516289661606876
1470.0,00:24:30,1337935.4351,6070316.8256,1427877.3906,1337935.5177,6070317.0364,1427877.5166,-9.779202938079834,-30.569408275187016,-11.89131224527955,-1.4209989458322525,-6.501489784568548,3.0555760487914085,8.260000008158386,21.079999953508377,12.599999993108213,25.910499763628966
1500.0,00:25:00,1337935.4469,6070316.8385,1427877.3935,1337935.5178,6070317.0364,1427877.5166,-8.599202916957438,-29.27940832450986,-11.601312248967588,-1.410998939536512,-6.501489784568548,3.0555760487914085,7.08999999333173,19.79000000283122,12.30999999679625,24.360794320765226
1530.0,00:25:30,1337935.4721,6070316.8635,1427877.4038,1337935.5178,6070317.0364,1427877.5166,-6.079202936962247,-26.779408287256956,-10.571312252432108,-1.410998939536512,-6.501489784568548,3.0555760487914085,4.570000013336539,17.289999965578318,11.28000000026077,21.143968381963617
1560.0,00:26:00,1337935.498,6070316.9025,1427877.4214,1337935.5178,6070317.0364,1427877.5166,-3.489202936179936,-22.879408299922943,-8.811312238685787,-1.410998939536512,-6.501489784568548,3.0555760487914085,1.9800000125542283,13.389999978244305,9.51999998651445,16.548199273949184
1590.0,00:26:30,1337935.5185,6070316.9397,1427877.4363,1337935.5178,6070317.0364,1427877.5166,-1.4392029261216521,-19.159408286213875,-7.321312255226076,-1.410998939536512,-6.501489784568548,3.0555760487914085,-0.0699999975040555,9.669999964535236,8.030000003054738,12.569594240182182
1620.0,00:27:00,1337935.525,6070316.9578,1427877.4411,1337935.5178,6070317.0364,1427877.5166,-0.7892029359936714,-17.34940828755498,-6.841312255710363,-1.410998939536512,-6.501489784568548,3.0555760487914085,-0.7199999876320362,7.859999965876341,7.550000003539026,10.922476802410959
1650.0,00:27:30,1337935.5405,6070316.9966,1427877.4557,1337935.5178,6070317.0364,1427877.5166,0.7607970619574189,-13.469408266246319,-5.381312244571745,-1.410998939536512,-6.501489784568548,3.0555760487914085,-2.2699999855831265,3.9799999445676804,6.089999992400408,7.621115364613181
1680.0,00:28:00,1337935.5463,6070317.0159,1427877.4627,1337935.5178,6070317.0364,1427877.5166,1.3407970778644085,-11.539408285170794,-4.681312246248126,-1.410998939536512,-6.501489784568548,3.0555760487914085,-2.850000001490116,2.049999963492155,5.389999994076788,6.43250338476081
1710.0,00:28:30,1337935.5057,6070316.9676,1427877.4367,1337935.5178,6070317.0364,1427877.5166,-2.7192029170691967,-16.369408275932074,-7.281312253326178,-1.410998939536512,-6.501489784568548,3.0555760487914085,1.209999993443489,6.879999954253435,7.99000000115484,10.61313334379225
1740.0,00:29:00,1337935.479,6070316.9464,1427877.424,1337935.5178,6070317.0364,1427877.5166,-5.389202921651304,-18.489408306777477,-8.551312237977982,-1.410998939536512,-6.501489784568548,3.0555760487914085,3.879999998025596,8.999999985098839,9.259999985806644,13.483397177773735
1770.0,00:29:30,1337935.444,6070316.9105,1427877.4029,1337935.5178,6070317.0364,1427877.5166,-8.889202936552465,-22.079408261924982,-10.66131223924458,-1.410998939536512,-6.501489784568548,3.0555760487914085,7.380000012926757,12.589999940246344,11.369999987073243,18.499983740323866
1800.0,00:30:00,1337935.4269,6070316.8909,1427877.3906,1337935.5178,6070317.0364,1427877.5166,-10.599202918820083,-24.039408285170794,-11.89131224527955,-1.410998939536512,-6.501489784568548,3.0555760487914085,9.089999995194376,14.549999963492155,12.599999993108213,21.285924895963117
1830.0,00:30:30,1337935.4149,6070316.8829,1427877.386,1337935.5178,6070317.0364,1427877.5166,-11.799202929250896,-24.839408323168755,-12.351312255486846,-1.410998939536512,-6.501489784568548,3.0555760487914085,10.290000005625188,15.350000001490116,13.060000003315508,22.628968165785068
1860.0,00:31:00,1337935.3995,6070316.8679,1427877.377,1337935.5178,6070317.0364,1427877.5166,-13.339202920906246,-26.339408289641142,-13.251312240026891,-1.410998939536512,-6.501489784568548,3.0555760487914085,11.829999997280538,16.849999967962503,13.959999987855554,24.874746200050385
1890.0,00:31:30,1337935.3911,6070316.8658,1427877.3755,1337935.5178,6070317.0364,1427877.5166,-14.17920293752104,-26.549408305436373,-13.401312241330743,-1.410998939536512,-6.501489784568548,3.0555760487914085,12.670000013895333,17.059999983757734,14.109999989159405,25.508128106389933
1920.0,00:32:00,1337935.3926,6070316.8856,1427877.385,1337935.5178,6070317.0364,1427877.5166,-14.029202936217189,-24.56940831616521,-12.451312248595059,-1.410998939536512,-6.501489784568548,3.0555760487914085,12.520000012591481,15.07999999448657,13.159999996423721,23.60810030593055
1950.0,00:32:30,1337935.3986,6070316.9019,1427877.3936,1337935.5178,6070317.0364,1427877.5165,-13.429202931001782,-22.939408291131258,-11.591312242671847,-1.410998939536512,-6.501489784568548,3.045576042495668,11.920000007376075,13.44999996945262,12.28999998420477,21.772298890238353
1980.0,00:33:00,1337935.4001,6070316.9098,1427877.3974,1337935.5178,6070317.0364,1427877.5165,-13.27920292969793,-22.14940832927823,-11.211312259547412,-1.410998939536512,-6.501489784568548,3.045576042495668,11.770000006072223,12.660000007599592,11.910000001080334,20.991822225835836
2010.0,00:33:30,1337935.3973,6070316.9088,1427877.3965,1337935.5178,6070317.0364,1427877.5165,-13.559202919714153,-22.24940825253725,-11.301312246359885,-1.410998939536512,-6.501489784568548,3.045576042495668,12.049999996088445,12.759999930858612,11.999999987892807,21.260764281903665
2040.0,00:34:00,1337935.393,6070316.9037,1427877.393,1337935.5178,6070317.0364,1427877.5165,-13.98920293431729,-22.759408317506313,-11.651312257163227,-1.410998939536512,-6.501489784568548,3.045576042495668,12.480000010691583,13.269999995827675,12.349999998696148,22.008312068941663
2070.0,00:34:30,1337935.3923,6070316.9057,1427877.3935,1337935.5178,6070317.0364,1427877.5165,-14.059202931821346,-22.55940828472376,-11.601312248967588,-1.410998939536512,-6.501489784568548,3.045576042495668,12.550000008195639,13.06999996304512,12.29999999050051,21.90016892642663
2100.0,00:35:00,1337935.3945,6070316.9062,1427877.3941,1337935.5178,6070317.0364,1427877.5165,-13.83920293301344,-22.50940827652812,-11.541312257759273,-1.410998939536512,-6.501489784568548,3.045576042495668,12.330000009387732,13.019999954849482,12.239999999292195,21.710985676344933
2130.0,00:35:30,1337935.3908,6070316.8941,1427877.3896,1337935.5178,6070317.0364,1427877.5165,-14.209202933125198,-23.71940826997161,-11.991312238387764,-1.410998939536512,-6.501489784568548,3.045576042495668,12.70000000949949,14.22999994829297,12.689999979920685,22.908928352502482
2160.0,00:36:00,1337935.3844,6070316.881,1427877.3831,1337935.5178,6070317.0364,1427877.5165,-14.849202916957438,-25.029408279806376,-12.641312251798809,-1.410998939536512,-6.501489784568548,3.045576042495668,13.33999999333173,15.539999958127737,13.33999999333173,24.441824775224767
2190.0,00:36:30,1337935.38,6070316.8752,1427877.3796,1337935.5178,6070317.0364,1427877.5165,-15.289202937856317,-25.60940831899643,-12.991312239319086,-1.410998939536512,-6.501489784568548,3.045576042495668,13.780000014230609,16.11999999731779,13.689999980852008,25.242006651244054
2220.0,00:37:00,1337935.3799,6070316.8748,1427877.3795,1337935.5178,6070317.0364,1427877.5165,-15.299202920868993,-25.649408251047134,-13.001312245614827,-1.410998939536512,-6.501489784568548,3.045576042495668,13.789999997243285,16.159999929368496,13.699999987147748,25.27844333199748
2250.0,00:37:30,1337935.3769,6070316.8705,1427877.3768,1337935.5178,6070317.0364,1427877.5165,-15.599202923476696,-26.079408265650272,-13.271312252618372,-1.410998939536512,-6.501489784568548,3.045576042495668,14.089999999850988,16.589999943971634,13.969999994151294,25.863431674342188
2280.0,00:38:00,1337935.3688,6070316.8587,1427877.371,1337935.5178,6070317.0364,1427877.5165,-16.40920292120427,-27.259408310055733,-13.851312245242298,-1.410998939536512,-6.501489784568548,3.045576042495668,14.899999997578561,17.769999988377094,14.54999998677522,27.37673097960971
2310.0,00:38:30,1337935.3677,6070316.8591,1427877.3707,1337935.5178,6070317.0364,1427877.5165,-16.519202920608222,-27.21940828487277,-13.881312240846455,-1.410998939536512,-6.501489784568548,3.045576042495668,15.009999996982515,17.729999963194132,14.579999982379377,27.426800726487617
2340.0,00:39:00,1337935.3666,6070316.8578,1427877.3704,1337935.5178,6070317.0364,1427877.5165,-16.629202920012176,-27.349408250302076,-13.911312259733677,-1.410998939536512,-6.501489784568548,3.045576042495668,15.119999996386468,17.859999928623438,14.610000001266599,27.587063949941573
2370.0,00:39:30,1337935.3706,6070316.8655,1427877.3741,1337935.5178,6070317.0364,1427877.5165,-16.22920292429626,-26.5794082544744,-13.541312259621918,-1.410998939536512,-6.501489784568548,3.045576042495668,14.720000000670552,17.089999932795763,14.24000000115484,26.674409042293515
2400.0,00:40:00,1337935.379,6070316.8807,1427877.3814,1337935.5178,6070317.0364,1427877.5165,-15.38920293096453,-25.05940832197666,-12.811312242411077,-1.410998939536512,-6.501489784568548,3.045576042495668,13.880000007338822,15.570000000298023,13.509999983943999,24.851547231091526
2430.0,00:40:30,1337935.3867,6070316.8917,1427877.3872,1337935.5178,6070317.0364,1427877.5165,-14.619202935136855,-23.959408327937126,-12.231312249787152,-1.410998939536512,-6.501489784568548,3.045576042495668,13.110000011511147,14.470000006258488,12.929999991320074,23.418751039679293
2460.0,00:41:00,1337935.392,6070316.8972,1427877.3906,1337935.5178,6070317.0364,1427877.5165,-14.089202927425504,-23.40940833091736,-11.89131224527955,-1.410998939536512,-6.501489784568548,3.045576042495668,12.580000003799796,13.92000000923872,12.589999986812472,22.594930847885923
2490.0,00:41:30,1337935.3971,6070316.9058,1427877.3955,1337935.5178,6070317.0364,1427877.5165,-13.579202932305634,-22.549408301711082,-11.401312239468098,-1.410998939536512,-6.501489784568548,3.045576042495668,12.070000008679926,13.059999980032444,12.09999998100102,21.50949788414889
2520.0,00:42:00,1337935.3996,6070316.9073,1427877.397,1337935.5178,6070317.0364,1427877.5165,-13.32920293789357,-22.399408277124166,-11.251312238164246,-1.410998939536512,-6.501489784568548,3.045576042495668,11.820000014267862,12.909999955445528,11.949999979697168,21.193937781867202
2550.0,00:42:30,1337935.4048,6070316.9182,1427877.402,1337935.5178,6070317.0364,1427877.5165,-12.80920293647796,-21.309408266097307,-10.751312249340117,-1.410998939536512,-6.501489784568548,3.045576042495668,11.300000012852252,11.819999944418669,11.449999990873039,19.9625874767654
2580.0,00:43:00,1337935.4311,6070316.9675,1427877.4247,1337935.5178,6070317.0364,1427877.5165,-10.17920293379575,-16.37940825894475,-8.481312240473926,-1.410998939536512,-6.501489784568548,3.045576042495668,8.670000010170043,6.889999937266111,9.179999982006848,14.384484661659634
2610.0,00:43:30,1337935.4567,6070317.0143,1427877.4461,1337935.5178,6070317.0364,1427877.5165,-7.619202928617597,-11.699408292770386,-6.34131224360317,-1.410998939536512,-6.501489784568548,3.045576042495668,6.110000004991889,2.2099999710917473,7.039999985136092,9.580073054206977
2640.0,00:44:00,1337935.4932,6070317.0737,1427877.4736,1337935.5178,6070317.0364,1427877.5165,-3.969202935695648,-5.759408324956894,-3.591312258504331,-1.410998939536512,-6.501489784568548,3.045576042495668,2.4600000120699406,-3.7299999967217445,4.290000000037253,6.1942392620279
2670.0,00:44:30,1337935.5091,6070317.0956,1427877.4838,1337935.5178,6070317.0364,1427877.5165,-2.37920293584466,-3.569408319890499,-2.5713122449815273,-1.410998939536512,-6.501489784568548,3.045576042495668,0.8700000122189522,-5.920000001788139,3.269999986514449,6.818812209926084
2700.0,00:45:00,1337935.5274,6070317.1205,1427877.4961,1337935.5178,6070317.0364,1427877.5165,-0.5492029245942831,-1.0794082656502724,-1.341312238946557,-1.410998939536512,-6.501489784568548,3.045576042495668,-0.9599999990314245,-8.410000056028366,2.039999980479479,8.706968523021875
2730.0,00:45:30,1337935.5465,6070317.1475,1427877.5096,1337935.5178,6070317.0364,1427877.5165,1.3607970671728253,1.6205917112529278,0.00868774950504303,-1.410998939536512,-6.501489784568548,3.045576042495668,-2.869999990798533,-11.110000032931566,0.6899999920278788,11.495438254713104
2760.0,00:46:00,1337935.5621,6070317.1679,1427877.5196,1337935.5178,6070317.0364,1427877.5165,2.9207970714196563,3.6605916917324066,1.0086877504363656,-1.410998939536512,-6.501489784568548,3.045576042495668,-4.429999995045364,-13.150000013411045,-0.3100000089034438,13.879607354472695
2790.0,00:46:30,1337935.5694,6070317.1828,1427877.5262,1337935.5178,6070317.0364,1427877.5165,3.650797065347433,5.150591675192118,1.668687746860087,-1.410998939536512,-6.501489784568548,3.045576042495668,-5.159999988973141,-14.639999996870756,-0.9700000053271651,15.553009348833854
2820.0,00:47:00,1337935.5713,6070317.1857,1427877.5279,1337935.5178,6070317.0364,1427877.5164,3.8407970685511827,5.440591741353273,1.8386877607554197,-1.410998939536512,-6.501489784568548,3.0355760594829917,-5.34999999217689,-14.930000063031912,-1.1500000022351742,15.90125472418974
2850.0,00:47:30,1337935.579,6070317.1975,1427877.5334,1337935.5178,6070317.0364,1427877.5164,4.610797064378858,6.620591692626476,2.3886877577751875,-1.410998939536512,-6.501489784568548,3.0355760594829917,-6.119999988004565,-16.110000014305115,-1.699999999254942,17.3169425797845
2880.0,00:48:00,1337935.5876,6070317.2058,1427877.5374,1337935.5178,6070317.0364,1427877.5164,5.470797070302069,7.450591679662466,2.7886877534911036,-1.410998939536512,-6.501489784568548,3.0355760594829917,-6.979999993927777,-16.940000001341105,-2.099999994970858,18.441637669674186
2910.0,00:48:30,1337935.5838,6070317.1994,1427877.5348,1337935.5178,6070317.0364,1427877.5164,5.09079706389457,6.810591742396355,2.5286877527832985,-1.410998939536512,-6.501489784568548,3.0355760594829917,-6.5999999875202775,-16.300000064074993,-1.839999994263053,17.681504514689934
2940.0,00:49:00,1337935.5748,6070317.1858,1427877.5288,1337935.5178,6070317.0364,1427877.5164,4.190797079354525,5.45059172436595,1.928687747567892,-1.410998939536512,-6.501489784568548,3.0355760594829917,-5.700000002980232,-14.940000046044588,-1.2399999890476465,16.03842889383574
2970.0,00:49:30,1337935.5694,6070317.1788,1427877.5253,1337935.5178,6070317.0364,1427877.5164,3.650797065347433,4.750591702759266,1.5786877600476146,-1.410998939536512,-6.501489784568548,3.0355760594829917,-5.159999988973141,-14.240000024437904,-0.890000001527369,15.172188391425708
3000.0,00:50:00,1337935.5611,6070317.1705,1427877.52,1337935.5178,6070317.0364,1427877.5164,2.8207970783114433,3.920591715723276,1.0486877523362637,-1.410998939536512,-6.501489784568548,3.0355760594829917,-4.330000001937151,-13.410000037401915,-0.3599999938160181,14.096332892473935
3030.0,00:50:30,1337935.5548,6070317.1682,1427877.5175,1337935.5178,6070317.0364,1427877.5164,2.1907970774918795,3.690591733902693,0.7986877579241991,-1.410998939536512,-6.501489784568548,3.0355760594829917,-3.700000001117587,-13.180000055581331,-0.10999999940395355,13.689941616868309
3060.0,00:51:00,1337935.5447,6070317.1594,1427877.5124,1337935.5178,6070317.0364,1427877.5164,1.1807970702648163,2.8105917386710644,0.28868773952126503,-1.410998939536512,-6.501489784568548,3.0355760594829917,-2.689999993890524,-12.300000060349703,0.4000000189989805,12.59706717720172
3090.0,00:51:30,1337935.5335,6070317.1468,1427877.5059,1337935.5178,6070317.0364,1427877.5164,0.06079706363379955,1.5505917370319366,-0.3613122506067157,-1.410998939536512,-6.501489784568548,3.0355760594829917,-1.5699999872595072,-11.040000058710575,1.0500000091269612,11.200401835447288
3120.0,00:52:00,1337935.5258,6070317.1384,1427877.5022,1337935.5178,6070317.0364,1427877.5164,-0.7092029321938753,0.7105916738510132,-0.7313122507184744,-1.410998939536512,-6.501489784568548,3.0355760594829917,-0.7999999914318323,-10.199999995529652,1.42000000923872,10.329394944590597
