SOD,nGPS,nGal,GPS_NE_up,Gal_NE_up,GPS_NE_frac,ISB_val,ISB_P,ISB_delta,ISB_P_reduction,ISB_gain_proxy,GPS_only_sigma_U_mm,combined_sigma_U_mm,Gal_leverage_ratio,GPS_ph_rms_mm,Gal_ph_rms_mm,gal_sig_scale,nml_sc_gps,nml_sc_gal,ISB_observable
43980.0,6,4,101.6167,36.6088,0.7352,+1.555555,0.003935,-0.001699,+0.000037,-0.0341,6353.83,15.05,422.2201,68.170,75.683,1.0000,1.0143,0.9857,1
44040.0,6,4,101.1246,55.2138,0.6468,+1.554312,0.003958,-0.001243,+0.000037,-0.0083,6193.41,15.04,411.7734,104.201,17.275,1.0000,1.0000,1.0000,1
44100.0,6,4,170.3669,35.5729,0.8273,+1.552110,0.003980,-0.002202,+0.000038,-0.0106,4187.63,15.03,278.5670,76.058,19.891,1.0000,1.0000,1.0000,1
44160.0,6,4,105.8718,51.4100,0.6731,+1.550820,0.004002,-0.001290,+0.000038,-0.0591,5544.66,15.03,369.0285,478.117,32.794,1.0000,1.0000,1.0000,1
44220.0,6,4,107.4848,35.2106,0.7532,+1.548792,0.004024,-0.002028,+0.000039,-0.1452,5201.81,15.02,346.3863,52.800,73.622,1.0000,1.0050,0.9950,1
44280.0,6,4,107.3860,35.3686,0.7522,+1.542982,0.004044,-0.005810,+0.000040,-0.0219,4992.79,15.01,332.6366,114.193,57.283,1.0000,1.0098,0.9902,1
44340.0,7,4,107.4595,35.5009,0.7517,+1.541105,0.004064,-0.001877,+0.000040,-0.0122,1330.89,15.00,88.7133,104.985,44.701,1.0000,1.0143,0.9857,1
44400.0,7,4,107.4744,35.6078,0.7511,+1.537351,0.004083,-0.003754,+0.000041,-0.0366,1328.99,14.99,88.6307,225.376,47.002,1.0000,1.0185,0.9815,1
44460.0,7,4,342.2053,35.6897,0.9056,+1.537420,0.004095,+0.000069,+0.000048,+0.0003,2470.89,14.99,164.8749,118.011,57.116,1.0000,1.0000,1.0000,1
44520.0,7,4,112.5680,34.1478,0.7673,+1.535791,0.004111,-0.001630,+0.000044,-0.0209,1299.65,14.98,86.7662,32.846,74.509,1.0000,1.0050,0.9950,1
44580.0,8,4,112.7691,76.9135,0.5945,+1.532881,0.004127,-0.002910,+0.000044,-0.0213,2324.09,14.97,155.2368,394.162,57.359,1.0000,1.0000,1.0000,1
44640.0,8,4,115.1028,35.3299,0.7651,+1.532983,0.004143,+0.000102,+0.000044,+0.0007,1293.46,14.96,86.4389,100.507,93.155,1.0000,1.0050,0.9950,1
44700.0,8,4,114.9987,33.7434,0.7731,+1.530767,0.004159,-0.002216,+0.000044,-0.0282,1300.12,14.96,86.9263,463.242,71.486,1.0000,1.0098,0.9902,1
44760.0,8,4,114.7810,43.0000,0.7275,+1.527316,0.004174,-0.003452,+0.000045,-0.0122,1869.01,14.95,125.0233,341.611,74.881,1.0000,1.0143,0.9857,1
44820.0,8,4,264.6224,33.8302,0.8866,+1.524348,0.004180,-0.002968,+0.000054,-0.0199,1880.16,14.94,125.8404,94.133,58.008,1.0000,1.0000,1.0000,1
44880.0,8,4,97.6759,77.4544,0.5577,+1.523170,0.004192,-0.001177,+0.000049,-0.0182,2177.54,14.93,145.8181,76.144,61.357,1.0000,1.0000,1.0000,1
44940.0,8,4,76.1664,32.3064,0.7022,+1.521988,0.004205,-0.001183,+0.000047,-0.0084,1578.79,14.93,105.7750,429.699,20.886,1.0000,1.0050,0.9950,1
45000.0,8,4,75.0482,32.3350,0.6989,+1.520624,0.004219,-0.001364,+0.000046,-0.0063,1597.57,14.92,107.0845,136.176,82.918,1.0000,1.0098,0.9902,1
45060.0,8,4,73.6573,1006.0966,0.0682,+1.512968,0.004109,-0.007656,+0.000170,-0.0201,2188.73,14.91,146.7801,138.369,46.540,1.0000,1.0000,1.0000,1
45120.0,8,4,75.0533,31.4033,0.7050,+1.510434,0.004102,-0.002533,+0.000067,-0.0185,1616.36,14.90,108.4471,73.816,33.775,1.0000,0.9950,1.0050,1
45180.0,8,4,75.4275,30.7800,0.7102,+1.506225,0.004109,-0.004209,+0.000053,-0.1757,1624.14,14.90,109.0194,89.634,26.203,1.0000,0.9902,1.0098,1
45240.0,8,4,75.3339,76.9666,0.4946,+1.507184,0.004121,+0.000958,+0.000048,+0.0056,2123.59,14.89,142.6105,102.656,21.641,1.0000,0.9857,1.0143,1
45300.0,8,4,76.0720,76.1723,0.4997,+1.499680,0.004136,-0.007504,+0.000045,-0.2950,1645.58,14.88,110.5602,128.000,17.411,1.0000,1.0000,1.0000,1
45360.0,8,4,96.7177,29.9221,0.7637,+1.495563,0.004151,-0.004116,+0.000046,-0.0201,1680.34,14.88,112.9489,109.843,21.803,1.0000,1.0000,1.0000,1
45420.0,8,4,73.1700,29.7670,0.7108,+1.492301,0.004166,-0.003263,+0.000045,-0.0279,1713.52,14.87,115.2316,95.996,91.848,1.0000,1.0000,1.0000,1
45480.0,8,4,72.8044,29.4222,0.7122,+1.491864,0.004181,-0.000437,+0.000045,-0.0013,1738.25,14.86,116.9476,64.331,59.918,1.0000,1.0000,1.0000,1
45540.0,8,4,1899.2336,3592.3967,0.3458,+1.494074,0.003932,+0.002211,+0.000309,+0.0093,1640.07,14.86,110.4013,392.882,61.717,1.0000,1.0000,1.0000,1
45600.0,8,4,72.0988,28.7171,0.7152,+1.490809,0.003895,-0.003265,+0.000097,-0.0168,1793.03,14.85,120.7534,75.009,19.918,1.0000,0.9950,1.0050,1
45660.0,8,4,72.4856,28.0759,0.7208,+1.491366,0.003898,+0.000557,+0.000058,+0.0034,1813.91,14.84,122.2150,93.925,59.565,1.0000,0.9902,1.0098,1
45720.0,8,4,72.8537,27.4552,0.7263,+1.491261,0.003916,-0.000105,+0.000042,-0.0005,1836.62,14.84,123.8003,110.074,53.951,1.0000,0.9857,1.0143,1
45780.0,8,3,73.2064,26.6539,0.7331,+1.489314,0.003939,-0.001946,+0.000036,-0.0137,1861.07,14.83,125.5030,103.661,57.529,1.0000,0.9815,1.0185,1
45840.0,8,3,73.5471,26.0762,0.7383,+1.487169,0.003964,-0.002145,+0.000035,-0.1145,1887.11,14.82,127.3150,87.602,26.038,1.0000,0.9774,1.0226,1
45900.0,8,3,73.8793,25.5142,0.7433,+1.482908,0.003989,-0.004261,+0.000035,-0.2363,1914.60,14.82,129.2256,104.114,37.620,1.0000,0.9735,1.0265,1
45960.0,8,3,73.8961,24.9670,0.7475,+1.480549,0.004014,-0.002360,+0.000035,-0.0131,1953.98,14.81,131.9400,77.318,35.493,1.0000,0.9698,1.0302,1
46020.0,8,2,74.2278,25.9285,0.7411,+1.477313,0.004040,-0.003235,+0.000035,-0.0306,1989.20,14.80,134.3754,104.914,33.402,1.0000,0.9673,1.0327,1
46080.0,8,2,74.4136,23.6881,0.7585,+1.474379,0.004064,-0.002934,+0.000035,-0.0146,2028.88,14.80,137.1137,137.876,51.246,1.0000,0.9689,1.0311,1
46140.0,8,2,73.9035,73.4742,0.5015,+1.472130,0.004088,-0.002249,+0.000036,-0.0482,2092.64,14.79,141.4812,79.004,55.790,1.0000,1.0000,1.0000,1
46200.0,8,2,820.5883,24.5176,0.9710,+1.474331,0.004109,+0.002201,+0.000039,+0.0090,2144.50,14.78,145.0517,99.413,20.879,1.0000,1.0000,1.0000,1
46260.0,8,2,70.0750,24.1413,0.7438,+1.470847,0.004131,-0.003484,+0.000039,-0.0605,2110.49,14.78,142.8108,39.741,81.276,1.0000,1.0050,0.9950,1
46320.0,8,2,1375.4046,24.0023,0.9828,+1.472308,0.004140,+0.001460,+0.000051,+0.0151,2017.77,14.77,136.5926,233.247,108.534,1.0000,1.0000,1.0000,1
46380.0,8,3,69.3879,23.8459,0.7442,+1.470334,0.004157,-0.001974,+0.000043,-0.1110,2260.11,14.77,153.0611,112.292,85.529,1.0000,1.0050,0.9950,1
46440.0,8,3,68.7050,23.7091,0.7434,+1.468157,0.004175,-0.002177,+0.000042,-0.0249,2303.25,14.76,156.0460,102.833,76.842,1.0000,1.0098,0.9902,1
46500.0,8,3,69.9457,23.5553,0.7481,+1.468239,0.004194,+0.000082,+0.000041,+0.0026,1990.52,14.75,134.9128,88.013,46.036,1.0000,1.0143,0.9857,1
46560.0,8,3,312.8677,23.3852,0.9305,+1.463889,0.004213,-0.004350,+0.000041,-0.1745,2465.30,14.75,167.1610,70.410,88.618,1.0000,1.0000,1.0000,1
46620.0,8,3,69.6707,22.3470,0.7571,+1.461638,0.004232,-0.002251,+0.000041,-0.0241,2362.21,14.74,160.2351,96.374,89.322,1.0000,1.0050,0.9950,1
46680.0,8,3,325.5367,22.1922,0.9362,+1.459797,0.004251,-0.001841,+0.000041,-0.0511,2585.63,14.74,175.4618,67.838,111.531,1.0000,1.0000,1.0000,1
46740.0,8,3,70.0947,21.5947,0.7645,+1.460579,0.004268,+0.000782,+0.000042,+0.0102,2381.81,14.73,161.6955,331.890,27.091,1.0000,1.0050,0.9950,1
46800.0,8,3,69.6868,23.4618,0.7481,+1.458985,0.004286,-0.001594,+0.000042,-0.0075,2393.91,14.72,162.5807,76.139,6.710,1.0000,1.0098,0.9902,1
46860.0,9,3,69.4884,21.2558,0.7658,+1.457402,0.004303,-0.001584,+0.000043,-0.0209,1452.64,14.72,98.6935,66.927,48.472,1.0000,1.0143,0.9857,1
46920.0,9,3,4376.0841,628.1659,0.8745,+1.461384,0.004042,+0.003983,+0.000321,+0.0439,1495.26,14.71,101.6299,187.897,19.347,1.0000,1.0000,1.0000,1
46980.0,9,3,71.7558,20.0952,0.7812,+1.461788,0.003984,+0.000404,+0.000118,+0.0151,1472.86,14.71,100.1458,242.370,33.123,1.0000,1.0050,0.9950,1
47040.0,9,3,640.3310,590.3028,0.5203,+1.460454,0.003978,-0.001334,+0.000066,-0.0159,1540.28,14.70,104.7702,142.023,59.292,1.0000,1.0000,1.0000,1
47100.0,9,3,88.3506,19.3522,0.8203,+1.449823,0.003946,-0.010631,+0.000091,-5.0386,1723.42,14.70,117.2714,100.106,15.383,1.0000,1.0050,0.9950,1
47160.0,9,3,88.0685,19.1745,0.8212,+1.445825,0.003953,-0.003999,+0.000054,-0.0374,1873.20,14.69,127.5110,85.542,45.193,1.0000,1.0098,0.9902,1
47220.0,9,3,72.7427,18.9847,0.7930,+1.443748,0.003973,-0.002076,+0.000040,-0.0090,1878.46,14.69,127.9160,49.604,12.674,1.0000,1.0143,0.9857,1
47280.0,9,3,72.8813,18.7836,0.7951,+1.444448,0.003999,+0.000700,+0.000034,+0.0054,1882.70,14.68,128.2514,147.339,32.323,1.0000,1.0185,0.9815,1
47340.0,9,3,73.1186,18.5720,0.7974,+1.442122,0.004026,-0.002326,+0.000033,-0.1155,1886.29,14.67,128.5425,111.480,68.073,1.0000,1.0226,0.9774,1
47400.0,9,3,73.5643,18.3507,0.8004,+1.439875,0.004053,-0.002247,+0.000033,-0.0099,1840.22,14.67,125.4478,88.591,18.221,1.0000,1.0265,0.9735,1
47460.0,9,3,347.5348,18.1204,0.9504,+1.439560,0.004081,-0.000315,+0.000032,-0.0018,1957.56,14.66,133.4949,91.297,34.446,1.0000,1.0000,1.0000,1
47520.0,9,3,94.6353,16.8194,0.8491,+1.439443,0.004108,-0.000117,+0.000034,-0.0007,1971.64,14.66,134.5044,71.439,41.174,1.0000,1.0050,0.9950,1
47580.0,9,3,93.7698,16.6349,0.8493,+1.438471,0.004135,-0.000972,+0.000033,-0.0074,2044.67,14.65,139.5339,63.062,27.192,1.0000,1.0098,0.9902,1
47640.0,9,3,80.1651,16.4410,0.8298,+1.436751,0.004160,-0.001720,+0.000035,-0.0255,2026.61,14.65,138.3507,114.242,95.870,1.0000,1.0143,0.9857,1
47700.0,9,3,364.3726,16.2384,0.9573,+1.436063,0.004186,-0.000689,+0.000034,-0.0180,2212.05,14.64,151.0630,461.928,34.069,1.0000,1.0000,1.0000,1
47760.0,9,3,84.6739,15.4388,0.8458,+1.435790,0.004211,-0.000273,+0.000035,-0.0009,2126.33,14.64,145.2594,78.431,19.654,1.0000,1.0050,0.9950,1
47820.0,9,3,444.9193,428.3081,0.5095,+1.436563,0.004131,+0.000773,+0.000140,+0.0346,1812.06,14.63,123.8334,89.009,8.622,1.0000,1.0000,1.0000,1
47880.0,9,3,59.7009,14.7712,0.8017,+1.433533,0.004114,-0.003030,+0.000077,-0.0120,2390.43,14.63,163.4139,82.213,2.488,1.0000,1.0050,0.9950,1
47940.0,9,3,125.3810,14.5891,0.8958,+1.431691,0.004120,-0.001842,+0.000054,-0.0340,2374.29,14.62,162.3687,94.632,39.422,1.0000,1.0000,1.0000,1
48000.0,9,3,380.2066,390.0558,0.4936,+1.428949,0.004029,-0.002742,+0.000151,-0.0347,1536.53,14.62,105.1128,72.093,45.400,1.0000,1.0000,1.0000,1
48060.0,9,3,61.1055,13.8014,0.8158,+1.426405,0.003996,-0.002543,+0.000093,-0.0553,2539.95,14.61,173.8104,157.412,1.427,1.0000,1.0050,0.9950,1
48120.0,10,3,68.4178,13.6229,0.8339,+1.423516,0.004001,-0.002889,+0.000055,-0.0108,1862.98,14.61,127.5252,202.394,51.336,1.0000,1.0098,0.9902,1
48180.0,10,3,380.8270,13.4380,0.9659,+1.422706,0.004023,-0.000810,+0.000038,-0.0029,1757.40,14.60,120.3351,277.978,80.986,1.0000,1.0000,1.0000,1
48240.0,10,3,63.7524,12.8722,0.8320,+1.418348,0.004051,-0.004358,+0.000032,-0.1365,1849.64,14.60,126.6901,389.713,210.579,1.0000,1.0050,0.9950,1
48300.0,10,3,64.0941,12.6987,0.8346,+1.417639,0.004082,-0.000709,+0.000030,-0.0040,1828.92,14.60,125.3091,77.375,42.915,1.0000,1.0098,0.9902,1
48360.0,10,3,327.0354,332.9404,0.4955,+1.416325,0.004025,-0.001314,+0.000117,-0.0397,2113.98,14.59,144.8841,897.463,45.325,1.0000,1.0000,1.0000,1
48420.0,10,3,326.9653,316.4957,0.5081,+1.413572,0.004037,-0.002753,+0.000048,-0.0310,2122.19,14.59,145.4903,85.437,7.999,1.0000,1.0000,1.0000,1
48480.0,9,3,67.9193,11.7009,0.8530,+1.410575,0.004011,-0.002997,+0.000086,-0.0748,3853.16,14.58,264.2388,258.098,1.173,1.0000,1.0050,0.9950,1
48540.0,9,3,311.8066,300.0576,0.5096,+1.412015,0.004020,+0.001440,+0.000050,+0.0065,3912.77,14.58,268.4061,1823.394,86.233,1.0000,1.0000,1.0000,1
48600.0,9,3,70.5279,11.1454,0.8635,+1.413273,0.004001,+0.001258,+0.000080,+0.0076,4014.73,14.57,275.4814,119.435,1.811,1.0000,1.0050,0.9950,1
48660.0,9,3,71.2341,10.9850,0.8664,+1.413583,0.004011,+0.000310,+0.000050,+0.0008,4082.76,14.57,280.2312,108.698,49.314,1.0000,1.0098,0.9902,1
48720.0,9,3,72.0361,10.8205,0.8694,+1.410518,0.004035,-0.003066,+0.000036,-0.0245,4123.71,14.57,283.1238,110.878,121.836,1.0000,1.0143,0.9857,1
48780.0,9,3,72.9323,10.6526,0.8726,+1.409430,0.004065,-0.001088,+0.000030,-0.0110,4135.72,14.56,284.0302,110.107,127.837,1.0000,1.0185,0.9815,1
48840.0,9,3,74.5858,10.4818,0.8768,+1.410040,0.004096,+0.000610,+0.000028,+0.0042,2659.00,14.56,182.6645,107.120,50.669,1.0000,1.0226,0.9774,1
48900.0,9,3,75.5887,12.3352,0.8597,+1.409224,0.004128,-0.000816,+0.000028,-0.0125,2604.16,14.55,178.9471,124.346,113.471,1.0000,1.0265,0.9735,1
48960.0,9,3,67.8579,10.1332,0.8701,+1.408373,0.004160,-0.000850,+0.000028,-0.0022,3408.45,14.55,234.2803,77.929,12.203,1.0000,1.0302,0.9698,1
49020.0,9,3,68.9708,9.9564,0.8739,+1.405973,0.004191,-0.002400,+0.000029,-0.0165,3331.54,14.54,229.0566,93.353,96.427,1.0000,1.0337,0.9663,1
49080.0,9,3,38.2991,9.7785,0.7966,+1.402671,0.004221,-0.003302,+0.000030,-0.0105,3022.88,14.54,207.8927,73.033,50.798,1.0000,1.0370,0.9630,1
49140.0,9,3,269.2678,9.6000,0.9656,+1.400690,0.004245,-0.001981,+0.000036,-0.0411,2874.21,14.54,197.7222,143.817,123.954,1.0000,1.0000,1.0000,1
49200.0,9,3,78.8856,8.6802,0.9009,+1.398449,0.004273,-0.002241,+0.000031,-0.0108,2826.73,14.53,194.5091,92.150,58.091,1.0000,1.0050,0.9950,1
49260.0,9,3,181.1356,8.5476,0.9549,+1.398950,0.004291,+0.000501,+0.000043,+0.0225,2798.08,14.53,192.5902,86.272,54.503,1.0000,1.0000,1.0000,1
49320.0,9,3,42.4308,8.2497,0.8372,+1.394668,0.004316,-0.004281,+0.000035,-0.0083,2661.42,14.52,183.2338,69.539,84.143,1.0000,1.0050,0.9950,1
49380.0,9,3,42.4941,8.1232,0.8395,+1.396282,0.004342,+0.001614,+0.000034,+0.0067,2612.74,14.52,179.9303,133.599,153.680,1.0000,1.0098,0.9902,1
49440.0,9,3,308.4070,7.9949,0.9747,+1.395757,0.004367,-0.000525,+0.000035,-0.0045,2122.24,14.52,146.1923,496.965,125.034,1.0000,1.0000,1.0000,1
49500.0,9,3,44.0752,7.6423,0.8522,+1.394982,0.004393,-0.000775,+0.000034,-0.0114,2410.03,14.51,166.0609,489.928,53.325,1.0000,1.0050,0.9950,1
49560.0,9,3,110.3447,7.5250,0.9362,+1.392015,0.004419,-0.002967,+0.000034,-0.1135,2222.18,14.51,153.1578,94.658,26.274,1.0000,1.0000,1.0000,1
49620.0,9,3,45.3908,7.2624,0.8621,+1.391567,0.004445,-0.000448,+0.000034,-0.0076,2406.95,14.51,165.9366,70.542,51.309,1.0000,1.0050,0.9950,1
49680.0,9,3,80.0770,22.2436,0.7826,+1.391146,0.004470,-0.000421,+0.000034,-0.0036,2386.12,14.50,164.5435,299.760,64.307,1.0000,1.0000,1.0000,1
49740.0,9,3,46.9045,6.9020,0.8717,+1.390282,0.004495,-0.000864,+0.000035,-0.0037,2357.48,14.50,162.6112,116.673,57.168,1.0000,1.0050,0.9950,1
49800.0,8,3,730.4497,276.1093,0.7257,+1.387837,0.004342,-0.002445,+0.000213,-0.0113,3589.64,14.49,247.6695,337.728,55.750,1.0000,1.0000,1.0000,1
49860.0,8,3,155.7794,70.5177,0.6884,+1.386325,0.004332,-0.001512,+0.000070,-0.0245,3709.06,14.49,255.9753,81.966,57.577,1.0000,1.0000,1.0000,1
49920.0,8,3,670.7539,191.6192,0.7778,+1.385121,0.004349,-0.001204,+0.000043,-0.0400,3605.14,14.49,248.8702,86.364,49.862,1.0000,1.0000,1.0000,1
49980.0,8,3,50.1188,6.2378,0.8893,+1.380658,0.004344,-0.004463,+0.000065,-0.0122,4347.54,14.48,300.1980,78.016,20.895,1.0000,1.0050,0.9950,1
50040.0,8,3,163.9208,6.1444,0.9639,+1.380016,0.004355,-0.000642,+0.000049,-0.0075,4110.01,14.48,283.8706,232.597,73.521,1.0000,1.0000,1.0000,1
50100.0,8,3,52.1119,5.9329,0.8978,+1.376180,0.004376,-0.003836,+0.000040,-0.1126,4279.35,14.47,295.6428,114.095,97.317,1.0000,1.0050,0.9950,1
50160.0,8,3,52.6411,5.8452,0.9001,+1.375800,0.004401,-0.000380,+0.000035,-0.0029,4272.78,14.47,295.2642,72.470,81.665,1.0000,1.0098,0.9902,1
50220.0,8,3,33.8214,5.7569,0.8545,+1.372800,0.004426,-0.003001,+0.000034,-0.0434,3297.64,14.47,227.9365,69.582,43.131,1.0000,1.0143,0.9857,1
50280.0,8,3,33.7572,5.6682,0.8562,+1.372405,0.004453,-0.000395,+0.000034,-0.0027,3283.72,14.46,227.0318,84.444,46.912,1.0000,1.0185,0.9815,1
50340.0,8,3,33.7219,5.5793,0.8580,+1.372396,0.004478,-0.000008,+0.000034,-0.0001,3272.69,14.46,226.3260,80.811,59.359,1.0000,1.0226,0.9774,1
50400.0,8,3,197.0798,163.6452,0.5463,+1.370007,0.004437,-0.002390,+0.000101,-0.0145,4081.06,14.46,282.3035,100.293,30.928,1.0000,1.0000,1.0000,1
50460.0,8,3,120.1188,71.6277,0.6264,+1.364633,0.004443,-0.005374,+0.000055,-0.1199,3964.61,14.45,274.3177,102.923,74.283,1.0000,1.0000,1.0000,1
50520.0,8,3,35.7726,82.0870,0.3035,+1.364564,0.004452,-0.000069,+0.000050,-0.0155,4184.73,14.45,289.6215,130.370,119.192,1.0000,1.0000,1.0000,1
50580.0,8,3,36.0821,78.3808,0.3152,+1.359752,0.004483,-0.004812,+0.000029,-0.0285,4176.05,14.45,289.0931,107.493,82.062,1.0000,1.0000,1.0000,1
50640.0,8,3,25.7749,4.7653,0.8440,+1.358233,0.004490,-0.001519,+0.000053,-0.0270,3234.35,14.44,223.9580,77.436,93.112,1.0000,1.0050,0.9950,1
50700.0,8,3,25.6659,4.7014,0.8452,+1.356934,0.004507,-0.001299,+0.000043,-0.0139,3229.12,14.44,223.6510,114.149,90.601,1.0000,1.0098,0.9902,1
50760.0,8,3,493.7318,271.7487,0.6450,+1.354371,0.004499,-0.002563,+0.000068,-0.0528,3896.27,14.43,269.9321,111.531,77.435,1.0000,1.0000,1.0000,1
50820.0,8,3,37.4380,20.3024,0.6484,+1.352306,0.004509,-0.002064,+0.000050,-0.1084,4146.99,14.43,287.3756,128.690,115.208,1.0000,1.0050,0.9950,1
50880.0,8,3,319.1289,4.3866,0.9864,+1.350042,0.004527,-0.002265,+0.000042,-0.0325,4159.40,14.43,288.3086,93.491,81.648,1.0000,1.0000,1.0000,1
50940.0,8,3,66.1783,4.2455,0.9397,+1.349525,0.004544,-0.000516,+0.000043,-0.0023,4063.82,14.42,281.7587,172.428,81.925,1.0000,1.0050,0.9950,1
51000.0,8,4,318.0818,70.6283,0.8183,+1.348426,0.004557,-0.001099,+0.000047,-0.0422,2341.08,14.42,162.3560,97.500,135.024,1.0000,1.0000,1.0000,1
51060.0,8,4,547.2593,4.0732,0.9926,+1.346546,0.004580,-0.001880,+0.000037,-0.0858,2006.43,14.42,139.1827,61.054,74.086,1.0000,1.0000,1.0000,1
51120.0,8,4,555.5594,64.0860,0.8966,+1.345947,0.004602,-0.000600,+0.000038,-0.0079,2018.10,14.41,140.0283,72.677,54.626,1.0000,1.0000,1.0000,1
51180.0,8,4,73.5015,3.9028,0.9496,+1.348572,0.004619,+0.002626,+0.000042,+0.0315,2385.58,14.41,165.5741,90.603,34.909,1.0000,1.0050,0.9950,1
51240.0,8,4,27.5620,4.0136,0.8729,+1.349283,0.004644,+0.000711,+0.000035,+0.0118,3184.77,14.40,221.0969,89.347,45.665,1.0000,1.0098,0.9902,1
51300.0,8,4,27.5697,3.9780,0.8739,+1.348009,0.004669,-0.001274,+0.000035,-0.0320,3207.94,14.40,222.7592,109.890,88.428,1.0000,1.0143,0.9857,1
51360.0,8,4,124.7155,229.9828,0.3516,+1.348810,0.004607,+0.000801,+0.000122,+0.0049,2123.04,14.40,147.4647,85.315,56.819,1.0000,1.0000,1.0000,1
51420.0,8,4,58.2060,3.5918,0.9419,+1.351565,0.004613,+0.002755,+0.000053,+0.0167,2116.89,14.39,147.0768,105.346,52.185,1.0000,1.0050,0.9950,1
51480.0,8,4,28.6987,3.7370,0.8848,+1.350442,0.004632,-0.001123,+0.000041,-0.0153,3223.97,14.39,224.0490,102.100,84.110,1.0000,1.0098,0.9902,1
51540.0,8,4,28.7348,3.7102,0.8856,+1.348114,0.004655,-0.002327,+0.000037,-0.0160,3250.18,14.39,225.9246,86.848,61.919,1.0000,1.0143,0.9857,1
51600.0,8,3,141.3402,66.7635,0.6792,+1.347412,0.004671,-0.000702,+0.000044,-0.0133,3622.12,14.38,251.8406,108.682,80.569,1.0000,1.0000,1.0000,1
51660.0,8,4,29.9474,3.5231,0.8947,+1.343738,0.004695,-0.003675,+0.000036,-0.0097,3237.54,14.38,225.1550,114.088,21.788,1.0000,1.0050,0.9950,1
51720.0,8,4,621.3691,3.2918,0.9947,+1.344653,0.004719,+0.000915,+0.000035,+0.0046,2686.78,14.38,186.9008,95.002,79.125,1.0000,1.0000,1.0000,1
51780.0,8,4,44.9027,18.0513,0.7133,+1.344600,0.004743,-0.000053,+0.000036,-0.0011,2650.78,14.37,184.4430,104.406,86.403,1.0000,1.0050,0.9950,1
51840.0,8,4,30.1006,3.4033,0.8984,+1.345219,0.004768,+0.000619,+0.000035,+0.0025,3489.51,14.37,242.8596,120.733,69.310,1.0000,1.0098,0.9902,1
51900.0,8,4,30.1460,3.3888,0.8989,+1.341540,0.004793,-0.003678,+0.000035,-0.0351,3482.84,14.36,242.4533,105.211,94.093,1.0000,1.0143,0.9857,1
51960.0,8,4,123.2165,62.2465,0.6644,+1.335690,0.004810,-0.005850,+0.000043,-0.1269,2059.00,14.36,143.3696,96.937,89.420,1.0000,1.0000,1.0000,1
52020.0,8,4,53.5655,3.0229,0.9466,+1.333342,0.004831,-0.002349,+0.000039,-0.0079,2960.56,14.36,206.1978,86.883,98.384,1.0000,1.0050,0.9950,1
52080.0,8,4,46.1089,18.2936,0.7159,+1.333614,0.004853,+0.000272,+0.000038,+0.0238,3023.38,14.35,210.6255,88.434,95.740,1.0000,1.0098,0.9902,1
52140.0,8,4,31.5075,3.2231,0.9072,+1.333797,0.004876,+0.000183,+0.000037,+0.0025,3320.71,14.35,231.3936,86.017,92.459,1.0000,1.0143,0.9857,1
52200.0,8,4,18.5429,3.2166,0.8522,+1.331737,0.004902,-0.002060,+0.000034,-0.0105,3433.52,14.35,239.3078,123.355,61.719,1.0000,1.0185,0.9815,1
52260.0,8,4,18.4299,3.2107,0.8516,+1.329580,0.004927,-0.002156,+0.000035,-0.0179,3400.29,14.34,237.0446,141.157,83.245,1.0000,1.0226,0.9774,1
52320.0,8,4,59.9988,2.9310,0.9534,+1.328952,0.004949,-0.000628,+0.000038,-0.0074,2562.44,14.34,178.6774,143.087,84.207,1.0000,1.0265,0.9735,1
52380.0,8,4,46.9495,15.8036,0.7482,+1.326160,0.004963,-0.002792,+0.000046,-0.0288,2690.85,14.34,187.6747,103.357,99.882,1.0000,1.0302,0.9698,1
52440.0,8,4,79.2419,29.4665,0.7289,+1.322609,0.004978,-0.003551,+0.000045,-0.0225,2342.77,14.33,163.4357,100.090,109.507,1.0000,1.0000,1.0000,1
52500.0,8,4,49.2221,14.8993,0.7676,+1.319497,0.004992,-0.003112,+0.000046,-0.0385,3509.59,14.33,244.8929,100.113,108.874,1.0000,1.0050,0.9950,1
52560.0,8,4,19.1588,2.9901,0.8650,+1.319944,0.005014,+0.000448,+0.000038,+0.0058,3058.12,14.33,213.4358,99.289,44.290,1.0000,1.0098,0.9902,1
52620.0,8,4,19.0244,2.9982,0.8639,+1.318968,0.005039,-0.000976,+0.000035,-0.0056,3004.94,14.33,209.7680,102.602,56.197,1.0000,1.0143,0.9857,1
52680.0,8,4,20.5991,3.0071,0.8726,+1.317665,0.005065,-0.001302,+0.000034,-0.0122,2645.78,14.32,184.7344,112.916,67.183,1.0000,1.0185,0.9815,1
52740.0,8,4,18.7848,3.0166,0.8616,+1.317475,0.005091,-0.000190,+0.000034,-0.0012,2891.64,14.32,201.9424,92.378,100.668,1.0000,1.0226,0.9774,1
52800.0,8,4,18.9610,3.0271,0.8623,+1.315764,0.005117,-0.001711,+0.000034,-0.0307,2670.58,14.32,186.5429,117.224,74.613,1.0000,1.0265,0.9735,1
52860.0,8,4,18.8177,3.0385,0.8610,+1.314579,0.005143,-0.001184,+0.000034,-0.0088,2625.35,14.31,183.4213,905.375,84.935,1.0000,1.0302,0.9698,1
52920.0,8,4,18.6857,3.0510,0.8596,+1.314550,0.005169,-0.000029,+0.000034,-0.0004,2580.36,14.31,180.3149,1549.689,73.841,1.0000,1.0337,0.9663,1
