SOD,sat,event_type,corr_frac,sigma
38040.0,G11,SKIP_FRAC,-0.0401,0.0252
38070.0,G11,SKIP_FRAC,-0.0266,0.0251
38100.0,G11,SKIP_FRAC,-0.0241,0.0251
38130.0,G11,SKIP_FRAC,-0.0280,0.0251
38160.0,G11,SKIP_FRAC,-0.0311,0.0251
38190.0,G11,SKIP_FRAC,-0.0258,0.0251
38220.0,G11,SKIP_FRAC,-0.0241,0.0250
38250.0,G11,SKIP_FRAC,-0.0221,0.0250
38280.0,G11,SKIP_FRAC,-0.0255,0.0249
38310.0,G11,SKIP_HALFCYCLE,-0.0191,0.0249
38340.0,G11,SKIP_HALFCYCLE,-0.0043,0.0249
38370.0,G11,SKIP_HALFCYCLE,-0.0004,0.0248
38400.0,G11,SKIP_HALFCYCLE,-0.0036,0.0248
38430.0,G11,SKIP_HALFCYCLE,-0.0015,0.0248
38460.0,G11,SKIP_HALFCYCLE,+0.0026,0.0247
38490.0,G11,SKIP_HALFCYCLE,+0.0031,0.0247
38520.0,G11,SKIP_HALFCYCLE,+0.0045,0.0247
38550.0,G11,SKIP_HALFCYCLE,+0.0094,0.0247
38580.0,G11,SKIP_HALFCYCLE,+0.0099,0.0247
38610.0,G11,SKIP_HALFCYCLE,+0.0097,0.0246
38640.0,G11,SKIP_HALFCYCLE,+0.0176,0.0246
38670.0,G11,SKIP_FRAC,+0.0275,0.0246
38700.0,G11,SKIP_FRAC,+0.0238,0.0246
38730.0,G11,SKIP_FRAC,+0.0257,0.0246
38760.0,G11,SKIP_FRAC,+0.0307,0.0246
38790.0,G11,SKIP_FRAC,+0.0331,0.0246
38820.0,G11,SKIP_FRAC,+0.0311,0.0245
38850.0,G11,SKIP_FRAC,+0.0279,0.0245
38880.0,G11,SKIP_FRAC,+0.0258,0.0245
38910.0,G11,SKIP_FRAC,+0.0242,0.0245
38940.0,G11,SKIP_HALFCYCLE,+0.0185,0.0245
38970.0,G11,SKIP_FRAC,+0.0204,0.0245
39000.0,G11,SKIP_FRAC,+0.0229,0.0244
39030.0,G11,SKIP_FRAC,+0.0263,0.0244
39060.0,G11,SKIP_FRAC,+0.0288,0.0244
39090.0,G11,SKIP_FRAC,+0.0314,0.0244
39120.0,G11,SKIP_FRAC,+0.0348,0.0244
39150.0,G11,SKIP_FRAC,+0.0328,0.0244
39180.0,G11,SKIP_FRAC,+0.0224,0.0243
39210.0,G11,SKIP_HALFCYCLE,+0.0200,0.0243
39240.0,G11,SKIP_FRAC,+0.0229,0.0243
39270.0,G11,SKIP_FRAC,+0.0255,0.0243
39300.0,G11,SKIP_FRAC,+0.0225,0.0242
39330.0,G11,SKIP_HALFCYCLE,+0.0166,0.0242
39360.0,G11,SKIP_HALFCYCLE,+0.0151,0.0242
39390.0,G11,SKIP_HALFCYCLE,+0.0143,0.0242
39420.0,G11,SKIP_HALFCYCLE,+0.0133,0.0242
39450.0,G11,SKIP_HALFCYCLE,+0.0141,0.0242
39480.0,G11,SKIP_HALFCYCLE,+0.0151,0.0242
39510.0,G11,SKIP_HALFCYCLE,+0.0159,0.0242
39540.0,G11,SKIP_HALFCYCLE,+0.0176,0.0242
39570.0,G11,SKIP_HALFCYCLE,+0.0189,0.0242
39600.0,G11,SKIP_HALFCYCLE,+0.0038,0.0240
39630.0,G11,SKIP_HALFCYCLE,+0.0047,0.0240
39660.0,G11,SKIP_HALFCYCLE,+0.0018,0.0240
39690.0,G11,SKIP_HALFCYCLE,+0.0050,0.0240
39720.0,G11,SKIP_HALFCYCLE,+0.0099,0.0239
39750.0,G11,SKIP_HALFCYCLE,+0.0093,0.0239
39780.0,G11,SKIP_HALFCYCLE,+0.0071,0.0239
39810.0,G11,SKIP_HALFCYCLE,+0.0092,0.0239
39840.0,G11,SKIP_HALFCYCLE,+0.0098,0.0239
39870.0,G11,SKIP_HALFCYCLE,+0.0096,0.0239
39870.0,G05,FIX,-0.0141,0.0661
39900.0,G11,SKIP_HALFCYCLE,+0.0066,0.0233
39930.0,G11,SKIP_HALFCYCLE,+0.0010,0.0230
39960.0,G11,SKIP_HALFCYCLE,-0.0018,0.0229
39990.0,G11,SKIP_HALFCYCLE,-0.0037,0.0229
40020.0,G11,SKIP_HALFCYCLE,-0.0028,0.0229
40050.0,G11,SKIP_HALFCYCLE,-0.0032,0.0229
40080.0,G11,SKIP_HALFCYCLE,-0.0046,0.0229
40110.0,G11,SKIP_HALFCYCLE,-0.0039,0.0229
40140.0,G11,SKIP_HALFCYCLE,-0.0012,0.0229
40170.0,G11,SKIP_HALFCYCLE,-0.0015,0.0229
40200.0,G11,SKIP_HALFCYCLE,-0.0018,0.0229
40230.0,G11,SKIP_HALFCYCLE,-0.0087,0.0228
40260.0,G11,SKIP_FRAC,-0.0439,0.0227
40290.0,G11,SKIP_FRAC,-0.0493,0.0226
40320.0,G11,SKIP_FRAC,-0.0435,0.0225
40350.0,G11,SKIP_FRAC,-0.0438,0.0225
40380.0,G11,SKIP_FRAC,-0.0466,0.0225
40410.0,G11,SKIP_FRAC,-0.0471,0.0224
40650.0,G12,SKIP_SIGMA,-0.2396,0.0962
40680.0,G12,SKIP_SIGMA,-0.2440,0.0961
40710.0,G12,SKIP_SIGMA,-0.2456,0.0960
40740.0,G12,SKIP_SIGMA,-0.2496,0.0959
40770.0,G12,SKIP_SIGMA,-0.2552,0.0957
40800.0,G12,SKIP_SIGMA,-0.2569,0.0956
40830.0,G12,SKIP_SIGMA,-0.0444,0.0951
40860.0,G12,SKIP_SIGMA,-0.0467,0.0950
40890.0,G12,SKIP_SIGMA,-0.0627,0.0948
40920.0,G12,SKIP_SIGMA,-0.0587,0.0947
40950.0,G12,SKIP_SIGMA,-0.0198,0.0945
40980.0,G12,SKIP_SIGMA,-0.0332,0.0944
41010.0,G12,SKIP_SIGMA,-0.0401,0.0943
41040.0,G11,SKIP_HALFCYCLE,+0.0027,0.0217
41040.0,G12,SKIP_SIGMA,-0.0398,0.0942
41070.0,G11,SKIP_HALFCYCLE,-0.0110,0.0216
41070.0,G12,SKIP_SIGMA,-0.0441,0.0941
41100.0,G11,SKIP_HALFCYCLE,-0.0042,0.0216
41100.0,G12,SKIP_SIGMA,-0.0590,0.0939
41130.0,G11,SKIP_HALFCYCLE,+0.0011,0.0215
41130.0,G12,SKIP_SIGMA,-0.3941,0.0753
41160.0,G11,SKIP_HALFCYCLE,+0.0082,0.0215
41160.0,G12,SKIP_SIGMA,-0.4453,0.0749
41190.0,G11,SKIP_HALFCYCLE,+0.0136,0.0215
41190.0,G12,SKIP_SIGMA,-0.4854,0.0745
41220.0,G11,SKIP_HALFCYCLE,+0.0096,0.0215
41220.0,G12,SKIP_SIGMA,-0.4899,0.0742
41250.0,G11,SKIP_HALFCYCLE,+0.0121,0.0215
41250.0,G12,SKIP_SIGMA,+0.4805,0.0739
41280.0,G11,SKIP_HALFCYCLE,+0.0123,0.0215
41280.0,G12,SKIP_SIGMA,+0.4635,0.0736
41310.0,G11,SKIP_HALFCYCLE,+0.0142,0.0215
41310.0,G12,SKIP_SIGMA,+0.4391,0.0734
41340.0,G11,SKIP_HALFCYCLE,+0.0169,0.0215
41340.0,G12,SKIP_SIGMA,+0.4205,0.0732
41370.0,G11,SKIP_HALFCYCLE,+0.0174,0.0214
41370.0,G12,SKIP_SIGMA,+0.3509,0.0725
41400.0,G11,SKIP_HALFCYCLE,+0.0171,0.0214
41400.0,G12,SKIP_SIGMA,+0.2934,0.0720
41430.0,G11,SKIP_HALFCYCLE,+0.0062,0.0213
41460.0,G11,SKIP_HALFCYCLE,+0.0059,0.0213
41490.0,G11,SKIP_HALFCYCLE,-0.0020,0.0213
41520.0,G11,SKIP_HALFCYCLE,-0.0041,0.0213
41550.0,G11,SKIP_HALFCYCLE,-0.0077,0.0212
41580.0,G11,SKIP_HALFCYCLE,-0.0031,0.0212
41610.0,G11,SKIP_HALFCYCLE,-0.0016,0.0212
41640.0,G11,SKIP_HALFCYCLE,-0.0022,0.0211
41670.0,G11,SKIP_HALFCYCLE,-0.0028,0.0211
41700.0,G11,SKIP_HALFCYCLE,-0.0041,0.0211
41730.0,G11,SKIP_HALFCYCLE,-0.0026,0.0211
41760.0,G11,SKIP_HALFCYCLE,-0.0024,0.0211
41790.0,G11,SKIP_HALFCYCLE,-0.0087,0.0211
41820.0,G11,SKIP_HALFCYCLE,-0.0056,0.0211
41850.0,G11,SKIP_HALFCYCLE,-0.0046,0.0210
41880.0,G11,SKIP_HALFCYCLE,-0.0038,0.0210
41910.0,G11,SKIP_HALFCYCLE,-0.0074,0.0210
41940.0,G11,SKIP_HALFCYCLE,-0.0077,0.0210
41970.0,G11,SKIP_HALFCYCLE,-0.0064,0.0210
42000.0,G11,SKIP_HALFCYCLE,-0.0060,0.0210
42030.0,G11,SKIP_HALFCYCLE,-0.0093,0.0210
42060.0,G11,SKIP_HALFCYCLE,-0.0108,0.0210
42090.0,G11,SKIP_HALFCYCLE,-0.0107,0.0210
42120.0,G11,SKIP_HALFCYCLE,-0.0108,0.0210
42150.0,G11,SKIP_HALFCYCLE,-0.0123,0.0210
42180.0,G11,SKIP_FRAC,-0.0245,0.0209
42210.0,G11,SKIP_FRAC,-0.0253,0.0209
42240.0,G11,SKIP_FRAC,-0.0325,0.0208
42270.0,G11,SKIP_FRAC,-0.0399,0.0208
42300.0,G11,SKIP_FRAC,-0.0423,0.0208
42330.0,G11,SKIP_FRAC,-0.0437,0.0208
42360.0,G11,SKIP_FRAC,-0.0464,0.0207
42390.0,G11,SKIP_FRAC,-0.0483,0.0207
42420.0,G11,SKIP_FRAC,-0.0499,0.0207
42450.0,G11,SKIP_FRAC,-0.0485,0.0207
42480.0,G11,SKIP_FRAC,-0.0480,0.0207
42510.0,G11,SKIP_FRAC,-0.0491,0.0207
42540.0,G11,SKIP_FRAC,-0.0557,0.0206
42570.0,G11,SKIP_FRAC,-0.0549,0.0206
42600.0,G11,SKIP_FRAC,-0.0543,0.0206
42630.0,G11,SKIP_FRAC,-0.0576,0.0206
42660.0,G11,SKIP_FRAC,-0.0626,0.0205
42690.0,G11,SKIP_FRAC,-0.0634,0.0205
42720.0,G11,SKIP_FRAC,-0.0945,0.0204
42750.0,G11,SKIP_FRAC,-0.0958,0.0204
42780.0,G11,SKIP_FRAC,-0.0965,0.0204
42810.0,G11,SKIP_FRAC,-0.0911,0.0204
42840.0,G11,SKIP_FRAC,-0.0892,0.0203
42870.0,G11,SKIP_FRAC,-0.0880,0.0203
42900.0,G11,SKIP_FRAC,-0.0876,0.0203
42930.0,G11,SKIP_FRAC,-0.0798,0.0203
42960.0,G11,SKIP_FRAC,-0.0797,0.0203
42990.0,G11,SKIP_FRAC,-0.0835,0.0203
43020.0,G11,SKIP_FRAC,-0.0829,0.0203
43050.0,G11,SKIP_FRAC,-0.0811,0.0203
43080.0,G11,SKIP_FRAC,-0.0846,0.0203
43110.0,G11,SKIP_FRAC,-0.0891,0.0203
43260.0,G12,SKIP_FRAC,-0.0236,0.0303
43290.0,G12,SKIP_FRAC,-0.0202,0.0303
43380.0,G12,FIX,-0.0102,0.0302
43800.0,G11,FIX,+0.0040,0.0192
46410.0,G25,SKIP_FRAC,-0.0355,0.0658
46440.0,G25,SKIP_FRAC,-0.0299,0.0657
46470.0,G25,SKIP_FRAC,-0.0286,0.0656
46500.0,G25,SKIP_FRAC,-0.0241,0.0656
46530.0,G25,SKIP_FRAC,-0.0201,0.0655
46680.0,G25,SKIP_FRAC,-0.0277,0.0648
46710.0,G25,SKIP_FRAC,-0.0276,0.0647
46740.0,G25,SKIP_FRAC,-0.0250,0.0646
46770.0,G25,SKIP_FRAC,-0.0219,0.0645
46800.0,G25,SKIP_FRAC,-0.0341,0.0644
46830.0,G25,SKIP_FRAC,-0.0368,0.0642
46860.0,G25,SKIP_FRAC,-0.0396,0.0641
46890.0,G25,SKIP_FRAC,-0.0448,0.0640
47250.0,G25,SKIP_FRAC,-0.0305,0.0626
47340.0,G25,FIX,+0.0009,0.0623
48720.0,G15,SKIP_SIGMA,+0.2578,0.1053
48750.0,G15,SKIP_SIGMA,+0.2605,0.1052
48780.0,G15,SKIP_SIGMA,+0.2617,0.1050
48810.0,G15,SKIP_SIGMA,+0.2653,0.1049
48840.0,G15,SKIP_SIGMA,+0.2712,0.1048
48870.0,G15,SKIP_SIGMA,+0.2743,0.1046
48900.0,G15,SKIP_SIGMA,+0.2770,0.1045
48930.0,G15,SKIP_SIGMA,+0.2797,0.1043
48960.0,G15,SKIP_SIGMA,+0.2865,0.1042
48990.0,G15,SKIP_SIGMA,+0.2982,0.1041
49020.0,G15,SKIP_SIGMA,+0.2759,0.1039
49050.0,G15,SKIP_SIGMA,+0.2780,0.1038
49080.0,G15,SKIP_SIGMA,+0.2814,0.1036
49110.0,G15,SKIP_SIGMA,+0.2872,0.1035
49140.0,G15,SKIP_SIGMA,+0.2868,0.1034
49170.0,G15,SKIP_SIGMA,+0.2849,0.1032
49200.0,G15,SKIP_SIGMA,+0.2849,0.1031
49230.0,G15,SKIP_SIGMA,+0.2880,0.1029
49260.0,G15,SKIP_SIGMA,+0.2935,0.1028
49290.0,G15,SKIP_SIGMA,+0.3024,0.1027
49320.0,G15,SKIP_SIGMA,+0.2718,0.1025
49350.0,G15,SKIP_SIGMA,-0.0190,0.1024
49380.0,G15,SKIP_SIGMA,-0.0118,0.1022
49410.0,G15,SKIP_SIGMA,-0.0056,0.1021
49440.0,G15,SKIP_SIGMA,-0.0080,0.1020
49470.0,G15,SKIP_SIGMA,-0.0131,0.1018
49500.0,G15,SKIP_SIGMA,-0.0140,0.1017
49530.0,G15,SKIP_SIGMA,-0.0055,0.1015
49560.0,G15,SKIP_SIGMA,+0.0040,0.1014
49590.0,G15,SKIP_SIGMA,+0.0148,0.1013
49620.0,G15,SKIP_SIGMA,+0.0244,0.1012
49650.0,G15,SKIP_SIGMA,+0.0309,0.1010
49680.0,G15,SKIP_SIGMA,+0.0284,0.1009
49710.0,G15,SKIP_SIGMA,+0.0262,0.1008
49740.0,G15,SKIP_SIGMA,+0.0271,0.1006
49770.0,G15,SKIP_SIGMA,+0.0257,0.1005
49800.0,G15,SKIP_SIGMA,+0.0231,0.1004
49830.0,G15,SKIP_SIGMA,+0.0254,0.1003
49860.0,G15,SKIP_SIGMA,+0.0328,0.1001
49890.0,G15,SKIP_SIGMA,+0.0238,0.1000
49920.0,G15,SKIP_SIGMA,+0.0315,0.0999
49950.0,G15,SKIP_SIGMA,+0.0361,0.0998
49980.0,G15,SKIP_SIGMA,+0.0320,0.0996
50010.0,G15,SKIP_SIGMA,+0.0343,0.0995
50040.0,G15,SKIP_SIGMA,+0.0366,0.0994
50070.0,G15,SKIP_SIGMA,+0.0353,0.0993
50100.0,G15,SKIP_SIGMA,+0.0285,0.0991
50130.0,G15,SKIP_SIGMA,+0.0134,0.0990
50160.0,G15,SKIP_SIGMA,+0.0152,0.0989
50160.0,G29,SKIP_SIGMA,+0.3457,0.1113
50190.0,G15,SKIP_SIGMA,+0.0157,0.0988
50190.0,G29,SKIP_SIGMA,+0.3994,0.1106
50220.0,G15,SKIP_SIGMA,+0.0157,0.0986
50220.0,G29,SKIP_SIGMA,+0.4005,0.1099
50250.0,G15,SKIP_SIGMA,+0.0254,0.0985
50250.0,G29,SKIP_SIGMA,+0.4052,0.1093
50280.0,G15,SKIP_SIGMA,+0.0259,0.0984
50280.0,G29,SKIP_SIGMA,+0.3987,0.1086
50310.0,G15,SKIP_SIGMA,+0.0254,0.0983
50310.0,G29,SKIP_SIGMA,+0.4187,0.1080
50340.0,G15,SKIP_SIGMA,+0.0296,0.0981
50340.0,G29,SKIP_SIGMA,+0.4657,0.1073
50370.0,G15,SKIP_SIGMA,+0.0305,0.0980
50370.0,G29,SKIP_SIGMA,+0.4602,0.1067
50400.0,G15,SKIP_SIGMA,+0.0311,0.0979
50400.0,G29,SKIP_SIGMA,+0.4373,0.1061
50430.0,G15,SKIP_SIGMA,+0.0314,0.0978
50430.0,G29,SKIP_SIGMA,-0.4743,0.0824
50460.0,G15,SKIP_SIGMA,+0.0304,0.0977
50460.0,G29,SKIP_SIGMA,+0.4231,0.0815
50490.0,G15,SKIP_SIGMA,+0.0295,0.0976
50490.0,G29,SKIP_SIGMA,+0.3571,0.0808
50520.0,G15,SKIP_SIGMA,+0.0288,0.0974
50520.0,G29,SKIP_SIGMA,+0.2982,0.0800
50550.0,G15,SKIP_SIGMA,+0.0219,0.0973
50550.0,G29,SKIP_SIGMA,+0.1358,0.0793
50580.0,G15,SKIP_SIGMA,+0.0200,0.0972
50580.0,G29,SKIP_SIGMA,+0.0474,0.0788
50610.0,G15,SKIP_SIGMA,+0.0195,0.0971
50610.0,G29,SKIP_SIGMA,+0.0161,0.0784
50640.0,G15,SKIP_SIGMA,+0.0085,0.0970
50640.0,G29,SKIP_SIGMA,-0.0391,0.0776
50670.0,G15,SKIP_SIGMA,+0.0113,0.0965
50670.0,G29,SKIP_SIGMA,-0.0569,0.0772
50700.0,G15,SKIP_SIGMA,+0.0195,0.0961
50700.0,G29,SKIP_SIGMA,-0.0846,0.0767
50730.0,G15,SKIP_SIGMA,+0.0164,0.0956
50730.0,G29,SKIP_SIGMA,-0.1512,0.0763
50760.0,G15,SKIP_SIGMA,+0.0204,0.0952
50760.0,G29,SKIP_SIGMA,-0.2021,0.0761
50790.0,G15,SKIP_SIGMA,+0.0429,0.0948
50790.0,G29,SKIP_SIGMA,-0.2444,0.0758
50820.0,G15,SKIP_SIGMA,+0.0543,0.0944
50820.0,G29,SKIP_SIGMA,-0.2741,0.0756
50850.0,G15,SKIP_SIGMA,+0.0419,0.0939
50880.0,G15,SKIP_SIGMA,+0.0322,0.0935
50910.0,G15,SKIP_SIGMA,+0.0452,0.0931
50940.0,G15,SKIP_SIGMA,+0.0560,0.0927
50970.0,G15,SKIP_SIGMA,+0.0439,0.0923
51000.0,G15,SKIP_SIGMA,+0.0532,0.0920
51030.0,G15,SKIP_SIGMA,+0.0733,0.0916
51060.0,G15,SKIP_SIGMA,+0.0650,0.0912
51090.0,G15,SKIP_SIGMA,+0.0691,0.0908
51120.0,G15,SKIP_SIGMA,+0.0707,0.0905
51150.0,G15,SKIP_SIGMA,+0.0678,0.0901
51180.0,G15,SKIP_SIGMA,+0.0639,0.0898
51210.0,G15,SKIP_SIGMA,+0.0643,0.0894
51240.0,G15,SKIP_SIGMA,+0.0699,0.0891
51270.0,G15,SKIP_SIGMA,+0.0591,0.0888
51300.0,G15,SKIP_SIGMA,+0.0553,0.0884
51330.0,G15,SKIP_SIGMA,+0.0834,0.0877
51360.0,G15,SKIP_SIGMA,+0.0765,0.0873
51390.0,G15,SKIP_SIGMA,+0.0722,0.0870
51420.0,G15,SKIP_SIGMA,+0.0784,0.0866
51450.0,G15,SKIP_SIGMA,+0.0630,0.0863
51480.0,G15,SKIP_SIGMA,+0.0512,0.0860
51510.0,G15,SKIP_SIGMA,+0.0470,0.0857
51540.0,G15,SKIP_SIGMA,+0.0574,0.0854
51570.0,G15,SKIP_SIGMA,+0.0655,0.0851
51600.0,G15,SKIP_SIGMA,+0.0679,0.0848
52680.0,G29,SKIP_FRAC,+0.0238,0.0462
52800.0,G29,SKIP_FRAC,+0.0215,0.0459
52890.0,G29,FIX,+0.0075,0.0457
53040.0,G15,SKIP_FRAC,-0.0225,0.0307
53940.0,G15,FIX,+0.0148,0.0271
58860.0,G23,SKIP_FRAC,-0.0204,0.0280
58920.0,E07,SKIP_FRAC,-0.0237,0.0317
58950.0,E07,SKIP_FRAC,-0.0249,0.0314
58950.0,G23,FIX,-0.0135,0.0279
59010.0,E07,SKIP_FRAC,-0.0236,0.0312
59040.0,E07,SKIP_FRAC,-0.0255,0.0311
59070.0,E07,SKIP_FRAC,-0.0281,0.0311
59100.0,E07,SKIP_FRAC,-0.0265,0.0311
59130.0,E07,SKIP_FRAC,-0.0227,0.0311
59190.0,E07,SKIP_FRAC,-0.0229,0.0310
59220.0,E07,SKIP_FRAC,-0.0211,0.0310
59550.0,E07,SKIP_FRAC,-0.0229,0.0306
59580.0,E07,SKIP_FRAC,-0.0243,0.0306
59610.0,E07,SKIP_FRAC,-0.0269,0.0306
59640.0,E07,SKIP_FRAC,-0.0296,0.0306
59670.0,E07,SKIP_FRAC,-0.0313,0.0305
59700.0,E07,SKIP_FRAC,-0.0358,0.0305
59910.0,E07,SKIP_FRAC,-0.0254,0.0300
59940.0,E07,SKIP_FRAC,-0.0361,0.0300
59970.0,E07,SKIP_FRAC,-0.0467,0.0300
60000.0,E07,SKIP_FRAC,-0.0577,0.0300
60030.0,E07,SKIP_FRAC,-0.0665,0.0299
60060.0,E07,SKIP_FRAC,-0.0718,0.0299
60090.0,E07,SKIP_FRAC,-0.0736,0.0299
60120.0,E07,SKIP_FRAC,-0.0793,0.0299
60150.0,E07,SKIP_FRAC,-0.0828,0.0299
60180.0,E07,SKIP_FRAC,-0.0605,0.0297
60210.0,E07,SKIP_FRAC,-0.0623,0.0297
60240.0,E07,SKIP_FRAC,-0.0600,0.0296
60270.0,E07,SKIP_FRAC,-0.0681,0.0296
60300.0,E07,SKIP_FRAC,-0.0770,0.0296
60330.0,E07,SKIP_FRAC,-0.0949,0.0295
60360.0,E07,SKIP_FRAC,-0.0958,0.0295
60390.0,E07,SKIP_FRAC,-0.0985,0.0295
60420.0,E07,SKIP_FRAC,-0.1051,0.0295
60450.0,E07,SKIP_FRAC,-0.1074,0.0294
60480.0,E07,SKIP_FRAC,-0.1079,0.0294
60510.0,E07,SKIP_FRAC,-0.1105,0.0294
61410.0,E07,SKIP_FRAC,-0.0253,0.0279
61440.0,E07,SKIP_FRAC,-0.0249,0.0278
61470.0,E07,SKIP_FRAC,-0.0239,0.0278
61500.0,E07,SKIP_FRAC,-0.0211,0.0278
61530.0,E07,SKIP_FRAC,-0.0209,0.0277
61620.0,E07,FIX,+0.0063,0.0276
64710.0,E26,SKIP_SIGMA,-0.3118,0.0582
64740.0,E26,SKIP_SIGMA,-0.3124,0.0580
64770.0,E26,SKIP_SIGMA,-0.3045,0.0579
64800.0,E26,SKIP_SIGMA,-0.2949,0.0577
64830.0,E26,SKIP_SIGMA,-0.1984,0.0531
64860.0,E26,SKIP_SIGMA,-0.1849,0.0524
64890.0,E26,SKIP_SIGMA,-0.1562,0.0518
64920.0,E26,SKIP_SIGMA,-0.2063,0.0511
64950.0,E26,SKIP_SIGMA,-0.2481,0.0507
65730.0,E18,SKIP_SIGMA,+0.4961,0.0632
65760.0,E18,SKIP_SIGMA,+0.4961,0.0631
65790.0,E18,SKIP_SIGMA,+0.4940,0.0630
65820.0,E18,SKIP_SIGMA,-0.4913,0.0628
65850.0,E18,SKIP_SIGMA,-0.4997,0.0627
65850.0,E26,SKIP_FRAC,-0.0255,0.0438
65880.0,E18,SKIP_SIGMA,-0.4941,0.0625
65880.0,E26,SKIP_FRAC,-0.0216,0.0438
65910.0,E18,SKIP_SIGMA,-0.4910,0.0624
65910.0,E26,SKIP_HALFCYCLE,-0.0154,0.0437
65940.0,E18,SKIP_SIGMA,-0.4865,0.0623
65940.0,E26,SKIP_HALFCYCLE,-0.0128,0.0436
65970.0,E18,SKIP_SIGMA,-0.4840,0.0621
65970.0,E26,SKIP_HALFCYCLE,-0.0102,0.0436
66000.0,E18,SKIP_SIGMA,-0.4684,0.0620
66000.0,E26,SKIP_HALFCYCLE,-0.0031,0.0435
66030.0,E18,SKIP_SIGMA,-0.4571,0.0619
66030.0,E26,SKIP_HALFCYCLE,+0.0041,0.0435
66060.0,E18,SKIP_SIGMA,-0.4515,0.0618
66090.0,E18,SKIP_SIGMA,-0.4405,0.0617
66120.0,E18,SKIP_SIGMA,-0.3141,0.0557
66120.0,E26,FIX,+0.0094,0.0432
66150.0,E18,SKIP_SIGMA,-0.1870,0.0540
66180.0,E18,SKIP_SIGMA,-0.2027,0.0524
66210.0,E18,SKIP_SIGMA,-0.2200,0.0521
66240.0,E18,SKIP_SIGMA,-0.1844,0.0517
66270.0,E18,SKIP_SIGMA,-0.1808,0.0515
66300.0,E18,SKIP_SIGMA,-0.1630,0.0511
66330.0,E18,SKIP_SIGMA,-0.1523,0.0509
66360.0,E18,SKIP_SIGMA,-0.1522,0.0507
66390.0,E18,SKIP_SIGMA,-0.1425,0.0506
66420.0,E18,SKIP_SIGMA,-0.1375,0.0504
66450.0,E18,SKIP_SIGMA,-0.1339,0.0503
66480.0,E18,SKIP_SIGMA,-0.1258,0.0502
66510.0,E18,SKIP_SIGMA,-0.1274,0.0501
66540.0,E18,SKIP_SIGMA,-0.1373,0.0501
66810.0,E18,SKIP_FRAC,+0.0285,0.0495
66840.0,E18,SKIP_FRAC,+0.0239,0.0494
66900.0,E18,SKIP_FRAC,+0.0251,0.0493
66930.0,E18,SKIP_FRAC,+0.0247,0.0492
66960.0,E18,SKIP_FRAC,+0.0231,0.0492
66990.0,E18,SKIP_FRAC,+0.0296,0.0491
67020.0,E18,SKIP_FRAC,+0.0282,0.0490
67050.0,E18,SKIP_FRAC,+0.0269,0.0490
67080.0,E18,SKIP_FRAC,+0.0216,0.0489
67110.0,E18,SKIP_FRAC,+0.0277,0.0489
67140.0,E18,SKIP_FRAC,+0.0268,0.0488
67170.0,E18,SKIP_FRAC,+0.0218,0.0488
67230.0,E18,SKIP_FRAC,+0.0218,0.0486
67260.0,E18,SKIP_FRAC,+0.0276,0.0486
67290.0,E18,SKIP_FRAC,+0.0544,0.0481
67320.0,E18,SKIP_FRAC,+0.0483,0.0480
68820.0,E18,SKIP_FRAC,+0.0229,0.0340
68850.0,E18,SKIP_FRAC,+0.0206,0.0339
68910.0,E18,SKIP_FRAC,+0.0256,0.0337
68940.0,E18,SKIP_FRAC,+0.0308,0.0337
68970.0,E18,SKIP_FRAC,+0.0228,0.0336
69120.0,E18,SKIP_FRAC,+0.0210,0.0333
69150.0,E18,SKIP_FRAC,+0.0248,0.0326
69180.0,E18,SKIP_FRAC,+0.0206,0.0321
69630.0,E18,SKIP_FRAC,-0.0210,0.0311
69690.0,E18,SKIP_FRAC,-0.0207,0.0310
69720.0,E18,SKIP_FRAC,-0.0261,0.0310
69750.0,E18,SKIP_FRAC,-0.0304,0.0309
69780.0,E18,SKIP_FRAC,-0.0369,0.0309
69810.0,E18,SKIP_FRAC,-0.0278,0.0309
70590.0,E18,SKIP_FRAC,+0.0201,0.0303
70620.0,E18,SKIP_FRAC,+0.0207,0.0302
70650.0,E18,SKIP_FRAC,+0.0226,0.0302
70680.0,E18,SKIP_FRAC,+0.0249,0.0302
70710.0,E18,SKIP_FRAC,+0.0318,0.0301
70740.0,E18,SKIP_FRAC,+0.0283,0.0300
70770.0,E18,SKIP_FRAC,+0.0363,0.0300
70800.0,E18,SKIP_FRAC,+0.0412,0.0299
70830.0,E18,SKIP_FRAC,+0.0457,0.0298
70860.0,E18,SKIP_FRAC,+0.0351,0.0298
70890.0,E18,SKIP_FRAC,+0.0285,0.0298
70920.0,E18,SKIP_FRAC,+0.0275,0.0297
70950.0,E18,SKIP_FRAC,+0.0315,0.0297
70980.0,E18,SKIP_FRAC,+0.0405,0.0296
71010.0,E18,SKIP_FRAC,+0.0395,0.0296
71040.0,E18,SKIP_FRAC,+0.0366,0.0295
71070.0,E18,SKIP_FRAC,+0.0323,0.0295
71100.0,E18,SKIP_FRAC,+0.0505,0.0294
71130.0,E18,SKIP_FRAC,+0.0665,0.0294
71160.0,E18,SKIP_FRAC,+0.0763,0.0294
71190.0,E18,SKIP_FRAC,+0.0815,0.0294
71220.0,E18,SKIP_FRAC,+0.0807,0.0293
71250.0,E18,SKIP_FRAC,+0.0779,0.0293
71280.0,E18,SKIP_FRAC,+0.0867,0.0293
71310.0,E18,SKIP_FRAC,+0.0904,0.0293
