SOD,sat,raw_frac,bias,corr_frac,sigma_N1_m,buf_n,fixed
7410.0,G03,+0.05126,+0.05124,+0.00002,0.0659,94,0
7410.0,G16,-0.40769,-0.46177,+0.05408,0.0589,88,0
7440.0,G16,+0.32664,-0.46177,-0.21159,0.0542,88,0
7470.0,G16,+0.32704,-0.46177,-0.21120,0.0541,89,0
7500.0,G16,+0.31880,-0.46177,-0.21943,0.0540,90,0
7530.0,G16,+0.31396,-0.46177,-0.22428,0.0539,91,0
7560.0,G16,+0.32774,-0.46177,-0.21049,0.0539,92,0
7590.0,G16,+0.33870,-0.46177,-0.19953,0.0538,93,0
7620.0,G16,+0.32935,-0.46177,-0.20889,0.0537,94,0
8460.0,G03,-0.48118,+0.05124,+0.46758,0.0397,94,0
8490.0,G03,-0.48247,+0.05124,+0.46630,0.0397,95,0
8520.0,G03,-0.47401,+0.05124,+0.47476,0.0397,96,0
8550.0,G03,-0.46605,+0.05124,+0.48272,0.0397,97,0
8580.0,G03,-0.46603,+0.05124,+0.48273,0.0396,98,0
8610.0,G03,-0.47006,+0.05124,+0.47870,0.0396,99,0
8640.0,G03,-0.47230,+0.05124,+0.47646,0.0396,100,0
8670.0,G03,-0.47354,+0.05124,+0.47522,0.0396,100,0
8700.0,G03,-0.47597,+0.05124,+0.47279,0.0395,100,0
8730.0,G03,-0.46661,+0.05124,+0.48216,0.0395,100,0
8760.0,G03,-0.46246,+0.05124,+0.48630,0.0395,100,0
8790.0,G03,-0.46544,+0.47066,+0.06390,0.0395,100,0
8820.0,G03,-0.46296,+0.49506,+0.04198,0.0394,100,0
8850.0,G03,-0.45777,-0.49348,+0.03571,0.0394,100,0
8880.0,G03,-0.46652,-0.48261,+0.01609,0.0394,100,0
8910.0,G03,-0.46773,-0.47945,+0.01172,0.0394,100,0
8940.0,G03,-0.47427,-0.47646,+0.00219,0.0393,100,0
8970.0,G03,-0.46983,-0.47373,+0.00390,0.0393,100,0
9000.0,G03,-0.46230,-0.47117,+0.00888,0.0393,100,0
9030.0,G03,-0.46033,-0.46932,+0.00899,0.0393,100,0
9060.0,G03,-0.45056,-0.46932,+0.01876,0.0393,100,0
9090.0,G03,-0.44499,-0.46932,+0.02434,0.0392,100,0
9120.0,G03,-0.44171,-0.46932,+0.02762,0.0392,100,0
9150.0,G03,-0.43900,-0.46932,+0.03033,0.0392,100,0
9180.0,G03,-0.44213,-0.46932,+0.02719,0.0392,100,0
9210.0,G03,-0.44007,-0.46932,+0.02925,0.0392,100,0
9240.0,G03,-0.43417,-0.46932,+0.03516,0.0391,100,0
9270.0,G03,-0.42767,-0.46932,+0.04166,0.0391,100,0
9300.0,G03,-0.42827,-0.46932,+0.04105,0.0391,100,0
9330.0,G03,-0.42881,-0.46932,+0.04051,0.0391,100,0
9360.0,G03,-0.42324,-0.46932,+0.04609,0.0390,100,0
9390.0,G03,-0.40713,-0.46932,+0.06219,0.0390,100,0
9420.0,G03,-0.39875,-0.46932,+0.07058,0.0390,100,0
9450.0,G03,-0.39408,-0.46932,+0.07525,0.0390,100,0
9480.0,G03,-0.39284,-0.46932,+0.07648,0.0389,100,0
9510.0,G03,-0.38805,-0.46932,+0.08127,0.0389,100,0
9540.0,G03,-0.38581,-0.46932,+0.08351,0.0389,100,0
9570.0,G03,-0.38161,-0.46932,+0.08772,0.0388,100,0
9600.0,G03,-0.37534,-0.46932,+0.09399,0.0388,100,0
9630.0,G03,-0.36638,-0.46932,+0.10295,0.0388,100,0
9660.0,G03,-0.38180,-0.46932,+0.08752,0.0387,100,0
9690.0,G03,-0.38535,-0.46932,+0.08398,0.0387,100,0
9720.0,G03,-0.38587,-0.46932,+0.08346,0.0386,100,0
9750.0,G03,-0.37953,-0.46932,+0.08979,0.0386,100,0
9780.0,G03,-0.37273,-0.46932,+0.09659,0.0386,100,0
9810.0,G03,-0.37187,-0.46932,+0.09745,0.0385,100,0
9840.0,G03,-0.37354,-0.46932,+0.09579,0.0385,100,0
9870.0,G03,-0.37093,-0.46932,+0.09840,0.0385,100,0
9900.0,G03,-0.36949,+0.00000,-0.36949,0.0385,1,0
9930.0,G03,-0.36386,+0.00000,-0.36386,0.0385,2,0
9960.0,G03,-0.35909,+0.00000,-0.35909,0.0384,3,0
9990.0,G03,-0.35942,+0.00000,-0.35942,0.0384,4,0
10020.0,G03,-0.35919,+0.00000,-0.35919,0.0384,5,0
10050.0,G03,-0.36095,+0.00000,-0.36095,0.0384,6,0
10080.0,G03,-0.35337,+0.00000,-0.35337,0.0383,7,0
10110.0,G03,-0.34160,+0.00000,-0.34160,0.0383,8,0
10140.0,G03,-0.33864,+0.00000,-0.33864,0.0383,9,0
10170.0,G03,-0.33939,+0.00000,-0.33939,0.0383,10,0
10200.0,G03,-0.34447,+0.00000,-0.34447,0.0383,11,0
10230.0,G03,-0.33658,+0.00000,-0.33658,0.0382,12,0
10260.0,G03,-0.33198,+0.00000,-0.33198,0.0382,13,0
10290.0,G03,-0.33532,+0.00000,-0.33532,0.0382,14,0
10320.0,G03,-0.34269,+0.00000,-0.34269,0.0382,15,0
10440.0,E05,+0.04895,+0.00000,+0.04895,0.0448,1,0
10440.0,E09,-0.01576,+0.00000,-0.01576,0.0490,1,0
10440.0,E16,+0.39685,+0.00000,+0.39685,0.0412,1,0
10440.0,E25,-0.09290,+0.00000,-0.09290,0.0514,1,0
10470.0,E05,+0.05216,+0.00000,+0.05216,0.0446,2,0
10470.0,E09,-0.01272,+0.00000,-0.01272,0.0490,2,0
10470.0,E16,+0.39600,+0.00000,+0.39600,0.0411,2,0
10470.0,E25,-0.10160,+0.00000,-0.10160,0.0513,2,0
10500.0,E05,+0.05577,+0.00000,+0.05577,0.0445,3,0
10500.0,E09,-0.00875,+0.00000,-0.00875,0.0489,3,0
10500.0,E16,+0.39712,+0.00000,+0.39712,0.0411,3,0
10500.0,E25,-0.10433,+0.00000,-0.10433,0.0512,3,0
10530.0,E05,+0.08189,+0.00000,+0.08189,0.0443,3,0
10530.0,E09,+0.00502,+0.00000,+0.00502,0.0488,4,0
10530.0,E16,+0.31460,+0.00000,+0.31460,0.0408,3,0
10530.0,E25,-0.13378,+0.00000,-0.13378,0.0510,3,0
10560.0,E05,+0.06954,+0.00000,+0.06954,0.0442,4,0
10560.0,E09,-0.00122,+0.00000,-0.00122,0.0488,5,0
10560.0,E16,+0.31272,+0.00000,+0.31272,0.0408,4,0
10560.0,E25,-0.13695,+0.00000,-0.13695,0.0509,4,0
10590.0,E05,+0.06250,+0.00000,+0.06250,0.0441,5,0
10590.0,E09,-0.01185,+0.00000,-0.01185,0.0487,6,0
10590.0,E16,+0.31242,+0.00000,+0.31242,0.0407,5,0
10590.0,E25,-0.14028,+0.00000,-0.14028,0.0508,5,0
10620.0,E05,+0.05846,+0.00000,+0.05846,0.0440,6,0
10620.0,E09,-0.00613,+0.00000,-0.00613,0.0487,7,0
10620.0,E16,+0.32232,+0.00000,+0.32232,0.0406,6,0
10620.0,E25,-0.15196,+0.00000,-0.15196,0.0507,6,0
10650.0,E05,+0.06057,+0.00000,+0.06057,0.0439,7,0
10650.0,E09,+0.00368,+0.00000,+0.00368,0.0486,8,0
10650.0,E16,+0.33289,+0.00000,+0.33289,0.0406,7,0
10650.0,E25,-0.15427,+0.00000,-0.15427,0.0506,7,0
10680.0,E05,+0.06503,+0.00000,+0.06503,0.0438,8,0
10680.0,E09,+0.01917,+0.00000,+0.01917,0.0486,9,0
10680.0,E16,+0.35032,+0.00000,+0.35032,0.0405,8,0
10680.0,E25,-0.14465,+0.00000,-0.14465,0.0505,8,0
10710.0,E05,+0.07723,+0.00000,+0.07723,0.0437,9,0
10710.0,E09,+0.03400,+0.00000,+0.03400,0.0485,10,0
10710.0,E16,+0.37139,+0.00000,+0.37139,0.0405,8,0
10710.0,E25,-0.12264,+0.00000,-0.12264,0.0504,8,0
10740.0,E05,+0.08045,+0.00000,+0.08045,0.0436,10,0
10740.0,E09,+0.03673,+0.00000,+0.03673,0.0484,11,0
10740.0,E16,+0.37776,+0.00000,+0.37776,0.0404,9,0
10740.0,E25,-0.11928,+0.00000,-0.11928,0.0503,9,0
10770.0,E05,+0.08462,+0.00000,+0.08462,0.0436,11,0
10770.0,E09,+0.03156,+0.00000,+0.03156,0.0484,12,0
10770.0,E16,+0.37799,+0.00000,+0.37799,0.0404,10,0
10770.0,E25,-0.11224,+0.00000,-0.11224,0.0502,10,0
10800.0,E05,+0.08423,+0.00000,+0.08423,0.0435,12,0
10800.0,E09,+0.02577,+0.00000,+0.02577,0.0483,13,0
10800.0,E16,+0.37667,+0.00000,+0.37667,0.0403,11,0
10800.0,E25,-0.10582,+0.00000,-0.10582,0.0501,11,0
10830.0,E05,+0.07951,+0.00000,+0.07951,0.0434,13,0
10830.0,E09,+0.01461,+0.00000,+0.01461,0.0483,14,0
10830.0,E16,+0.37369,+0.00000,+0.37369,0.0403,12,0
10830.0,E25,-0.09868,+0.00000,-0.09868,0.0500,12,0
10860.0,E05,+0.06211,+0.00000,+0.06211,0.0433,14,0
10860.0,E09,+0.00298,+0.00000,+0.00298,0.0482,15,0
10860.0,E16,+0.36475,+0.00000,+0.36475,0.0402,13,0
10860.0,E25,-0.11247,+0.00000,-0.11247,0.0499,13,0
10890.0,E05,+0.04734,+0.00000,+0.04734,0.0433,15,0
10890.0,E09,-0.00381,+0.00000,-0.00381,0.0482,16,0
10890.0,E16,+0.35809,+0.00000,+0.35809,0.0402,14,0
10890.0,E25,-0.12462,+0.00000,-0.12462,0.0498,14,0
10920.0,E05,+0.04609,+0.00000,+0.04609,0.0432,16,0
10920.0,E09,-0.00990,+0.00000,-0.00990,0.0481,17,0
10920.0,E16,+0.35574,+0.00000,+0.35574,0.0401,15,0
10920.0,E25,-0.12092,+0.00000,-0.12092,0.0497,15,0
10950.0,E05,+0.05078,+0.00000,+0.05078,0.0431,17,0
10950.0,E09,-0.01349,+0.00000,-0.01349,0.0481,18,0
10950.0,E16,+0.35901,+0.00000,+0.35901,0.0400,16,0
10950.0,E25,-0.10973,+0.00000,-0.10973,0.0496,16,0
10980.0,E05,+0.06024,+0.00000,+0.06024,0.0431,18,0
10980.0,E09,-0.01057,+0.00000,-0.01057,0.0480,19,0
10980.0,E16,+0.36601,+0.00000,+0.36601,0.0400,17,0
10980.0,E25,-0.09637,+0.00000,-0.09637,0.0495,17,0
11010.0,E05,+0.06741,+0.00000,+0.06741,0.0430,19,0
11010.0,E09,-0.00956,+0.00346,-0.01302,0.0480,20,0
11010.0,E16,+0.37133,+0.00000,+0.37133,0.0399,18,0
11010.0,E25,-0.08473,+0.00000,-0.08473,0.0494,18,0
11040.0,E05,+0.06766,+0.06403,+0.00363,0.0429,20,0
11040.0,E09,-0.01335,+0.00358,-0.01693,0.0479,21,0
11040.0,E16,+0.36951,+0.00000,+0.36951,0.0399,19,0
11040.0,E25,-0.08409,+0.00000,-0.08409,0.0493,19,0
11070.0,E05,+0.06629,+0.06490,+0.00140,0.0428,21,0
11070.0,E09,-0.01243,+0.00360,-0.01603,0.0479,22,0
11070.0,E16,+0.36813,+0.36203,+0.00610,0.0398,20,0
11070.0,E25,-0.09050,-0.11429,+0.02379,0.0492,20,0
11100.0,E05,+0.13022,+0.06490,+0.06532,0.0384,21,0
11100.0,E16,+0.44560,+0.36203,+0.08357,0.0318,20,0
11100.0,E25,-0.05285,-0.11429,+0.06144,0.0482,20,0
11130.0,E05,+0.07039,+0.06490,+0.00549,0.0357,21,0
11130.0,E16,+0.38917,+0.36203,+0.02714,0.0265,20,0
11130.0,E25,-0.09477,-0.11429,+0.01952,0.0477,20,0
11160.0,E05,+0.06748,+0.06567,+0.00181,0.0357,22,0
11160.0,E16,+0.38589,+0.36148,+0.02441,0.0265,21,0
11160.0,E25,-0.09826,-0.11456,+0.01630,0.0476,21,0
11190.0,E05,+0.06434,+0.06610,-0.00175,0.0356,23,0
11190.0,E16,+0.38314,+0.36084,+0.02230,0.0265,22,0
11190.0,E25,-0.10210,-0.11458,+0.01248,0.0475,22,0
11220.0,E16,+0.39455,+0.36072,+0.03383,0.0235,23,0
11220.0,E25,-0.09910,-0.11432,+0.01522,0.0388,23,0
11250.0,E16,+0.36930,+0.36072,+0.00858,0.0216,23,0
11250.0,E25,-0.15651,-0.11432,-0.04219,0.0330,23,0
11280.0,E16,+0.36777,+0.36346,+0.00431,0.0216,24,0
11280.0,E25,-0.16293,-0.11560,-0.04733,0.0330,24,0
11310.0,E16,+0.36590,+0.36610,-0.00021,0.0216,25,0
11310.0,E25,-0.16498,-0.11682,-0.04816,0.0329,25,0
11340.0,E25,-0.23294,-0.11682,-0.11612,0.0305,25,0
11370.0,E25,-0.35162,-0.11682,-0.23480,0.0291,25,0
11400.0,E25,-0.35136,-0.11682,-0.23454,0.0291,26,0
11430.0,E25,-0.35090,-0.11682,-0.23408,0.0290,27,0
11460.0,E25,-0.35468,-0.11682,-0.23787,0.0290,28,0
11490.0,E25,-0.35732,-0.11682,-0.24051,0.0290,29,0
11520.0,E25,-0.34592,-0.11682,-0.22911,0.0288,30,0
11550.0,E25,-0.34168,-0.11682,-0.22487,0.0288,31,0
11580.0,E25,-0.34496,-0.11682,-0.22815,0.0287,32,0
11610.0,E25,-0.34284,-0.11682,-0.22602,0.0287,33,0
11640.0,E25,-0.34099,-0.11682,-0.22418,0.0287,34,0
11670.0,E25,-0.33550,-0.11682,-0.21868,0.0286,35,0
11700.0,E25,-0.33190,-0.24288,-0.08901,0.0286,36,0
11730.0,E25,-0.33062,-0.25691,-0.07371,0.0286,37,0
11760.0,E25,-0.33012,-0.27058,-0.05954,0.0286,38,0
11790.0,E25,-0.33029,-0.28335,-0.04695,0.0285,39,0
11820.0,E25,-0.33179,-0.29512,-0.03667,0.0284,40,0
11850.0,E25,-0.33736,-0.30618,-0.03118,0.0284,41,0
11880.0,E25,-0.37035,-0.30618,-0.06417,0.0281,41,0
11910.0,E25,-0.37283,-0.31821,-0.05462,0.0280,42,0
11940.0,E25,-0.37765,-0.32958,-0.04807,0.0280,43,0
11970.0,E25,-0.37643,-0.33909,-0.03734,0.0280,44,0
12000.0,E25,-0.39119,-0.34878,-0.04241,0.0278,45,0
12030.0,E25,-0.39234,-0.35082,-0.04152,0.0277,46,0
12060.0,E25,-0.39299,-0.35292,-0.04007,0.0277,47,0
12090.0,E25,-0.38438,-0.35441,-0.02997,0.0276,48,0
12120.0,E25,-0.37490,-0.35530,-0.01961,0.0276,49,0
12150.0,E25,-0.36570,-0.35630,-0.00941,0.0275,50,0
12180.0,E25,-0.38062,-0.35826,-0.02236,0.0275,51,0
12210.0,E25,-0.37707,-0.35988,-0.01719,0.0274,52,0
12240.0,E25,-0.37135,-0.36132,-0.01003,0.0274,53,0
12270.0,E25,-0.36793,-0.36268,-0.00525,0.0274,54,0
12300.0,E25,-0.36694,-0.36426,-0.00268,0.0273,55,0
12330.0,E25,-0.35889,-0.36561,+0.00672,0.0273,56,0
12360.0,E25,-0.34845,-0.36650,+0.01805,0.0273,57,0
12390.0,E25,-0.33949,-0.36696,+0.02747,0.0272,58,0
12420.0,E25,-0.33168,-0.36703,+0.03534,0.0272,59,0
12450.0,E25,-0.32854,-0.36687,+0.03833,0.0272,60,0
12480.0,E25,-0.32114,-0.36607,+0.04494,0.0272,61,0
12510.0,E25,-0.31714,-0.36330,+0.04616,0.0271,62,0
12540.0,E25,-0.31588,-0.36020,+0.04432,0.0271,63,0
12570.0,E25,-0.31159,-0.35695,+0.04537,0.0271,64,0
12600.0,E25,-0.30599,-0.35268,+0.04669,0.0271,65,0
12630.0,E25,-0.30379,-0.34824,+0.04445,0.0271,66,0
12660.0,E25,-0.30167,-0.34367,+0.04200,0.0270,67,0
12690.0,E25,-0.29853,-0.33936,+0.04083,0.0270,68,0
12720.0,E25,-0.29472,-0.33533,+0.04061,0.0270,69,0
12750.0,E25,-0.29231,-0.33163,+0.03933,0.0270,70,0
12780.0,E25,-0.29204,-0.32719,+0.03516,0.0269,71,0
12810.0,E25,-0.28845,-0.32276,+0.03431,0.0269,72,0
12840.0,E25,-0.28489,-0.31843,+0.03354,0.0269,73,0
12870.0,E25,-0.27785,-0.31394,+0.03609,0.0269,74,0
12900.0,E25,-0.27052,-0.30914,+0.03863,0.0269,75,0
12930.0,E25,-0.26866,-0.30465,+0.03599,0.0268,76,0
12960.0,E25,-0.30831,-0.30465,-0.00366,0.0266,76,0
12990.0,E25,-0.30186,-0.30233,+0.00048,0.0266,77,0
13020.0,E25,-0.31177,-0.30096,-0.01082,0.0265,78,0
15270.0,G04,+0.49000,+0.00000,+0.49000,0.0321,1,0
15300.0,G04,+0.48736,+0.00000,+0.48736,0.0321,2,0
15330.0,G04,+0.48737,+0.00000,+0.48737,0.0321,3,0
15360.0,G04,+0.49081,+0.00000,+0.49081,0.0321,4,0
15390.0,G04,+0.49073,+0.00000,+0.49073,0.0321,5,0
15420.0,G04,+0.48894,+0.00000,+0.48894,0.0320,6,0
15450.0,G04,+0.49277,+0.00000,+0.49277,0.0320,7,0
15480.0,G04,+0.48746,+0.00000,+0.48746,0.0320,8,0
15510.0,G04,+0.48971,+0.00000,+0.48971,0.0320,9,0
15540.0,G04,+0.49422,+0.00000,+0.49422,0.0320,10,0
15570.0,G04,+0.49914,+0.00000,+0.49914,0.0320,11,0
15600.0,G04,-0.49696,+0.00000,-0.49696,0.0320,11,0
15630.0,G04,-0.49537,+0.00000,-0.49537,0.0319,12,0
15660.0,G04,-0.49238,+0.00000,-0.49238,0.0319,1,0
15690.0,G04,-0.48626,+0.00000,-0.48626,0.0319,2,0
15720.0,G04,-0.48220,+0.00000,-0.48220,0.0319,3,0
15750.0,G04,-0.47983,+0.00000,-0.47983,0.0319,4,0
15780.0,G04,-0.47415,+0.00000,-0.47415,0.0319,5,0
15810.0,G04,-0.47073,+0.00000,-0.47073,0.0318,6,0
15840.0,G04,-0.47025,+0.00000,-0.47025,0.0318,7,0
15870.0,G04,-0.47174,+0.00000,-0.47174,0.0318,8,0
15900.0,G04,-0.47099,+0.00000,-0.47099,0.0318,9,0
15930.0,G04,-0.47294,+0.00000,-0.47294,0.0318,10,0
15960.0,G04,-0.47663,+0.00000,-0.47663,0.0318,11,0
15990.0,G04,-0.47359,+0.00000,-0.47359,0.0318,12,0
16020.0,G04,-0.47250,+0.00000,-0.47250,0.0317,13,0
16050.0,G04,-0.47374,+0.00000,-0.47374,0.0317,14,0
16080.0,G04,-0.47187,+0.00000,-0.47187,0.0317,15,0
16110.0,G04,-0.47336,+0.00000,-0.47336,0.0317,16,0
16140.0,G04,-0.47355,+0.00000,-0.47355,0.0317,17,0
16170.0,G04,-0.47434,+0.00000,-0.47434,0.0317,18,0
16200.0,G04,-0.47748,+0.00000,-0.47748,0.0316,19,0
16230.0,G04,-0.47399,-0.47562,+0.00163,0.0316,20,0
16260.0,G04,-0.47276,-0.47464,+0.00188,0.0316,21,0
16290.0,G04,-0.47779,-0.47422,-0.00357,0.0316,22,0
16320.0,G04,-0.48703,-0.47446,-0.01257,0.0316,23,0
16350.0,G04,-0.49673,-0.47530,-0.02142,0.0316,24,0
16380.0,G04,-0.49726,-0.47646,-0.02080,0.0316,25,0
16410.0,G04,-0.49560,-0.47770,-0.01790,0.0315,26,0
16440.0,G04,-0.49449,-0.47891,-0.01558,0.0315,27,0
16470.0,G04,-0.49685,-0.48017,-0.01668,0.0315,28,0
16500.0,G04,-0.49672,-0.48146,-0.01526,0.0315,29,0
16530.0,G04,+0.49541,-0.48146,-0.02313,0.0315,29,0
16560.0,G04,+0.49052,-0.48328,-0.02620,0.0315,30,0
16590.0,G04,+0.48658,-0.48512,-0.02830,0.0314,31,0
16620.0,G04,+0.48642,-0.48712,-0.02646,0.0314,32,0
16710.0,G04,+0.48742,-0.48912,-0.02345,0.0314,33,0
16770.0,G04,+0.48790,-0.49105,-0.02106,0.0314,34,0
16800.0,G04,+0.48512,-0.49320,-0.02168,0.0313,35,0
16830.0,G04,+0.48096,-0.49549,-0.02355,0.0313,36,0
16860.0,G04,+0.47511,-0.49806,-0.02684,0.0313,37,0
19170.0,E03,-0.40639,+0.00000,-0.40639,0.0271,1,0
19200.0,E03,-0.39498,+0.00000,-0.39498,0.0271,2,0
19230.0,E03,-0.38133,+0.00000,-0.38133,0.0270,3,0
19260.0,E03,-0.37526,+0.00000,-0.37526,0.0269,4,0
19290.0,E03,-0.37530,+0.00000,-0.37530,0.0269,5,0
19320.0,E03,-0.37287,+0.00000,-0.37287,0.0268,6,0
19350.0,E03,-0.37101,+0.00000,-0.37101,0.0268,7,0
19380.0,E03,-0.37525,+0.00000,-0.37525,0.0268,8,0
19410.0,E03,-0.37306,+0.00000,-0.37306,0.0267,9,0
19440.0,E03,-0.37259,+0.00000,-0.37259,0.0267,10,0
19470.0,E03,-0.37326,+0.00000,-0.37326,0.0267,11,0
19500.0,E03,-0.38252,+0.00000,-0.38252,0.0266,12,0
19530.0,E03,-0.38019,+0.00000,-0.38019,0.0266,13,0
19560.0,E03,-0.38223,+0.00000,-0.38223,0.0266,14,0
19590.0,E03,-0.38409,+0.00000,-0.38409,0.0265,15,0
19620.0,E03,-0.38831,+0.00000,-0.38831,0.0265,16,0
19650.0,E03,-0.38821,+0.00000,-0.38821,0.0264,17,0
19680.0,E03,-0.38378,+0.00000,-0.38378,0.0264,18,0
19710.0,E03,-0.37652,+0.00000,-0.37652,0.0264,19,0
19740.0,E03,-0.36896,-0.38030,+0.01134,0.0264,20,0
19770.0,E03,-0.36822,-0.37840,+0.01018,0.0264,21,0
19800.0,E03,-0.36709,-0.37700,+0.00991,0.0263,22,0
23130.0,G17,-0.30605,+0.00000,-0.30605,0.0304,1,0
23160.0,G17,-0.31943,+0.00000,-0.31943,0.0303,2,0
23190.0,G17,-0.32973,+0.00000,-0.32973,0.0303,3,0
23220.0,G17,-0.34191,+0.00000,-0.34191,0.0302,4,0
23250.0,E25,-0.41745,+0.00000,-0.41745,0.0540,0,0
23250.0,G17,-0.34611,+0.00000,-0.34611,0.0302,5,0
23280.0,E25,-0.43608,+0.00000,-0.43608,0.0538,1,0
23280.0,G17,-0.34673,+0.00000,-0.34673,0.0302,6,0
23310.0,E25,-0.46292,+0.00000,-0.46292,0.0537,1,0
23310.0,G17,-0.35166,+0.00000,-0.35166,0.0301,7,0
23340.0,E25,-0.48616,+0.00000,-0.48616,0.0535,1,0
23340.0,G17,-0.35104,+0.00000,-0.35104,0.0301,8,0
23370.0,E25,+0.49537,+0.00000,+0.49537,0.0534,1,0
23370.0,G17,-0.34527,+0.00000,-0.34527,0.0301,9,0
23400.0,E25,+0.49708,+0.00000,+0.49708,0.0533,2,0
23400.0,G17,-0.34378,+0.00000,-0.34378,0.0301,10,0
23430.0,E25,+0.49162,+0.00000,+0.49162,0.0532,3,0
23430.0,G17,-0.34617,+0.00000,-0.34617,0.0300,11,0
23460.0,E25,+0.47976,+0.00000,+0.47976,0.0532,4,0
23460.0,G17,-0.34970,+0.00000,-0.34970,0.0300,12,0
23490.0,E25,+0.48313,+0.00000,+0.48313,0.0531,5,0
23490.0,G17,-0.34479,+0.00000,-0.34479,0.0300,13,0
23520.0,E25,+0.48416,+0.00000,+0.48416,0.0530,6,0
23520.0,G17,-0.34629,+0.00000,-0.34629,0.0300,14,0
23550.0,E25,+0.48834,+0.00000,+0.48834,0.0530,7,0
23550.0,G17,-0.34822,+0.00000,-0.34822,0.0300,15,0
23580.0,E25,+0.48594,+0.00000,+0.48594,0.0529,8,0
23580.0,G17,-0.35148,+0.00000,-0.35148,0.0299,16,0
23610.0,E25,+0.48008,+0.00000,+0.48008,0.0529,9,0
23610.0,G17,-0.34969,+0.00000,-0.34969,0.0299,17,0
23640.0,E25,+0.47345,+0.00000,+0.47345,0.0528,10,0
23640.0,G17,-0.34652,+0.00000,-0.34652,0.0299,18,0
23670.0,E25,+0.46509,+0.00000,+0.46509,0.0527,11,0
23670.0,G17,-0.34435,+0.00000,-0.34435,0.0299,19,0
23700.0,E25,+0.45729,+0.00000,+0.45729,0.0527,12,0
23700.0,G17,-0.34498,-0.34272,-0.00226,0.0298,20,0
23730.0,E25,+0.45938,+0.00000,+0.45938,0.0526,13,0
23730.0,G17,-0.34203,-0.34450,+0.00247,0.0298,21,0
23760.0,E25,+0.45978,+0.00000,+0.45978,0.0526,14,0
23760.0,G17,-0.33225,-0.34514,+0.01288,0.0298,22,0
23790.0,E25,+0.43451,+0.00000,+0.43451,0.0525,14,0
23820.0,E25,+0.41728,+0.00000,+0.41728,0.0524,15,0
23850.0,E25,+0.42037,+0.00000,+0.42037,0.0523,16,0
23880.0,E25,+0.42510,+0.00000,+0.42510,0.0523,17,0
23910.0,E25,+0.42420,+0.00000,+0.42420,0.0522,18,0
23940.0,E25,+0.37279,+0.00000,+0.37279,0.0468,18,0
23970.0,E25,+0.38776,+0.00000,+0.38776,0.0465,19,0
24000.0,E25,+0.37801,+0.46108,-0.08307,0.0463,20,0
24030.0,E25,+0.36978,+0.45169,-0.08191,0.0461,21,0
24060.0,E25,+0.38013,+0.44580,-0.06567,0.0460,22,0
24090.0,E25,+0.38637,+0.44046,-0.05409,0.0458,23,0
24120.0,E25,+0.37312,+0.43506,-0.06194,0.0457,24,0
24150.0,E25,+0.35784,+0.42874,-0.07090,0.0456,25,0
24180.0,E25,+0.34518,+0.42175,-0.07657,0.0455,26,0
24210.0,E25,+0.33395,+0.41401,-0.08007,0.0454,27,0
24240.0,E25,+0.33264,+0.40631,-0.07367,0.0454,28,0
24270.0,E25,+0.33813,+0.39915,-0.06102,0.0453,29,0
24300.0,E25,+0.36411,+0.00000,+0.36411,0.0448,0,0
24330.0,E25,+0.37333,+0.00000,+0.37333,0.0447,1,0
24360.0,E25,+0.38349,+0.00000,+0.38349,0.0446,2,0
24390.0,E25,+0.41243,+0.00000,+0.41243,0.0444,2,0
24420.0,E25,+0.44167,+0.00000,+0.44167,0.0442,2,0
24450.0,E25,+0.45058,+0.00000,+0.45058,0.0441,3,0
24480.0,E25,+0.43021,+0.00000,+0.43021,0.0440,3,0
24510.0,E25,+0.43385,+0.00000,+0.43385,0.0439,4,0
24540.0,E25,+0.44470,+0.00000,+0.44470,0.0438,5,0
24570.0,E25,+0.43966,+0.00000,+0.43966,0.0437,6,0
24600.0,E25,+0.42673,+0.00000,+0.42673,0.0437,7,0
24630.0,E25,+0.41680,+0.00000,+0.41680,0.0436,8,0
24660.0,E25,+0.41343,+0.00000,+0.41343,0.0436,9,0
24690.0,E25,+0.40606,+0.00000,+0.40606,0.0435,10,0
24720.0,E25,+0.39879,+0.00000,+0.39879,0.0434,11,0
24750.0,E25,+0.40217,+0.00000,+0.40217,0.0434,12,0
24780.0,E25,+0.40900,+0.00000,+0.40900,0.0434,13,0
24810.0,E25,+0.40597,+0.00000,+0.40597,0.0433,14,0
24840.0,E25,+0.40291,+0.00000,+0.40291,0.0433,15,0
24870.0,E25,+0.39821,+0.00000,+0.39821,0.0432,16,0
24900.0,E25,+0.39554,+0.00000,+0.39554,0.0432,17,0
24930.0,E25,+0.39377,+0.00000,+0.39377,0.0432,18,0
24960.0,E25,+0.39473,+0.00000,+0.39473,0.0431,19,0
24990.0,E25,+0.36813,+0.00000,+0.36813,0.0427,19,0
25020.0,E25,+0.35480,+0.40723,-0.05243,0.0426,20,0
25050.0,E25,+0.35072,+0.40613,-0.05541,0.0425,21,0
25080.0,E25,+0.34025,+0.40402,-0.06378,0.0424,22,0
25110.0,E25,+0.32948,+0.39802,-0.06855,0.0423,23,0
25140.0,E25,+0.32361,+0.39254,-0.06893,0.0423,24,0
25170.0,E25,+0.31717,+0.38619,-0.06902,0.0422,25,0
25200.0,E25,+0.31722,+0.38007,-0.06285,0.0421,26,0
