SOD,sat,raw_frac,bias,corr_frac,sigma_N1_m,buf_n,fixed
42720.0,G12,-0.12691,+0.02635,-0.15325,0.0317,43,0
42750.0,G11,+0.35753,+0.45332,-0.09578,0.0204,40,0
42750.0,G12,-0.15465,+0.02635,-0.18100,0.0315,43,0
42780.0,G11,+0.35684,+0.45332,-0.09648,0.0204,40,0
42780.0,G12,-0.15572,+0.02635,-0.18207,0.0313,44,0
42810.0,G11,+0.36218,+0.45332,-0.09114,0.0204,40,0
42810.0,G12,-0.14716,+0.02635,-0.17351,0.0311,45,0
42840.0,G11,+0.36412,+0.45332,-0.08919,0.0203,40,0
42840.0,G12,-0.15207,+0.02635,-0.17842,0.0309,46,0
42870.0,G11,+0.36528,+0.45332,-0.08803,0.0203,40,0
42870.0,G12,-0.16560,+0.02635,-0.19194,0.0308,47,0
42900.0,G11,+0.36573,+0.45332,-0.08759,0.0203,40,0
42900.0,G12,-0.17646,+0.02635,-0.20281,0.0307,48,0
42930.0,G11,+0.37354,+0.45332,-0.07978,0.0203,40,0
42930.0,G12,-0.16096,-0.07585,-0.08511,0.0307,49,0
42960.0,G11,+0.37363,+0.45332,-0.07969,0.0203,40,0
42960.0,G12,-0.15990,-0.08793,-0.07197,0.0306,50,0
42990.0,G11,+0.36985,+0.45332,-0.08346,0.0203,40,0
42990.0,G12,-0.16987,-0.09861,-0.07127,0.0305,51,0
43020.0,G11,+0.37039,+0.45332,-0.08293,0.0203,40,0
43020.0,G12,-0.16499,-0.10844,-0.05655,0.0305,52,0
43050.0,G11,+0.37217,+0.45332,-0.08115,0.0203,40,0
43050.0,G12,-0.15732,-0.11291,-0.04441,0.0305,53,0
43080.0,G11,+0.36872,+0.45332,-0.08460,0.0203,40,0
43080.0,G12,-0.16193,-0.11827,-0.04365,0.0304,54,0
43110.0,G11,+0.36417,+0.45332,-0.08914,0.0203,40,0
43110.0,G12,-0.17275,-0.12443,-0.04832,0.0304,55,0
43140.0,G11,+0.36205,+0.00000,+0.36205,0.0203,1,0
43140.0,G12,-0.17442,-0.13095,-0.04347,0.0304,56,0
43170.0,G11,+0.36026,+0.00000,+0.36026,0.0203,2,0
43170.0,G12,-0.17790,-0.13749,-0.04041,0.0304,57,0
43200.0,G11,+0.35655,+0.00000,+0.35655,0.0202,3,0
43200.0,G12,-0.17994,-0.14400,-0.03594,0.0303,58,0
43230.0,G11,+0.35647,+0.00000,+0.35647,0.0202,4,0
43230.0,G12,-0.18135,-0.15042,-0.03093,0.0303,59,0
43260.0,G11,+0.35761,+0.00000,+0.35761,0.0202,5,0
43260.0,G12,-0.17951,-0.15591,-0.02361,0.0303,60,0
43290.0,G11,+0.35684,+0.00000,+0.35684,0.0202,6,0
43290.0,G12,-0.18127,-0.16105,-0.02022,0.0303,61,0
43320.0,G11,+0.35494,+0.00000,+0.35494,0.0202,7,0
43320.0,G12,-0.18179,-0.16641,-0.01538,0.0303,62,0
43350.0,G11,+0.35435,+0.00000,+0.35435,0.0202,8,0
43350.0,G12,-0.17898,-0.16900,-0.00998,0.0302,63,0
43380.0,G11,+0.35303,+0.00000,+0.35303,0.0202,9,0
43380.0,G12,-0.18040,-0.17023,-0.01016,0.0302,64,0
43410.0,G11,+0.38313,+0.00000,+0.38313,0.0196,9,0
43440.0,G11,+0.39916,+0.00000,+0.39916,0.0193,10,0
43470.0,G11,+0.39978,+0.00000,+0.39978,0.0193,11,0
43500.0,G11,+0.40184,+0.00000,+0.40184,0.0193,12,0
43530.0,G11,+0.40234,+0.00000,+0.40234,0.0193,13,0
43560.0,G11,+0.39877,+0.00000,+0.39877,0.0193,14,0
43590.0,G11,+0.39817,+0.00000,+0.39817,0.0193,15,0
43620.0,G11,+0.39702,+0.00000,+0.39702,0.0193,16,0
43650.0,G11,+0.39244,+0.00000,+0.39244,0.0193,17,0
43680.0,G11,+0.39109,+0.00000,+0.39109,0.0193,18,0
43710.0,G11,+0.38987,+0.00000,+0.38987,0.0192,19,0
43740.0,G11,+0.38910,+0.37859,+0.01051,0.0192,20,0
43770.0,G11,+0.38420,+0.37971,+0.00449,0.0192,21,0
43800.0,G11,+0.38497,+0.38095,+0.00402,0.0192,22,0
45420.0,G25,-0.30849,+0.00000,-0.30849,0.0697,1,0
45450.0,G25,-0.30177,+0.00000,-0.30177,0.0695,2,0
45480.0,G25,-0.29217,+0.00000,-0.29217,0.0694,3,0
45510.0,G25,-0.29598,+0.00000,-0.29598,0.0692,4,0
45540.0,G25,-0.30730,+0.00000,-0.30730,0.0690,5,0
45570.0,G25,-0.30971,+0.00000,-0.30971,0.0688,6,0
45600.0,G25,-0.29524,+0.00000,-0.29524,0.0687,7,0
45630.0,G25,-0.13644,+0.00000,-0.13644,0.0680,7,0
45660.0,G25,-0.12029,+0.00000,-0.12029,0.0678,8,0
45690.0,G25,-0.12167,+0.00000,-0.12167,0.0676,9,0
45720.0,G25,-0.12233,+0.00000,-0.12233,0.0675,10,0
45750.0,G25,-0.13316,+0.00000,-0.13316,0.0673,11,0
45780.0,G25,-0.14683,+0.00000,-0.14683,0.0672,12,0
45810.0,G25,-0.15971,+0.00000,-0.15971,0.0670,13,0
45840.0,G25,-0.16626,+0.00000,-0.16626,0.0669,14,0
45870.0,G25,-0.16980,+0.00000,-0.16980,0.0667,15,0
45900.0,G25,-0.18152,+0.00000,-0.18152,0.0666,16,0
45930.0,G25,-0.18660,+0.00000,-0.18660,0.0666,17,0
45960.0,G25,-0.18926,+0.00000,-0.18926,0.0665,18,0
45990.0,G25,-0.19421,+0.00000,-0.19421,0.0665,19,0
46020.0,G25,-0.19262,-0.20889,+0.01627,0.0665,20,0
46050.0,G25,-0.18579,-0.20252,+0.01673,0.0664,21,0
46080.0,G25,-0.18959,-0.19678,+0.00719,0.0664,22,0
46110.0,G25,-0.19295,-0.19175,-0.00119,0.0663,23,0
46140.0,G25,-0.19623,-0.18685,-0.00938,0.0663,24,0
46170.0,G25,-0.20303,-0.18198,-0.02105,0.0663,25,0
46200.0,G25,-0.21263,-0.17765,-0.03498,0.0662,26,0
46230.0,G25,-0.21890,-0.17427,-0.04462,0.0662,27,0
46260.0,G25,-0.21865,-0.17919,-0.03946,0.0662,28,0
46290.0,G25,-0.21994,-0.18409,-0.03584,0.0661,29,0
46320.0,G25,-0.22384,-0.18913,-0.03471,0.0661,30,0
46350.0,G25,-0.22763,-0.19382,-0.03381,0.0661,31,0
46380.0,G25,-0.22947,-0.19793,-0.03154,0.0659,32,0
46410.0,G25,-0.23736,-0.20181,-0.03555,0.0658,33,0
46440.0,G25,-0.23511,-0.20525,-0.02986,0.0657,34,0
46470.0,G25,-0.23721,-0.20862,-0.02859,0.0656,35,0
46500.0,G25,-0.23538,-0.21132,-0.02407,0.0656,36,0
46530.0,G25,-0.23380,-0.21369,-0.02011,0.0655,37,0
46560.0,G25,-0.23418,-0.21594,-0.01824,0.0654,38,0
46590.0,G25,-0.23249,-0.21786,-0.01463,0.0652,39,0
46620.0,G25,-0.22959,-0.21971,-0.00988,0.0651,40,0
46650.0,G25,-0.23621,-0.22223,-0.01398,0.0650,41,0
46680.0,G25,-0.25308,-0.22540,-0.02768,0.0648,42,0
46710.0,G25,-0.25614,-0.22855,-0.02759,0.0647,43,0
46740.0,G25,-0.25658,-0.23156,-0.02502,0.0646,44,0
46770.0,G25,-0.25609,-0.23421,-0.02188,0.0645,45,0
46800.0,G25,-0.27120,-0.23713,-0.03408,0.0644,46,0
46830.0,G25,-0.27682,-0.24002,-0.03680,0.0642,47,0
46860.0,G25,-0.28278,-0.24321,-0.03957,0.0641,48,0
46890.0,G25,-0.29154,-0.24678,-0.04476,0.0640,49,0
46920.0,G25,-0.28821,-0.25000,-0.03821,0.0639,50,0
46950.0,G25,-0.28164,-0.25271,-0.02893,0.0638,51,0
46980.0,G25,-0.28384,-0.25544,-0.02840,0.0636,52,0
47010.0,G25,-0.29316,-0.25824,-0.03493,0.0635,53,0
47040.0,G25,-0.30173,-0.26158,-0.04015,0.0634,54,0
47070.0,G25,-0.29779,-0.26462,-0.03317,0.0633,55,0
47100.0,G25,-0.29586,-0.26766,-0.02820,0.0632,56,0
47130.0,G25,-0.29911,-0.27094,-0.02817,0.0631,57,0
47160.0,G25,-0.30436,-0.27446,-0.02990,0.0630,58,0
47190.0,G25,-0.30281,-0.27798,-0.02483,0.0628,59,0
47220.0,G25,-0.30952,-0.28196,-0.02756,0.0627,60,0
47250.0,G25,-0.31651,-0.28596,-0.03055,0.0626,61,0
47280.0,G25,-0.30864,-0.28874,-0.01990,0.0625,62,0
47310.0,G25,-0.29929,-0.29089,-0.00840,0.0624,63,0
47340.0,G25,-0.29173,-0.29264,+0.00091,0.0623,64,0
48720.0,G15,+0.25777,+0.00000,+0.25777,0.1053,1,0
48750.0,G15,+0.26046,+0.00000,+0.26046,0.1052,2,0
48780.0,G15,+0.26171,+0.00000,+0.26171,0.1050,3,0
48810.0,G15,+0.26533,+0.00000,+0.26533,0.1049,4,0
48840.0,G15,+0.27116,+0.00000,+0.27116,0.1048,5,0
48870.0,G15,+0.27433,+0.00000,+0.27433,0.1046,6,0
48900.0,G15,+0.27696,+0.00000,+0.27696,0.1045,7,0
48930.0,G15,+0.27968,+0.00000,+0.27968,0.1043,8,0
48960.0,G15,+0.28655,+0.00000,+0.28655,0.1042,9,0
48990.0,G15,+0.29819,+0.00000,+0.29819,0.1041,10,0
49020.0,G15,+0.27588,+0.00000,+0.27588,0.1039,10,0
49050.0,G15,+0.27802,+0.00000,+0.27802,0.1038,11,0
49080.0,G15,+0.28141,+0.00000,+0.28141,0.1036,12,0
49110.0,G15,+0.28721,+0.00000,+0.28721,0.1035,13,0
49140.0,G15,+0.28680,+0.00000,+0.28680,0.1034,14,0
49170.0,G15,+0.28489,+0.00000,+0.28489,0.1032,15,0
49200.0,G15,+0.28488,+0.00000,+0.28488,0.1031,16,0
49230.0,G15,+0.28805,+0.00000,+0.28805,0.1029,17,0
49260.0,G15,+0.29351,+0.00000,+0.29351,0.1028,18,0
49290.0,G15,+0.30239,+0.00000,+0.30239,0.1027,19,0
49320.0,G15,+0.27183,+0.00000,+0.27183,0.1025,19,0
49350.0,G15,+0.25996,+0.27896,-0.01901,0.1024,20,0
49380.0,G15,+0.26765,+0.27946,-0.01181,0.1022,21,0
49410.0,G15,+0.27459,+0.28016,-0.00557,0.1021,22,0
49440.0,G15,+0.27272,+0.28071,-0.00799,0.1020,23,0
49470.0,G15,+0.26769,+0.28083,-0.01314,0.1018,24,0
49500.0,G15,+0.26664,+0.28061,-0.01396,0.1017,25,0
49530.0,G15,+0.27515,+0.28065,-0.00550,0.1015,26,0
49560.0,G15,+0.28510,+0.28105,+0.00404,0.1014,27,0
49590.0,G15,+0.29675,+0.28191,+0.01484,0.1013,28,0
49620.0,G15,+0.30734,+0.28295,+0.02440,0.1012,29,0
49650.0,G15,+0.31466,+0.28376,+0.03090,0.1010,30,0
49680.0,G15,+0.31398,+0.28556,+0.02842,0.1009,31,0
49710.0,G15,+0.31332,+0.28716,+0.02616,0.1008,32,0
49740.0,G15,+0.31569,+0.28858,+0.02710,0.1006,33,0
49770.0,G15,+0.31578,+0.29003,+0.02574,0.1005,34,0
49800.0,G15,+0.31467,+0.29153,+0.02314,0.1004,35,0
49830.0,G15,+0.31857,+0.29322,+0.02535,0.1003,36,0
49860.0,G15,+0.32803,+0.29522,+0.03280,0.1001,37,0
49890.0,G15,+0.32033,+0.29657,+0.02376,0.1000,38,0
49920.0,G15,+0.32943,+0.29793,+0.03150,0.0999,39,0
49950.0,G15,+0.33798,+0.30183,+0.03615,0.0998,40,0
49980.0,G15,+0.33732,+0.30532,+0.03200,0.0996,41,0
50010.0,G15,+0.34304,+0.30875,+0.03429,0.0995,42,0
50040.0,G15,+0.34914,+0.31258,+0.03656,0.0994,43,0
50070.0,G15,+0.35211,+0.31679,+0.03532,0.0993,44,0
50100.0,G15,+0.34939,+0.32091,+0.02848,0.0991,45,0
50130.0,G15,+0.33742,+0.32401,+0.01341,0.0990,46,0
50160.0,G15,+0.34209,+0.32685,+0.01524,0.0989,47,0
50160.0,G29,+0.34567,+0.00000,+0.34567,0.1113,1,0
50190.0,G15,+0.34499,+0.32926,+0.01573,0.0988,48,0
50190.0,G29,+0.39944,+0.00000,+0.39944,0.1106,1,0
50220.0,G15,+0.34695,+0.33124,+0.01570,0.0986,49,0
50220.0,G29,+0.40051,+0.00000,+0.40051,0.1099,2,0
50250.0,G15,+0.35888,+0.33345,+0.02542,0.0985,50,0
50250.0,G29,+0.40515,+0.00000,+0.40515,0.1093,3,0
50280.0,G15,+0.36172,+0.33584,+0.02588,0.0984,51,0
50280.0,G29,+0.39873,+0.00000,+0.39873,0.1086,4,0
50310.0,G15,+0.36380,+0.33837,+0.02544,0.0983,52,0
50310.0,G29,+0.41868,+0.00000,+0.41868,0.1080,5,0
50340.0,G15,+0.37071,+0.34112,+0.02959,0.0981,53,0
50340.0,G29,+0.46568,+0.00000,+0.46568,0.1073,5,0
50370.0,G15,+0.37454,+0.34405,+0.03048,0.0980,54,0
50370.0,G29,+0.46018,+0.00000,+0.46018,0.1067,6,0
50400.0,G15,+0.37835,+0.34723,+0.03111,0.0979,55,0
50400.0,G29,+0.43730,+0.00000,+0.43730,0.1061,6,0
50430.0,G15,+0.38180,+0.35039,+0.03141,0.0978,56,0
50430.0,G29,-0.47431,+0.00000,-0.47431,0.0824,6,0
50460.0,G15,+0.38362,+0.35317,+0.03045,0.0977,57,0
50460.0,G29,+0.42310,+0.00000,+0.42310,0.0815,6,0
50490.0,G15,+0.38597,+0.35645,+0.02952,0.0976,58,0
50490.0,G29,+0.35714,+0.00000,+0.35714,0.0808,6,0
50520.0,G15,+0.38818,+0.35939,+0.02880,0.0974,59,0
50520.0,G29,+0.29816,+0.00000,+0.29816,0.0800,6,0
50550.0,G15,+0.38357,+0.36167,+0.02190,0.0973,60,0
50550.0,G29,+0.13582,+0.00000,+0.13582,0.0793,6,0
50580.0,G15,+0.38402,+0.36401,+0.02001,0.0972,61,0
50580.0,G29,+0.04740,+0.00000,+0.04740,0.0788,6,0
50610.0,G15,+0.38570,+0.36615,+0.01954,0.0971,62,0
50610.0,G29,+0.01608,+0.00000,+0.01608,0.0784,6,0
50640.0,G15,+0.37605,+0.36750,+0.00855,0.0970,63,0
50640.0,G29,-0.03911,+0.00000,-0.03911,0.0776,6,0
50670.0,G15,+0.38020,+0.36891,+0.01128,0.0965,64,0
50670.0,G29,-0.05692,+0.00000,-0.05692,0.0772,7,0
50700.0,G15,+0.39046,+0.37097,+0.01949,0.0961,65,0
50700.0,G29,-0.08458,+0.00000,-0.08458,0.0767,7,0
50730.0,G15,+0.39003,+0.37360,+0.01643,0.0956,66,0
50730.0,G29,-0.15116,+0.00000,-0.15116,0.0763,7,0
50760.0,G15,+0.39668,+0.37633,+0.02035,0.0952,67,0
50760.0,G29,-0.20209,+0.00000,-0.20209,0.0761,7,0
50790.0,G15,+0.41922,+0.37633,+0.04290,0.0948,67,0
50790.0,G29,-0.24436,+0.00000,-0.24436,0.0758,7,0
50820.0,G15,+0.43507,+0.38078,+0.05429,0.0944,68,0
50820.0,G29,-0.27408,+0.00000,-0.27408,0.0756,7,0
50850.0,G15,+0.42661,+0.38475,+0.04187,0.0939,69,0
50850.0,G29,-0.14957,+0.00000,-0.14957,0.0655,7,0
50880.0,G15,+0.42000,+0.38780,+0.03220,0.0935,70,0
50880.0,G29,-0.19265,+0.00000,-0.19265,0.0647,7,0
50910.0,G15,+0.43673,+0.39154,+0.04519,0.0931,71,0
50910.0,G29,-0.26567,+0.00000,-0.26567,0.0640,7,0
50940.0,G15,+0.45186,+0.39591,+0.05595,0.0927,72,0
50940.0,G29,-0.33190,+0.00000,-0.33190,0.0634,7,0
50970.0,G15,+0.44346,+0.39955,+0.04391,0.0923,73,0
50970.0,G29,-0.46577,+0.00000,-0.46577,0.0630,7,0
51000.0,G15,+0.45690,+0.40366,+0.05323,0.0920,74,0
51000.0,G29,+0.48776,+0.00000,+0.48776,0.0627,7,0
51030.0,G15,+0.47694,+0.40366,+0.07328,0.0916,74,0
51030.0,G29,+0.48325,+0.00000,+0.48325,0.0624,8,0
51060.0,G15,+0.47343,+0.40839,+0.06504,0.0912,75,0
51060.0,G29,+0.44655,+0.00000,+0.44655,0.0622,8,0
51090.0,G15,+0.48246,+0.41339,+0.06907,0.0908,76,0
51090.0,G29,+0.42053,+0.00000,+0.42053,0.0620,8,0
51120.0,G15,+0.48938,+0.41867,+0.07071,0.0905,77,0
51120.0,G29,+0.39893,+0.00000,+0.39893,0.0618,8,0
51150.0,G15,+0.49174,+0.42398,+0.06776,0.0901,78,0
51150.0,G29,+0.39200,+0.00000,+0.39200,0.0616,9,0
51180.0,G15,+0.49313,+0.42928,+0.06385,0.0898,79,0
51180.0,G29,+0.39626,+0.00000,+0.39626,0.0615,10,0
51210.0,G15,+0.49947,+0.43513,+0.06433,0.0894,80,0
51210.0,G29,+0.37755,+0.00000,+0.37755,0.0613,11,0
51240.0,G15,-0.49497,+0.43513,+0.06989,0.0891,80,0
51240.0,G29,+0.35074,+0.00000,+0.35074,0.0611,11,0
51270.0,G15,-0.49992,+0.44101,+0.05907,0.0888,81,0
51270.0,G29,+0.34082,+0.00000,+0.34082,0.0610,12,0
51300.0,G15,-0.49782,+0.44692,+0.05526,0.0884,82,0
51300.0,G29,+0.34174,+0.00000,+0.34174,0.0609,13,0
51330.0,G15,-0.46969,+0.44692,+0.08339,0.0877,82,0
51330.0,G29,-0.49968,+0.00000,-0.49968,0.0528,13,0
51360.0,G15,-0.46883,+0.45465,+0.07652,0.0873,83,0
51360.0,G29,+0.49917,+0.00000,+0.49917,0.0521,13,0
51390.0,G15,-0.46541,+0.46235,+0.07224,0.0870,84,0
51390.0,G29,+0.39832,+0.00000,+0.39832,0.0516,13,0
51420.0,G15,-0.45137,+0.47023,+0.07840,0.0866,85,0
51420.0,G29,+0.35673,+0.00000,+0.35673,0.0511,13,0
51450.0,G15,-0.45930,+0.47774,+0.06296,0.0863,86,0
51450.0,G29,+0.33404,+0.00000,+0.33404,0.0507,13,0
51480.0,G15,-0.46409,+0.48468,+0.05123,0.0860,87,0
51480.0,G29,+0.33318,+0.00000,+0.33318,0.0504,14,0
51510.0,G15,-0.46317,+0.48984,+0.04699,0.0857,88,0
51510.0,G29,+0.35008,+0.00000,+0.35008,0.0502,15,0
51540.0,G15,-0.44636,+0.49622,+0.05743,0.0854,89,0
51540.0,G29,+0.33575,+0.00000,+0.33575,0.0500,16,0
51570.0,G15,-0.43086,-0.49639,+0.06552,0.0851,90,0
51570.0,G29,+0.31938,+0.00000,+0.31938,0.0498,17,0
51600.0,G15,-0.42139,-0.48933,+0.06793,0.0848,91,0
51600.0,G29,+0.31631,+0.00000,+0.31631,0.0498,18,0
51630.0,G15,-0.13318,-0.48933,+0.35615,0.0666,91,0
51630.0,G29,+0.30778,+0.00000,+0.30778,0.0497,19,0
51660.0,G15,-0.19227,-0.48933,+0.29706,0.0656,91,0
51660.0,G29,+0.29880,+0.36491,-0.06611,0.0496,20,0
51690.0,G15,-0.23302,-0.48933,+0.25630,0.0606,91,0
51690.0,G29,+0.28107,+0.36135,-0.08028,0.0495,21,0
51720.0,G15,-0.21068,-0.48933,+0.27864,0.0597,91,0
51720.0,G29,+0.28059,+0.35452,-0.07392,0.0494,22,0
51750.0,G15,-0.16577,-0.48933,+0.32356,0.0546,91,0
51750.0,G29,+0.28303,+0.34751,-0.06448,0.0494,23,0
51780.0,G15,-0.18356,-0.48933,+0.30577,0.0535,92,0
51780.0,G29,+0.26025,+0.34751,-0.08725,0.0493,23,0
51810.0,G15,-0.20966,-0.48933,+0.27966,0.0526,92,0
51810.0,G29,+0.23036,+0.34751,-0.11715,0.0492,23,0
51840.0,G15,-0.25192,-0.48933,+0.23740,0.0519,92,0
51840.0,G29,+0.21627,+0.34751,-0.13124,0.0491,24,0
51870.0,G15,-0.32623,-0.48933,+0.16310,0.0504,92,0
51870.0,G29,+0.22423,+0.34751,-0.12328,0.0490,25,0
51900.0,G15,-0.32525,-0.48933,+0.16407,0.0498,93,0
51900.0,G29,+0.22272,+0.31379,-0.09108,0.0489,26,0
51930.0,G15,-0.42200,-0.46647,+0.04447,0.0476,93,0
51930.0,G29,+0.24817,+0.31379,-0.06562,0.0483,26,0
51960.0,G15,-0.41671,-0.45966,+0.04296,0.0473,94,0
51960.0,G29,+0.24308,+0.31635,-0.07327,0.0482,27,0
51990.0,G15,-0.48913,+0.00000,-0.48913,0.0391,0,0
51990.0,G29,+0.23668,+0.30497,-0.06829,0.0477,28,0
52020.0,G15,-0.49814,+0.00000,-0.49814,0.0388,1,0
52020.0,G29,+0.22834,+0.29670,-0.06835,0.0476,29,0
52050.0,G15,-0.48150,+0.00000,-0.48150,0.0386,2,0
52050.0,G29,+0.22476,+0.28814,-0.06338,0.0475,30,0
52080.0,G15,-0.45730,+0.00000,-0.45730,0.0384,2,0
52080.0,G29,+0.23525,+0.28100,-0.04574,0.0475,31,0
52110.0,G15,-0.38212,+0.00000,-0.38212,0.0371,2,0
52110.0,G29,+0.25488,+0.27660,-0.02172,0.0473,32,0
52140.0,G15,-0.33738,+0.00000,-0.33738,0.0368,2,0
52140.0,G29,+0.27062,+0.27301,-0.00239,0.0473,33,0
52170.0,G15,-0.34118,+0.00000,-0.34118,0.0365,3,0
52170.0,G29,+0.27568,+0.27011,+0.00556,0.0472,34,0
52200.0,G15,-0.33120,+0.00000,-0.33120,0.0363,4,0
52200.0,G29,+0.28356,+0.26687,+0.01669,0.0471,35,0
52230.0,G15,-0.31109,+0.00000,-0.31109,0.0361,4,0
52230.0,G29,+0.29387,+0.26483,+0.02904,0.0471,36,0
52260.0,G15,-0.31608,+0.00000,-0.31608,0.0360,5,0
52260.0,G29,+0.29397,+0.26358,+0.03038,0.0470,37,0
52290.0,G15,-0.31987,+0.00000,-0.31987,0.0358,6,0
52290.0,G29,+0.29197,+0.26239,+0.02958,0.0470,38,0
52320.0,G15,-0.29045,+0.00000,-0.29045,0.0351,6,0
52320.0,G29,+0.29434,+0.26172,+0.03261,0.0469,39,0
52350.0,G15,-0.30044,+0.00000,-0.30044,0.0350,7,0
52350.0,G29,+0.28892,+0.26123,+0.02768,0.0468,40,0
52380.0,G15,-0.30666,+0.00000,-0.30666,0.0349,8,0
52380.0,G29,+0.28784,+0.26157,+0.02627,0.0467,41,0
52410.0,G15,-0.30976,+0.00000,-0.30976,0.0348,9,0
52410.0,G29,+0.28873,+0.26198,+0.02675,0.0466,42,0
52440.0,G15,-0.31041,+0.00000,-0.31041,0.0347,10,0
52440.0,G29,+0.29141,+0.26240,+0.02901,0.0466,43,0
52470.0,G15,-0.29237,+0.00000,-0.29237,0.0346,11,0
52470.0,G29,+0.29575,+0.26639,+0.02936,0.0465,44,0
52500.0,G15,-0.28340,+0.00000,-0.28340,0.0346,12,0
52500.0,G29,+0.30105,+0.27025,+0.03080,0.0465,45,0
52530.0,G15,-0.28065,+0.00000,-0.28065,0.0345,13,0
52530.0,G29,+0.31583,+0.27491,+0.04092,0.0464,46,0
52560.0,G15,-0.28633,+0.00000,-0.28633,0.0345,14,0
52560.0,G29,+0.31549,+0.27855,+0.03694,0.0464,47,0
52590.0,G15,-0.27034,+0.00000,-0.27034,0.0344,15,0
52590.0,G29,+0.32021,+0.28274,+0.03747,0.0463,48,0
52620.0,G15,-0.26664,+0.00000,-0.26664,0.0344,16,0
52620.0,G29,+0.31669,+0.28714,+0.02955,0.0463,49,0
52650.0,G15,-0.26974,+0.00000,-0.26974,0.0343,17,0
52650.0,G29,+0.31633,+0.29167,+0.02465,0.0462,50,0
52680.0,G15,-0.25258,+0.00000,-0.25258,0.0343,18,0
52680.0,G29,+0.31964,+0.29585,+0.02379,0.0462,51,0
52710.0,G15,-0.26016,+0.00000,-0.26016,0.0336,19,0
52710.0,G29,+0.31672,+0.29893,+0.01779,0.0461,52,0
52740.0,G15,-0.25323,-0.30801,+0.05478,0.0335,20,0
52740.0,G29,+0.31801,+0.30130,+0.01671,0.0461,53,0
52770.0,G15,-0.24672,-0.29713,+0.05041,0.0335,21,0
52770.0,G29,+0.32277,+0.30365,+0.01911,0.0460,54,0
52800.0,G15,-0.23862,-0.28680,+0.04818,0.0334,22,0
52800.0,G29,+0.32732,+0.30584,+0.02148,0.0459,55,0
52830.0,G15,-0.24641,-0.28207,+0.03566,0.0333,23,0
52830.0,G29,+0.32101,+0.30720,+0.01381,0.0459,56,0
52860.0,G15,-0.25300,-0.27815,+0.02515,0.0333,24,0
52860.0,G29,+0.31962,+0.30849,+0.01113,0.0458,57,0
52890.0,G15,-0.23926,-0.27430,+0.03504,0.0322,25,0
52890.0,G29,+0.31728,+0.30976,+0.00752,0.0457,58,0
52920.0,G15,-0.26383,-0.27430,+0.01047,0.0316,25,0
52950.0,G15,-0.29553,-0.27430,-0.02122,0.0311,25,0
52980.0,G15,-0.28709,-0.27268,-0.01441,0.0309,26,0
53010.0,G15,-0.29719,-0.27251,-0.02468,0.0308,27,0
53040.0,G15,-0.29442,-0.27191,-0.02251,0.0307,28,0
53070.0,G15,-0.29069,-0.27096,-0.01973,0.0307,29,0
53100.0,G15,-0.30058,-0.27048,-0.03010,0.0303,30,0
53130.0,G15,-0.30817,-0.27126,-0.03691,0.0302,31,0
53160.0,G15,-0.28595,-0.27126,-0.01469,0.0301,31,0
53190.0,G15,-0.26258,-0.27126,+0.00868,0.0300,31,0
53220.0,G15,-0.25155,-0.26966,+0.01811,0.0299,32,0
53250.0,G15,-0.23843,-0.26753,+0.02910,0.0298,33,0
53280.0,G15,-0.23404,-0.26491,+0.03087,0.0297,34,0
53310.0,G15,-0.23178,-0.26297,+0.03119,0.0297,35,0
53340.0,G15,-0.25418,-0.26297,+0.00879,0.0292,35,0
53370.0,G15,-0.24947,-0.26210,+0.01263,0.0291,36,0
53400.0,G15,-0.26822,-0.26202,-0.00620,0.0288,37,0
53430.0,G15,-0.27906,-0.26336,-0.01570,0.0287,38,0
53460.0,G15,-0.28709,-0.26472,-0.02237,0.0286,39,0
53490.0,G15,-0.28419,-0.26628,-0.01791,0.0286,40,0
53520.0,G15,-0.28430,-0.26818,-0.01612,0.0285,41,0
53550.0,G15,-0.28182,-0.27036,-0.01146,0.0285,42,0
53580.0,G15,-0.29381,-0.27275,-0.02106,0.0283,43,0
53610.0,G15,-0.28730,-0.27448,-0.01282,0.0282,44,0
53640.0,G15,-0.29549,-0.27730,-0.01819,0.0281,45,0
53670.0,G15,-0.30411,-0.27816,-0.02595,0.0281,46,0
53700.0,G15,-0.30939,-0.27876,-0.03063,0.0280,47,0
53730.0,G15,-0.30697,-0.27939,-0.02757,0.0280,48,0
53760.0,G15,-0.30865,-0.28029,-0.02835,0.0279,49,0
53790.0,G15,-0.30792,-0.28066,-0.02726,0.0279,50,0
53820.0,G15,-0.30864,-0.28069,-0.02795,0.0275,51,0
53850.0,G15,-0.29011,-0.28263,-0.00748,0.0273,52,0
53880.0,G15,-0.27334,-0.28436,+0.01103,0.0272,53,0
53910.0,G15,-0.27540,-0.28641,+0.01100,0.0272,54,0
53940.0,G15,-0.27367,-0.28846,+0.01479,0.0271,55,0
58020.0,E07,-0.11087,+0.00000,-0.11087,0.0324,1,0
58050.0,E07,-0.10915,+0.00000,-0.10915,0.0323,2,0
58080.0,E07,-0.11250,+0.00000,-0.11250,0.0323,3,0
58110.0,E07,-0.11490,+0.00000,-0.11490,0.0323,4,0
58140.0,E07,-0.11884,+0.00000,-0.11884,0.0323,5,0
58170.0,E07,-0.12133,+0.00000,-0.12133,0.0322,6,0
58200.0,E07,-0.11988,+0.00000,-0.11988,0.0322,7,0
