SOD,ISB_E_m,P_ISB_m2,NL_count,isb_reinitialized
82500.0,+1.339226,0.003723,0,0
82560.0,+1.341177,0.003739,0,0
82620.0,+1.341587,0.003756,0,0
82680.0,+1.341491,0.003775,1,0
82740.0,+1.340314,0.003767,1,0
82800.0,+1.330052,0.003166,1,0
82860.0,+1.329385,0.003179,1,0
82920.0,+1.326858,0.003195,1,0
82980.0,+1.327722,0.003212,1,0
83040.0,+1.327971,0.003180,1,0
83100.0,+1.327156,0.003181,1,0
83160.0,+1.328041,0.003191,1,0
83220.0,+1.329132,0.003171,1,0
83280.0,+1.325896,0.003168,1,0
83340.0,+1.328493,0.003102,1,0
83400.0,+1.331093,0.003101,1,0
83460.0,+1.329506,0.003104,1,0
83520.0,+1.326638,0.003120,1,0
83580.0,+1.327587,0.003142,1,0
83640.0,+1.323932,0.003167,1,0
83700.0,+1.322798,0.003170,1,0
83760.0,+1.329148,0.003183,1,0
83820.0,+1.331076,0.003201,1,0
83880.0,+1.330122,0.003136,1,0
83940.0,+1.329257,0.003081,1,0
84000.0,+1.326137,0.003075,1,0
84060.0,+1.326668,0.003079,1,0
84120.0,+1.327100,0.003091,1,0
84180.0,+1.329530,0.003113,1,0
84240.0,+1.333057,0.003139,1,0
84300.0,+1.330357,0.003153,1,0
84360.0,+1.329688,0.003131,1,0
84420.0,+1.327852,0.003138,1,0
84480.0,+1.328015,0.003152,1,0
84540.0,+1.331134,0.003153,1,0
84600.0,+1.330733,0.003166,1,0
84660.0,+1.330872,0.003186,1,0
84720.0,+1.330761,0.003186,1,0
84780.0,+1.331258,0.003174,1,0
84840.0,+1.329910,0.003190,1,0
84900.0,+1.332469,0.003163,1,0
84960.0,+1.334426,0.003175,1,0
85020.0,+1.335279,0.003195,1,0
85080.0,+1.337188,0.003218,1,0
85140.0,+1.335302,0.003241,1,0
85200.0,+1.335697,0.003265,1,0
85260.0,+1.338450,0.003288,1,0
85320.0,+1.341969,0.003291,1,0
85380.0,+1.343225,0.003304,1,0
85440.0,+1.343864,0.003324,1,0
85500.0,+1.345497,0.003344,1,0
85560.0,+1.349108,0.003358,1,0
85620.0,+1.349617,0.003365,1,0
85680.0,+1.348978,0.003379,1,0
85740.0,+1.352137,0.003398,1,0
85800.0,+1.350599,0.003417,1,0
85860.0,+1.353573,0.003376,1,0
85920.0,+1.354919,0.003390,1,0
85980.0,+1.353222,0.003407,1,0
86040.0,+1.355373,0.003411,1,0
86100.0,+1.357110,0.003363,1,0
86160.0,+1.362101,0.003335,1,0
86220.0,+1.363000,0.003341,1,0
86280.0,+1.359979,0.003351,1,0
86340.0,+1.362625,0.003363,1,0
